,M&T_male,M&T_female,tuple,Bank_male,Bank_female,average_male,average_female,female-male
99,-2.0937972,-2.7106495,"('prestigious', 'insignificant')",-1.3817596,-1.2785866,-1.7377784252166748,-1.9946180582046509,-0.2568396329879761
76,2.0760875,2.3384254,"('secure', 'insecure')",0.22006476,0.16562438,1.148076057434082,1.2520248889923096,0.10394883155822754
104,-2.049043,-2.1685433,"('conventional', 'unconventional')",-1.0964208,-0.7692596,-1.572731852531433,-1.4689013957977295,0.10383045673370361
12,1.9329549,2.1198497,"('sympathetic', 'unsympathetic')",-0.81384826,-0.73566794,0.559553325176239,0.6920908689498901,0.13253754377365112
107,1.9161279,1.9567664,"('conventional', 'modern')",0.27283463,0.13954502,1.0944812297821045,1.048155665397644,-0.04632556438446045
15,1.8961723,2.034783,"('polite', 'impolite')",-0.17434293,-0.07615057,0.8609147071838379,0.9793161749839783,0.11840146780014038
101,-1.8912711,-1.5995529,"('successful', 'unsuccessful')",-1.3645941,-1.1478422,-1.6279325485229492,-1.3736975193023682,0.25423502922058105
83,1.8210354,1.8935261,"('energetic', 'lethargic')",-0.04845956,-0.1211656,0.8862879276275635,0.8861802220344543,-0.00010770559310913086
98,-1.8098518,-2.0831294,"('prestigious', 'insignificant')",-0.8366179,-0.8358189,-1.3232347965240479,-1.4594740867614746,-0.13623929023742676
8,-1.6990697,-1.9875301,"('open', 'distant')",0.6325042,0.39335752,-0.5332827568054199,-0.7970862984657288,-0.26380354166030884
81,-1.6867071,-1.905713,"('industrious', 'lazy')",1.6023536,1.6110629,-0.042176783084869385,-0.1473250389099121,-0.10514825582504272
6,-1.6725188,-1.7458634,"('liked', 'disliked')",5.147136,5.1057534,1.7373087406158447,1.6799449920654297,-0.05736374855041504
20,-1.6600752,-2.0241635,"('popular', 'unpopular')",-1.0855434,-1.036562,-1.3728092908859253,-1.5303627252578735,-0.15755343437194824
94,1.6489085,2.1447055,"('aggressive', 'submissive')",0.5768788,0.37519017,1.1128935813903809,1.2599478960037231,0.14705431461334229
82,-1.6150162,-1.7575918,"('industrious', 'meek')",0.3326106,0.49027783,-0.6412028074264526,-0.6336569786071777,0.007545828819274902
16,1.596843,1.9404978,"('social', 'antisocial')",-0.30811954,-0.14426723,0.6443617343902588,0.8981152772903442,0.25375354290008545
26,1.5555508,1.6105679,"('trustworthy', 'untrustworthy')",0.43039793,0.57674503,0.9929744005203247,1.0936565399169922,0.10068213939666748
86,-1.4993545,-1.6941888,"('self-reliant', 'helpless')",2.8024654,2.6910558,0.6515554785728455,0.4984334707260132,-0.15312200784683228
52,1.4920962,1.6604385,"('competitive', 'uncompetitive')",-0.2692684,-0.23727411,0.6114138960838318,0.7115821838378906,0.10016828775405884
58,1.4687008,1.6788322,"('able', 'clumsy')",-1.1536431,-0.9180693,0.157528817653656,0.38038143515586853,0.22285261750221252
2,1.4623325,1.8869205,"('friendly', 'unfriendly')",-0.541995,-0.36424327,0.4601687490940094,0.7613385915756226,0.30116984248161316
66,1.4502081,1.6288488,"('imaginative', 'unimaginative')",2.071839,2.1528926,1.7610235214233398,1.8908706903457642,0.12984716892242432
69,-1.4096117,-1.4964905,"('wise', 'foolish')",-0.009742558,-0.050719798,-0.7096771001815796,-0.7736051082611084,-0.06392800807952881
36,1.3813245,1.4590597,"('tolerant', 'intolerant')",-0.8582554,-1.1389389,0.26153457164764404,0.16006040573120117,-0.10147416591644287
64,1.3784764,1.5579376,"('clever', 'incompetent')",-0.7883435,-0.7087302,0.2950664460659027,0.4246037006378174,0.12953725457191467
95,1.2777281,1.385809,"('rich', 'poor')",-5.887305,-6.349827,-2.30478835105896,-2.482008934020996,-0.17722058296203613
7,-1.2367095,-1.5435559,"('outgoing', 'distant')",0.848757,0.5648303,-0.19397622346878052,-0.48936277627944946,-0.29538655281066895
4,-1.2224784,-1.3495662,"('likable', 'unlikable')",-1.2206585,-1.3519752,-1.2215684652328491,-1.3507707118988037,-0.1292022466659546
41,-1.1934303,-1.225102,"('incorrupt', 'corrupt')",1.3364859,1.4755075,0.07152777910232544,0.12520277500152588,0.05367499589920044
0,1.1760101,1.4162,"('sociable', 'unsociable')",-0.8748734,-0.5332035,0.15056836605072021,0.4414982795715332,0.290929913520813
49,1.1699405,1.2154853,"('responsible', 'irresponsible')",-1.5477035,-1.7175227,-0.188881516456604,-0.2510187029838562,-0.0621371865272522
100,1.1693488,1.2415513,"('influential', 'uninfluential')",-0.96947515,-0.6294286,0.099936842918396,0.306061327457428,0.20612448453903198
39,-1.1625478,-1.4693763,"('right', 'wrong')",-0.3139634,-0.045426533,-0.7382556200027466,-0.7574014067649841,-0.01914578676223755
13,1.1441772,1.3031859,"('helpful', 'unhelpful')",-3.2540295,-3.2247953,-1.0549261569976807,-0.9608047008514404,0.09412145614624023
27,1.123451,1.1903169,"('sincere', 'insincere')",-6.8211713,-6.7696857,-2.848860263824463,-2.789684295654297,0.059175968170166016
34,1.0938948,1.3540425,"('loyal', 'disloyal')",-1.8668888,-1.5986952,-0.38649696111679077,-0.1223263144493103,0.26417064666748047
22,1.0856442,0.6344875,"('welcoming', 'disagreeable')",0.6239582,0.5495408,0.8548011779785156,0.5920141935348511,-0.26278698444366455
106,-1.0216144,-1.2389953,"('conventional', 'unconventional')",-0.34723783,-0.35586837,-0.6844261288642883,-0.7974318265914917,-0.11300569772720337
17,1.0123069,1.2958835,"('social', 'antisocial')",-0.64629066,-0.452768,0.1830081343650818,0.42155778408050537,0.23854964971542358
42,-0.99886024,-1.3415217,"('amicable', 'hostile')",-0.025236785,0.20992005,-0.5120484828948975,-0.5658008456230164,-0.053752362728118896
18,0.99829495,1.0143985,"('social', 'asocial')",-0.6139584,-0.6335666,0.19216826558113098,0.19041591882705688,-0.0017523467540740967
35,-0.98408425,-0.9938307,"('fair', 'unfair')",0.5910069,0.72550917,-0.19653868675231934,-0.13416075706481934,0.0623779296875
9,0.9486475,1.1058002,"('sensitive', 'insensitive')",-1.2463638,-1.294332,-0.14885812997817993,-0.09426593780517578,0.05459219217300415
