,Citigroup_male,Citigroup_female,tuple,average_male,average_female,female-male
75,2.1664047,2.1642828,"('confident', 'shy')",2.1664047241210938,2.16428279876709,-0.0021219253540039062
107,2.0033221,1.9598823,"('conventional', 'modern')",2.003322124481201,1.9598822593688965,-0.04343986511230469
99,-1.9578335,-1.8708296,"('prestigious', 'insignificant')",-1.9578335285186768,-1.8708295822143555,0.08700394630432129
81,-1.7934902,-1.8589482,"('industrious', 'lazy')",-1.7934901714324951,-1.8589482307434082,-0.06545805931091309
94,1.777435,1.764462,"('aggressive', 'submissive')",1.7774349451065063,1.7644619941711426,-0.01297295093536377
82,-1.7662897,-1.7219938,"('industrious', 'meek')",-1.7662897109985352,-1.7219938039779663,0.04429590702056885
2,1.7304089,1.6725752,"('friendly', 'unfriendly')",1.7304089069366455,1.6725752353668213,-0.05783367156982422
12,1.7208143,1.6429539,"('sympathetic', 'unsympathetic')",1.7208143472671509,1.642953872680664,-0.07786047458648682
52,1.7181811,1.722713,"('competitive', 'uncompetitive')",1.7181811332702637,1.7227129936218262,0.0045318603515625
15,1.7052968,1.653774,"('polite', 'impolite')",1.7052967548370361,1.6537740230560303,-0.05152273178100586
4,-1.5589991,-1.6100202,"('likable', 'unlikable')",-1.5589990615844727,-1.6100201606750488,-0.05102109909057617
60,1.5562778,1.5349975,"('educated', 'uneducated')",1.5562777519226074,1.5349974632263184,-0.021280288696289062
64,1.47144,1.4222035,"('clever', 'incompetent')",1.4714399576187134,1.422203540802002,-0.049236416816711426
41,-1.4607775,-1.3421602,"('incorrupt', 'corrupt')",-1.4607775211334229,-1.3421602249145508,0.11861729621887207
32,-1.4430215,-1.5022016,"('benevolent', 'hardhearted')",-1.443021535873413,-1.5022015571594238,-0.05918002128601074
66,1.4073133,1.399689,"('imaginative', 'unimaginative')",1.407313346862793,1.399688959121704,-0.007624387741088867
51,1.3909036,1.3658795,"('competent', 'incompetent')",1.3909035921096802,1.3658795356750488,-0.025024056434631348
1,-1.3119415,-1.2900468,"('friendly', 'unfriendly')",-1.3119415044784546,-1.2900468111038208,0.02189469337463379
109,1.3109078,1.4248806,"('conservative', 'liberal')",1.3109078407287598,1.4248806238174438,0.11397278308868408
108,1.3109078,1.4248806,"('conservative', 'liberal')",1.3109078407287598,1.4248806238174438,0.11397278308868408
61,-1.291119,-0.994815,"('rational', 'irrational')",-1.2911189794540405,-0.9948149919509888,0.29630398750305176
71,1.274663,1.1121895,"('efficient', 'inefficient')",1.274662971496582,1.112189531326294,-0.16247344017028809
98,-1.2721982,-1.2064606,"('prestigious', 'insignificant')",-1.27219820022583,-1.2064605951309204,0.06573760509490967
7,-1.2373542,-1.3437489,"('outgoing', 'distant')",-1.2373541593551636,-1.343748927116394,-0.10639476776123047
100,1.2367116,1.2892518,"('influential', 'uninfluential')",1.2367116212844849,1.2892518043518066,0.05254018306732178
31,-1.2207305,-1.2812628,"('altruistic', 'egoistic')",-1.2207305431365967,-1.281262755393982,-0.060532212257385254
42,-1.1856095,-0.9996253,"('amicable', 'hostile')",-1.1856094598770142,-0.9996253252029419,0.18598413467407227
40,-1.183278,-1.3998411,"('honorable', 'mean')",-1.18327796459198,-1.399841070175171,-0.21656310558319092
39,-1.1625147,-1.0410379,"('right', 'wrong')",-1.1625146865844727,-1.041037917137146,0.12147676944732666
76,1.1110249,1.0909325,"('secure', 'insecure')",1.1110248565673828,1.0909324884414673,-0.020092368125915527
6,1.1077706,1.2142059,"('liked', 'disliked')",1.107770562171936,1.2142058610916138,0.10643529891967773
69,-1.0984422,-1.0779189,"('wise', 'foolish')",-1.0984421968460083,-1.0779188871383667,0.0205233097076416
83,1.092992,0.9101746,"('energetic', 'lethargic')",1.0929919481277466,0.9101746082305908,-0.18281733989715576
104,-1.0824115,-0.9134064,"('conventional', 'unconventional')",-1.082411527633667,-0.9134063720703125,0.1690051555633545
8,-1.0584595,-1.1741405,"('open', 'distant')",-1.0584595203399658,-1.174140453338623,-0.11568093299865723
56,1.0416384,0.8682842,"('intelligent', 'dumb')",1.0416383743286133,0.8682842254638672,-0.1733541488647461
9,0.9660655,0.80707014,"('sensitive', 'insensitive')",0.966065526008606,0.8070701360702515,-0.1589953899383545
45,-0.96283937,-1.0449153,"('cooperative', 'exploitative')",-0.9628393650054932,-1.0449153184890747,-0.08207595348358154
19,-0.9402208,-0.86927164,"('funny', 'boring')",-0.9402207732200623,-0.8692716360092163,0.07094913721084595
80,0.936244,1.013283,"('independent', 'dependent')",0.936244010925293,1.0132830142974854,0.07703900337219238
16,0.9281345,0.87716115,"('social', 'antisocial')",0.9281345009803772,0.8771611452102661,-0.050973355770111084
53,-0.920594,-1.1890898,"('smart', 'stupid')",-0.9205939769744873,-1.1890897750854492,-0.2684957981109619
77,-0.8997445,-0.99066955,"('active', 'inactive')",-0.8997445106506348,-0.9906695485115051,-0.09092503786087036
5,0.8732755,0.86280054,"('pleasant', 'repellent')",0.8732755184173584,0.8628005385398865,-0.010474979877471924
14,0.86185914,0.68393135,"('supportive', 'unsupportive')",0.861859142780304,0.6839313507080078,-0.17792779207229614
93,0.8569395,0.858374,"('dominating', 'dominated')",0.8569394946098328,0.8583739995956421,0.0014345049858093262
103,0.8467381,1.0099826,"('traditional', 'modern')",0.8467381000518799,1.0099825859069824,0.16324448585510254
70,0.8452367,0.8561007,"('wise', 'unwise')",0.8452367186546326,0.8561006784439087,0.010863959789276123
