,Consolidated_male,Consolidated_female,tuple,Edison_male,Edison_female,average_male,average_female,female-male
27,-5.885597,-6.4921064,"('sincere', 'insincere')",-2.3232613,-2.7959065,-4.104429244995117,-4.644006729125977,-0.5395774841308594
75,5.247305,6.2280746,"('confident', 'shy')",4.726719,5.1085143,4.987011909484863,5.668294429779053,0.6812825202941895
6,5.1066537,6.0181255,"('liked', 'disliked')",1.8309335,2.612736,3.4687936305999756,4.315430641174316,0.8466370105743408
95,-4.453917,-5.481058,"('rich', 'poor')",-2.7634034,-3.0393043,-3.6086602210998535,-4.260181427001953,-0.6515212059020996
40,-4.3118014,-5.124852,"('honorable', 'mean')",-2.271268,-2.8342795,-3.291534662246704,-3.9795658588409424,-0.6880311965942383
53,-3.6035638,-4.105602,"('smart', 'stupid')",-2.5891745,-3.0023823,-3.0963692665100098,-3.5539920330047607,-0.457622766494751
13,-2.4660327,-2.5335064,"('helpful', 'unhelpful')",-1.2949934,-1.3911778,-1.880513072013855,-1.9623420238494873,-0.08182895183563232
48,2.3160772,2.4863155,"('reliable', 'unreliable')",2.16378,2.5473878,2.239928722381592,2.5168516635894775,0.27692294120788574
86,2.2986708,2.7389472,"('self-reliant', 'helpless')",1.4914019,1.7228143,1.8950363397598267,2.2308807373046875,0.33584439754486084
28,-1.9814489,-2.0390599,"('honest', 'dishonest')",-0.78169715,-0.8913323,-1.381572961807251,-1.465196132659912,-0.08362317085266113
50,1.98126,2.030768,"('unprejudiced', 'prejudiced')",2.0584998,1.8661723,2.0198798179626465,1.948470115661621,-0.07140970230102539
66,1.9391947,2.2837381,"('imaginative', 'unimaginative')",0.62460876,1.1500051,1.2819017171859741,1.7168716192245483,0.4349699020385742
32,-1.8526807,-1.4881852,"('benevolent', 'hardhearted')",-3.4737678,-3.3402922,-2.663224220275879,-2.414238691329956,0.24898552894592285
3,1.8203743,2.243526,"('likable', 'unlikable')",1.4502425,1.6776662,1.6353083848953247,1.9605960845947266,0.32528769969940186
34,-1.7519774,-1.7018838,"('loyal', 'disloyal')",-1.1294527,-0.9107967,-1.4407150745391846,-1.306340217590332,0.13437485694885254
12,-1.7375606,-1.8286111,"('sympathetic', 'unsympathetic')",0.14082158,0.17441303,-0.7983695268630981,-0.827099084854126,-0.028729557991027832
81,1.6671336,1.9043263,"('industrious', 'lazy')",0.076888025,0.20358574,0.8720108270645142,1.0539560317993164,0.18194520473480225
88,1.6157637,1.7207156,"('impulsive', 'meek')",-0.15520206,0.16945969,0.7302808165550232,0.9450876712799072,0.21480685472488403
29,-1.5996832,-1.9191487,"('honest', 'immoral')",0.05263096,-0.20679116,-0.7735260725021362,-1.0629699230194092,-0.28944385051727295
11,-1.594038,-1.644627,"('caring', 'unaffectionate')",-2.3792624,-2.0795527,-1.9866502285003662,-1.8620898723602295,0.12456035614013672
78,1.5610099,1.353025,"('active', 'inactive')",1.0076466,1.0299006,1.2843282222747803,1.191462755203247,-0.0928654670715332
41,1.5100781,1.5712419,"('incorrupt', 'corrupt')",-0.0638715,0.2043879,0.7231032848358154,0.8878148794174194,0.164711594581604
97,-1.4896169,-1.3333666,"('superior', 'inferior')",-0.9560616,-0.79292053,-1.2228392362594604,-1.0631436109542847,0.15969562530517578
22,1.4819396,1.5662127,"('welcoming', 'disagreeable')",0.41345698,0.4320877,0.9476982355117798,0.9991501569747925,0.051451921463012695
46,1.4686843,1.9901054,"('generous', 'stingy')",0.053263962,0.43623972,0.7609741687774658,1.2131725549697876,0.4521983861923218
37,1.454947,1.5603379,"('good', 'evil')",0.3530969,0.42494953,0.9040219783782959,0.9926437139511108,0.08862173557281494
38,-1.4433905,-1.5018628,"('kind', 'unkind')",-0.63240767,-0.49721205,-1.0378990173339844,-0.9995374083518982,0.03836160898208618
74,-1.4292374,-1.370485,"('insightful', 'unperceptive')",-0.43905568,-0.35310715,-0.934146523475647,-0.8617960214614868,0.07235050201416016
45,-1.3143815,-1.1729069,"('cooperative', 'exploitative')",1.1508101,0.785382,-0.08178567886352539,-0.19376245141029358,-0.11197677254676819
49,-1.3098572,-1.486097,"('responsible', 'irresponsible')",0.25310546,0.1510917,-0.5283758640289307,-0.6675026416778564,-0.13912677764892578
44,-1.2117147,-1.1882447,"('truthful', 'untruthful')",-1.0574218,-0.94787794,-1.134568214416504,-1.068061351776123,0.06650686264038086
35,1.2113384,1.351094,"('fair', 'unfair')",1.1772367,1.3634212,1.1942875385284424,1.357257604598999,0.16297006607055664
15,1.1861227,1.5007824,"('polite', 'impolite')",1.6900337,1.4555931,1.4380781650543213,1.4781877994537354,0.04010963439941406
56,1.1585188,1.2019026,"('intelligent', 'dumb')",1.4305828,1.5358838,1.2945507764816284,1.3688931465148926,0.07434237003326416
