,PulteGroup_male,PulteGroup_female,tuple,average_male,average_female,female-male
75,2.2428226,2.0232854,"('confident', 'shy')",2.2428226470947266,2.023285388946533,-0.21953725814819336
6,1.4347918,1.2179555,"('liked', 'disliked')",1.4347918033599854,1.217955470085144,-0.2168363332748413
5,1.2692344,1.2917306,"('pleasant', 'repellent')",1.2692344188690186,1.2917306423187256,0.02249622344970703
21,1.2133023,1.1894507,"('nice', 'nasty')",1.2133022546768188,1.189450740814209,-0.023851513862609863
95,-1.2091715,-1.0731443,"('rich', 'poor')",-1.2091715335845947,-1.0731443166732788,0.13602721691131592
70,1.1501548,1.219214,"('wise', 'unwise')",1.1501548290252686,1.2192139625549316,0.06905913352966309
12,1.1055019,1.3312416,"('sympathetic', 'unsympathetic')",1.1055018901824951,1.3312416076660156,0.2257397174835205
14,1.077323,1.000827,"('supportive', 'unsupportive')",1.0773229598999023,1.0008269548416138,-0.07649600505828857
100,1.0587656,1.1332707,"('influential', 'uninfluential')",1.0587656497955322,1.1332707405090332,0.07450509071350098
2,1.0216452,1.1960653,"('friendly', 'unfriendly')",1.021645188331604,1.1960653066635132,0.17442011833190918
19,-1.0161405,-0.9444392,"('funny', 'boring')",-1.0161404609680176,-0.944439172744751,0.0717012882232666
27,-1.007236,-0.6877756,"('sincere', 'insincere')",-1.0072360038757324,-0.6877756118774414,0.319460391998291
107,0.97930354,1.3234136,"('conventional', 'modern')",0.9793035387992859,1.323413610458374,0.34411007165908813
53,-0.9302616,-0.827705,"('smart', 'stupid')",-0.9302616119384766,-0.8277050256729126,0.10255658626556396
54,0.8943902,0.6804742,"('smart', 'stupid')",0.8943902254104614,0.6804742217063904,-0.21391600370407104
78,0.8858413,0.6158782,"('active', 'inactive')",0.8858413100242615,0.6158782243728638,-0.2699630856513977
4,-0.8525248,-0.8170287,"('likable', 'unlikable')",-0.8525248169898987,-0.8170287013053894,0.03549611568450928
90,0.8478669,0.67131543,"('motivated', 'unmotivated')",0.8478668928146362,0.6713154315948486,-0.1765514612197876
40,-0.8457788,-0.91935575,"('honorable', 'mean')",-0.8457788228988647,-0.9193557500839233,-0.0735769271850586
55,0.8282318,0.8319405,"('intelligent', 'unintelligent')",0.8282318115234375,0.8319404721260071,0.00370866060256958
94,0.7807123,0.79811656,"('aggressive', 'submissive')",0.7807123064994812,0.7981165647506714,0.017404258251190186
99,-0.73681957,-0.8566665,"('prestigious', 'insignificant')",-0.7368195652961731,-0.8566665053367615,-0.11984694004058838
45,-0.7367449,-0.76696634,"('cooperative', 'exploitative')",-0.7367448806762695,-0.7669663429260254,-0.03022146224975586
51,0.72715795,0.75421464,"('competent', 'incompetent')",0.7271579504013062,0.7542146444320679,0.02705669403076172
9,0.67688453,0.7962111,"('sensitive', 'insensitive')",0.6768845319747925,0.7962111234664917,0.11932659149169922
88,-0.6721644,-0.7372461,"('impulsive', 'meek')",-0.6721643805503845,-0.7372460961341858,-0.06508171558380127
77,0.6328075,0.5549618,"('active', 'inactive')",0.6328074932098389,0.5549618005752563,-0.07784569263458252
76,0.62972385,0.75200295,"('secure', 'insecure')",0.629723846912384,0.7520029544830322,0.1222791075706482
41,-0.61148596,-0.60439986,"('incorrupt', 'corrupt')",-0.6114859580993652,-0.6043998599052429,0.0070860981941223145
66,0.6067178,0.64907223,"('imaginative', 'unimaginative')",0.6067178249359131,0.6490722298622131,0.04235440492630005
52,0.5896132,0.6311927,"('competitive', 'uncompetitive')",0.5896131992340088,0.631192684173584,0.041579484939575195
16,0.588164,0.57713014,"('social', 'antisocial')",0.5881639719009399,0.577130138874054,-0.011033833026885986
38,-0.5659939,-0.2735618,"('kind', 'unkind')",-0.5659939050674438,-0.2735618054866791,0.29243209958076477
0,0.55840003,0.7032914,"('sociable', 'unsociable')",0.55840003490448,0.7032914161682129,0.1448913812637329
26,-0.55453575,-0.34672186,"('trustworthy', 'untrustworthy')",-0.5545357465744019,-0.3467218577861786,0.20781388878822327
72,0.53893,0.76300776,"('logical', 'illogical')",0.5389299988746643,0.7630077600479126,0.2240777611732483
63,-0.5363968,-0.3685031,"('capable', 'incapable')",-0.5363968014717102,-0.3685030937194824,0.16789370775222778
79,-0.52886945,-0.5672027,"('determined', 'doubtful')",-0.5288694500923157,-0.5672026872634888,-0.038333237171173096
15,0.51891166,0.8445339,"('polite', 'impolite')",0.5189116597175598,0.8445339202880859,0.3256222605705261
69,-0.51138914,-0.44565952,"('wise', 'foolish')",-0.5113891363143921,-0.4456595182418823,0.06572961807250977
60,0.50763166,0.72563434,"('educated', 'uneducated')",0.5076316595077515,0.7256343364715576,0.21800267696380615
43,-0.50721335,-0.32947353,"('genuine', 'fake')",-0.5072133541107178,-0.3294735252857208,0.17773982882499695
71,0.5006101,0.37315157,"('efficient', 'inefficient')",0.5006101131439209,0.373151570558548,-0.12745854258537292
59,-0.47715563,-0.3578138,"('skillful', 'clumsy')",-0.4771556258201599,-0.3578138053417206,0.11934182047843933
