,Dimension,P-Value M vs. F Firm Embedding,P-Value Delta Firm vs. Delta Random Embedding,Mean Firm,Mean Random,Mean Firm vs. Mean Random,Dictionary
0,"('unsociable', 'sociable')",0.0,5e-05,-0.9483735299232736,-0.9365250775,-0.011848452423273592,Sociability
1,"('unfriendly', 'friendly')",0.0,0.0,0.27211654156010234,0.288698752375,-0.016582210814897635,Sociability
2,"('unlikable', 'likable')",0.0,0.0,-0.804403795140665,-0.7770118191250001,-0.0273919760156649,Sociability
3,"('repellent', 'pleasant')",0.35673,0.0,-0.005501370332480816,0.08403711125,-0.08953848158248082,Sociability
4,"('disliked', 'liked')",0.0,0.21184,0.5599077083120204,0.556660386625,0.0032473216870204658,Sociability
5,"('distant', 'outgoing')",0.0,0.0,0.3404724327365729,0.277621762625,0.06285067011157291,Sociability
6,"('distant', 'open')",0.0,0.0,0.36511628337595914,0.31947727337500004,0.0456390100009591,Sociability
7,"('insensitive', 'sensitive')",0.0,0.0,-0.07499072774936061,-0.030063751124999996,-0.04492697662436061,Sociability
8,"('unaffectionate', 'affectionate')",0.0,0.05087,0.2754034054987212,0.28041713925,-0.005013733751278782,Sociability
9,"('unaffectionate', 'caring')",0.0,0.0,0.47086625012787725,0.49054495287500005,-0.0196787027471228,Sociability
10,"('unsympathetic', 'sympathetic')",0.0,0.0,-0.8047155556265985,-0.72395069875,-0.08076485687659851,Sociability
11,"('unhelpful', 'helpful')",0.0,0.0,-0.4267141217391304,-0.3558169956250001,-0.07089712611413035,Sociability
12,"('unsupportive', 'supportive')",0.0,0.0,0.5035904998721228,0.4214638215,0.08212667837212279,Sociability
13,"('impolite', 'polite')",0.0,0.0,-0.4055073955242966,-0.28667208625,-0.11883530927429659,Sociability
14,"('antisocial', 'social')",0.0,0.01021,0.3613023144501279,0.353410019125,0.007892295325127918,Sociability
15,"('boring', 'funny')",0.0,0.00058,-0.2097529019181586,-0.219673431125,0.009920529206841416,Sociability
16,"('unpopular', 'popular')",0.15483,0.0,0.009494481841432225,0.09029638050000001,-0.08080189865856778,Sociability
17,"('nasty', 'nice')",0.0,0.0,0.32980620294117646,0.3029669,0.02683930294117648,Sociability
18,"('disagreeable', 'welcoming')",0.0,0.0,0.5560437335038363,0.480893517875,0.07515021562883628,Sociability
19,"('inhospitable', 'hospitable')",0.0,0.0,-0.04395038017902813,0.021202322375000002,-0.06515270255402814,Sociability
20,"('rough', 'thoughtful')",0.0,0.0,0.24539046278772378,0.295992264625,-0.05060180183727622,Sociability
21,"('immoral', 'moral')",0.0,0.0,-0.8069510219948849,-0.687849404625,-0.1191016173698849,Morality
22,"('untrustworthy', 'trustworthy')",0.0,0.0,-0.12351533925831201,-0.16040350625,0.03688816699168798,Morality
23,"('insincere', 'sincere')",0.0,0.0,-0.34978895051150893,-0.299651199375,-0.05013775113650892,Morality
24,"('dishonest', 'honest')",0.0,0.0,-0.31719652698209716,-0.21033705924999999,-0.10685946773209717,Morality
25,"('egoistic', 'altruistic')",0.0,0.02233,0.1471588662404092,0.1409747495,0.006184116740409196,Morality
26,"('hardhearted', 'benevolent')",0.0,0.0,0.5073413132992327,0.41143749099999993,0.09590382229923278,Morality
27,"('hardhearted', 'softhearted')",0.0,0.0505,0.5981081595907928,0.6028190565,-0.0047108969092072295,Morality
28,"('disloyal', 'loyal')",0.0,0.0,-0.27550865843989775,-0.23215319650000002,-0.04335546193989773,Morality
29,"('unfair', 'fair')",0.0,0.0,0.3973041609974425,0.41434485025,-0.017040689252557528,Morality
30,"('intolerant', 'tolerant')",0.0,0.00832,-0.379666737084399,-0.37256498849999997,-0.007101748584399048,Morality
31,"('evil', 'good')",0.0,0.0,0.3606343983375959,0.252940226125,0.10769417221259592,Morality
32,"('unkind', 'kind')",0.0,0.0,-0.09781700370843989,-0.009353096,-0.08846390770843988,Morality
33,"('wrong', 'right')",0.0,0.0,0.6665019664961637,0.6382293849999999,0.02827258149616374,Morality
34,"('mean', 'honorable')",0.0,0.0,-0.4677840524296675,-0.38604686975,-0.08173718267966745,Morality
35,"('corrupt', 'incorrupt')",0.0,0.0,0.7473960993606139,0.7968531228750001,-0.04945702351438619,Morality
36,"('hostile', 'amicable')",0.0,0.0,0.47355153836317143,0.5303686306250001,-0.05681709226182863,Morality
37,"('fake', 'genuine')",0.0,0.0,-0.10335797084398977,-0.05181892525,-0.05153904559398977,Morality
38,"('untruthful', 'truthful')",0.0,0.0,0.057499595780051156,0.0999815755,-0.04248197971994885,Morality
39,"('exploitative', 'cooperative')",0.0,0.0,0.6227062030690538,0.635766581875,-0.013060378805946238,Morality
40,"('stingy', 'generous')",0.0,0.0,-0.4956534575447571,-0.535160325875,0.03950686833024286,Morality
41,"('unforgiving', 'forgiving')",0.0,0.00566,-0.5402503456521739,-0.5470301105,0.006779764847826164,Morality
42,"('unreliable', 'reliable')",0.0,0.0,0.23032593925831205,0.21648914237500003,0.01383679688331202,Morality
43,"('irresponsible', 'responsible')",0.0,0.0,-0.1807446141943734,-0.150553249125,-0.030191365069373394,Morality
44,"('prejudiced', 'unprejudiced')",0.0,0.0,-0.1781115122762148,-0.12718528725,-0.0509262250262148,Morality
45,"('incompetent', 'competent')",0.0,6e-05,-0.10380704603580562,-0.09135270300000001,-0.012454343035805615,Ability
46,"('uncompetitive', 'competitive')",0.0,0.0,-0.3590196898976982,-0.2742463825,-0.08477330739769823,Ability
47,"('stupid', 'smart')",0.0,0.0,-0.40604943874680305,-0.390978299375,-0.015071139371803044,Ability
48,"('unintelligent', 'intelligent')",0.0,0.0,-0.4381641891304348,-0.42292771012499997,-0.015236479005434844,Ability
49,"('unable', 'able')",0.0,0.0,0.6333220331202046,0.582099975625,0.05122205749520459,Ability
50,"('clumsy', 'skillful')",0.0,0.00098,0.3102097432225064,0.31793619725000005,-0.007726454027493668,Ability
51,"('uneducated', 'educated')",0.0,0.0,-0.31863642685421995,-0.200651475875,-0.11798495097921993,Ability
52,"('irrational', 'rational')",0.0,0.14681,0.20149559347826088,0.197082983875,0.00441260960326087,Ability
53,"('uncreative', 'creative')",0.0,0.0,0.27682058324808184,0.29502006675000003,-0.01819948350191819,Ability
54,"('incapable', 'capable')",0.0,0.00249,-0.5128793498721228,-0.504924251875,-0.007955097997122795,Ability
55,"('incompetent', 'clever')",0.0,0.0,-0.3878216186700767,-0.347646031125,-0.04017558754507672,Ability
56,"('impractical', 'practical')",0.0,0.01223,0.17156797289002557,0.16343578225000002,0.008132190640025544,Ability
57,"('unimaginative', 'imaginative')",0.0,0.0,-0.49219198324808183,-0.443478517,-0.048713466248081816,Ability
58,"('undiscriminating', 'discriminating')",0.0,0.12605,-0.5054954267263426,-0.501313074375,-0.0041823523513426775,Ability
59,"('foolish', 'wise')",0.0,0.0,0.2432467065217391,0.156790153375,0.08645655314673911,Ability
60,"('inefficient', 'efficient')",0.0,0.49876,0.03562565652173913,0.033193978375,0.0024316781467391274,Ability
61,"('illogical', 'logical')",0.0,0.26996,0.3381734881074168,0.34022902612500006,-0.002055538017583236,Ability
62,"('incompetent', 'brilliant')",0.0,0.0,-0.11078678235294116,-0.16639002025,0.05560323789705883,Ability
63,"('unperceptive', 'insightful')",0.0,0.36208,-0.2541082152173913,-0.256445516625,0.002337301407608683,Ability
64,"('shy', 'confident')",0.0,0.0,-0.45334519846547316,-0.48521847912499994,0.03187328065952677,Agency
65,"('insecure', 'secure')",0.0,0.0,-0.9293098090792841,-0.8752373608749999,-0.05407244820428414,Agency
66,"('inactive', 'active')",0.0,0.0,0.11177179769820972,0.125037774125,-0.013265976426790282,Agency
67,"('doubtful', 'determined')",0.0,0.0,0.11509398836317135,0.06396033775,0.05113365061317135,Agency
68,"('dependent', 'independent')",0.0,0.0,0.22580056138107416,0.2008462905,0.02495427088107416,Agency
69,"('lazy', 'industrious')",0.0,4e-05,0.9572833323529412,0.972240366625,-0.014957034272058856,Agency
70,"('lethargic', 'energetic')",0.0,0.09159,-0.2258133671355499,-0.21982773450000004,-0.0059856326355498535,Agency
71,"('diffident', 'self-confident')",0.0,0.0,0.4154222025575448,0.36592565525,0.049496547307544825,Agency
72,"('unambitious', 'ambitious')",0.0,0.0,-0.4962285333759591,-0.5570678585000001,0.060839325124040944,Agency
73,"('helpless', 'self-reliant')",0.0,0.0,0.09236652442455244,0.053541816000000006,0.038824708424552434,Agency
74,"('undedicated', 'dedicated')",0.0,0.0,0.8577321451406649,0.791389241625,0.06634290351566485,Agency
75,"('meek', 'impulsive')",0.0,0.0,-0.5309316167519181,-0.47387843674999997,-0.05705318000191817,Agency
76,"('anxious', 'daring')",0.0,0.0,-0.4703246048593351,-0.432916898375,-0.03740770648433506,Agency
77,"('unmotivated', 'motivated')",0.0,0.0,-0.5759079934782609,-0.596892587875,0.020984594396739054,Agency
78,"('nonresilient', 'resilient')",0.0,0.0,0.5317361718670077,0.478561835625,0.053174336242007736,Agency
79,"('wavering', 'unwavering')",0.0,0.0,-0.05506225012787724,-0.020498897624999998,-0.03456335250287724,Agency
80,"('dominated', 'dominating')",0.0,0.0,-0.38537140076726334,-0.337702928,-0.047668472767263326,Agency
81,"('submissive', 'aggressive')",0.0,0.0,-1.7811585487212276,-1.6719447996249999,-0.10921374909622772,Agency
82,"('poor', 'rich')",0.0,0.0,-0.7285325681585677,-0.5673733665,-0.16115920165856767,Status
83,"('powerless', 'powerful')",0.0,0.0,0.06105446867007673,-0.024124256375,0.08517872504507673,Status
84,"('inferior', 'superior')",0.0,0.0,-0.44117097966751917,-0.3999053845,-0.04126559516751915,Status
85,"('insignificant', 'prestigious')",0.0,0.0688,0.22352070191815857,0.230857256,-0.007336554081841445,Status
86,"('uninfluential', 'influential')",0.02272,0.0,-0.012086266751918154,0.01753817175,-0.029624438501918156,Status
87,"('unsuccessful', 'successful')",0.0,0.0,-0.25186512890025575,-0.19309283825,-0.05877229065025574,Status
88,"('low', 'eminent')",0.0,0.0,-0.23197257020460357,-0.07247203575,-0.15950053445460358,Status
