,patterson_male,patterson_female,tuple,companies_male,companies_female,average_male,average_female,female-male
87,-0.875398,-0.7522141,"('dedicated', 'undedicated')",-1.6310345,-1.6208038,-1.25321626663208,-1.1865088939666748,0.06670737266540527
9,-0.86588764,-1.1466191,"('sensitive', 'insensitive')",-1.1560811,-1.1703067,-1.0109844207763672,-1.1584628820419312,-0.14747846126556396
76,0.86447203,0.76531327,"('secure', 'insecure')",0.19037598,0.11554772,0.5274239778518677,0.44043049216270447,-0.08699348568916321
100,-0.83605814,-0.65259784,"('influential', 'uninfluential')",-1.4327965,-1.1773496,-1.1344273090362549,-0.9149737358093262,0.2194535732269287
21,0.8336623,0.7655277,"('nice', 'nasty')",1.007873,0.8587312,0.9207676649093628,0.8121294975280762,-0.10863816738128662
15,0.8267948,1.0861107,"('polite', 'impolite')",0.09462285,0.10699073,0.4607088267803192,0.596550703048706,0.13584187626838684
38,-0.82290065,-0.6417838,"('kind', 'unkind')",-2.7575254,-2.3663466,-1.7902131080627441,-1.5040651559829712,0.28614795207977295
46,0.82190645,1.128124,"('generous', 'stingy')",1.0752039,1.0987561,0.9485551714897156,1.1134400367736816,0.16488486528396606
98,-0.8066032,-0.70314646,"('prestigious', 'insignificant')",0.43211168,0.4898855,-0.18724575638771057,-0.10663047432899475,0.08061528205871582
18,-0.8004947,-0.8453992,"('social', 'asocial')",-0.45547962,-0.62014025,-0.6279871463775635,-0.7327697277069092,-0.1047825813293457
96,0.79883146,0.7413361,"('powerful', 'powerless')",-0.7244328,-0.52800775,0.037199318408966064,0.10666418075561523,0.06946486234664917
83,-0.778479,-0.85124063,"('energetic', 'lethargic')",-0.80447984,-0.9008557,-0.7914794087409973,-0.87604820728302,-0.0845687985420227
65,-0.7567618,-1.0321772,"('practical', 'impractical')",-2.0945446,-2.1312761,-1.4256532192230225,-1.5817266702651978,-0.1560734510421753
105,-0.74684036,-0.8378251,"('conventional', 'modern')",-0.30443126,-0.26645344,-0.525635838508606,-0.5521392822265625,-0.026503443717956543
45,-0.72631043,-1.1059165,"('cooperative', 'exploitative')",-0.48259264,-0.73472834,-0.6044515371322632,-0.9203224182128906,-0.31587088108062744
81,0.7061505,0.8415197,"('industrious', 'lazy')",1.6700044,1.3421509,1.188077449798584,1.0918352603912354,-0.09624218940734863
56,0.680771,0.86270225,"('intelligent', 'dumb')",0.5479897,0.70259017,0.6143803596496582,0.7826461791992188,0.16826581954956055
84,-0.6741971,-0.38089773,"('self-confident', 'diffident')",-0.17217958,-0.28659266,-0.42318832874298096,-0.33374518156051636,0.0894431471824646
60,-0.66872984,-0.4631711,"('educated', 'uneducated')",-1.2835847,-0.8714112,-0.9761573076248169,-0.6672911643981934,0.30886614322662354
39,-0.6559351,-0.44229326,"('right', 'wrong')",0.22698185,0.3433447,-0.21447663009166718,-0.049474284052848816,0.16500234603881836
82,0.6486,0.7714554,"('industrious', 'meek')",0.5076375,0.48797622,0.5781187415122986,0.6297158002853394,0.05159705877304077
57,0.6168611,0.36910802,"('able', 'unable')",-0.23168828,-0.42948362,0.19258642196655273,-0.030187800526618958,-0.2227742224931717
58,-0.6024785,-0.76442325,"('able', 'clumsy')",-1.6358559,-1.1913701,-1.1191672086715698,-0.9778966903686523,0.14127051830291748
37,0.60059667,0.6837101,"('good', 'evil')",1.6873653,1.5959294,1.1439809799194336,1.1398197412490845,-0.004161238670349121
61,0.5936904,0.8888229,"('rational', 'irrational')",0.41491827,0.52241087,0.5043043494224548,0.7056168913841248,0.20131254196166992
41,0.57968307,0.86743546,"('incorrupt', 'corrupt')",1.8567498,2.0567553,1.2182164192199707,1.4620953798294067,0.24387896060943604
47,-0.57087857,-0.72677386,"('forgiving', 'unforgiving')",-0.7544094,-0.7443744,-0.6626439690589905,-0.7355741262435913,-0.07293015718460083
109,0.5701854,0.5781516,"('conservative', 'liberal')",0.39351907,0.1461236,0.4818522334098816,0.3621375858783722,-0.1197146475315094
108,0.5701854,0.5781516,"('conservative', 'liberal')",0.39351907,0.1461236,0.4818522334098816,0.3621375858783722,-0.1197146475315094
92,-0.53233814,-0.46008012,"('unwavering', 'wavering')",0.45523694,0.65154624,-0.03855060040950775,0.09573306143283844,0.1342836618423462
2,-0.531661,-0.69598275,"('friendly', 'unfriendly')",-1.1020427,-0.95887494,-0.8168518543243408,-0.8274288177490234,-0.010576963424682617
79,-0.53054726,-0.44161278,"('determined', 'doubtful')",0.2470729,0.34639227,-0.1417371779680252,-0.04761025309562683,0.09412692487239838
35,0.5252172,0.61269724,"('fair', 'unfair')",1.6097727,1.6321084,1.0674948692321777,1.1224029064178467,0.054908037185668945
4,0.48705614,0.33782542,"('likable', 'unlikable')",-1.4991102,-1.6988862,-0.5060270428657532,-0.6805303692817688,-0.17450332641601562
16,0.48622167,0.26456666,"('social', 'antisocial')",-0.8428484,-0.6600411,-0.17831337451934814,-0.1977372169494629,-0.019423842430114746
77,0.44452244,0.57279,"('active', 'inactive')",0.42441383,0.7453882,0.434468150138855,0.6590890884399414,0.22462093830108643
102,-0.4406256,-0.34675217,"('eminent', 'low')",-2.521974,-1.9777968,-1.481299877166748,-1.1622744798660278,0.3190253973007202
107,0.42179945,0.6258751,"('conventional', 'modern')",-0.050296307,-0.033728838,0.18575157225131989,0.29607313871383667,0.11032156646251678
99,-0.41922808,-0.39248937,"('prestigious', 'insignificant')",-0.8109981,-0.47322863,-0.6151130795478821,-0.43285900354385376,0.18225407600402832
42,0.39426658,0.38538378,"('amicable', 'hostile')",1.1502181,1.4005775,0.7722423672676086,0.892980694770813,0.12073832750320435
85,-0.39155906,-0.3492576,"('ambitious', 'unambitious')",-0.7073269,-0.58347565,-0.5494430065155029,-0.46636661887168884,0.08307638764381409
19,0.37419075,0.48079395,"('funny', 'boring')",-0.2596261,-0.4000668,0.057282328605651855,0.040363579988479614,-0.01691874861717224
72,-0.37371114,-0.14143822,"('logical', 'illogical')",-0.6714085,-0.5292053,-0.5225598216056824,-0.3353217840194702,0.18723803758621216
104,-0.35656506,-0.36032975,"('conventional', 'unconventional')",0.27920744,0.82302463,-0.03867881000041962,0.2313474416732788,0.2700262516736984
68,-0.35509706,-0.8970927,"('clever', 'inept')",-0.96828294,-1.1299478,-0.6616899967193604,-1.0135202407836914,-0.35183024406433105
26,0.3500021,0.2410872,"('trustworthy', 'untrustworthy')",0.861714,0.6998559,0.6058580875396729,0.4704715609550476,-0.13538652658462524
73,-0.34650433,-0.6517674,"('brilliant', 'incompetent')",-2.075645,-2.2417266,-1.2110745906829834,-1.446747064590454,-0.2356724739074707
71,0.3318069,0.022948265,"('efficient', 'inefficient')",-1.7930607,-2.193223,-0.7306268811225891,-1.0851373672485352,-0.35451048612594604
17,-0.3121912,-0.16837224,"('social', 'antisocial')",-1.2158452,-1.1179264,-0.764018177986145,-0.6431493163108826,0.12086886167526245
67,-0.30245513,-0.2954151,"('discriminating', 'undiscriminating')",-1.337017,-1.335015,-0.819736123085022,-0.8152151107788086,0.004521012306213379
106,0.26603007,0.21931577,"('conventional', 'unconventional')",0.3920014,0.63598347,0.32901573181152344,0.4276496171951294,0.09863388538360596
90,0.25681943,-0.03304869,"('motivated', 'unmotivated')",1.2236466,0.951725,0.7402330636978149,0.45933815836906433,-0.2808949053287506
64,0.24727568,-0.08098686,"('clever', 'incompetent')",-1.5060871,-1.3263276,-0.629405677318573,-0.7036572098731995,-0.07425153255462646
52,-0.24588054,-0.2441886,"('competitive', 'uncompetitive')",-1.5773197,-1.6375018,-0.9116001129150391,-0.940845251083374,-0.02924513816833496
8,-0.23699416,-0.13759975,"('open', 'distant')",1.0816603,0.4858461,0.4223330616950989,0.17412316799163818,-0.2482098937034607
14,-0.22522324,-0.25568777,"('supportive', 'unsupportive')",-0.16144538,-0.2203392,-0.19333431124687195,-0.23801347613334656,-0.04467916488647461
80,0.20342636,0.32626396,"('independent', 'dependent')",0.5752865,0.5199741,0.38935643434524536,0.42311903834342957,0.033762603998184204
101,-0.19972482,-0.038367026,"('successful', 'unsuccessful')",-2.2937799,-1.898639,-1.246752381324768,-0.9685029983520508,0.2782493829727173
31,-0.16339001,-0.029206336,"('altruistic', 'egoistic')",-0.6357213,-0.55588514,-0.39955568313598633,-0.29254573583602905,0.10700994729995728
89,0.15065539,0.04299148,"('daring', 'anxious')",-0.6632607,-0.60589045,-0.2563026547431946,-0.28144949674606323,-0.025146842002868652
55,-0.12630814,-0.32016933,"('intelligent', 'unintelligent')",-1.4929405,-1.1463962,-0.8096243143081665,-0.733282744884491,0.07634156942367554
110,-0.11471301,-0.427241,"('narrow-minded', 'open-minded')",0.4472435,0.59294647,0.16626524925231934,0.08285273611545563,-0.08341251313686371
0,-0.11183202,0.102473184,"('sociable', 'unsociable')",-1.0006377,-0.8443105,-0.5562348365783691,-0.3709186613559723,0.18531617522239685
29,-0.10692327,-0.5241865,"('honest', 'immoral')",-0.8943114,-0.89353514,-0.5006173253059387,-0.7088608145713806,-0.2082434892654419
7,-0.07571232,0.08967081,"('outgoing', 'distant')",1.3669419,0.68346596,0.6456148028373718,0.3865683674812317,-0.25904643535614014
69,0.071516216,0.15565723,"('wise', 'foolish')",0.49077433,0.56031334,0.28114527463912964,0.3579852879047394,0.07684001326560974
51,-0.06837475,-0.15402192,"('competent', 'incompetent')",-1.1305251,-0.95889175,-0.5994499325752258,-0.5564568042755127,0.042993128299713135
70,0.054154202,0.19400145,"('wise', 'unwise')",0.4321947,0.4380237,0.2431744635105133,0.31601256132125854,0.07283809781074524
30,0.049062863,-0.078997925,"('honest', 'dishonest')",-0.38489413,-0.59767616,-0.16791564226150513,-0.3383370339870453,-0.17042139172554016
25,0.037726857,-0.3662688,"('moral', 'immoral')",-1.4705153,-1.4804506,-0.7163941860198975,-0.923359751701355,-0.20696556568145752
5,0.02377563,-0.22160853,"('pleasant', 'repellent')",-0.3097512,-0.30376646,-0.14298778772354126,-0.2626875042915344,-0.11969971656799316
93,-0.019214928,0.07628989,"('dominating', 'dominated')",0.40024164,0.69197667,0.19051335752010345,0.3841332793235779,0.19361992180347443
23,-0.013463125,-0.01887551,"('hospitable', 'inhospitable')",0.5250055,0.4777103,0.2557711899280548,0.22941739857196808,-0.02635379135608673
91,-0.004729733,-0.08145844,"('resilient', 'nonresilient')",-0.013115555,-0.033597186,-0.008922643959522247,-0.0575278140604496,-0.04860517010092735
