,whirlpool_male,whirlpool_female,tuple,average_male,average_female,female-male
12,3.0915265,3.3261514,"('sympathetic', 'unsympathetic')",3.091526508331299,3.3261513710021973,0.23462486267089844
2,2.7325501,3.070157,"('friendly', 'unfriendly')",2.7325501441955566,3.070157051086426,0.33760690689086914
94,2.6752458,2.9618838,"('aggressive', 'submissive')",2.675245761871338,2.961883783340454,0.2866380214691162
41,-2.2518346,-2.3308911,"('incorrupt', 'corrupt')",-2.2518346309661865,-2.3308911323547363,-0.0790565013885498
71,2.2404382,2.1904159,"('efficient', 'inefficient')",2.240438222885132,2.190415859222412,-0.05002236366271973
52,2.183963,2.41404,"('competitive', 'uncompetitive')",2.1839630603790283,2.4140400886535645,0.23007702827453613
75,1.9534668,2.0474448,"('confident', 'shy')",1.953466773033142,2.0474448204040527,0.09397804737091064
99,-1.9406413,-2.3067803,"('prestigious', 'insignificant')",-1.9406412839889526,-2.3067803382873535,-0.3661390542984009
14,1.9090142,1.7159193,"('supportive', 'unsupportive')",1.9090142250061035,1.7159192562103271,-0.19309496879577637
25,1.8758849,1.791956,"('moral', 'immoral')",1.8758848905563354,1.7919559478759766,-0.08392894268035889
100,1.8741976,1.8390121,"('influential', 'uninfluential')",1.8741976022720337,1.8390121459960938,-0.03518545627593994
15,1.8602543,2.2692585,"('polite', 'impolite')",1.8602542877197266,2.269258499145508,0.40900421142578125
55,1.8485174,1.662632,"('intelligent', 'unintelligent')",1.8485174179077148,1.6626319885253906,-0.18588542938232422
64,1.8395257,2.0067222,"('clever', 'incompetent')",1.8395256996154785,2.0067222118377686,0.16719651222229004
109,1.8334566,1.8228047,"('conservative', 'liberal')",1.8334566354751587,1.8228046894073486,-0.010651946067810059
108,1.8334566,1.8228047,"('conservative', 'liberal')",1.8334566354751587,1.8228046894073486,-0.010651946067810059
16,1.8075185,2.257825,"('social', 'antisocial')",1.807518482208252,2.2578248977661133,0.45030641555786133
82,-1.7661884,-1.9826232,"('industrious', 'meek')",-1.766188383102417,-1.9826232194900513,-0.21643483638763428
58,1.7584331,1.9801664,"('able', 'clumsy')",1.7584331035614014,1.9801664352416992,0.22173333168029785
76,1.7528632,2.1511245,"('secure', 'insecure')",1.7528631687164307,2.1511244773864746,0.39826130867004395
7,-1.7175708,-2.0383122,"('outgoing', 'distant')",-1.7175707817077637,-2.0383121967315674,-0.3207414150238037
98,-1.6855886,-1.8965987,"('prestigious', 'insignificant')",-1.6855885982513428,-1.8965986967086792,-0.21101009845733643
8,-1.6724916,-2.1077137,"('open', 'distant')",-1.6724915504455566,-2.1077136993408203,-0.43522214889526367
29,1.663551,1.6259775,"('honest', 'immoral')",1.6635509729385376,1.6259775161743164,-0.03757345676422119
51,1.6485186,1.9519571,"('competent', 'incompetent')",1.6485185623168945,1.951957106590271,0.30343854427337646
5,1.5629351,1.5882592,"('pleasant', 'repellent')",1.5629351139068604,1.588259220123291,0.025324106216430664
34,1.5595741,1.7107038,"('loyal', 'disloyal')",1.5595741271972656,1.7107038497924805,0.15112972259521484
0,1.5451111,1.7486957,"('sociable', 'unsociable')",1.545111060142517,1.748695731163025,0.2035846710205078
49,1.4942752,1.5942206,"('responsible', 'irresponsible')",1.4942752122879028,1.5942206382751465,0.09994542598724365
19,-1.4595699,-1.406757,"('funny', 'boring')",-1.4595699310302734,-1.4067569971084595,0.052812933921813965
73,1.4498268,1.5220112,"('brilliant', 'incompetent')",1.4498268365859985,1.522011160850525,0.07218432426452637
18,1.4226604,1.6890838,"('social', 'asocial')",1.4226603507995605,1.6890838146209717,0.26642346382141113
13,1.4206647,1.4538343,"('helpful', 'unhelpful')",1.420664668083191,1.4538342952728271,0.03316962718963623
81,-1.366014,-1.7616566,"('industrious', 'lazy')",-1.366014003753662,-1.761656641960144,-0.39564263820648193
83,1.3582311,1.6794217,"('energetic', 'lethargic')",1.3582310676574707,1.6794216632843018,0.32119059562683105
30,1.34495,1.5383133,"('honest', 'dishonest')",1.3449499607086182,1.5383132696151733,0.19336330890655518
90,1.324836,0.9883212,"('motivated', 'unmotivated')",1.324836015701294,0.9883211851119995,-0.33651483058929443
9,1.3187789,1.4162328,"('sensitive', 'insensitive')",1.3187788724899292,1.4162328243255615,0.09745395183563232
36,1.3115342,1.5586779,"('tolerant', 'intolerant')",1.3115341663360596,1.5586779117584229,0.24714374542236328
88,-1.2984463,-1.2489791,"('impulsive', 'meek')",-1.2984462976455688,-1.248979091644287,0.04946720600128174
60,1.2630671,1.3046134,"('educated', 'uneducated')",1.2630671262741089,1.3046133518218994,0.04154622554779053
66,1.2315009,1.4576836,"('imaginative', 'unimaginative')",1.2315008640289307,1.4576835632324219,0.2261826992034912
28,1.1800215,1.3759348,"('honest', 'dishonest')",1.1800215244293213,1.3759348392486572,0.19591331481933594
103,1.1542386,1.1237822,"('traditional', 'modern')",1.1542385816574097,1.1237821578979492,-0.03045642375946045
107,1.1225357,1.3782215,"('conventional', 'modern')",1.1225357055664062,1.3782215118408203,0.25568580627441406
3,1.0796736,1.2535822,"('likable', 'unlikable')",1.0796736478805542,1.253582239151001,0.17390859127044678
47,1.0569777,1.1433668,"('forgiving', 'unforgiving')",1.0569777488708496,1.143366813659668,0.08638906478881836
91,1.0330595,0.74694955,"('resilient', 'nonresilient')",1.0330594778060913,0.7469495534896851,-0.28610992431640625
20,-1.0314552,-1.2421998,"('popular', 'unpopular')",-1.031455159187317,-1.2421997785568237,-0.21074461936950684
31,-0.9832821,-1.2356389,"('altruistic', 'egoistic')",-0.9832820892333984,-1.2356388568878174,-0.25235676765441895
69,-0.9580061,-1.1666956,"('wise', 'foolish')",-0.9580060839653015,-1.1666955947875977,-0.20868951082229614
89,0.94597256,1.1411376,"('daring', 'anxious')",0.9459725618362427,1.1411375999450684,0.19516503810882568
93,0.93091285,1.2534887,"('dominating', 'dominated')",0.9309128522872925,1.2534886598587036,0.32257580757141113
37,-0.906723,-1.2257018,"('good', 'evil')",-0.9067230224609375,-1.2257018089294434,-0.31897878646850586
26,0.90298474,1.2881951,"('trustworthy', 'untrustworthy')",0.9029847383499146,1.2881951332092285,0.38521039485931396
32,-0.89479005,-0.77273506,"('benevolent', 'hardhearted')",-0.8947900533676147,-0.772735059261322,0.12205499410629272
106,0.8359228,0.686645,"('conventional', 'unconventional')",0.8359227776527405,0.686644971370697,-0.14927780628204346
74,0.8063511,0.7180821,"('insightful', 'unperceptive')",0.8063511252403259,0.718082070350647,-0.08826905488967896
86,-0.77878356,-0.8055166,"('self-reliant', 'helpless')",-0.7787835597991943,-0.8055166006088257,-0.026733040809631348
95,-0.7772549,-0.78421205,"('rich', 'poor')",-0.7772548794746399,-0.784212052822113,-0.0069571733474731445
27,0.76894355,0.8852041,"('sincere', 'insincere')",0.7689435482025146,0.8852040767669678,0.11626052856445312
24,0.76448786,0.7412962,"('thoughtful', 'rough')",0.7644878625869751,0.7412961721420288,-0.02319169044494629
72,0.760991,0.8852415,"('logical', 'illogical')",0.7609909772872925,0.8852415084838867,0.12425053119659424
17,0.7373907,1.11287,"('social', 'antisocial')",0.7373906970024109,1.1128699779510498,0.3754792809486389
102,0.7318425,0.58980054,"('eminent', 'low')",0.7318425178527832,0.5898005366325378,-0.14204198122024536
22,0.7267646,0.4306439,"('welcoming', 'disagreeable')",0.7267646193504333,0.43064388632774353,-0.2961207330226898
54,0.72348934,0.4554546,"('smart', 'stupid')",0.7234893441200256,0.45545458793640137,-0.26803475618362427
70,0.7170298,0.43671355,"('wise', 'unwise')",0.7170298099517822,0.4367135465145111,-0.2803162634372711
62,-0.6385402,-0.79833555,"('creative', 'uncreative')",-0.6385402083396912,-0.7983355522155762,-0.159795343875885
33,-0.63571155,-0.7599025,"('softhearted', 'hardhearted')",-0.6357115507125854,-0.7599024772644043,-0.12419092655181885
42,-0.63285303,-0.8287751,"('amicable', 'hostile')",-0.6328530311584473,-0.8287751078605652,-0.19592207670211792
38,0.63192415,0.7012049,"('kind', 'unkind')",0.6319241523742676,0.7012048959732056,0.06928074359893799
56,0.6239388,0.65681255,"('intelligent', 'dumb')",0.623938798904419,0.6568125486373901,0.03287374973297119
85,0.6147073,0.7751131,"('ambitious', 'unambitious')",0.6147072911262512,0.7751131057739258,0.16040581464767456
105,-0.6104288,-0.6552555,"('conventional', 'modern')",-0.6104288101196289,-0.6552554965019226,-0.0448266863822937
65,0.60799855,0.7404668,"('practical', 'impractical')",0.6079985499382019,0.7404667735099792,0.13246822357177734
46,0.5957268,0.5430659,"('generous', 'stingy')",0.5957267880439758,0.5430659055709839,-0.05266088247299194
21,0.5733736,0.5220554,"('nice', 'nasty')",0.5733736157417297,0.5220553874969482,-0.051318228244781494
84,-0.5101436,-0.6783277,"('self-confident', 'diffident')",-0.5101435780525208,-0.6783276796340942,-0.1681841015815735
87,0.5071075,0.4604861,"('dedicated', 'undedicated')",0.5071074962615967,0.46048611402511597,-0.04662138223648071
48,0.4946385,0.41016212,"('reliable', 'unreliable')",0.49463850259780884,0.4101621210575104,-0.08447638154029846
67,-0.4783735,-0.28535897,"('discriminating', 'undiscriminating')",-0.4783734977245331,-0.2853589653968811,0.19301453232765198
4,0.44651407,0.4846375,"('likable', 'unlikable')",0.4465140700340271,0.4846374988555908,0.03812342882156372
35,-0.42444855,-0.45979232,"('fair', 'unfair')",-0.42444854974746704,-0.4597923159599304,-0.03534376621246338
1,-0.4226738,-0.5462073,"('friendly', 'unfriendly')",-0.4226737916469574,-0.5462073087692261,-0.12353351712226868
61,-0.41252142,-0.6377895,"('rational', 'irrational')",-0.4125214219093323,-0.6377894878387451,-0.22526806592941284
39,-0.3931761,-0.52856135,"('right', 'wrong')",-0.3931761085987091,-0.5285613536834717,-0.13538524508476257
44,0.37182423,0.37384394,"('truthful', 'untruthful')",0.3718242347240448,0.3738439381122589,0.0020197033882141113
57,0.3445151,0.29660788,"('able', 'unable')",0.3445150852203369,0.2966078817844391,-0.04790720343589783
96,0.33425277,0.41601136,"('powerful', 'powerless')",0.3342527747154236,0.41601136326789856,0.08175858855247498
77,-0.31133705,-0.28852916,"('active', 'inactive')",-0.31133705377578735,-0.2885291576385498,0.02280789613723755
92,-0.3004589,-0.44557357,"('unwavering', 'wavering')",-0.3004589080810547,-0.4455735683441162,-0.14511466026306152
104,-0.2920969,-0.42984703,"('conventional', 'unconventional')",-0.29209691286087036,-0.42984703183174133,-0.13775011897087097
50,-0.27277955,-0.30825856,"('unprejudiced', 'prejudiced')",-0.27277955412864685,-0.3082585632801056,-0.03547900915145874
68,-0.27045983,-0.2458569,"('clever', 'inept')",-0.2704598307609558,-0.2458568960428238,0.02460293471813202
40,-0.23307626,-0.43964162,"('honorable', 'mean')",-0.23307625949382782,-0.4396416246891022,-0.20656536519527435
97,-0.21577439,-0.16686311,"('superior', 'inferior')",-0.21577438712120056,-0.1668631136417389,0.04891127347946167
6,-0.18429458,-0.11956513,"('liked', 'disliked')",-0.18429458141326904,-0.11956512928009033,0.06472945213317871
