,mosaic_male,mosaic_female,tuple,company_male,company_female,new_male,new_female,average_male,average_female,female-male
85,-0.80138046,-0.89560056,"('ambitious', 'unambitious')",-0.5626709,-0.5319256,0.013987601,0.106343,-0.45002126693725586,-0.44039440155029297,0.00962686538696289
39,0.79376054,0.93890953,"('right', 'wrong')",0.4955914,0.81214744,0.26922962,0.41019645,0.5195271968841553,0.7204178174336752,0.2008906205495199
97,-0.7935121,-0.9119888,"('superior', 'inferior')",-1.2033416,-1.0740409,-0.99121296,-0.8188501,-0.9960222244262695,-0.934959888458252,0.06106233596801758
8,0.7894734,-0.07403512,"('open', 'distant')",2.087016,1.6034443,1.1676544,0.7915691,1.3480480511983235,0.7736593882242838,-0.5743886629740397
63,-0.72725976,-0.40704834,"('capable', 'incapable')",-0.91820496,-0.9240596,-0.33474922,-0.53823125,-0.6600712935129801,-0.6231130758921305,0.03695821762084961
2,-0.7234514,-0.74668026,"('friendly', 'unfriendly')",-1.5121584,-1.2813187,-1.6722184,-1.4798024,-1.3026094436645508,-1.1692670981089275,0.1333423455556233
80,0.7008391,0.33019215,"('independent', 'dependent')",0.95607305,0.8377095,0.56695527,0.6444183,0.7412891387939453,0.6041066646575928,-0.13718247413635254
21,0.68666685,0.71025115,"('nice', 'nasty')",0.3767954,0.33784562,0.35453856,0.31382322,0.4726669390996297,0.45397333304087323,-0.018693606058756473
30,-0.64947134,-0.8084171,"('honest', 'dishonest')",0.057300195,0.0060741007,-0.46290857,-0.09674831,-0.35169323285420734,-0.2996971011161804,0.05199613173802692
10,-0.61301327,-0.36556143,"('affectionate', 'unaffectionate')",-1.2385545,-1.3324065,0.7698784,0.8342984,-0.36056311925252277,-0.28788987795511883,0.07267324129740393
51,-0.59847176,-0.47504127,"('competent', 'incompetent')",-0.7804589,-0.5228759,0.07464939,0.2558064,-0.4347604115804036,-0.2473702629407247,0.18739014863967893
33,-0.598202,-0.7457413,"('softhearted', 'hardhearted')",-1.2802842,-1.1856136,-0.62816787,-0.6920396,-0.8355513413747152,-0.8744648297627767,-0.03891348838806152
57,-0.5831102,-0.46841332,"('able', 'unable')",-0.04912916,-0.21981591,-0.46497375,-0.62447196,-0.3657376766204834,-0.4375670750935872,-0.07182939847310382
66,0.5574004,0.8734137,"('imaginative', 'unimaginative')",1.6603162,1.6786256,0.34587073,0.7209271,0.8545291423797607,1.0909887949625652,0.23645965258280444
15,-0.54988486,-0.18647237,"('polite', 'impolite')",-0.27744544,-0.07128143,-0.60293305,-0.018667951,-0.47675442695617676,-0.09214057524998982,0.38461385170618695
105,-0.5275042,-0.8258094,"('conventional', 'modern')",0.012547433,-0.07029891,0.8306431,0.5736888,0.10522878170013428,-0.10747317473093669,-0.21270195643107098
60,-0.51795137,0.029724061,"('educated', 'uneducated')",-1.6728466,-1.2750559,-0.794942,-0.4889455,-0.9952465693155924,-0.5780924161275228,0.4171541531880696
52,-0.50686026,-0.48527265,"('competitive', 'uncompetitive')",-1.8459338,-1.6514068,-0.82447207,-0.5201275,-1.0590887069702148,-0.8856023152669271,0.17348639170328772
103,0.50516737,0.45691875,"('traditional', 'modern')",1.1738122,1.3433298,0.68126935,0.61791956,0.7867496013641357,0.806056022644043,0.019306421279907227
59,0.4136272,0.7647318,"('skillful', 'clumsy')",-0.18339339,0.27653396,1.3879981,1.4707971,0.5394106308619181,0.8373542626698812,0.2979436318079631
20,0.37956086,1.0348758,"('popular', 'unpopular')",-0.66078883,-0.245603,1.8974743,1.6604376,0.5387487808863322,0.8165701230367025,0.27782134215037035
96,-0.35657948,-0.28995553,"('powerful', 'powerless')",-0.4642908,-0.12400073,-0.45298013,-0.42514718,-0.42461681365966797,-0.27970115343729657,0.1449156602223714
94,-0.34144926,0.05950153,"('aggressive', 'submissive')",0.11054471,0.08536418,-0.6174553,-0.32319823,-0.28278660774230957,-0.05944417417049408,0.2233424335718155
17,-0.33736262,-0.23671968,"('social', 'antisocial')",-0.61228716,-0.4582731,-0.42820126,-0.10149157,-0.45928366978963214,-0.2654947837193807,0.19378888607025146
54,0.32895344,-0.16955656,"('smart', 'stupid')",1.0886722,0.91430575,0.84912705,0.60384494,0.7555842399597168,0.44953139623006183,-0.30605284372965497
69,0.32352456,0.43348706,"('wise', 'foolish')",0.960674,0.9218366,0.5438058,0.65526724,0.6093347867329916,0.6701970100402832,0.06086222330729163
24,-0.3231642,-0.6669517,"('thoughtful', 'rough')",-0.92815363,-0.8550714,-0.80838597,-1.0449764,-0.6865679423014323,-0.8556664784749349,-0.16909853617350268
67,-0.30979627,-0.2634758,"('discriminating', 'undiscriminating')",-0.8536183,-0.7935451,0.70384866,0.7983501,-0.15318864583969116,-0.08622360229492188,0.06696504354476929
79,-0.29430598,-0.058952957,"('determined', 'doubtful')",0.36610687,0.45967558,0.31559122,0.37995023,0.1291307012240092,0.26022428274154663,0.13109358151753744
22,0.29329145,0.5251758,"('welcoming', 'disagreeable')",1.0046054,0.82528794,0.5636344,0.47769773,0.6205104192097982,0.6093871593475342,-0.011123259862264034
26,-0.28346777,-0.10954374,"('trustworthy', 'untrustworthy')",0.5204803,0.5127214,-0.7467338,-0.48269907,-0.1699070930480957,-0.026507129271825153,0.14339996377627054
106,0.2806435,0.09912364,"('conventional', 'unconventional')",0.16903323,0.24175215,1.2797227,0.963664,0.5764664808909098,0.43484659989674884,-0.14161988099416095
98,0.2631927,0.19047445,"('prestigious', 'insignificant')",0.16370653,0.24297962,0.27524158,0.15429056,0.23404693603515625,0.1959148645401001,-0.03813207149505615
110,0.25131923,0.27125996,"('narrow-minded', 'open-minded')",0.18769723,0.003052473,-0.38863587,-0.16592145,0.01679352919260661,0.03613032897313436,0.019336799780527752
90,0.24521968,0.063145965,"('motivated', 'unmotivated')",0.80774117,0.7840521,-0.115985096,-0.5120882,0.31232525904973346,0.11170327663421631,-0.20062198241551715
43,-0.19950587,-0.32962543,"('genuine', 'fake')",-0.6114512,-0.6630857,0.3768835,0.38788807,-0.1446911891301473,-0.20160768429438272,-0.056916495164235414
109,-0.1932404,-0.25741145,"('conservative', 'liberal')",-0.22003746,-0.30144396,-1.097023,-1.0688727,-0.503433624903361,-0.5425760348637899,-0.03914240996042895
108,-0.1932404,-0.25741145,"('conservative', 'liberal')",-0.22003746,-0.30144396,-1.097023,-1.0688727,-0.503433624903361,-0.5425760348637899,-0.03914240996042895
104,0.17903121,0.14194922,"('conventional', 'unconventional')",0.28531268,0.49382594,0.09214801,-0.08103579,0.1854973038037618,0.1849131186803182,-0.0005841851234436035
14,-0.17219275,-0.3893099,"('supportive', 'unsupportive')",-0.090426534,-0.04036078,-0.059206426,-0.05194989,-0.10727523763974507,-0.16054019331932068,-0.05326495567957561
70,-0.157895,0.10483749,"('wise', 'unwise')",0.2525143,0.2666211,1.675778,1.6813757,0.5901324351628622,0.6842780907948812,0.09414565563201904
31,-0.1437892,0.18713608,"('altruistic', 'egoistic')",-0.5374321,-0.4244607,0.63122517,0.40067068,-0.016665359338124592,0.05444868405659994,0.07111404339472453
91,0.117578186,-0.35492676,"('resilient', 'nonresilient')",-0.78170645,-0.5354643,0.2389951,-0.08850193,-0.14171104629834494,-0.326297660668691,-0.18458661437034604
93,0.10928859,0.031670496,"('dominating', 'dominated')",0.16507569,0.3262852,-1.2408098,-0.70492834,-0.32214850187301636,-0.11565754810969035,0.206490953763326
107,-0.10684058,0.67812407,"('conventional', 'modern')",-0.063400775,0.062306985,1.0958123,1.6039909,0.30852365493774414,0.7814739545186361,0.47295029958089196
5,-0.09837213,-0.11461775,"('pleasant', 'repellent')",-0.68536496,-0.6523076,-0.097297505,-0.30082503,-0.2936781843503316,-0.3559168179829915,-0.06223863363265991
99,-0.073447615,0.018264174,"('prestigious', 'insignificant')",-0.45481205,-0.27260256,0.7842057,0.64763576,0.08531534671783447,0.13109912474950156,0.04578377803166708
92,0.003378868,0.105230704,"('unwavering', 'wavering')",0.52672195,0.6933435,1.0242958,0.81975317,0.518132209777832,0.5394424597422282,0.021310249964396122
