,penney_male,penney_female,tuple,j_male,j_female,c_male,c_female,average_male,average_female,female-male
75,3.8013484,3.6227384,"('confident', 'shy')",6.0596733,5.9381537,7.0056243,6.856675,5.622215270996094,5.472522735595703,-0.14969253540039062
107,2.4405756,2.7455716,"('conventional', 'modern')",-0.30173668,-0.22469789,0.10602379,-0.31630683,0.7482875982920328,0.7348556518554688,-0.01343194643656409
94,1.9281057,2.554933,"('aggressive', 'submissive')",0.7046653,0.64178705,1.2003536,0.8591554,1.2777082125345867,1.3519585927327473,0.07425038019816066
66,1.8636707,2.3855758,"('imaginative', 'unimaginative')",2.6886628,2.5307288,2.1226792,2.0995133,2.225004196166992,2.3386058807373047,0.1136016845703125
48,1.8361261,1.6966164,"('reliable', 'unreliable')",2.5308049,2.2605925,2.6342964,2.4865189,2.3337424596150718,2.147909164428711,-0.18583329518636083
5,1.7333504,1.820711,"('pleasant', 'repellent')",-0.78812224,-0.6737645,-0.6038201,-0.9523006,0.11380269130071004,0.06488194068272908,-0.04892075061798096
104,-1.6803805,-1.8993391,"('conventional', 'unconventional')",-0.8831358,-0.592151,-0.9262092,-0.6274983,-1.1632417837778728,-1.0396628379821777,0.12357894579569506
82,-1.677985,-2.2789953,"('industrious', 'meek')",1.1905928,1.2586536,0.6996217,0.9584702,0.07074316342671712,-0.02062380313873291,-0.09136696656545003
76,1.6396556,2.3345528,"('secure', 'insecure')",0.33601618,0.4890862,0.33909023,-0.0422827,0.7715873718261719,0.9271187782287598,0.1555314064025879
41,-1.6282394,-2.1227756,"('incorrupt', 'corrupt')",0.62209064,0.7594095,0.95896804,1.6874331,-0.015726923942565918,0.10802233219146729,0.1237492561340332
12,1.5735376,1.9895788,"('sympathetic', 'unsympathetic')",-1.6181797,-1.4670992,-1.318316,-1.8164264,-0.4543193578720093,-0.4313155810038249,0.02300377686818439
10,-1.5235856,-1.6416411,"('affectionate', 'unaffectionate')",-0.4762227,-0.6255503,-1.0254054,-0.9458505,-1.0084045728047688,-1.0710139274597168,-0.06260935465494799
103,1.5080605,1.6829472,"('traditional', 'modern')",-0.17776968,0.003079243,0.11335313,-0.09229265,0.48121464252471924,0.5312445958455404,0.05002995332082116
32,-1.4906199,-1.223754,"('benevolent', 'hardhearted')",-0.3887757,-0.15572733,-1.934588,-1.4184825,-1.27132781346639,-0.932654619216919,0.33867319424947095
80,1.4782646,1.3063135,"('independent', 'dependent')",0.70096046,0.8918854,-0.22150904,0.08995363,0.6525719960530599,0.7627174854278564,0.11014548937479651
40,-1.4337552,-1.5781283,"('honorable', 'mean')",-4.2401,-4.2467346,-4.940078,-5.010788,-3.5379775365193686,-3.611883799235026,-0.07390626271565726
6,1.4309977,1.1831056,"('liked', 'disliked')",5.534392,5.1700387,5.383968,5.969698,4.116452534993489,4.107613881429036,-0.008838653564453125
90,1.35875,1.0619352,"('motivated', 'unmotivated')",0.29616502,0.0697307,0.88683486,0.4631554,0.8472499847412109,0.5316071112950643,-0.3156428734461466
46,1.2733696,1.0153464,"('generous', 'stingy')",1.8736205,1.9371378,0.67003673,1.3338847,1.272342284520467,1.4287896156311035,0.15644733111063647
3,1.2625017,1.245377,"('likable', 'unlikable')",1.6023009,1.5444413,1.5928342,1.8165653,1.4858789443969727,1.5354611078898113,0.049582163492838616
22,1.2353234,0.6276253,"('welcoming', 'disagreeable')",0.91822517,0.84933627,0.025854863,0.3800376,0.7264678478240967,0.618999719619751,-0.1074681282043457
64,1.2323805,1.6867188,"('clever', 'incompetent')",-0.8546387,-0.8584427,-1.8047378,-1.9346783,-0.4756653308868408,-0.36880071957906085,0.10686461130777997
25,1.2280701,1.0957514,"('moral', 'immoral')",-1.0571727,-1.1833907,-1.1131876,-1.4846449,-0.31409668922424316,-0.5240947405497233,-0.2099980513254801
8,-1.2144523,-1.936788,"('open', 'distant')",-0.014424115,0.025948942,0.16235042,0.13326266,-0.35550864537556964,-0.5925254821777344,-0.23701683680216473
95,-1.2035781,-0.89575744,"('rich', 'poor')",-4.790596,-4.82745,-5.479868,-5.6191688,-3.8246806462605796,-3.780792236328125,0.043888409932454575
83,1.2031054,1.7374003,"('energetic', 'lethargic')",-0.8756627,-0.7579707,-0.71210307,-0.93337345,-0.12822010119756064,0.01535205046335856,0.1435721516609192
71,1.2007165,1.6201978,"('efficient', 'inefficient')",-0.9456273,-1.0518491,0.24135703,-0.8309188,0.16548208395640054,-0.0875233809153239,-0.25300546487172443
81,-1.196307,-2.0929122,"('industrious', 'lazy')",2.1083624,1.9488888,1.4011408,1.8787508,0.7710653940836588,0.5782424608866373,-0.19282293319702148
53,-1.1894777,-0.81125563,"('smart', 'stupid')",-3.4990602,-3.3561988,-4.4754753,-4.5984755,-3.054670969645182,-2.9219767252604165,0.13269424438476562
27,-1.189191,-0.73890007,"('sincere', 'insincere')",-5.1331882,-4.7963934,-4.7517776,-5.1137066,-3.691385587056478,-3.54966672261556,0.14171886444091797
16,1.1841166,1.8999313,"('social', 'antisocial')",0.31018537,0.41192698,-0.10334571,-0.2632357,0.4636520942052205,0.6828742027282715,0.21922210852305096
109,1.177216,1.2418792,"('conservative', 'liberal')",0.23729813,0.19847897,0.13310389,0.09548203,0.5158726771672567,0.5119467178980509,-0.003925959269205803
108,1.177216,1.2418792,"('conservative', 'liberal')",0.23729813,0.19847897,0.13310389,0.09548203,0.5158726771672567,0.5119467178980509,-0.003925959269205803
70,1.1543614,0.98024136,"('wise', 'unwise')",0.79471135,0.8210784,1.2195585,0.9981952,1.0562103589375813,0.9331716696421305,-0.12303868929545081
1,-1.1415244,-1.3416296,"('friendly', 'unfriendly')",-1.0732529,-0.9685752,-2.3322873,-1.8175201,-1.5156882603963215,-1.3759082158406575,0.13978004455566406
11,-1.1361796,-1.2828115,"('caring', 'unaffectionate')",-1.5025401,-1.397717,-1.4914222,-1.7377765,-1.3767139116923015,-1.4727684656778972,-0.0960545539855957
14,1.1178423,0.83845866,"('supportive', 'unsupportive')",1.0811955,0.76381737,1.1917329,0.9852448,1.1302568912506104,0.8625069459279379,-0.2677499453226725
52,1.1028694,1.6911126,"('competitive', 'uncompetitive')",-0.61325645,-0.65377617,-0.60462826,-1.0594652,-0.03833844264348348,-0.007376233736673991,0.03096220890680949
49,1.1028526,1.47874,"('responsible', 'irresponsible')",-1.0309014,-0.889426,-0.74562013,-1.2692068,-0.2245563268661499,-0.22663092613220215,-0.002074599266052246
2,1.0385387,1.6960351,"('friendly', 'unfriendly')",-0.5280374,-0.41137904,-0.7032888,-1.1985165,-0.0642625093460083,0.028713186581929524,0.09297569592793782
60,1.0137808,1.3004209,"('educated', 'uneducated')",-0.5563817,-0.3994161,-1.4678047,-1.0394053,-0.33680184682210285,-0.04613351821899414,0.2906683286031087
31,-0.9975162,-1.6751592,"('altruistic', 'egoistic')",-0.79888344,-0.7853662,-1.6616162,-1.1164116,-1.1526719729105632,-1.1923123995463054,-0.03964042663574219
36,0.99222606,1.4761146,"('tolerant', 'intolerant')",0.30745906,0.21148391,-0.68570554,-0.82477665,0.20465985933939615,0.2876073122024536,0.08294745286305746
7,-0.9777923,-1.4614176,"('outgoing', 'distant')",0.4731989,0.38115656,0.8960694,0.969167,0.13049199183781943,-0.037031332651774086,-0.1675233244895935
101,-0.97614694,-0.69208336,"('successful', 'unsuccessful')",-1.5585631,-1.462275,-0.97439796,-1.0986803,-1.1697026093800862,-1.0843462149302165,0.08535639444986964
102,0.9509235,0.77467966,"('eminent', 'low')",-0.052470088,-0.17696598,0.6910634,0.5920321,0.5298389593760172,0.3965819279352824,-0.1332570314407348
55,0.9189284,1.006639,"('intelligent', 'unintelligent')",-0.2127519,-0.37715444,-0.93196416,-0.87890005,-0.07526254653930664,-0.08313850561777751,-0.00787595907847087
51,0.9104199,1.5900699,"('competent', 'incompetent')",-0.97004414,-0.91669846,-1.5719814,-1.7175635,-0.5438685417175293,-0.34806402524312335,0.19580451647440594
79,0.88459164,0.86219525,"('determined', 'doubtful')",0.40430576,0.57237977,0.09141493,0.47716904,0.4601041078567505,0.6372480392456055,0.17714393138885498
58,0.8555423,1.2796776,"('able', 'clumsy')",-1.3677905,-1.3160226,-1.6440129,-1.6706612,-0.7187536557515463,-0.5690020720163981,0.14975158373514819
99,-0.846493,-1.5650147,"('prestigious', 'insignificant')",-0.22217318,-0.33459878,-1.1878865,-0.638129,-0.7521842320760092,-0.8459142049153646,-0.09372997283935547
15,0.83015174,1.1246848,"('polite', 'impolite')",0.57068944,0.48743016,0.40780494,0.6102686,0.6028820673624674,0.7407944997151693,0.1379124323527019
0,0.808584,1.1787331,"('sociable', 'unsociable')",-0.9923867,-0.66322047,-1.316535,-1.150953,-0.5001125733057658,-0.21181346972783408,0.28829910357793165
86,0.80268955,0.43947622,"('self-reliant', 'helpless')",2.9992754,2.7886934,3.3260617,3.5815513,2.376008987426758,2.269906997680664,-0.10610198974609375
19,-0.7907545,-0.7166822,"('funny', 'boring')",0.3649938,0.4076658,-0.048300505,0.26334304,-0.1580203970273336,-0.015224456787109375,0.1427959402402242
33,-0.7789669,-0.8806524,"('softhearted', 'hardhearted')",-1.2080632,-1.055902,-2.417898,-2.2093263,-1.4683094024658203,-1.3819602330525715,0.08634916941324877
89,0.7741567,1.1357471,"('daring', 'anxious')",-0.013561934,0.026220828,-0.19426587,-0.25981832,0.1887762943903605,0.3007165193557739,0.11194022496541342
105,-0.769979,-0.6166175,"('conventional', 'modern')",-1.1081593,-0.8112272,-1.1815541,-1.2392025,-1.0198974609375,-0.8890157540639242,0.1308817068735758
18,0.74471617,1.0166957,"('social', 'asocial')",-0.7957493,-0.74457103,0.61198914,0.2101991,0.18698533376057944,0.16077460845311484,-0.0262107253074646
9,0.7438439,0.9906247,"('sensitive', 'insensitive')",-0.89169854,-0.9234469,-1.1333177,-1.4849181,-0.427057425181071,-0.4725801150004069,-0.04552268981933594
100,0.7297318,1.1268181,"('influential', 'uninfluential')",-0.94136053,-0.7809183,-1.0807784,-1.2253442,-0.4308023452758789,-0.293148140112559,0.1376542051633199
85,0.70315284,0.9988463,"('ambitious', 'unambitious')",-0.58072525,-0.6008816,-0.3546026,-0.508014,-0.0773916741212209,-0.036683102448781334,0.04070857167243957
106,-0.6941055,-0.9365557,"('conventional', 'unconventional')",-0.2675382,0.022001445,0.19553313,0.5629586,-0.25537017981211346,-0.11719854672749837,0.1381716330846151
26,0.6373514,1.1061157,"('trustworthy', 'untrustworthy')",0.19190232,0.21247692,0.1483416,0.14995812,0.32586510976155597,0.48951693375905353,0.16365182399749756
68,-0.63140374,-0.3745837,"('clever', 'inept')",-0.4937332,-0.7336796,-0.03172785,-0.5099127,-0.3856216271718343,-0.5393919944763184,-0.15377036730448407
39,-0.6258298,-1.21996,"('right', 'wrong')",0.3536382,0.37615192,0.4132806,0.82795334,0.04702966411908468,-0.005284905433654785,-0.052314569552739464
