,leggett_male,leggett_female,tuple,&_male,&_female,platt_male,platt_female,average_male,average_female,female-male
49,1.6597096,1.7675791,"('responsible', 'irresponsible')",-0.61115694,-0.70318985,-0.35003597,-0.74611413,0.23283888896306357,0.10609169801076253,-0.12674719095230103
64,1.6315148,1.8160353,"('clever', 'incompetent')",-0.2842232,-0.120973915,-0.15276408,-0.6422063,0.39817583560943604,0.3509516716003418,-0.04722416400909424
52,1.5463648,1.9254982,"('competitive', 'uncompetitive')",-0.019819617,0.035560608,-0.16010302,-0.2586766,0.45548073450724286,0.5674607753753662,0.11198004086812335
25,1.5379846,1.4389261,"('moral', 'immoral')",-0.5495923,-0.42972127,1.2090268,0.7695907,0.7324730555216471,0.5929318269093832,-0.13954122861226392
75,1.5248886,1.5315044,"('confident', 'shy')",4.0087137,4.0352073,4.2868295,5.3673553,3.27347723642985,3.644688924153646,0.37121168772379587
66,1.513858,1.7139904,"('imaginative', 'unimaginative')",1.7984312,1.9160259,1.0565164,1.7250948,1.4562686284383137,1.7850370407104492,0.3287684122721355
99,-1.4375854,-1.7541832,"('prestigious', 'insignificant')",-0.7048128,-1.1830682,-0.71598244,-0.4744801,-0.9527935187021891,-1.1372438271840413,-0.18445030848185218
85,1.4153522,1.7259364,"('ambitious', 'unambitious')",0.2667089,0.29304048,-0.7655769,-0.8094312,0.305494765440623,0.40318191051483154,0.09768714507420856
82,-1.3948576,-1.6627933,"('industrious', 'meek')",0.93378353,0.7895844,0.19422334,0.42322475,-0.08895025650660197,-0.14999471108118692,-0.06104445457458495
42,-1.3372552,-1.4992999,"('amicable', 'hostile')",0.81864345,0.653674,-0.5538904,-0.12960124,-0.35750071207682294,-0.3250757058461507,0.03242500623067224
81,-1.3094213,-1.7708313,"('industrious', 'lazy')",1.1508373,0.8324736,0.46285856,0.7610556,0.1014248530069987,-0.059100727240244545,-0.16052558024724325
0,1.2916112,1.6576631,"('sociable', 'unsociable')",-0.19430423,0.21850747,0.076227784,0.056859016,0.3911782503128052,0.6443432172139486,0.25316496690114343
73,1.2796583,1.3136078,"('brilliant', 'incompetent')",0.13757253,-0.0800339,-0.8602816,-1.4100504,0.18564975261688232,-0.05882549285888672,-0.24447524547576904
9,1.2723665,1.4385518,"('sensitive', 'insensitive')",-0.51400375,-0.43757707,-0.22993451,-0.6112055,0.17614275217056274,0.1299230456352234,-0.046219706535339355
83,1.2534869,1.3830069,"('energetic', 'lethargic')",-0.78670347,-0.7935468,-0.020995796,-0.17257693,0.1485958695411682,0.13896106680234274,-0.009634802738825471
74,1.2515965,1.3348802,"('insightful', 'unperceptive')",-2.2165906,-2.3376427,-0.5995433,-0.5855249,-0.521512508392334,-0.5294291178385416,-0.007916609446207645
86,-1.2294253,-1.4324437,"('self-reliant', 'helpless')",3.6254056,3.315715,1.9360518,2.4971712,1.4440107345581055,1.460147539774577,0.016136805216471428
14,1.2240386,1.2984173,"('supportive', 'unsupportive')",0.8450122,0.7476977,-0.0159114,0.36374593,0.6843798160552979,0.8032869497934977,0.11890713373819983
103,1.213151,1.0307037,"('traditional', 'modern')",0.43213966,0.44099018,1.243328,0.9765947,0.9628728230794271,0.8160961469014486,-0.14677667617797852
39,-1.203122,-1.4080771,"('right', 'wrong')",0.75070196,0.51270443,-0.6918009,-0.43937916,-0.3814069827397664,-0.4449172814687093,-0.06351029872894287
51,1.1704582,1.5439839,"('competent', 'incompetent')",-0.48839974,-0.38361037,-0.58862686,-0.62271154,0.031143863995869953,0.17922067642211914,0.14807681242624918
3,1.1701434,0.99937594,"('likable', 'unlikable')",0.5202945,0.25173515,0.49272525,0.7114228,0.7277210553487142,0.6541779438654581,-0.0735431114832561
69,-1.1634438,-1.0928805,"('wise', 'foolish')",-0.6729833,-0.9875402,-0.38854212,-0.13805474,-0.7416563828786215,-0.739491860071818,0.0021645228068034594
90,1.151474,1.0070815,"('motivated', 'unmotivated')",0.6029837,0.55173934,0.5216397,0.29112655,0.758699099222819,0.6166491508483887,-0.1420499483744303
54,1.1444206,0.73611265,"('smart', 'stupid')",1.0975463,1.0455928,1.0861979,0.7433423,1.10938827196757,0.8416825930277506,-0.26770567893981945
110,-1.1412959,-1.0121546,"('narrow-minded', 'open-minded')",0.9423672,0.7834036,-0.16821736,-0.41675317,-0.12238202492396037,-0.2151680588722229,-0.09278603394826253
109,1.1407288,1.2117369,"('conservative', 'liberal')",1.8477361,2.2259586,1.2968998,1.1244874,1.428454875946045,1.5207276344299316,0.09227275848388672
108,1.1407288,1.2117369,"('conservative', 'liberal')",1.8477361,2.2259586,1.2968998,1.1244874,1.428454875946045,1.5207276344299316,0.09227275848388672
45,1.1304257,0.8023586,"('cooperative', 'exploitative')",0.0488908,-0.1737825,-0.47392005,-1.0396948,0.2351321578025818,-0.13703954219818115,-0.37217170000076294
7,-1.1118878,-1.4365934,"('outgoing', 'distant')",-0.88669884,-1.2293333,0.5081939,0.65605545,-0.4967975616455078,-0.6699570814768473,-0.17315951983133948
8,-1.1038909,-1.4502213,"('open', 'distant')",-1.4330556,-1.7748258,0.16537927,0.20684636,-0.7905224164326986,-1.0060669581095378,-0.21554454167683923
47,1.1016604,1.2273878,"('forgiving', 'unforgiving')",-0.74930066,-0.5109968,-0.8561606,-0.96164644,-0.16793362299601236,-0.08175182342529297,0.08618179957071939
57,1.0970947,1.211716,"('able', 'unable')",0.14282426,-0.0006297827,0.38982674,0.18217322,0.5432485739390055,0.4644198417663574,-0.07882873217264807
30,1.0684042,1.238307,"('honest', 'dishonest')",-1.5715175,-1.6089077,0.20965321,0.037385613,-0.09782002369562785,-0.1110716958840688,-0.01325167218844095
13,1.0521685,1.2653002,"('helpful', 'unhelpful')",-1.4792297,-1.5617889,-1.4459176,-1.5389206,-0.6243262688318888,-0.61180313428243,0.012523134549458748
27,0.9911682,1.1443125,"('sincere', 'insincere')",-4.1355467,-3.9827933,-3.341928,-4.6769032,-2.1621020634969077,-2.5051280657450357,-0.34302600224812796
31,-0.9879769,-1.1615218,"('altruistic', 'egoistic')",-0.6022098,-0.7353118,-1.5800214,-1.370351,-1.0567359924316406,-1.0890615781148274,-0.032325585683186775
46,0.9878657,1.0586089,"('generous', 'stingy')",1.1583265,1.4427539,-0.07511875,0.59945726,0.6903577645619711,1.0336066881815593,0.34324892361958825
91,0.93953836,0.96782017,"('resilient', 'nonresilient')",0.63446367,0.73370516,0.52532345,0.6283765,0.6997751394907633,0.7766338984171549,0.0768587589263916
89,0.93477005,0.93007386,"('daring', 'anxious')",-0.92452294,-0.85655177,0.579203,0.30955034,0.19648337364196777,0.12769081195195517,-0.0687925616900126
62,0.8901878,0.7002697,"('creative', 'uncreative')",-2.2511616,-2.446728,-0.77895665,-0.6839283,-0.713310162226359,-0.8101288477579752,-0.09681868553161621
26,0.88934606,1.1632357,"('trustworthy', 'untrustworthy')",-0.35686257,-0.40186012,0.41574332,0.31438935,0.316075603167216,0.3585882981618245,0.042512694994608524
22,0.8792308,0.5660298,"('welcoming', 'disagreeable')",-0.26900083,-0.2040399,0.5609751,0.5015601,0.3904016812642415,0.28784998257954914,-0.10255169868469238
61,-0.8776165,-0.7056074,"('rational', 'irrational')",0.19487056,0.09538987,-1.0030935,-0.51966876,-0.5619464715321859,-0.3766287962595622,0.18531767527262372
6,-0.8398442,-0.8647569,"('liked', 'disliked')",4.5879793,4.393346,2.3751898,3.7698212,2.0411082903544107,2.432803471883138,0.3916951815287275
23,-0.8355788,-1.0368102,"('hospitable', 'inhospitable')",-0.26044792,-0.5826237,-0.1036309,-0.006185174,-0.3998858531316121,-0.541873017946879,-0.1419871648152669
78,0.8155386,0.42671436,"('active', 'inactive')",1.0016036,0.7120829,1.156464,1.2683651,0.9912020365397135,0.8023874759674072,-0.18881456057230628
18,0.80756044,0.90819955,"('social', 'asocial')",-0.2036233,-0.10633722,-1.0741919,-1.009698,-0.15675159295399985,-0.06927855809529622,0.08747303485870363
106,0.8070687,0.591856,"('conventional', 'unconventional')",1.2993984,1.4505728,0.44076747,0.31217995,0.8490782578786215,0.7848696708679199,-0.06420858701070153
98,-0.7949114,-0.8234532,"('prestigious', 'insignificant')",-1.0710076,-1.416075,-0.56096554,-0.61892176,-0.808961550394694,-0.9528166453043619,-0.14385509490966797
38,0.769917,0.9100955,"('kind', 'unkind')",-1.8781213,-1.696897,-0.42517817,-0.3302425,-0.5111274719238281,-0.37234799067179364,0.1387794812520345
36,0.7488211,0.9074945,"('tolerant', 'intolerant')",-0.61836326,-0.68739563,-0.7185181,-1.1044528,-0.1960200866063436,-0.29478466510772705,-0.09876457850138345
29,0.72752666,0.6270546,"('honest', 'immoral')",-2.492492,-2.3022342,-0.7276056,-1.0956507,-0.8308569590250651,-0.9236100514729818,-0.09275309244791674
104,-0.7225769,-0.64339757,"('conventional', 'unconventional')",-0.45263612,-0.33058608,-1.382204,-1.0417945,-0.8524723847707113,-0.6719260215759277,0.18054636319478357
84,-0.7003961,-0.80147,"('self-confident', 'diffident')",0.07232165,-0.23763105,-0.6840048,-0.33025375,-0.4373597304026286,-0.4564515749613444,-0.01909184455871582
65,0.6383966,0.4408095,"('practical', 'impractical')",-0.5269672,-0.39912766,-0.37574512,-0.65370506,-0.08810524145762126,-0.20400774478912354,-0.11590250333150227
80,0.63496053,0.5509492,"('independent', 'dependent')",0.06652625,0.013384938,1.48032,1.4368032,0.7272689342498779,0.6670457522074381,-0.060223182042439816
32,-0.60326207,-0.7440844,"('benevolent', 'hardhearted')",-1.297818,-0.9707644,-1.1668549,-0.8263903,-1.0226449966430664,-0.8470796744028727,0.17556532224019372
88,-0.5945971,-0.53517365,"('impulsive', 'meek')",1.1357977,0.689323,0.72742987,1.1422925,0.42287683486938477,0.4321472644805908,0.009270429611206055
105,-0.59067905,-0.77348965,"('conventional', 'modern')",-1.011471,-1.0496438,-0.618467,-0.9245265,-0.7402056852976481,-0.915886640548706,-0.17568095525105798
17,0.5852332,0.841144,"('social', 'antisocial')",0.33156028,0.40966216,0.022600219,0.068059206,0.3131312330563863,0.43962180614471436,0.12649057308832806
28,0.56206775,0.90142846,"('honest', 'dishonest')",-2.4815605,-2.3089046,-1.5970385,-1.7893625,-1.1721770763397217,-1.0656129519144695,0.1065641244252522
60,0.55379784,0.58760875,"('educated', 'uneducated')",-1.7056144,-1.5260056,-0.30728292,-0.23241264,-0.48636651039123535,-0.39026983578999835,0.096096674601237
77,0.54039586,0.49709088,"('active', 'inactive')",-0.078360364,-0.27548856,0.22002429,0.39728636,0.22735325495402017,0.20629622538884482,-0.021057029565175356
50,-0.5209215,-0.67549163,"('unprejudiced', 'prejudiced')",2.6318374,2.5001001,1.8188572,2.0779035,1.3099243640899658,1.3008373578389485,-0.009087006251017327
87,0.51532966,0.24398352,"('dedicated', 'undedicated')",-1.3853477,-1.4120058,-0.13608584,-0.06612107,-0.33536795775095624,-0.4113811254501343,-0.07601316769917804
97,-0.49718887,-0.2808774,"('superior', 'inferior')",-0.8253244,-0.8584398,-1.1064625,-1.031194,-0.8096586068471273,-0.7235037485758463,0.086154858271281
102,0.4823007,0.33592287,"('eminent', 'low')",-0.29299122,-0.49591234,0.05382684,0.119901985,0.08104543884595235,-0.013362497091293335,-0.09440793593724568
34,0.45241094,0.885218,"('loyal', 'disloyal')",-1.7068768,-1.3924224,-1.4440904,-1.2561642,-0.8995187282562256,-0.5877895355224609,0.31172919273376465
79,-0.45236498,-0.48217168,"('determined', 'doubtful')",0.8897472,0.8180775,-0.17171541,-0.21716613,0.08855560421943665,0.03957989811897278,-0.04897570610046387
59,-0.43243247,-0.2534691,"('skillful', 'clumsy')",0.059923977,-0.009785771,0.29408896,0.5410995,-0.026139845450719196,0.09261486927668254,0.11875471472740173
58,0.40799114,0.7804434,"('able', 'clumsy')",-1.5622277,-1.5301608,-0.7988739,-1.0688411,-0.651036818822225,-0.6061861515045166,0.04485066731770837
92,-0.40512675,-0.5094635,"('unwavering', 'wavering')",-1.371525,-1.4627593,-0.6722389,-0.28147843,-0.8162968953450521,-0.7512337366739908,0.06506315867106127
37,-0.39616978,-0.64532614,"('good', 'evil')",0.43938786,0.26428354,1.2972727,1.6566298,0.44683027267456055,0.42519573370615643,-0.021634538968404116
19,-0.3533564,-0.619282,"('funny', 'boring')",0.20886248,0.038226932,-0.2570745,-0.11634004,-0.13385613759358725,-0.23246502876281738,-0.09860889116923013
4,0.34156537,0.087055504,"('likable', 'unlikable')",-0.74760413,-1.01613,0.033551276,-0.1622467,-0.12416249513626099,-0.36377374331156415,-0.23961124817530316
93,0.3177759,0.8038544,"('dominating', 'dominated')",1.3259864,1.607507,0.1568987,0.2083277,0.6002203623453776,0.8732297420501709,0.27300937970479333
63,-0.3144845,-0.27245986,"('capable', 'incapable')",-0.80940247,-1.0181079,-0.84740597,-0.9252038,-0.6570976575215658,-0.7385905583699545,-0.08149290084838867
11,0.31258366,0.3420093,"('caring', 'unaffectionate')",-0.93532413,-0.9677944,-1.9541228,-1.9118752,-0.8589544296264648,-0.8458867867787679,0.013067642847696903
67,0.29027116,0.22217953,"('discriminating', 'undiscriminating')",-0.9230713,-0.78169817,0.21756968,0.109298795,-0.1384101609388987,-0.15007327993710837,-0.011663118998209654
1,-0.28946623,-0.43852267,"('friendly', 'unfriendly')",-1.8073549,-1.9302442,-0.7547436,-0.7656481,-0.9505215485890707,-1.0448049704233806,-0.09428342183430993
56,-0.28733787,-0.16855456,"('intelligent', 'dumb')",0.74053323,0.7549103,1.3977746,1.7321802,0.6169899702072144,0.7728453477223715,0.1558553775151571
24,0.27113175,0.1545645,"('thoughtful', 'rough')",-0.23848522,-0.14970952,0.39238957,-0.14938375,0.1416787008444468,-0.04817625880241394,-0.18985495964686075
48,-0.26809245,-0.2442526,"('reliable', 'unreliable')",1.5736834,1.3709737,0.84317416,1.4860529,0.7162550290425619,0.8709246317545573,0.15466960271199537
96,0.2635319,0.26455435,"('powerful', 'powerless')",1.6995502,1.6951721,0.7303599,0.6104045,0.8978139559427897,0.8567102750142416,-0.0411036809285481
68,-0.24780709,-0.2609285,"('clever', 'inept')",-1.4675927,-1.5158814,-0.5878482,-0.835018,-0.7677493095397949,-0.8706092834472656,-0.1028599739074707
44,0.24741162,0.36381555,"('truthful', 'untruthful')",-0.52573866,-0.6208297,-1.2389636,-1.386502,-0.5057635307312012,-0.5478387276331583,-0.04207519690195716
72,0.24518886,0.46195456,"('logical', 'illogical')",-2.088004,-1.9749874,-0.23850822,-0.29681763,-0.6937745412190756,-0.6032834847768148,0.09049105644226074
21,0.23552242,0.23565,"('nice', 'nasty')",0.865172,1.0441111,0.31403673,0.49971074,0.4715770483016968,0.5931572914123535,0.12158024311065674
70,0.22235602,0.41700205,"('wise', 'unwise')",-0.22921562,-0.1455794,-0.464603,-0.021629885,-0.15715420246124268,0.08326425651709239,0.24041845897833508
101,-0.15781364,-0.1263,"('successful', 'unsuccessful')",-0.89957243,-0.94783556,-0.31363854,-0.13321981,-0.45700820287068683,-0.4024517933527629,0.054556409517923954
35,-0.1347511,-0.103483886,"('fair', 'unfair')",0.016712442,-0.0033596903,0.81685483,0.9015584,0.23293872674306235,0.2649049361546834,0.031966209411621066
53,-0.090005696,0.041250408,"('smart', 'stupid')",-2.785178,-2.6608834,-1.7563637,-2.8348966,-1.5438491503397624,-1.8181765874226887,-0.2743274370829263
20,-0.0824295,-0.08453116,"('popular', 'unpopular')",-0.035845406,-0.20082489,-0.29748216,0.2441369,-0.13858568668365479,-0.013739715019861857,0.12484597166379292
95,-0.07966806,0.022130094,"('rich', 'poor')",-4.6163955,-4.796937,-2.556787,-3.654508,-2.417616844177246,-2.8097718556722007,-0.3921550114949546
10,-0.053327233,0.055924475,"('affectionate', 'unaffectionate')",0.22535588,0.18459022,-2.130435,-1.956465,-0.6528021097183228,-0.5719834168752035,0.08081869284311927
40,0.037259787,-0.103328854,"('honorable', 'mean')",-3.1803021,-3.355461,-2.2948537,-3.4954746,-1.8126319249471028,-2.3180882136027017,-0.5054562886555989
43,0.030437678,0.009248391,"('genuine', 'fake')",0.49274534,0.51856124,-0.3425895,-0.6203178,0.06019783020019531,-0.030836065610249836,-0.09103389581044515
33,-0.02556473,0.038109064,"('softhearted', 'hardhearted')",-0.60674417,-0.23359776,-0.54586077,-0.52741504,-0.39272324244181317,-0.2409679094950358,0.15175533294677737
