,rockwell_male,rockwell_female,tuple,collins_male,collins_female,average_male,average_female,female-male
67,-1.053909,-1.0950437,"('discriminating', 'undiscriminating')",-0.43909207,-0.2859576,-0.7465004920959473,-0.6905006170272827,0.05599987506866455
12,1.0157379,0.78914607,"('sympathetic', 'unsympathetic')",-0.27458987,-0.26568052,0.3705739974975586,0.2617327570915222,-0.10884124040603638
58,0.9999465,0.98053575,"('able', 'clumsy')",-0.74695575,-0.66993564,0.126495361328125,0.1553000509738922,0.028804689645767212
64,0.9873092,0.7216491,"('clever', 'incompetent')",0.35306096,0.2893064,0.6701850891113281,0.505477786064148,-0.16470730304718018
68,-0.98220795,-1.1048547,"('clever', 'inept')",-1.0695238,-1.3512095,-1.025865912437439,-1.228032112121582,-0.20216619968414307
60,0.9686789,1.0157148,"('educated', 'uneducated')",0.324943,0.31052202,0.6468109488487244,0.6631183624267578,0.016307413578033447
80,0.9517025,1.0222834,"('independent', 'dependent')",1.2019727,1.2766523,1.0768375396728516,1.149467945098877,0.07263040542602539
51,0.95157695,0.68905616,"('competent', 'incompetent')",-0.357881,-0.40804708,0.29684796929359436,0.14050453901290894,-0.15634343028068542
25,0.9307721,0.7431218,"('moral', 'immoral')",0.5771005,0.43665546,0.7539362907409668,0.5898886322975159,-0.16404765844345093
43,0.91581976,0.7948123,"('genuine', 'fake')",-0.12224555,-0.23383527,0.3967871069908142,0.280488520860672,-0.11629858613014221
97,-0.8919525,-0.7915877,"('superior', 'inferior')",-0.62485534,-0.5757523,-0.7584038972854614,-0.6836700439453125,0.07473385334014893
96,0.89016986,0.87930936,"('powerful', 'powerless')",0.23102118,0.28634042,0.5605955123901367,0.5828248858451843,0.022229373455047607
41,-0.8778163,-0.5998163,"('incorrupt', 'corrupt')",-0.3554421,-0.27167034,-0.6166292428970337,-0.4357433319091797,0.180885910987854
73,0.86989963,0.59599936,"('brilliant', 'incompetent')",-0.2136526,-0.39631048,0.3281235098838806,0.09984444081783295,-0.22827906906604767
33,-0.86646974,-0.8513409,"('softhearted', 'hardhearted')",-0.8264883,-0.7394423,-0.846479058265686,-0.7953915596008301,0.05108749866485596
78,0.8376093,0.7960358,"('active', 'inactive')",1.0932444,0.82614577,0.9654268622398376,0.8110908269882202,-0.15433603525161743
54,0.76379013,0.38047907,"('smart', 'stupid')",0.46683615,0.121497065,0.6153131723403931,0.25098806619644165,-0.3643251061439514
74,-0.7525389,-0.8345059,"('insightful', 'unperceptive')",-0.96309376,-0.8336495,-0.8578163385391235,-0.8340777158737183,0.023738622665405273
82,-0.71076804,-0.63009197,"('industrious', 'meek')",-0.18176895,-0.09137726,-0.4462684988975525,-0.36073461174964905,0.08553388714790344
20,0.7005381,0.63200605,"('popular', 'unpopular')",0.8768525,0.72165513,0.7886953353881836,0.6768305897712708,-0.11186474561691284
105,-0.69314563,-0.6511704,"('conventional', 'modern')",-1.294637,-1.3024449,-0.9938912987709045,-0.9768076539039612,0.01708364486694336
59,0.6899059,0.8461076,"('skillful', 'clumsy')",0.53280437,0.5837181,0.6113551259040833,0.7149128913879395,0.1035577654838562
88,0.68157136,0.76169086,"('impulsive', 'meek')",0.113538936,0.2718228,0.3975551426410675,0.5167568325996399,0.11920168995857239
104,-0.67670757,-0.463659,"('conventional', 'unconventional')",-1.2373352,-1.1455281,-0.9570213556289673,-0.804593563079834,0.1524277925491333
100,-0.66093034,-0.58459735,"('influential', 'uninfluential')",-0.6313935,-0.39399916,-0.6461619138717651,-0.4892982542514801,0.15686365962028503
36,0.65763146,0.42512387,"('tolerant', 'intolerant')",-0.35223338,-0.4181283,0.1526990383863449,0.003497779369354248,-0.14920125901699066
98,-0.64699805,-0.44780946,"('prestigious', 'insignificant')",-1.1899095,-1.1713362,-0.9184537529945374,-0.8095728158950806,0.10888093709945679
37,-0.62268245,-0.5219372,"('good', 'evil')",0.64774567,0.50500596,0.01253160834312439,-0.008465617895126343,-0.020997226238250732
18,0.5989308,0.61827135,"('social', 'asocial')",-0.35133275,-0.2665804,0.12379901111125946,0.17584547400474548,0.05204646289348602
47,-0.5893949,-0.63068414,"('forgiving', 'unforgiving')",-1.0227011,-1.0027553,-0.8060480356216431,-0.8167197108268738,-0.010671675205230713
21,0.54659307,0.47624466,"('nice', 'nasty')",0.029148936,-0.03447604,0.28787100315093994,0.220884308218956,-0.06698669493198395
91,-0.5391933,-0.41936433,"('resilient', 'nonresilient')",0.06632209,0.009616286,-0.23643559217453003,-0.20487402379512787,0.03156156837940216
110,0.5244438,0.48093513,"('narrow-minded', 'open-minded')",-0.40018034,-0.4843866,0.06213173270225525,-0.0017257332801818848,-0.06385746598243713
87,-0.49783635,-0.4556966,"('dedicated', 'undedicated')",-1.2594136,-1.1914272,-0.8786249756813049,-0.8235619068145752,0.055063068866729736
35,0.49049738,0.60438937,"('fair', 'unfair')",0.33504158,0.47878018,0.41276949644088745,0.5415847897529602,0.12881529331207275
101,-0.4658863,-0.5882729,"('successful', 'unsuccessful')",-0.62921166,-0.56178534,-0.5475490093231201,-0.5750291347503662,-0.027480125427246094
0,0.46406022,0.45227098,"('sociable', 'unsociable')",0.073746264,0.31057346,0.2689032554626465,0.381422221660614,0.11251896619796753
79,0.4498468,0.45710793,"('determined', 'doubtful')",0.50673413,0.47154933,0.47829046845436096,0.4643286466598511,-0.013961821794509888
85,0.43322733,0.34908575,"('ambitious', 'unambitious')",-0.12672192,-0.096168436,0.1532527059316635,0.12645865976810455,-0.02679404616355896
34,-0.42391068,-0.33360013,"('loyal', 'disloyal')",-1.2347736,-1.1180097,-0.8293421268463135,-0.7258049249649048,0.10353720188140869
28,-0.39669606,-0.4724727,"('honest', 'dishonest')",-0.97386795,-1.0212902,-0.6852819919586182,-0.7468814253807068,-0.06159943342208862
17,-0.38569358,-0.45847696,"('social', 'antisocial')",-0.22214198,0.07288194,-0.3039177656173706,-0.19279751181602478,0.11112025380134583
55,-0.37472013,-0.42354622,"('intelligent', 'unintelligent')",-0.25349304,-0.27798444,-0.3141065835952759,-0.3507653474807739,-0.03665876388549805
89,0.36260086,0.3095901,"('daring', 'anxious')",0.000929445,0.022763789,0.18176515400409698,0.1661769449710846,-0.01558820903301239
9,0.3507108,0.07870996,"('sensitive', 'insensitive')",-0.4846944,-0.46268576,-0.06699179112911224,-0.19198790192604065,-0.1249961107969284
29,-0.28646243,-0.2843057,"('honest', 'immoral')",-0.3417126,-0.4732874,-0.31408751010894775,-0.3787965476512909,-0.06470903754234314
70,-0.27970088,-0.1211431,"('wise', 'unwise')",0.0038124025,0.004243508,-0.13794423639774323,-0.058449797332286835,0.07949443906545639
30,0.2635191,0.14178029,"('honest', 'dishonest')",-0.15728134,-0.24527293,0.053118884563446045,-0.05174632370471954,-0.10486520826816559
106,-0.25767207,-0.3841635,"('conventional', 'unconventional')",0.56740844,0.5354551,0.15486818552017212,0.0756458044052124,-0.07922238111495972
77,-0.2547207,-0.15389538,"('active', 'inactive')",-0.13762385,0.03975725,-0.19617226719856262,-0.05706906318664551,0.13910320401191711
69,-0.2273376,-0.05156648,"('wise', 'foolish')",-0.57216966,-0.60465395,-0.3997536301612854,-0.3281102180480957,0.0716434121131897
102,-0.22590224,-0.18666221,"('eminent', 'low')",-0.4938136,-0.41398445,-0.3598579168319702,-0.30032333731651306,0.05953457951545715
49,0.21624535,-0.065236986,"('responsible', 'irresponsible')",-0.85283095,-0.9308654,-0.3182927966117859,-0.4980511963367462,-0.17975839972496033
14,-0.1893278,-0.09160796,"('supportive', 'unsupportive')",0.5973496,0.56931025,0.20401088893413544,0.2388511449098587,0.03484025597572327
38,-0.18186831,-0.078033745,"('kind', 'unkind')",-0.6653527,-0.5031047,-0.42361050844192505,-0.2905692160129547,0.13304129242897034
65,-0.17078984,-0.30601054,"('practical', 'impractical')",-0.5694948,-0.74700004,-0.3701423108577728,-0.5265052914619446,-0.15636298060417175
13,-0.15854347,-0.25171,"('helpful', 'unhelpful')",-1.7506214,-1.7453368,-0.9545824527740479,-0.9985233545303345,-0.04394090175628662
24,-0.15157034,-0.24188383,"('thoughtful', 'rough')",-0.31176758,-0.33078605,-0.23166894912719727,-0.28633493185043335,-0.054665982723236084
22,-0.12272501,-0.002540946,"('welcoming', 'disagreeable')",0.7400178,0.64888406,0.30864638090133667,0.32317155599594116,0.014525175094604492
61,-0.111193895,0.10463315,"('rational', 'irrational')",0.20357078,0.28881192,0.04618844389915466,0.19672253727912903,0.15053409337997437
44,-0.10750556,-0.073901296,"('truthful', 'untruthful')",-1.0969486,-1.1644928,-0.6022270917892456,-0.6191970705986023,-0.01696997880935669
45,0.106380165,-0.081698455,"('cooperative', 'exploitative')",-0.5740349,-0.80687004,-0.2338273823261261,-0.44428426027297974,-0.21045687794685364
4,-0.093048245,-0.20560464,"('likable', 'unlikable')",-0.13742512,-0.3120959,-0.11523668467998505,-0.2588502764701843,-0.14361359179019928
57,0.082028784,0.047537632,"('able', 'unable')",-0.07189238,-0.17771564,0.005068201571702957,-0.06508900225162506,-0.07015720382332802
46,-0.078987956,0.12120652,"('generous', 'stingy')",1.2731267,1.4682307,0.5970693826675415,0.7947186231613159,0.19764924049377441
72,0.030757934,0.048523188,"('logical', 'illogical')",-0.14319724,-0.0130550265,-0.05621965229511261,0.01773408055305481,0.07395373284816742
