,rockwell_male,rockwell_female,tuple,collins_male,collins_female,average_male,average_female,female-male
75,4.9521914,5.1856737,"('confident', 'shy')",5.883093,5.9790077,5.417642116546631,5.582340717315674,0.16469860076904297
107,2.952809,2.9303908,"('conventional', 'modern')",1.6007648,1.726444,2.2767868041992188,2.3284173011779785,0.051630496978759766
32,-2.6138196,-2.5467038,"('benevolent', 'hardhearted')",-2.2844472,-2.0165958,-2.4491333961486816,-2.2816498279571533,0.16748356819152832
1,-2.5708904,-2.4599776,"('friendly', 'unfriendly')",-2.5407152,-2.4506845,-2.555802822113037,-2.4553310871124268,0.10047173500061035
94,2.393833,2.1798089,"('aggressive', 'submissive')",1.3504131,1.5486526,1.8721230030059814,1.864230751991272,-0.007892251014709473
56,2.3192387,2.1487234,"('intelligent', 'dumb')",0.8579724,0.9399642,1.588605523109436,1.5443437099456787,-0.044261813163757324
50,2.2580304,2.2121644,"('unprejudiced', 'prejudiced')",1.494149,1.4626644,1.8760896921157837,1.8374143838882446,-0.03867530822753906
62,-2.1842537,-2.0858169,"('creative', 'uncreative')",-1.1864173,-1.0501684,-1.6853355169296265,-1.5679926872253418,0.11734282970428467
40,-2.1392076,-2.660151,"('honorable', 'mean')",-3.185131,-3.5026922,-2.6621694564819336,-3.0814216136932373,-0.4192521572113037
48,2.138175,2.1899822,"('reliable', 'unreliable')",2.462564,2.3848722,2.3003695011138916,2.2874271869659424,-0.012942314147949219
95,-2.106985,-2.4671137,"('rich', 'poor')",-3.9311235,-4.102514,-3.019054412841797,-3.28481388092041,-0.2657594680786133
27,-2.0945697,-2.3753276,"('sincere', 'insincere')",-4.536319,-4.6071568,-3.315444231033325,-3.4912421703338623,-0.1757979393005371
5,2.0605803,1.7458069,"('pleasant', 'repellent')",0.45799452,0.43832025,1.2592873573303223,1.092063546180725,-0.16722381114959717
6,2.0436938,2.5630946,"('liked', 'disliked')",4.0626774,4.1221085,3.05318546295166,3.3426015377044678,0.2894160747528076
8,-2.0277393,-1.92887,"('open', 'distant')",-1.0716231,-1.2788894,-1.5496811866760254,-1.603879690170288,-0.054198503494262695
84,-1.9985225,-2.0102916,"('self-confident', 'diffident')",-0.67465055,-0.5840346,-1.3365864753723145,-1.2971631288528442,0.039423346519470215
103,1.9456692,2.0016503,"('traditional', 'modern')",1.2312611,1.195354,1.5884652137756348,1.5985021591186523,0.010036945343017578
42,-1.8420403,-1.6167248,"('amicable', 'hostile')",-0.62498665,-0.60429096,-1.2335134744644165,-1.1105079650878906,0.12300550937652588
31,-1.8091943,-1.6963162,"('altruistic', 'egoistic')",-0.6548484,-0.5768826,-1.2320213317871094,-1.1365994215011597,0.09542191028594971
53,-1.7997055,-2.317282,"('smart', 'stupid')",-3.701213,-3.6579466,-2.7504591941833496,-2.987614154815674,-0.23715496063232422
7,-1.7913487,-1.7022215,"('outgoing', 'distant')",-0.99919283,-1.244514,-1.395270824432373,-1.473367691040039,-0.07809686660766602
52,1.7584581,1.5628988,"('competitive', 'uncompetitive')",0.18163598,0.3345738,0.9700470566749573,0.948736310005188,-0.021310746669769287
90,1.7461804,1.4971536,"('motivated', 'unmotivated')",0.6043023,0.327717,1.1752413511276245,0.9124352931976318,-0.2628060579299927
86,1.7327877,1.9210757,"('self-reliant', 'helpless')",2.6025808,2.5821567,2.167684316635132,2.2516162395477295,0.08393192291259766
99,-1.6945281,-1.461268,"('prestigious', 'insignificant')",-0.91325784,-1.029699,-1.303892970085144,-1.2454833984375,0.05840957164764404
71,1.6889019,1.3971279,"('efficient', 'inefficient')",0.5584318,0.33756304,1.1236668825149536,0.8673454523086548,-0.25632143020629883
76,1.6794883,1.4999495,"('secure', 'insecure')",0.991706,1.0532696,1.3355971574783325,1.2766095399856567,-0.05898761749267578
93,1.6186953,1.4648736,"('dominating', 'dominated')",0.37998775,0.58151567,0.9993414878845215,1.0231945514678955,0.023853063583374023
11,-1.6057613,-1.4648678,"('caring', 'unaffectionate')",-2.017889,-2.078938,-1.811825156211853,-1.7719029188156128,0.039922237396240234
81,-1.5973443,-1.5603883,"('industrious', 'lazy')",0.52080756,0.39041686,-0.5382683277130127,-0.5849857330322266,-0.04671740531921387
2,1.4779286,1.3335471,"('friendly', 'unfriendly')",-0.17405045,-0.02015096,0.6519390940666199,0.6566981077194214,0.004759013652801514
19,-1.4508665,-1.3075652,"('funny', 'boring')",-0.279679,-0.120179,-0.8652727603912354,-0.7138720750808716,0.15140068531036377
10,-1.4400598,-1.2569858,"('affectionate', 'unaffectionate')",-1.4796281,-1.3929167,-1.4598438739776611,-1.324951171875,0.13489270210266113
39,-1.4367666,-1.1945814,"('right', 'wrong')",0.26252288,0.25283238,-0.587121844291687,-0.47087448835372925,0.11624735593795776
109,1.4113497,1.3578882,"('conservative', 'liberal')",1.6045282,1.5873057,1.5079388618469238,1.4725968837738037,-0.03534197807312012
108,1.4113497,1.3578882,"('conservative', 'liberal')",1.6045282,1.5873057,1.5079388618469238,1.4725968837738037,-0.03534197807312012
16,1.3949255,1.0590804,"('social', 'antisocial')",0.8115781,0.95486295,1.1032518148422241,1.0069715976715088,-0.09628021717071533
83,1.3249351,1.1614349,"('energetic', 'lethargic')",-0.3064546,-0.101244,0.5092402696609497,0.5300954580307007,0.020855188369750977
3,1.252631,1.3130944,"('likable', 'unlikable')",2.0986133,2.02077,1.6756221055984497,1.666932225227356,-0.00868988037109375
26,1.2218013,1.1093943,"('trustworthy', 'untrustworthy')",0.1447568,0.36346614,0.6832790374755859,0.7364302277565002,0.05315119028091431
23,-1.1426541,-1.0098776,"('hospitable', 'inhospitable')",0.16561377,-0.005916655,-0.48852014541625977,-0.507897138595581,-0.01937699317932129
15,1.1339753,1.0440706,"('polite', 'impolite')",0.8924414,1.0679657,1.0132083892822266,1.0560181140899658,0.04280972480773926
92,-1.1049495,-0.7661432,"('unwavering', 'wavering')",-0.8922256,-0.91551864,-0.9985875487327576,-0.84083092212677,0.15775662660598755
66,1.0960749,1.1159126,"('imaginative', 'unimaginative')",1.3743069,1.6424496,1.2351908683776855,1.379181146621704,0.14399027824401855
63,-1.0808636,-1.0042104,"('capable', 'incapable')",-1.6320834,-1.7263228,-1.356473445892334,-1.3652665615081787,-0.008793115615844727
