,expedia_male,expedia_female,tuple,group_male,group_female,average_male,average_female,female-male
107,1.8023602,1.735961,"('conventional', 'modern')",0.38715938,0.40438294,1.0947598218917847,1.0701719522476196,-0.02458786964416504
66,1.553538,1.5976925,"('imaginative', 'unimaginative')",1.5726814,1.6003358,1.5631096363067627,1.599014163017273,0.035904526710510254
14,1.407766,1.1403055,"('supportive', 'unsupportive')",0.23018403,-0.03547913,0.818975031375885,0.5524132251739502,-0.2665618062019348
12,1.233835,1.3864887,"('sympathetic', 'unsympathetic')",-1.5432942,-1.4397454,-0.15472960472106934,-0.02662837505340576,0.12810122966766357
78,1.2321357,0.7102673,"('active', 'inactive')",2.1415029,1.8283441,1.686819314956665,1.26930570602417,-0.4175136089324951
46,1.106528,1.037886,"('generous', 'stingy')",1.3247952,1.3744605,1.215661644935608,1.2061731815338135,-0.009488463401794434
100,1.036459,1.2240572,"('influential', 'uninfluential')",-1.0314844,-0.7394237,0.0024873018264770508,0.24231675267219543,0.23982945084571838
75,1.0013254,0.83237976,"('confident', 'shy')",4.939724,4.994638,2.970524787902832,2.913508892059326,-0.05701589584350586
45,-0.9896291,-0.9420619,"('cooperative', 'exploitative')",-2.4651735,-2.4185734,-1.7274012565612793,-1.6803176403045654,0.04708361625671387
81,-0.98336095,-1.2908573,"('industrious', 'lazy')",1.9114699,1.8021244,0.46405449509620667,0.25563353300094604,-0.20842096209526062
76,0.9716083,1.2363619,"('secure', 'insecure')",-0.8066608,-0.61894083,0.0824737548828125,0.308710515499115,0.2262367606163025
9,0.9713925,0.8092015,"('sensitive', 'insensitive')",-1.3231671,-1.3260179,-0.17588728666305542,-0.25840818881988525,-0.08252090215682983
96,-0.95357776,-0.8409035,"('powerful', 'powerless')",-0.18959212,0.002394706,-0.571584939956665,-0.4192544221878052,0.15233051776885986
52,0.95015854,0.9919989,"('competitive', 'uncompetitive')",-0.7786321,-0.5827871,0.08576321601867676,0.20460590720176697,0.11884269118309021
0,0.9307338,1.1251853,"('sociable', 'unsociable')",-1.1157601,-0.7282528,-0.09251314401626587,0.1984662115573883,0.2909793555736542
51,0.9142573,0.8207537,"('competent', 'incompetent')",-0.7016839,-0.645089,0.10628670454025269,0.08783236145973206,-0.01845434308052063
101,-0.90884066,-0.9489463,"('successful', 'unsuccessful')",-1.0340345,-0.81662524,-0.9714375734329224,-0.8827857971191406,0.08865177631378174
86,-0.90683705,-0.9553934,"('self-reliant', 'helpless')",2.2760673,2.1689343,0.6846151351928711,0.6067705154418945,-0.07784461975097656
40,-0.90620136,-1.1629068,"('honorable', 'mean')",-3.7605674,-4.0388713,-2.3333845138549805,-2.600888967514038,-0.2675044536590576
5,0.8966669,0.7314104,"('pleasant', 'repellent')",-0.39181098,-0.37406296,0.25242793560028076,0.17867371439933777,-0.073754221200943
91,0.8948091,0.72507566,"('resilient', 'nonresilient')",-0.565452,-0.3666001,0.16467857360839844,0.17923778295516968,0.01455920934677124
77,0.8940561,0.7218479,"('active', 'inactive')",1.0798613,1.1776149,0.9869586825370789,0.9497314095497131,-0.03722727298736572
64,0.8773818,1.0771515,"('clever', 'incompetent')",-1.4463694,-1.316491,-0.2844938039779663,-0.11966973543167114,0.16482406854629517
83,0.8557459,0.7578089,"('energetic', 'lethargic')",-0.29718047,-0.34872067,0.27928271889686584,0.20454412698745728,-0.07473859190940857
15,0.84212595,1.0052154,"('polite', 'impolite')",-0.04083036,0.21482044,0.4006477892398834,0.6100178956985474,0.20937010645866394
22,0.8334267,0.8385181,"('welcoming', 'disagreeable')",0.9713837,0.89815235,0.9024052023887634,0.8683352470397949,-0.034069955348968506
62,0.8250835,0.8944669,"('creative', 'uncreative')",-0.27544188,-0.40071613,0.27482080459594727,0.24687537550926208,-0.02794542908668518
3,0.81952757,0.776675,"('likable', 'unlikable')",1.2558029,1.1621326,1.0376652479171753,0.9694038033485413,-0.06826144456863403
70,0.81680465,0.61691946,"('wise', 'unwise')",1.4460618,1.4543662,1.1314332485198975,1.0356428623199463,-0.09579038619995117
82,-0.7868661,-0.9468156,"('industrious', 'meek')",1.5385609,1.6063236,0.37584736943244934,0.3297539949417114,-0.046093374490737915
10,0.7838459,1.021122,"('affectionate', 'unaffectionate')",-0.797673,-0.87591875,-0.006913542747497559,0.07260161638259888,0.07951515913009644
2,0.75941074,0.93260604,"('friendly', 'unfriendly')",-1.1833041,-0.83397424,-0.21194666624069214,0.04931589961051941,0.26126256585121155
16,0.7559745,0.9949002,"('social', 'antisocial')",-1.141745,-0.8689836,-0.19288524985313416,0.06295830011367798,0.25584354996681213
32,-0.74962765,-0.47567856,"('benevolent', 'hardhearted')",-1.4164578,-1.2690787,-1.0830427408218384,-0.8723786473274231,0.21066409349441528
55,0.74680144,0.81385374,"('intelligent', 'unintelligent')",-0.9549765,-0.8100181,-0.10408753156661987,0.001917809247970581,0.10600534081459045
94,0.74417335,0.82533884,"('aggressive', 'submissive')",-0.23002794,-0.15579748,0.25707268714904785,0.33477067947387695,0.0776979923248291
41,-0.74278116,-0.9154688,"('incorrupt', 'corrupt')",1.6210029,1.6867807,0.4391108751296997,0.38565593957901,-0.0534549355506897
23,0.6955358,0.42800358,"('hospitable', 'inhospitable')",0.8936063,0.6695029,0.794571042060852,0.5487532615661621,-0.24581778049468994
48,0.6880959,0.690367,"('reliable', 'unreliable')",1.9948481,1.8933095,1.3414720296859741,1.2918381690979004,-0.04963386058807373
69,-0.68432605,-0.82023096,"('wise', 'foolish')",1.0712998,0.98728347,0.19348686933517456,0.08352625370025635,-0.10996061563491821
61,-0.6503411,-0.48543492,"('rational', 'irrational')",1.1793873,1.331265,0.26452311873435974,0.4229150414466858,0.15839192271232605
89,0.628201,0.8580309,"('daring', 'anxious')",-0.5957978,-0.5568205,0.01620161533355713,0.1506052017211914,0.13440358638763428
24,-0.62395877,-0.5964891,"('thoughtful', 'rough')",-1.6960933,-1.4237908,-1.1600260734558105,-1.0101399421691895,0.1498861312866211
53,-0.6083752,-0.735815,"('smart', 'stupid')",-3.3292239,-3.3949473,-1.9687995910644531,-2.0653810501098633,-0.09658145904541016
43,0.58365434,0.6221379,"('genuine', 'fake')",-0.969697,-1.0235386,-0.19302132725715637,-0.20070034265518188,-0.007679015398025513
11,0.5782257,0.70068,"('caring', 'unaffectionate')",-1.4942008,-1.4447865,-0.45798757672309875,-0.37205326557159424,0.08593431115150452
104,-0.575663,-0.37388903,"('conventional', 'unconventional')",-0.20041429,0.0846716,-0.38803863525390625,-0.14460870623588562,0.24342992901802063
49,0.5545871,0.5993334,"('responsible', 'irresponsible')",-2.1645157,-2.230853,-0.8049643039703369,-0.8157598376274109,-0.010795533657073975
29,0.52828765,0.59257114,"('honest', 'immoral')",-1.5789661,-1.2909399,-0.5253392457962036,-0.34918439388275146,0.17615485191345215
50,-0.51167154,-0.5933418,"('unprejudiced', 'prejudiced')",1.9148343,1.5773686,0.7015813589096069,0.4920133948326111,-0.20956796407699585
79,-0.49895278,-0.4930213,"('determined', 'doubtful')",-0.38879615,-0.3186389,-0.4438744783401489,-0.4058300852775574,0.03804439306259155
88,-0.48202038,-0.7154554,"('impulsive', 'meek')",2.2571058,2.0581946,0.887542724609375,0.6713696122169495,-0.21617311239242554
7,-0.45066354,-0.7489891,"('outgoing', 'distant')",1.2472475,0.8397579,0.3982919454574585,0.04538440704345703,-0.35290753841400146
71,-0.4485638,-0.43998992,"('efficient', 'inefficient')",-1.6916533,-1.684596,-1.0701085329055786,-1.0622929334640503,0.00781559944152832
97,-0.43517643,-0.40521407,"('superior', 'inferior')",-0.6158573,-0.5000367,-0.5255168676376343,-0.4526253938674927,0.0728914737701416
38,-0.43125153,0.008944623,"('kind', 'unkind')",-1.9359932,-1.716505,-1.1836223602294922,-0.853780210018158,0.32984215021133423
98,-0.42677426,-0.62407374,"('prestigious', 'insignificant')",0.9237452,0.6020702,0.2484854757785797,-0.011001765727996826,-0.25948724150657654
37,0.41107285,0.12791315,"('good', 'evil')",1.7279257,1.7371286,1.0694992542266846,0.932520866394043,-0.1369783878326416
44,-0.3938759,-0.5118884,"('truthful', 'untruthful')",-0.33773977,-0.59370875,-0.36580783128738403,-0.5527985692024231,-0.18699073791503906
99,-0.39116946,-0.51424086,"('prestigious', 'insignificant')",0.77678156,0.5511234,0.19280605018138885,0.01844125986099243,-0.17436479032039642
