,expedia_male,expedia_female,tuple,group_male,group_female,average_male,average_female,female-male
47,0.38482317,0.49669987,"('forgiving', 'unforgiving')",-1.3525063,-1.2682215,-0.48384153842926025,-0.3857608139514923,0.09808072447776794
30,0.38266534,0.28539044,"('honest', 'dishonest')",-0.49386823,-0.49659815,-0.05560144782066345,-0.10560385882854462,-0.050002411007881165
6,0.3593526,0.24555996,"('liked', 'disliked')",5.14769,4.9535933,2.753521203994751,2.599576711654663,-0.1539444923400879
18,0.34414148,0.38628447,"('social', 'asocial')",-1.0514355,-0.86090803,-0.35364699363708496,-0.23731178045272827,0.11633521318435669
85,0.32391024,0.58398855,"('ambitious', 'unambitious')",-0.8348314,-0.83987784,-0.25546059012413025,-0.12794464826583862,0.12751594185829163
35,0.3152483,0.2903881,"('fair', 'unfair')",0.48221785,0.76956576,0.39873307943344116,0.5299769639968872,0.13124388456344604
20,0.31466535,0.17669627,"('popular', 'unpopular')",1.0082709,1.0216434,0.6614680886268616,0.5991698503494263,-0.0622982382774353
8,-0.31222388,-0.5059829,"('open', 'distant')",1.1023654,0.75858015,0.39507073163986206,0.12629863619804382,-0.26877209544181824
84,-0.3013782,-0.635083,"('self-confident', 'diffident')",-0.43305594,-0.3952307,-0.3672170639038086,-0.5151568651199341,-0.1479398012161255
90,0.27692053,0.06984576,"('motivated', 'unmotivated')",0.1419695,0.14157754,0.2094450145959854,0.10571165382862091,-0.1037333607673645
60,0.27426744,0.53837365,"('educated', 'uneducated')",-0.32826266,-0.075572595,-0.026997610926628113,0.2314005196094513,0.2583981305360794
80,0.26806164,0.1816131,"('independent', 'dependent')",0.35079432,0.5369884,0.30942797660827637,0.35930073261260986,0.049872756004333496
72,-0.26506793,-0.3280158,"('logical', 'illogical')",-0.8196918,-0.51261544,-0.5423798561096191,-0.42031562328338623,0.12206423282623291
17,0.26393467,0.43116027,"('social', 'antisocial')",-1.47078,-1.2230585,-0.6034226417541504,-0.3959490954875946,0.2074735462665558
102,-0.24497958,-0.12601861,"('eminent', 'low')",0.32175678,0.4106063,0.03838860243558884,0.14229384064674377,0.10390523821115494
27,-0.2431469,-0.13372272,"('sincere', 'insincere')",-5.1970997,-5.0562353,-2.720123291015625,-2.5949790477752686,0.12514424324035645
73,0.2371873,0.12194845,"('brilliant', 'incompetent')",-1.2650023,-1.4658844,-0.5139074921607971,-0.6719679832458496,-0.1580604910850525
103,0.23300554,0.4127093,"('traditional', 'modern')",0.46084702,0.7360275,0.3469262719154358,0.5743683576583862,0.22744208574295044
59,-0.23261663,-0.3445198,"('skillful', 'clumsy')",0.77878106,0.86766374,0.2730821967124939,0.2615719735622406,-0.011510223150253296
4,-0.22568908,-0.25102243,"('likable', 'unlikable')",-0.38389045,-0.46535423,-0.30478978157043457,-0.35818833112716675,-0.05339854955673218
34,0.22378038,0.5847929,"('loyal', 'disloyal')",-1.5511099,-1.3560905,-0.6636647582054138,-0.38564881682395935,0.27801594138145447
68,-0.22095788,-0.40096736,"('clever', 'inept')",-0.7937468,-1.0387912,-0.507352352142334,-0.7198792695999146,-0.21252691745758057
65,-0.22036532,-0.09588474,"('practical', 'impractical')",-2.043039,-2.0109487,-1.131702184677124,-1.0534167289733887,0.07828545570373535
36,-0.21744308,-0.009302914,"('tolerant', 'intolerant')",-0.75403845,-0.63169855,-0.4857407808303833,-0.3205007314682007,0.16524004936218262
87,0.21342534,0.36744434,"('dedicated', 'undedicated')",-1.7366168,-1.5679417,-0.7615957260131836,-0.6002486944198608,0.16134703159332275
28,0.2122605,0.38585562,"('honest', 'dishonest')",-1.6285405,-1.560349,-0.7081400156021118,-0.5872466564178467,0.12089335918426514
42,0.2084297,0.14163679,"('amicable', 'hostile')",1.4234809,1.5795428,0.8159552812576294,0.8605897426605225,0.044634461402893066
1,0.19186138,0.3860968,"('friendly', 'unfriendly')",-1.4762433,-1.2522011,-0.6421909332275391,-0.433052122592926,0.20913881063461304
13,-0.18384182,-0.22447418,"('helpful', 'unhelpful')",-2.1762795,-2.3006935,-1.180060625076294,-1.26258385181427,-0.08252322673797607
67,0.16811766,0.15142748,"('discriminating', 'undiscriminating')",-1.3161902,-1.0050048,-0.5740363001823425,-0.4267886281013489,0.14724767208099365
109,-0.16717811,-0.006900832,"('conservative', 'liberal')",-1.1766788,-1.1526232,-0.6719284653663635,-0.5797619819641113,0.0921664834022522
108,-0.16717811,-0.006900832,"('conservative', 'liberal')",-1.1766788,-1.1526232,-0.6719284653663635,-0.5797619819641113,0.0921664834022522
92,0.16328084,-0.07588163,"('unwavering', 'wavering')",1.0815783,0.86477125,0.6224295496940613,0.3944448232650757,-0.2279847264289856
56,0.15260968,0.053417712,"('intelligent', 'dumb')",1.733365,1.6238256,0.9429873824119568,0.8386216163635254,-0.1043657660484314
26,0.14771663,0.46401262,"('trustworthy', 'untrustworthy')",-0.3533585,-0.23793119,-0.10282094031572342,0.11304071545600891,0.21586165577173233
57,0.1376923,-0.07176331,"('able', 'unable')",-0.17505473,-0.21569885,-0.01868121325969696,-0.14373108744621277,-0.1250498741865158
33,0.12252849,0.10891655,"('softhearted', 'hardhearted')",-1.077182,-0.89437354,-0.47732678055763245,-0.3927285075187683,0.08459827303886414
93,-0.109068036,-0.068887636,"('dominating', 'dominated')",-0.2053335,-0.037721723,-0.15720076858997345,-0.053304679691791534,0.10389608889818192
39,-0.10276955,-0.17600557,"('right', 'wrong')",0.3137683,0.48879585,0.10549937188625336,0.15639513731002808,0.05089576542377472
105,0.09713292,0.21562691,"('conventional', 'modern')",-0.7391451,-0.56725574,-0.32100608944892883,-0.1758144199848175,0.14519166946411133
63,0.09342724,0.16141066,"('capable', 'incapable')",-0.41913867,-0.4962123,-0.16285571455955505,-0.16740082204341888,-0.004545107483863831
21,0.08425993,-0.21493948,"('nice', 'nasty')",1.1140192,0.8075779,0.5991395711898804,0.29631921648979187,-0.3028203547000885
110,0.08398992,0.15351933,"('narrow-minded', 'open-minded')",0.18353903,0.075898826,0.13376447558403015,0.11470907926559448,-0.01905539631843567
19,-0.062598124,0.093052,"('funny', 'boring')",0.2915444,0.2404201,0.1144731417298317,0.16673605144023895,0.05226290971040726
31,0.05829279,-0.005552396,"('altruistic', 'egoistic')",0.38379222,0.5512524,0.22104251384735107,0.27285000681877136,0.05180749297142029
106,0.037842512,0.36162838,"('conventional', 'unconventional')",-0.8112285,-0.35909978,-0.38669300079345703,0.0012643039226531982,0.38795730471611023
25,-0.036788374,0.1115309,"('moral', 'immoral')",-1.4139347,-1.3145158,-0.7253615260124207,-0.6014924645423889,0.12386906147003174
54,-0.035743475,-0.45620918,"('smart', 'stupid')",0.51124406,0.28450105,0.23775029182434082,-0.08585406839847565,-0.32360436022281647
58,0.022082657,0.23416835,"('able', 'clumsy')",-1.2572565,-1.2748418,-0.6175869107246399,-0.5203367471694946,0.09725016355514526
95,-0.018198907,-0.0238868,"('rich', 'poor')",-3.739601,-3.919509,-1.8788999319076538,-1.9716978073120117,-0.09279787540435791
74,0.003390655,-0.17386696,"('insightful', 'unperceptive')",-1.6465073,-1.5502472,-0.8215582966804504,-0.862057089805603,-0.04049879312515259
