,charles_male,charles_female,tuple,river_male,river_female,labs_male,labs_female,intl_male,intl_female,average_male,average_female,female-male
1,-1.1796103,-1.2807169,"('friendly', 'unfriendly')",-0.9857636,-0.99243253,-1.7108471,-1.8070283,-0.4788951,-0.39500797,-1.0887789726257324,-1.118796467781067,-0.030017495155334473
33,-1.1091301,-1.0199754,"('softhearted', 'hardhearted')",-0.042574346,-0.21236959,-0.85479605,-1.0841001,-0.46822774,-0.47974464,-0.6186821460723877,-0.6990474462509155,-0.08036530017852783
68,-1.1044204,-1.2149509,"('clever', 'inept')",-0.26532868,-0.8143748,-0.498325,-0.5837431,-0.024482459,-0.066856384,-0.4731391370296478,-0.6699813008308411,-0.19684216380119324
10,-1.0785685,-1.2623978,"('affectionate', 'unaffectionate')",-0.9063825,-0.8444984,-0.67894703,-0.7338793,0.030103117,0.10801625,-0.6584486961364746,-0.6831898093223572,-0.02474111318588257
88,1.0738087,0.89913344,"('impulsive', 'meek')",1.0366163,1.2487512,1.2701025,1.1614912,0.004151404,-0.064105675,0.8461697101593018,0.811317503452301,-0.03485220670700073
12,-1.0575176,-0.844956,"('sympathetic', 'unsympathetic')",-1.7672195,-1.7767408,-1.3681297,-1.2492148,0.81053245,1.100534,-0.8455835580825806,-0.6925944089889526,0.15298914909362793
29,-1.0177972,-0.8261157,"('honest', 'immoral')",-0.81904083,-1.1470164,-0.6948477,-0.9265506,-0.44685826,-0.35518783,-0.7446359992027283,-0.8137176632881165,-0.06908166408538818
49,-1.0068814,-0.9491786,"('responsible', 'irresponsible')",-0.99587524,-1.3850709,-1.0696429,-1.1203609,0.25293297,0.37877953,-0.7048666477203369,-0.7689577341079712,-0.06409108638763428
105,-0.9341076,-1.0355359,"('conventional', 'modern')",0.1985256,-0.19470444,-0.25602835,-0.4343433,-0.6954571,-0.6944119,-0.42176687717437744,-0.5897488594055176,-0.16798198223114014
52,0.92481875,1.1837757,"('competitive', 'uncompetitive')",-1.6713053,-1.6530001,-0.29800606,-0.041890144,0.72514594,0.9850384,-0.07983666658401489,0.11848095059394836,0.19831761717796326
70,0.8901304,0.86205053,"('wise', 'unwise')",0.5446801,0.5974294,0.44980058,0.41054958,1.3747201,1.3616965,0.8148328065872192,0.8079314827919006,-0.0069013237953186035
35,0.8758517,0.8447389,"('fair', 'unfair')",0.10718912,0.020517081,0.94631773,1.0108988,0.2950368,0.41000473,0.5560988187789917,0.5715398788452148,0.015441060066223145
104,-0.8751131,-0.8558326,"('conventional', 'unconventional')",0.3837529,0.5633466,-0.041005485,-0.1356584,-0.46360743,-0.36308843,-0.24899327754974365,-0.1978081911802292,0.051185086369514465
26,0.8474926,1.0101461,"('trustworthy', 'untrustworthy')",-0.023371503,-0.20366767,0.7092874,0.4399551,0.34206438,0.65698045,0.4688681960105896,0.47585350275039673,0.006985306739807129
60,-0.84741724,-0.4754562,"('educated', 'uneducated')",-1.3781502,-0.7346444,-1.5278027,-1.1555941,-0.25574228,-0.05511293,-1.0022780895233154,-0.6052019000053406,0.39707618951797485
103,0.81283844,1.029299,"('traditional', 'modern')",1.0052296,1.0547264,1.1802658,1.2837473,0.24570453,0.33521593,0.8110096454620361,0.9257471561431885,0.11473751068115234
56,0.81003845,0.86572456,"('intelligent', 'dumb')",1.2584584,1.4663703,1.0145926,0.8876797,0.39270073,0.35645264,0.8689475059509277,0.8940568566322327,0.02510935068130493
102,-0.8043611,-0.56444335,"('eminent', 'low')",-0.9094709,-0.28183696,-1.8424244,-1.3229128,-0.29181984,-0.11855054,-0.9620190262794495,-0.5719359517097473,0.39008307456970215
16,0.80404556,1.0610244,"('social', 'antisocial')",-0.6568577,-0.49713326,-0.39714125,-0.042499423,0.4193289,0.72917986,0.042343869805336,0.312642902135849,0.270299032330513
47,-0.79579866,-0.6149311,"('forgiving', 'unforgiving')",-1.092982,-1.0217952,-0.7580498,-0.6736091,0.031761184,0.2763263,-0.6537673473358154,-0.5085022449493408,0.1452651023864746
98,-0.7948387,-1.1121744,"('prestigious', 'insignificant')",-0.081662,0.16872704,0.12984264,0.1459494,-0.8618865,-1.0224617,-0.4021361470222473,-0.4549899101257324,-0.05285376310348511
43,-0.75548774,-0.8679299,"('genuine', 'fake')",-0.58037335,-0.55363774,-0.12142724,-0.23908988,-0.24751428,-0.33793336,-0.42620062828063965,-0.49964773654937744,-0.07344710826873779
9,-0.73984766,-0.661956,"('sensitive', 'insensitive')",-1.6656148,-1.8977472,-0.900605,-1.0441889,0.011966437,0.17158821,-0.8235252499580383,-0.8580759167671204,-0.03455066680908203
101,-0.6252074,-0.1655765,"('successful', 'unsuccessful')",-0.69459414,-0.45937294,-0.69608825,-0.46378857,-0.9612673,-0.74677396,-0.7442892789840698,-0.4588779807090759,0.2854112982749939
73,-0.61236674,-0.65894336,"('brilliant', 'incompetent')",-1.5630207,-2.0085292,-2.3095777,-2.474905,-0.010851026,-0.040715158,-1.1239540576934814,-1.2957732677459717,-0.17181921005249023
22,0.60489106,0.50025326,"('welcoming', 'disagreeable')",1.2939563,1.1692743,0.7825736,0.7379729,0.09042014,0.0030303448,0.692960262298584,0.6026327013969421,-0.09032756090164185
25,-0.5879724,-0.30600768,"('moral', 'immoral')",-1.0249019,-1.0382022,-0.7587697,-0.57996476,-0.5424731,-0.22950886,-0.7285292744636536,-0.5384208559989929,0.19010841846466064
15,0.5698901,0.88832426,"('polite', 'impolite')",-0.4887504,-0.42353043,-0.023159191,0.2042641,1.0721871,1.3834951,0.2825419008731842,0.5131382942199707,0.2305963933467865
92,-0.56422096,-0.7277267,"('unwavering', 'wavering')",0.21384954,0.52181643,0.29480493,0.3533197,-0.37615263,-0.5637233,-0.1079297810792923,-0.10407847166061401,0.0038513094186782837
94,0.5616418,0.9005465,"('aggressive', 'submissive')",-0.6628194,-0.37902418,-0.8504032,-0.69931144,0.779957,1.006715,-0.04290594160556793,0.20723147690296173,0.25013741850852966
65,-0.54702353,-0.31815574,"('practical', 'impractical')",-2.104012,-2.1861105,-1.83216,-1.5524904,-0.07721096,0.17847776,-1.1401015520095825,-0.9695696830749512,0.17053186893463135
109,0.54552567,0.8148714,"('conservative', 'liberal')",-0.24320652,-0.09522497,0.045749582,0.2979535,0.7508353,0.87411165,0.274726003408432,0.47292786836624146,0.19820186495780945
108,0.54552567,0.8148714,"('conservative', 'liberal')",-0.24320652,-0.09522497,0.045749582,0.2979535,0.7508353,0.87411165,0.274726003408432,0.47292786836624146,0.19820186495780945
97,-0.5427586,-0.5039081,"('superior', 'inferior')",-1.019123,-0.78431046,-0.53082114,-0.57614183,-0.81056845,-0.59776425,-0.7258177995681763,-0.6155311465263367,0.1102866530418396
69,-0.5427029,-0.6309798,"('wise', 'foolish')",0.07281686,0.045895096,0.55380034,0.3403512,-0.41635895,-0.3604938,-0.08311116695404053,-0.15130682289600372,-0.0681956559419632
44,-0.52767134,-0.5500426,"('truthful', 'untruthful')",-1.9544172,-1.6805885,-1.8528085,-1.8971678,0.20293483,0.14235076,-1.032990574836731,-0.9963620901107788,0.03662848472595215
76,0.52239716,0.7701771,"('secure', 'insecure')",0.27583128,-0.08489177,0.6207721,0.6754958,0.9734171,1.3532734,0.5981044173240662,0.6785136461257935,0.0804092288017273
2,-0.51735735,-0.036165178,"('friendly', 'unfriendly')",-1.3341788,-1.2991416,-0.79449457,-0.5535023,0.8870622,1.2247118,-0.4397421181201935,-0.1660243570804596,0.2737177610397339
100,-0.49177262,-0.08610222,"('influential', 'uninfluential')",-1.2025414,-0.8844429,-1.1896826,-0.9173031,0.20079297,0.4299418,-0.6708008646965027,-0.36447662115097046,0.3063242435455322
18,-0.48596478,-0.20410627,"('social', 'asocial')",-1.5262761,-1.8720245,-0.54000896,-0.60672337,0.83189046,0.84449124,-0.4300898611545563,-0.45959073305130005,-0.029500871896743774
106,-0.4803083,-0.4293313,"('conventional', 'unconventional')",0.4540011,0.58808184,-0.19504642,-0.002418071,-0.2619815,-0.09972757,-0.12083377689123154,0.014151223003864288,0.13498499989509583
55,-0.47112727,-0.49626878,"('intelligent', 'unintelligent')",-0.87186587,-0.84743,-1.501341,-1.2986995,0.098609,0.30228192,-0.6864312887191772,-0.585029125213623,0.1014021635055542
7,0.46232194,0.07676232,"('outgoing', 'distant')",1.9014121,1.267247,0.8150496,0.021947056,-0.10730049,-0.43711242,0.7678707838058472,0.23221096396446228,-0.5356598198413849
67,-0.42892176,-0.35146183,"('discriminating', 'undiscriminating')",0.031357154,-0.12364582,-0.93169034,-0.747585,-0.38277632,-0.201495,-0.4280077815055847,-0.3560469150543213,0.07196086645126343
41,0.42127395,0.33185154,"('incorrupt', 'corrupt')",1.95457,2.1548386,1.714464,1.5877907,-0.44006664,-0.5293423,0.9125604033470154,0.8862847089767456,-0.026275694370269775
82,0.41337198,0.2934725,"('industrious', 'meek')",1.0949095,1.4305433,1.1717703,1.3347554,-0.6239931,-0.65961903,0.5140146613121033,0.5997880101203918,0.08577334880828857
0,-0.41254795,0.09070709,"('sociable', 'unsociable')",-0.9585434,-0.49366453,-0.8007221,-0.3833442,0.4214259,0.734365,-0.4375968873500824,-0.012984156608581543,0.42461273074150085
42,0.40172315,0.16580707,"('amicable', 'hostile')",2.2550466,2.4203901,1.5051837,1.4230903,-0.16527963,-0.053227723,0.9991684556007385,0.9890149235725403,-0.010153532028198242
80,0.397779,0.4981832,"('independent', 'dependent')",1.1503205,1.0150548,0.55614454,0.45345026,-0.13813762,-0.17483707,0.49152660369873047,0.44796276092529297,-0.0435638427734375
45,-0.39229822,-0.2721163,"('cooperative', 'exploitative')",-0.70628643,-1.2554508,-0.33332115,-0.35204777,-0.16005969,-0.06004727,-0.3979913592338562,-0.484915554523468,-0.08692419528961182
64,-0.3780813,-0.19693726,"('clever', 'incompetent')",-1.3703032,-1.4760725,-1.4957491,-1.3251243,0.06219715,0.35889375,-0.7954840660095215,-0.6598100662231445,0.13567399978637695
17,0.36586475,0.6949557,"('social', 'antisocial')",-0.9300481,-0.48372227,-0.53112143,-0.31831414,0.020852,0.2686807,-0.26861318945884705,0.04039999842643738,0.3090131878852844
77,0.35403413,0.32994813,"('active', 'inactive')",0.70644563,1.0439327,0.90054137,1.0959337,0.008701503,-0.08994219,0.4924306869506836,0.5949680805206299,0.10253739356994629
74,-0.3346859,-0.19400597,"('insightful', 'unperceptive')",-1.7609527,-1.7608844,-1.594527,-1.5440261,-0.54586494,-0.56969225,-1.0590076446533203,-1.017152190208435,0.041855454444885254
72,-0.32383138,-0.055529773,"('logical', 'illogical')",-0.8611747,-0.700265,-1.1715935,-0.89571357,-0.4183464,-0.24364096,-0.6937365531921387,-0.4737873077392578,0.21994924545288086
83,-0.31120968,-0.14067078,"('energetic', 'lethargic')",-0.7581699,-0.87521327,-0.5581119,-0.5772418,0.21982267,0.3013113,-0.35191720724105835,-0.32295364141464233,0.028963565826416016
99,-0.309642,-0.41122344,"('prestigious', 'insignificant')",-0.24446096,0.15428117,-0.44788384,-0.07965514,-0.757283,-0.8196894,-0.4398174285888672,-0.2890717089176178,0.1507457196712494
79,-0.28262097,-0.16289055,"('determined', 'doubtful')",-0.7356118,-0.43857074,0.2835828,0.3554669,-0.44927216,-0.3429197,-0.2959805428981781,-0.14722852408885956,0.14875201880931854
59,0.268583,0.36129698,"('skillful', 'clumsy')",0.032477573,0.61892104,0.4384458,0.7095169,-0.2238674,-0.06879644,0.12890973687171936,0.4052346348762512,0.27632489800453186
71,0.25874782,0.31194937,"('efficient', 'inefficient')",-0.71246386,-1.2136027,-1.663976,-1.5255209,0.42234945,0.5208364,-0.4238356351852417,-0.47658443450927734,-0.052748799324035645
61,0.2583274,0.26456937,"('rational', 'irrational')",1.3165615,1.3487664,0.780304,0.8849364,0.33448863,0.43098456,0.6724203824996948,0.7323141694068909,0.059893786907196045
5,0.2573163,0.30200958,"('pleasant', 'repellent')",-0.757201,-0.6111485,0.07059683,0.16508345,0.30122435,0.33934075,-0.03201588988304138,0.04882132634520531,0.08083721622824669
62,-0.25684673,-0.343672,"('creative', 'uncreative')",-0.5097979,-0.77745223,-0.916171,-0.96406937,-0.37046975,-0.28161743,-0.5133213400840759,-0.5917027592658997,-0.07838141918182373
91,0.24519257,0.23522153,"('resilient', 'nonresilient')",-0.26338723,-0.070611894,0.009801596,0.119434096,0.19649908,0.2917335,0.04702650383114815,0.14394430816173553,0.09691780433058739
85,-0.23213696,-0.15332988,"('ambitious', 'unambitious')",-0.31633687,-0.23124076,-0.7297737,-0.83172154,0.3739707,0.48911768,-0.22606922686100006,-0.18179361522197723,0.04427561163902283
107,0.22113714,0.47944558,"('conventional', 'modern')",-0.17617129,0.094477,0.08357182,0.2556483,1.7414482,1.9169127,0.46749645471572876,0.6866208910942078,0.219124436378479
21,0.21804535,0.20271742,"('nice', 'nasty')",0.2854694,0.29510272,0.468862,0.5217798,1.2418056,1.2864345,0.5535455942153931,0.576508641242981,0.02296304702758789
30,-0.20217091,0.033381045,"('honest', 'dishonest')",-0.8611489,-0.7808132,-0.28621393,-0.25609753,-0.15122491,0.012745619,-0.3751896619796753,-0.24769601225852966,0.12749364972114563
31,-0.17626816,-0.41187295,"('altruistic', 'egoistic')",-0.64229685,-0.17058137,-0.4410568,-0.31535536,-0.89504653,-0.9500694,-0.5386670827865601,-0.461969792842865,0.07669728994369507
8,0.12158194,-0.25837964,"('open', 'distant')",2.0111864,1.2537954,0.8074843,0.0679913,-0.47650743,-0.83459574,0.6159363389015198,0.05720283091068268,-0.5587335079908371
20,0.121497884,0.22510937,"('popular', 'unpopular')",-1.410542,-0.33519134,-0.4385778,-0.030567124,-0.79925895,-0.6287327,-0.6317201852798462,-0.19234544038772583,0.43937474489212036
39,-0.102311924,-0.052546546,"('right', 'wrong')",-0.31875855,-0.08960226,0.04085575,0.053796366,-0.2530359,-0.26287824,-0.15831264853477478,-0.08780767023563385,0.07050497829914093
54,0.09214935,-0.20396039,"('smart', 'stupid')",1.1276808,1.003144,-0.36635143,-0.6772578,0.9250832,0.719761,0.44464048743247986,0.21042171120643616,-0.2342187762260437
93,-0.07252127,0.2665341,"('dominating', 'dominated')",-0.4295261,-0.3193692,0.37418252,0.7476888,0.6878023,0.8629466,0.1399843692779541,0.3894500732421875,0.2494657039642334
110,0.06954157,-0.054549456,"('narrow-minded', 'open-minded')",0.021757543,-0.08393344,1.0487471,1.1237074,0.570704,0.5649299,0.42768752574920654,0.3875386118888855,-0.040148913860321045
4,-0.05998999,-0.13349122,"('likable', 'unlikable')",-0.62946755,-0.7344066,-0.6832755,-0.6134905,-0.6562562,-0.6537272,-0.5072473287582397,-0.5337789058685303,-0.026531577110290527
23,0.051604986,-0.03922093,"('hospitable', 'inhospitable')",1.0242159,0.9190152,0.43985543,0.24232441,0.03478661,-0.1513946,0.38761574029922485,0.24268102645874023,-0.14493471384048462
19,-0.03699255,0.07513356,"('funny', 'boring')",-0.46747425,-0.49326584,-0.35003912,-0.29067037,-0.7382659,-0.55774087,-0.3981929421424866,-0.3166358768939972,0.08155706524848938
96,-0.03225085,0.111357264,"('powerful', 'powerless')",-0.74782026,-0.17287874,-0.76086956,-0.24736279,0.16081749,0.38343477,-0.345030814409256,0.018637627363204956,0.36366844177246094
89,-0.018195271,0.1649049,"('daring', 'anxious')",-0.6309922,-0.8620719,-0.029243112,0.34485614,-0.27539936,-0.13796435,-0.23845747113227844,-0.12256880104541779,0.11588867008686066
51,0.016913086,0.052129984,"('competent', 'incompetent')",-0.8139069,-0.8845401,-0.6413302,-0.7236727,-0.068445444,0.24873331,-0.37669235467910767,-0.32683736085891724,0.04985499382019043
84,-0.0057742,-0.1548425,"('self-confident', 'diffident')",-0.6595621,-0.6243405,0.23440924,0.11501685,-0.10036019,-0.16447002,-0.13282181322574615,-0.20715902745723724,-0.07433721423149109
57,-0.00078479946,0.00024539232,"('able', 'unable')",0.38552865,0.044453636,-0.5091822,-0.80286586,-0.592867,-0.47725463,-0.17932634055614471,-0.3088553547859192,-0.12952901422977448
