,coca_male,coca_female,tuple,cola_male,cola_female,europacific_male,europacific_female,partners_male,partners_female,average_male,average_female,female-male
75,6.8336096,7.052124,"('confident', 'shy')",9.112938,8.349733,1.0864995,1.0480212,4.311651,4.3077784,5.336174488067627,5.189414024353027,-0.1467604637145996
6,5.9939384,6.098428,"('liked', 'disliked')",6.8902874,7.059784,0.83012843,0.76614594,4.449007,4.4452305,4.540840148925781,4.5923967361450195,0.05155658721923828
27,-5.651907,-5.6637645,"('sincere', 'insincere')",-6.994418,-7.182335,-0.32736275,-0.25696108,-5.9846363,-5.8633423,-4.739581108093262,-4.74160099029541,-0.0020198822021484375
95,-5.184824,-5.465364,"('rich', 'poor')",-6.812133,-6.811369,-0.2017496,-0.060039222,-3.7625158,-3.8536563,-3.9903056621551514,-4.047607421875,-0.05730175971984863
40,-4.538887,-4.8215947,"('honorable', 'mean')",-5.841082,-5.9255586,-1.0391328,-1.2335062,-4.609833,-4.8299103,-4.007233619689941,-4.202642440795898,-0.19540882110595703
53,-4.350817,-4.398377,"('smart', 'stupid')",-5.9236135,-5.8279943,-1.1684142,-1.2241817,-4.1957607,-4.287858,-3.909651517868042,-3.934602975845337,-0.024951457977294922
48,2.721832,2.676246,"('reliable', 'unreliable')",3.635541,3.2445898,-0.68782204,-0.8172008,1.76005,1.6722054,1.8574004173278809,1.6939600706100464,-0.16344034671783447
66,2.5274582,2.5981774,"('imaginative', 'unimaginative')",3.7748103,3.4297407,0.55374575,0.43926412,0.9683621,0.9974326,1.9560940265655518,1.8661537170410156,-0.08994030952453613
86,2.4723384,2.4515018,"('self-reliant', 'helpless')",3.271644,3.2341647,-0.1094304,-0.13661131,2.548935,2.4161768,2.0458717346191406,1.9913079738616943,-0.05456376075744629
13,-2.3775284,-2.2459536,"('helpful', 'unhelpful')",-1.9351308,-2.8655324,-0.13942365,-0.09156657,-2.8131518,-3.0241554,-1.8163087368011475,-2.0568020343780518,-0.2404932975769043
50,2.2152967,2.1336293,"('unprejudiced', 'prejudiced')",2.1927652,1.7460039,-0.7583283,-0.79450923,1.4963589,1.3408577,1.2865231037139893,1.1064953804016113,-0.18002772331237793
1,-2.2074246,-2.1662636,"('friendly', 'unfriendly')",-3.4471805,-2.3073084,0.23940632,0.20118044,-1.8190044,-1.7005478,-1.8085508346557617,-1.4932347536087036,0.3153160810470581
46,2.163711,2.2881432,"('generous', 'stingy')",2.0882776,2.7315128,-0.38888696,-0.39629748,0.636069,0.8484986,1.1247925758361816,1.367964267730713,0.24317169189453125
11,-1.9351616,-1.8419771,"('caring', 'unaffectionate')",-2.3005564,-1.9434671,0.8861544,0.8739382,-2.1557262,-2.1694589,-1.3763223886489868,-1.2702412605285645,0.10608112812042236
38,-1.9278713,-1.6960773,"('kind', 'unkind')",-1.6520965,-1.8245167,-0.26828516,-0.1356939,-1.6396209,-1.3934507,-1.3719685077667236,-1.262434720993042,0.10953378677368164
63,-1.8174105,-1.8926725,"('capable', 'incapable')",-2.6518369,-2.459615,-0.4919379,-0.44358796,-0.68609715,-0.99684095,-1.411820650100708,-1.448179006576538,-0.03635835647583008
3,1.8096621,2.0344381,"('likable', 'unlikable')",2.3804445,2.364455,0.17280076,0.04210545,0.5907274,0.32333907,1.2384085655212402,1.1910845041275024,-0.04732406139373779
105,-1.7380751,-1.7524744,"('conventional', 'modern')",-2.0945063,-1.3857522,0.015886739,0.12219639,-1.1892673,-0.9494773,-1.2514904737472534,-0.9913768768310547,0.26011359691619873
58,-1.7277977,-1.6606164,"('able', 'clumsy')",-2.1000195,-2.4167683,-0.44068304,-0.37143478,-1.2594762,-1.1683612,-1.3819941282272339,-1.4042952060699463,-0.022301077842712402
32,-1.7089093,-1.6997511,"('benevolent', 'hardhearted')",-2.7796297,-2.2319603,-1.0279756,-0.9855558,-1.501758,-1.2799702,-1.754568099975586,-1.5493093729019165,0.20525872707366943
78,1.6193091,1.3845327,"('active', 'inactive')",2.032462,1.9459705,1.1466892,0.84289736,0.83073354,0.69211316,1.4072983264923096,1.2163784503936768,-0.1909198760986328
37,1.482241,1.2151778,"('good', 'evil')",0.14780295,1.1518011,0.6168359,0.3804876,1.3646499,1.3872776,0.90288245677948,1.0336860418319702,0.13080358505249023
34,-1.4648138,-1.2974194,"('loyal', 'disloyal')",-2.0705204,-1.8102775,0.3317622,0.50183177,-1.3301685,-1.2014064,-1.1334350109100342,-0.9518178701400757,0.1816171407699585
28,-1.461516,-1.3467181,"('honest', 'dishonest')",-1.5039555,-1.6044046,-0.04640346,0.1228869,-2.286434,-2.0877967,-1.3245772123336792,-1.2290081977844238,0.09556901454925537
49,-1.3706548,-1.3813918,"('responsible', 'irresponsible')",-0.30549574,-1.0909035,0.0951516,0.027150571,-2.2634165,-2.3163416,-0.9611038565635681,-1.1903715133666992,-0.2292676568031311
41,1.333055,1.3304338,"('incorrupt', 'corrupt')",-0.38815665,0.98868495,0.0017118752,0.007218957,1.4728922,1.4931246,0.6048755645751953,0.954865574836731,0.34999001026153564
65,-1.319387,-1.0848624,"('practical', 'impractical')",0.14542705,-0.7319154,-0.26264963,-0.2851253,-1.2510908,-1.3223298,-0.6719250679016113,-0.8560581803321838,-0.1841331124305725
