,i_male,i_female,tuple,m_male,m_female,s_male,s_female,health_male,health_female,holdings_male,holdings_female,average_male,average_female,female-male
22,1.1913924,1.1608584,"('welcoming', 'disagreeable')",0.75916547,0.79264385,0.13983181,0.39298332,1.1644064,1.0863187,1.6661851,1.633589,0.9841962814331054,1.0132786750793457,0.029082393646240212
83,-1.1751454,-1.3354753,"('energetic', 'lethargic')",-0.8391031,-0.6817297,-0.67661047,-0.59648156,0.37844712,0.4734296,-1.1224997,-1.2530756,-0.6869822978973389,-0.6786664962768555,0.008315801620483398
61,1.1572784,1.639018,"('rational', 'irrational')",0.55233,0.6937871,0.39002776,0.57449454,0.117359534,0.27313417,1.5563276,1.7502799,0.7546646595001221,0.9861427307128906,0.23147807121276853
60,-1.1496443,-1.5299608,"('educated', 'uneducated')",-1.308308,-1.0170748,-1.1987791,-0.7531843,-0.09207767,0.1986908,-0.8248145,-0.94968426,-0.9147247314453125,-0.8102426528930664,0.10448207855224612
35,1.1412212,1.3778701,"('fair', 'unfair')",0.6998384,0.7900121,1.396543,1.6328251,-0.19499594,-0.037010074,0.8743042,0.99464476,0.7833822250366211,0.9516683578491211,0.16828613281249993
82,1.1311476,1.3209921,"('industrious', 'meek')",0.4216967,0.5459184,1.1333029,1.2656841,-0.07784504,-0.09193838,1.4596344,1.6289227,0.8135872840881347,0.9339157104492187,0.12032842636108398
64,-1.1173604,-1.429536,"('clever', 'incompetent')",-0.82262194,-0.85949177,-1.2038223,-1.1148214,0.2654717,0.31174368,-2.019369,-2.135729,-0.9795403480529785,-1.045566940307617,-0.06602659225463858
11,-1.1096814,-1.2536726,"('caring', 'unaffectionate')",-1.0403659,-1.3151765,-1.4087851,-1.4143167,-2.1848133,-2.115728,-1.9007652,-1.7334057,-1.5288822174072265,-1.566459846496582,-0.03757762908935547
65,-1.1081824,-1.2019424,"('practical', 'impractical')",-0.8809683,-0.86500245,-1.5140071,-1.4881842,-1.5813189,-1.6230905,-1.6573434,-1.5400561,-1.3483639717102052,-1.3436552047729493,0.004708766937255859
87,-1.096616,-0.70142937,"('dedicated', 'undedicated')",-1.9463031,-1.722208,-2.2072513,-1.851409,-0.7441966,-0.61692953,-0.9940319,-0.89585793,-1.3976798057556152,-1.157566738128662,0.24011306762695317
24,-1.0278145,-1.0211939,"('thoughtful', 'rough')",-1.1775213,-1.041837,-1.3829374,-1.0389155,-0.1360307,-0.00097356737,-1.1258268,-1.2599579,-0.9700262069702148,-0.8725755691528321,0.09745063781738272
56,1.0032582,1.0574975,"('intelligent', 'dumb')",1.5106355,1.6462045,0.983101,1.2694297,-0.5796048,-0.55189574,1.1403407,1.1971219,0.8115460395812988,0.9236715316772461,0.11212549209594735
100,-0.9746881,-0.95027375,"('influential', 'uninfluential')",-0.72605234,-0.6714187,-1.1500468,-0.9076897,-0.67302394,-0.47555372,-1.2892718,-1.0903666,-0.9626165390014648,-0.8190605163574218,0.143556022644043
1,-0.9629215,-0.790341,"('friendly', 'unfriendly')",-1.1826924,-1.2098557,-1.6254693,-1.2045774,-1.9169028,-1.7155468,-0.8443091,-0.73054564,-1.3064590454101563,-1.1301733016967774,0.1762857437133789
5,-0.9492872,-1.0291593,"('pleasant', 'repellent')",-1.070837,-1.1380141,-0.31704676,-0.58645505,1.2511567,1.1655467,-0.8428028,-1.1062654,-0.38576345443725585,-0.5388694763183594,-0.1531060218811035
109,-0.91831297,-0.99487257,"('conservative', 'liberal')",0.30289194,0.37028465,0.1587286,0.13655072,1.281525,1.2696396,-0.5183059,-0.70227265,0.06130533218383789,0.015865957736968993,-0.0454393744468689
108,-0.91831297,-0.99487257,"('conservative', 'liberal')",0.30289194,0.37028465,0.1587286,0.13655072,1.281525,1.2696396,-0.5183059,-0.70227265,0.06130533218383789,0.015865957736968993,-0.0454393744468689
23,0.89777416,0.8797364,"('hospitable', 'inhospitable')",0.5447436,0.29549962,0.2982089,0.076487124,-0.5291748,-0.6246902,1.2462822,1.134705,0.4915668487548828,0.35234756469726564,-0.1392192840576172
68,-0.8458083,-1.1217142,"('clever', 'inept')",-0.5819745,-0.8163415,-0.89377725,-1.1238291,-0.48834527,-0.83918977,-1.1536158,-1.3113605,-0.7927042007446289,-1.0424870491027831,-0.24978284835815423
19,0.83013034,1.2170768,"('funny', 'boring')",0.25282782,0.40518117,-0.49064285,-0.30788672,-0.051395297,-0.034152627,0.87662005,1.088836,0.2835080146789551,0.47381091117858887,0.19030289649963378
47,-0.81636715,-0.5738935,"('forgiving', 'unforgiving')",-0.36458498,-0.33557194,-1.2650491,-0.9534594,-0.18803534,-0.25572985,-0.2631046,0.008577332,-0.5794281959533691,-0.42201547622680663,0.1574127197265625
99,0.811062,1.0717096,"('prestigious', 'insignificant')",-0.8664989,-0.88235474,-0.25963908,-0.07923794,-1.6436543,-1.6355433,1.2655886,1.2435471,-0.13862833976745606,-0.056375861167907715,0.08225247859954835
93,-0.78967726,-0.81220555,"('dominating', 'dominated')",0.2809676,0.38165697,0.20065835,0.16068792,0.5124577,0.6415347,-0.84856683,-0.81774426,-0.1288320779800415,-0.08921404480934143,0.039618033170700076
44,-0.7759,-1.0018047,"('truthful', 'untruthful')",-0.65387076,-0.8632692,-0.06648056,-0.38682705,-1.7245742,-1.764328,-0.82398236,-0.77641314,-0.8089615821838378,-0.9585283279418946,-0.14956674575805673
26,0.75911224,0.66955984,"('trustworthy', 'untrustworthy')",0.55737525,0.68037844,0.53648925,0.5513491,0.23877074,0.33719334,0.41538066,0.39705262,0.5014256477355957,0.5271066188812256,0.02568097114562984
51,-0.733889,-1.0944335,"('competent', 'incompetent')",-0.601591,-0.53871083,-0.678311,-0.7913275,-0.6798234,-0.7706415,-1.2937353,-1.301471,-0.79746994972229,-0.8993168830871582,-0.10184693336486816
36,-0.6722883,-0.8620402,"('tolerant', 'intolerant')",-0.738846,-0.7606226,-0.8750172,-1.063412,-0.90407175,-0.7740528,-1.5423541,-1.3843503,-0.9465154647827149,-0.9688955307006836,-0.022380065917968706
55,-0.650643,-1.0825042,"('intelligent', 'unintelligent')",-0.45818636,-0.54784817,-0.98545027,-0.771705,-0.6278024,-0.57819885,-1.2213461,-1.3420808,-0.788685655593872,-0.8644674301147461,-0.07578177452087409
43,-0.650337,-0.8495605,"('genuine', 'fake')",-0.35250708,-0.2659493,-0.51376605,-0.3775317,-0.7065713,-0.44118544,-1.1232972,-0.98662543,-0.6692957401275634,-0.5841704845428467,0.08512525558471673
8,0.61985123,0.7330836,"('open', 'distant')",0.13546124,-0.0064919367,-0.22062325,-0.14158443,-0.7783241,-0.91486627,1.2482275,1.1591839,0.20091850757598878,0.16586495637893678,-0.035053551197052
79,0.6069276,0.7144386,"('determined', 'doubtful')",0.45795262,0.7235943,-0.11051378,0.3272677,-0.08232443,-0.017518796,-0.24506077,-0.03441322,0.1253962278366089,0.3426737070083618,0.2172774791717529
94,-0.60684687,-0.9014903,"('aggressive', 'submissive')",0.34494662,0.37361982,0.2491233,0.13059762,0.8252401,0.88991225,-0.4937843,-0.637865,0.06373577117919922,-0.029045110940933226,-0.09278088212013244
69,0.5855644,0.79634583,"('wise', 'foolish')",-0.16089867,-0.083593935,-0.23570237,0.032103956,-1.902855,-1.7912683,1.0331184,1.1519731,-0.1361546754837036,0.02111213207244873,0.15726680755615233
0,-0.56670403,-0.71954507,"('sociable', 'unsociable')",-0.48053753,-0.328616,-0.8173182,-0.44191256,-0.7529859,-0.4982332,-0.70911974,-0.61730325,-0.6653330802917481,-0.5211219787597656,0.14421110153198247
45,-0.53360265,-0.38118473,"('cooperative', 'exploitative')",-0.48032117,-0.63146436,-0.69450045,-0.7318275,0.14125755,0.14770657,-0.2448701,-0.18831658,-0.36240737438201903,-0.35701732635498046,0.005390048027038574
80,0.5206715,0.19148329,"('independent', 'dependent')",0.41115808,0.58938766,0.49290395,0.6838896,0.98865676,0.90286714,0.57112694,0.26032668,0.5969034194946289,0.5255908489227294,-0.07131257057189944
85,-0.47874215,-0.5369563,"('ambitious', 'unambitious')",-0.31506813,-0.2915082,-0.40471986,-0.3345522,-0.46731955,-0.37286136,-0.8545263,-0.6296688,-0.5040751934051514,-0.43310937881469724,0.07096581459045415
104,-0.47864634,-0.53290755,"('conventional', 'unconventional')",-0.7335721,-0.7389889,-0.28433675,0.063726336,-1.3225999,-1.2225773,-0.6435943,-0.62254924,-0.6925498962402343,-0.6106593608856201,0.08189053535461421
89,-0.47297597,-0.6439398,"('daring', 'anxious')",-0.8832582,-0.8755931,0.06113401,0.06003347,1.3428504,1.3478078,-1.0429957,-1.3931843,-0.19904909133911133,-0.3009752035140991,-0.10192611217498779
98,-0.45398974,-0.41187736,"('prestigious', 'insignificant')",-1.2485193,-1.2178044,-0.16405134,-0.08335818,-0.68862516,-0.7458557,0.5292704,0.28390616,-0.4051830291748047,-0.4349978923797607,-0.02981486320495602
84,0.4503433,0.34067002,"('self-confident', 'diffident')",0.6135367,0.40183613,0.38500398,0.30177113,-2.7911506,-2.8984456,-0.2980039,-0.10443291,-0.3280540943145752,-0.39172024726867677,-0.06366615295410155
106,-0.45030355,-0.4865595,"('conventional', 'unconventional')",-0.13632342,0.026827186,0.16194272,0.39784598,-0.32446018,-0.31585786,-0.6882695,-0.5743922,-0.28748278617858886,-0.19042727947235108,0.09705550670623778
32,-0.4449282,0.26163232,"('benevolent', 'hardhearted')",-0.60240364,-0.17584512,-1.339325,-0.8827551,-1.7551157,-1.574099,-0.8464395,-0.33411533,-0.9976423263549805,-0.5410364151000977,0.4566059112548828
18,-0.38222608,-0.21386331,"('social', 'asocial')",-0.24206915,-0.28371227,-0.35912144,-0.37318996,-1.3510923,-1.0426953,-0.66804034,-0.44425464,-0.6005098342895507,-0.4715431213378906,0.12896671295166012
54,0.3664592,0.19198743,"('smart', 'stupid')",1.3858281,1.2074478,1.0368693,0.82709134,-0.14820328,-0.21019888,-0.08050594,0.05355376,0.5120894908905029,0.41397628784179685,-0.09811320304870608
92,0.36417866,0.34904432,"('unwavering', 'wavering')",-0.69671035,-0.90009564,-0.07373518,-0.2526112,-0.78431773,-0.90768063,0.9044592,0.6269298,-0.05722509622573853,-0.21688265800476075,-0.15965756177902224
96,0.33488357,0.6100016,"('powerful', 'powerless')",0.49911225,0.5345057,0.43924114,0.5093158,-0.9707962,-0.7548498,-0.7962618,-0.46324554,-0.09876420497894287,0.08714556097984313,0.185909765958786
67,-0.32843193,-0.18737577,"('discriminating', 'undiscriminating')",-0.58845717,-0.36547232,-0.5993761,-0.23447993,0.18100889,0.43032214,-0.95261633,-0.67132825,-0.45757451057434084,-0.20566682815551757,0.2519076824188233
57,-0.31777722,-0.52699757,"('able', 'unable')",0.011642396,-0.08961624,-0.3830642,-0.5276557,-1.1274769,-1.3473701,-0.6606281,-1.0480552,-0.49546079635620116,-0.7079389572143555,-0.21247816085815435
105,-0.3009155,-0.32021868,"('conventional', 'modern')",-0.6319956,-0.7242353,-0.2416121,-0.26325893,-0.13813181,0.0019459575,-0.4158132,-0.3566156,-0.3456936597824097,-0.3324765205383301,0.013217139244079579
31,-0.29873058,-0.04515344,"('altruistic', 'egoistic')",-0.6784115,-0.658332,-0.74065673,-0.30866084,-0.68984944,-0.5384811,-0.23184443,-0.1798492,-0.5278985500335693,-0.34609532356262207,0.18180322647094727
4,-0.29218847,-0.24658515,"('likable', 'unlikable')",-0.16836897,-0.08917466,-0.93390405,-0.8977578,-1.6040556,-1.6751798,-0.6982112,-0.484102,-0.739345645904541,-0.6785599231719971,0.0607857227325439
39,0.25568902,0.33411488,"('right', 'wrong')",0.61628246,0.50452816,-0.02158305,0.16675487,-0.74429923,-0.69493943,0.5891806,0.95958763,0.13905395269393922,0.25400922298431394,0.11495527029037472
91,-0.25539336,-0.5038658,"('resilient', 'nonresilient')",0.2705941,-0.0809319,0.008906066,-0.04220903,-0.774616,-1.0371796,-0.4052541,-0.6073829,-0.23115265369415283,-0.454313850402832,-0.22316119670867918
103,0.20737946,-0.035856083,"('traditional', 'modern')",0.039361015,-0.016110763,0.55123687,0.41182768,2.5952144,2.4827113,0.35770303,0.016626373,0.7501789569854737,0.571839714050293,-0.17833924293518066
76,0.1993677,-0.102389686,"('secure', 'insecure')",0.034880996,0.14901683,0.14434367,0.14524746,0.83478814,0.91526175,-0.8251557,-0.9229028,0.07764497995376587,0.036846709251403806,-0.04079827070236207
110,0.18613526,0.31578788,"('narrow-minded', 'open-minded')",-0.2757317,-0.34918395,0.117494464,-0.2015568,1.2448905,1.1535525,0.3848725,0.41422546,0.3315321922302246,0.26656503677368165,-0.06496715545654297
59,0.18395713,0.16761239,"('skillful', 'clumsy')",-0.28407758,-0.18244737,-0.031960517,-0.060613036,-0.56161666,-0.6082072,0.20886241,0.08008616,-0.09696704149246216,-0.12071381807327271,-0.02374677658081055
10,0.16899139,0.57041794,"('affectionate', 'unaffectionate')",0.124494284,0.055440307,-0.80899763,-0.57405305,-0.7824678,-0.5141061,-0.5137048,-0.071733,-0.3623369216918945,-0.10680677890777587,0.2555301427841187
97,-0.15996289,-0.15289956,"('superior', 'inferior')",-0.62801135,-0.31090003,-0.33527395,0.13363123,-1.5383914,-1.4796476,-0.78949255,-0.78319675,-0.6902264595031739,-0.5186025619506835,0.1716238975524903
107,-0.1317446,-0.31373274,"('conventional', 'modern')",0.06056559,0.0911149,0.09382111,-0.04821396,0.21655911,0.23631488,0.10567477,0.018637389,0.06897519826889038,-0.0031759053468704223,-0.07215110361576081
17,-0.119240284,0.117157996,"('social', 'antisocial')",0.6013497,0.81136096,-0.042440183,0.1966954,0.012103856,0.15492815,-0.89735305,-0.5213167,-0.08911598920822143,0.15176516771316528,0.24088115692138673
62,-0.06868421,-0.026515506,"('creative', 'uncreative')",-0.58597124,-0.5840675,-1.100335,-0.774526,-0.55652684,-0.31732398,-0.76439476,-0.64673364,-0.6151823997497559,-0.4698332786560059,0.14534912109374998
102,-0.068315625,-0.016943753,"('eminent', 'low')",-0.81336254,-0.67526937,-0.6899647,-0.69344366,-0.45187816,-0.39602876,-0.29962468,-0.47791386,-0.4646291255950928,-0.4519198894500732,0.012709236145019565
20,0.03526774,-0.24320847,"('popular', 'unpopular')",-0.06408588,0.029928342,0.14811808,0.27692991,-1.1141539,-1.198606,0.4957329,0.14628363,-0.09982420206069946,-0.19773452281951903,-0.09791032075881957
90,-0.011736512,-0.61296624,"('motivated', 'unmotivated')",0.24699783,-0.039318442,-0.0005043745,-0.19145304,1.2686154,1.0144014,0.28536385,-0.008630931,0.357747220993042,0.03240655660629273,-0.3253406643867493
16,0.010334015,0.124126315,"('social', 'antisocial')",0.08653134,0.2511878,-0.32052603,-0.18526554,-0.50446117,-0.2570678,-0.9312005,-0.6903181,-0.33186447620391846,-0.1514674663543701,0.18039700984954835
15,-0.0035973862,-0.26798725,"('polite', 'impolite')",0.5420723,0.6299451,0.61787915,0.6943095,0.095035076,0.319955,-0.11679274,-0.06047392,0.22691926956176758,0.26314966678619384,0.03623039722442625
