,marriott_male,marriott_female,tuple,international_male,international_female,inc_male,inc_female,new_male,new_female,average_male,average_female,female-male
75,6.6050606,6.650174,"('confident', 'shy')",4.4129763,4.6069536,7.114957,7.069081,4.247345,4.725128,5.5950846672058105,5.762834072113037,0.16774940490722656
53,-4.543137,-4.9118977,"('smart', 'stupid')",-2.8855224,-2.967436,-4.380875,-4.512508,-3.3546703,-3.2368484,-3.791051149368286,-3.907172679901123,-0.11612153053283691
27,-4.529036,-4.819264,"('sincere', 'insincere')",-4.67974,-4.495806,-5.9644923,-5.753437,-4.0693674,-4.2187166,-4.810659408569336,-4.821805953979492,-0.01114654541015625
40,-4.285825,-4.8791943,"('honorable', 'mean')",-3.5743296,-3.7060323,-6.058753,-6.130642,-2.9068136,-3.3330858,-4.206430435180664,-4.512238502502441,-0.30580806732177734
95,-4.214414,-4.720357,"('rich', 'poor')",-3.2731223,-3.2933433,-5.305249,-5.3836365,-2.7676091,-3.1545284,-3.8900985717773438,-4.137966156005859,-0.24786758422851562
6,4.109786,4.6143775,"('liked', 'disliked')",3.815958,3.7379563,5.677591,5.5762877,3.2574773,3.5818095,4.215202808380127,4.377607822418213,0.16240501403808594
48,3.0392883,2.9239202,"('reliable', 'unreliable')",0.8652761,0.8853814,2.8818831,2.660874,1.1541629,1.1235613,1.9851526021957397,1.8984342813491821,-0.08671832084655762
1,-2.9324355,-2.558938,"('friendly', 'unfriendly')",-1.1255764,-1.0788525,-1.2462616,-1.0772927,0.03334117,0.025989413,-1.3177330493927002,-1.1722733974456787,0.14545965194702148
86,2.7806435,2.703121,"('self-reliant', 'helpless')",1.4598708,1.3292016,2.7533045,2.6512728,1.5905108,1.749958,2.1460824012756348,2.1083884239196777,-0.03769397735595703
32,-2.7326086,-2.4661875,"('benevolent', 'hardhearted')",-1.9611683,-1.8494701,-1.3800055,-1.1813879,-0.5565795,-0.20947967,-1.6575905084609985,-1.4266313314437866,0.23095917701721191
94,2.619239,2.307257,"('aggressive', 'submissive')",-0.13143872,0.30075985,0.718829,0.68567276,-0.6174553,-0.32319823,0.6472935080528259,0.7426227927207947,0.09532928466796875
109,2.519483,2.0338738,"('conservative', 'liberal')",-0.34464288,-0.07558623,0.24487284,0.32331946,-1.097023,-1.0688727,0.3306725025177002,0.3031836152076721,-0.027488887310028076
108,2.519483,2.0338738,"('conservative', 'liberal')",-0.34464288,-0.07558623,0.24487284,0.32331946,-1.097023,-1.0688727,0.3306725025177002,0.3031836152076721,-0.027488887310028076
50,2.5161886,2.409106,"('unprejudiced', 'prejudiced')",1.0950942,0.84423494,2.1868188,2.2143292,1.2686491,1.0383911,1.7666876316070557,1.6265153884887695,-0.14017224311828613
66,2.4545517,2.8263538,"('imaginative', 'unimaginative')",1.235498,1.3372915,2.4963121,2.4620016,0.34587073,0.7209271,1.6330580711364746,1.8366434574127197,0.20358538627624512
104,-2.14306,-1.5636015,"('conventional', 'unconventional')",-0.39736626,-0.4205701,-0.620734,-0.5084797,0.09214801,-0.08103579,-0.767253041267395,-0.6434218287467957,0.12383121252059937
11,-2.104511,-1.9224355,"('caring', 'unaffectionate')",-1.3934163,-1.3194525,-1.2535963,-1.2632395,-0.39734697,-0.45263273,-1.287217617034912,-1.2394400835037231,0.047777533531188965
90,1.920214,1.5751988,"('motivated', 'unmotivated')",0.106437355,0.17302895,0.5110009,0.47775382,-0.115985096,-0.5120882,0.6054167747497559,0.4284733235836029,-0.17694345116615295
99,-1.9160395,-1.8186707,"('prestigious', 'insignificant')",-0.7292119,-1.0639325,-0.7684872,-0.946124,0.7842057,0.64763576,-0.6573832035064697,-0.7952728867530823,-0.13788968324661255
25,1.6538908,1.11131,"('moral', 'immoral')",-1.7042415,-1.387457,-0.35382932,-0.41679206,-1.4564099,-1.4396524,-0.4651474952697754,-0.5331478714942932,-0.06800037622451782
10,-1.6031616,-1.3318458,"('affectionate', 'unaffectionate')",-0.20973197,-0.30440617,-0.21670184,-0.17171527,0.7698784,0.8342984,-0.3149292469024658,-0.24341720342636108,0.07151204347610474
71,1.5955439,0.9763732,"('efficient', 'inefficient')",-1.0418648,-0.70072407,-0.70843303,-0.62070835,-1.2771156,-1.4559102,-0.3579673767089844,-0.4502423405647278,-0.09227496385574341
