,signature_male,signature_female,tuple,bank_male,bank_female,new_male,new_female,york_male,york_female,n_male,n_female,y_male,y_female,average_male,average_female,female-male
100,-0.7784723,-0.6926354,"('influential', 'uninfluential')",-0.96947515,-0.6294286,-0.52025104,-0.49207926,-1.1240687,-1.1492232,-0.7549783,-0.50628096,-0.4610374,-0.08702904,-0.7680471738179525,-0.5927793979644775,0.17526777585347497
19,-0.75389755,-0.43788671,"('funny', 'boring')",-1.1434157,-1.1230285,-0.057115197,0.104435325,-1.2035339,-1.0872345,-0.16570687,-0.11864668,0.10949564,0.34929127,-0.5356955925623575,-0.3855116367340088,0.15018395582834876
41,0.73522484,1.0367312,"('incorrupt', 'corrupt')",1.3364859,1.4755075,2.200282,2.1927314,-0.34898427,0.17484301,1.1003506,1.3956065,1.3936274,1.4285452,1.0694977442423503,1.283994197845459,0.21449645360310865
15,0.7175963,0.7565581,"('polite', 'impolite')",-0.17434293,-0.07615057,-0.60293305,-0.018667951,1.1670277,0.9216734,1.1088549,1.2142751,0.67287064,0.94379795,0.48151222864786786,0.6235810120900472,0.14206878344217938
89,-0.7133148,-0.926929,"('daring', 'anxious')",0.2142384,0.23418894,-1.1694336,-1.3868266,0.40481597,0.27070877,0.538207,0.48064768,0.16402586,0.16089374,-0.09357686837514241,-0.19455273946126303,-0.10097587108612062
44,-0.6663837,-1.0395081,"('truthful', 'untruthful')",-1.5047665,-1.611411,-0.44683415,-0.3493275,-0.47698992,-0.58209467,-0.23292196,-0.24472101,-0.5669737,-0.7730485,-0.6491449673970541,-0.7666850884755453,-0.11754012107849121
49,-0.6517595,-1.2706276,"('responsible', 'irresponsible')",-1.5477035,-1.7175227,-1.0568249,-1.0981494,-0.5938266,-0.9587468,-0.80208653,-0.74406934,-1.0647485,-0.78987765,-0.9528249104817709,-1.096498966217041,-0.14367405573527015
93,0.6486956,0.5281736,"('dominating', 'dominated')",0.26661545,0.431305,-1.2408098,-0.70492834,-0.7210316,-0.79701227,0.80891514,0.7223979,-0.27522537,-0.27848858,-0.08547343810399373,-0.016425440708796184,0.06904799739519754
77,0.63070524,0.7708396,"('active', 'inactive')",0.07575631,0.2875064,0.7132806,0.8810775,-0.81713974,-0.7533954,0.5397943,0.83773655,1.2054836,1.3678012,0.3913133939107259,0.5652610063552856,0.17394761244455975
64,-0.60875344,-0.684903,"('clever', 'incompetent')",-0.7883435,-0.7087302,-1.4687406,-1.580534,-0.12672967,-0.54814935,-0.6910994,-0.62488294,-0.9559466,-0.75448626,-0.7732688585917155,-0.8169476191202799,-0.04367876052856445
16,0.60660535,0.7287878,"('social', 'antisocial')",-0.30811954,-0.14426723,-0.8021402,-0.50254613,0.6176881,0.13590655,0.28526917,0.34129095,0.26624113,0.4605016,0.11092400550842285,0.1699455976486206,0.059021592140197754
35,0.5911206,0.6102146,"('fair', 'unfair')",0.5910069,0.72550917,0.53877056,0.72886944,0.36864936,0.6044088,0.31933513,0.6377343,0.8702323,1.2549409,0.5465191602706909,0.7602795759836832,0.2137604157129923
33,-0.577638,-0.6528136,"('softhearted', 'hardhearted')",-1.2246298,-0.9139252,-0.62816787,-0.6920396,-1.0534623,-0.7759084,-1.9520106,-1.6577922,-1.6079249,-1.3252552,-1.173972209294637,-1.0029557545979817,0.17101645469665527
39,-0.5304712,-0.1910991,"('right', 'wrong')",-0.3139634,-0.045426533,0.26922962,0.41019645,-0.7776762,-0.6931399,-0.19673279,0.022598028,0.22535947,0.39677328,-0.22070908546447754,-0.01668296257654826,0.2040261228879293
73,0.5270789,-0.24127951,"('brilliant', 'incompetent')",-0.94216126,-1.2347225,-1.3390191,-1.6772346,-0.17731017,-0.80127954,-0.7371861,-0.98976564,-1.1427723,-1.4697244,-0.6352283159891764,-1.069001038869222,-0.43377272288004554
90,0.5259481,0.23198771,"('motivated', 'unmotivated')",0.82544637,0.70523524,-0.115985096,-0.5120882,1.2304136,0.706293,1.1335063,1.040787,1.0918791,0.7625464,0.7818679809570312,0.48912684122721356,-0.2927411397298177
42,-0.5072875,0.24953705,"('amicable', 'hostile')",-0.025236785,0.20992005,1.8091202,1.8213055,-0.5140629,-0.20450434,0.40117884,0.66867167,0.76544696,1.0499182,0.3215264479319255,0.6324747006098429,0.3109482526779174
94,0.46992806,1.1004298,"('aggressive', 'submissive')",0.5768788,0.37519017,-0.6174553,-0.32319823,0.9527254,0.6094268,1.2420604,1.0042392,0.25023386,0.32055894,0.47906188170115155,0.5144410928090414,0.03537921110788983
96,-0.46463013,-0.0057639778,"('powerful', 'powerless')",-0.7260391,-0.5410193,-0.45298013,-0.42514718,-0.16149697,-0.4412241,1.0404943,1.2046117,0.36754805,0.54043156,-0.06618401408195496,0.05531476934750875,0.12149878342946371
7,0.44884706,0.12307355,"('outgoing', 'distant')",0.848757,0.5648303,0.8801502,0.5827791,-0.73530763,-0.43572903,0.4721683,0.4263975,0.8388165,0.48178992,0.45890525976816815,0.29052358865737915,-0.168381671110789
69,0.4394238,0.772002,"('wise', 'foolish')",-0.009742558,-0.050719798,0.5438058,0.65526724,-0.97424126,-0.850158,-0.5389605,-0.5332725,-0.24231598,-0.27180645,-0.13033845027287802,-0.04644790788491567,0.08389054238796234
31,-0.43230563,0.18571839,"('altruistic', 'egoistic')",-0.85860926,-0.75512,0.63122517,0.40067068,-0.15951517,0.15755191,-0.8654307,-0.61623305,-0.3371894,-0.34228823,-0.33697084585825604,-0.16161672274271646,0.17535412311553958
98,0.4223433,0.28547508,"('prestigious', 'insignificant')",-0.8366179,-0.8358189,0.27524158,0.15429056,-0.77127814,-0.70603466,-0.6809229,-0.60913306,-0.62306553,-0.8335141,-0.36904990673065186,-0.42412249247233075,-0.05507258574167889
25,-0.41213524,-0.11980285,"('moral', 'immoral')",-0.49530664,-0.5806774,-1.4564099,-1.4396524,0.48388258,0.02850461,-0.34864232,-0.18432501,-0.3688577,-0.22625333,-0.4329115152359009,-0.4203677177429199,0.012543797492980957
43,-0.40129507,-0.2876558,"('genuine', 'fake')",0.3321312,0.37875625,0.3768835,0.38788807,0.25830913,0.24096997,0.10280892,0.09875609,0.18962035,0.30538848,0.14307634035746256,0.18735051155090332,0.044274171193440764
36,-0.40123686,-0.6888548,"('tolerant', 'intolerant')",-0.8582554,-1.1389389,-0.8488381,-0.593192,-0.6677977,-0.92067003,0.021776378,-0.14769857,-0.30504552,-0.115600884,-0.5098994970321655,-0.6008258660634359,-0.09092636903127038
70,-0.39454782,-0.20101348,"('wise', 'unwise')",0.4552096,0.5262711,1.675778,1.6813757,-0.19522333,0.026821718,1.1124214,1.1129835,1.3946519,1.1733847,0.6747149626413981,0.7199705441792806,0.04525558153788256
82,0.3889609,0.6256559,"('industrious', 'meek')",0.3326106,0.49027783,1.3513242,1.312031,-0.111354135,-0.08458192,0.1582329,0.21645918,1.2622318,1.186176,0.5636677344640096,0.624336322148641,0.06066858768463135
12,-0.3762049,-0.5904677,"('sympathetic', 'unsympathetic')",-0.81384826,-0.73566794,-1.2802973,-1.1208498,-0.3112418,-0.4917265,-1.0334408,-0.88991195,-0.76874816,-0.5898516,-0.763963540395101,-0.736412525177002,0.027551015218098995
72,-0.3720157,-0.6085396,"('logical', 'illogical')",-0.78347623,-0.564985,-0.42463043,-0.11634571,-0.24824065,-0.1903753,-1.1751757,-0.8672482,-1.240442,-0.9069207,-0.707330067952474,-0.542402426401774,0.16492764155069994
101,-0.37194213,-0.33751762,"('successful', 'unsuccessful')",-1.3645941,-1.1478422,-0.6508886,-0.41667444,-0.38233888,-0.5485752,-0.93858814,-0.7984945,-0.78593403,-0.662913,-0.7490476767222086,-0.6520028511683146,0.09704482555389404
92,-0.35684645,-0.15546264,"('unwavering', 'wavering')",-0.13866007,-0.1712456,1.0242958,0.81975317,-0.7044007,-0.35509208,-0.11866778,-0.1744563,0.2141147,-0.13954997,-0.013360753655433655,-0.029342239101727802,-0.015981485446294148
4,-0.3449593,-0.19642273,"('likable', 'unlikable')",-1.2206585,-1.3519752,0.38617718,0.37986428,-0.3808345,-0.6935887,-0.22454652,-0.18274283,-0.23925546,-0.41141462,-0.3373461961746216,-0.4093799591064453,-0.07203376293182373
0,0.34018916,0.17296815,"('sociable', 'unsociable')",-0.8748734,-0.5332035,-0.76800233,-0.5637635,0.4045335,0.34712246,-0.7432878,-0.2869783,-0.53274286,-0.044466794,-0.3623639742533366,-0.15138691663742065,0.21097705761591595
83,-0.3394701,-0.16767168,"('energetic', 'lethargic')",-0.04845956,-0.1211656,-0.80170095,-0.6726756,-0.60780585,-0.73406875,-1.0528126,-0.92064106,-0.38411346,-0.19175357,-0.5390604337056478,-0.467996080716451,0.07106435298919683
10,-0.31119835,-0.29354,"('affectionate', 'unaffectionate')",-1.9408758,-1.7969762,0.7698784,0.8342984,-1.0872393,-0.857477,-0.8301361,-0.75125027,-0.40094596,-0.4783504,-0.6334195137023926,-0.5572158892949423,0.07620362440745032
57,0.30143744,0.39384544,"('able', 'unable')",-0.31991866,-0.42304537,-0.46497375,-0.62447196,-0.48412144,-0.68168086,0.16558108,0.04438296,-0.1698918,-0.25385743,-0.16198118527730307,-0.2574712038040161,-0.09549001852671304
79,-0.29645163,0.18164414,"('determined', 'doubtful')",0.2932219,0.35794103,0.31559122,0.37995023,0.5003739,0.32464993,0.5926974,0.7414888,0.41144818,0.6724199,0.30281349023183185,0.44301565488179523,0.14020216464996338
59,-0.2927658,0.12200406,"('skillful', 'clumsy')",0.124093235,0.50772077,1.3879981,1.4707971,1.3247039,1.3244251,0.4118963,0.3834336,0.22979751,0.27737778,0.5309538841247559,0.6809597810109457,0.15000589688618982
85,-0.29241043,-0.35481498,"('ambitious', 'unambitious')",-0.16752934,-0.12484914,0.013987601,0.106343,-0.56764066,-0.61357576,-0.23322535,-0.25190726,-0.42140955,-0.38152906,-0.27803794542948407,-0.27005553245544434,0.007982412974039732
110,0.2870639,0.33884528,"('narrow-minded', 'open-minded')",0.28884754,0.2161541,-0.38863587,-0.16592145,0.01949352,-0.14623195,-0.34737712,-0.61357,0.03307596,-0.10487962,-0.017922018965085346,-0.07926727334658305,-0.06134525438149771
26,0.27661076,0.26942694,"('trustworthy', 'untrustworthy')",0.43039793,0.57674503,-0.7467338,-0.48269907,-0.9748442,-1.0553573,0.47620034,0.49948832,0.12871498,0.36196667,-0.06827566027641296,0.028261765837669373,0.09653742611408234
106,0.25126526,0.59171665,"('conventional', 'unconventional')",-0.34723783,-0.35586837,1.2797227,0.963664,1.1543896,1.240008,-0.10856587,0.2827857,0.27981558,0.55159503,0.4182316064834595,0.5456501642862955,0.12741855780283606
107,0.2493079,0.66121954,"('conventional', 'modern')",0.27283463,0.13954502,1.0958123,1.6039909,1.6028967,1.5699251,-0.28328317,-0.30257583,0.18130124,0.051365107,0.5198115507761637,0.6205783287684122,0.10076677799224854
84,-0.234379,-0.5002542,"('self-confident', 'diffident')",-1.1634939,-1.2052357,-0.24383731,-0.37390593,-0.9650667,-0.9691702,-0.4528792,-0.40303075,0.053261697,0.028440833,-0.501065731048584,-0.5705259641011556,-0.06946023305257165
17,0.232648,0.39421672,"('social', 'antisocial')",-0.64629066,-0.452768,-0.42820126,-0.10149157,0.13083139,0.11990085,-0.2542705,-0.0795843,0.16575298,0.54320675,-0.1332550048828125,0.0705800751845042,0.2038350800673167
20,0.2133492,0.7413182,"('popular', 'unpopular')",-1.0855434,-1.036562,1.8974743,1.6604376,0.9370508,1.0936446,-0.30489367,-0.026204497,0.2401345,0.11390184,0.3162619670232137,0.42442262172698975,0.10816065470377606
51,0.18498445,0.21789603,"('competent', 'incompetent')",-0.5443608,-0.5583076,0.07464939,0.2558064,-0.48039073,-0.68904185,-0.64901394,-0.5623579,-0.2883891,-0.2060385,-0.2837534546852112,-0.2570072412490845,0.02674621343612671
9,-0.1821967,-0.72774506,"('sensitive', 'insensitive')",-1.2463638,-1.294332,-0.98445404,-0.92043555,-0.20726569,-0.4230608,-0.57083166,-0.6326216,-0.577011,-0.4108914,-0.628020445505778,-0.7348477045694987,-0.1068272590637207
71,-0.17111719,-1.0780871,"('efficient', 'inefficient')",0.035087705,-0.16519606,-1.2771156,-1.4559102,1.5589598,1.0185351,0.005706072,-0.17421842,-0.30693686,-0.40577197,-0.025902668635050457,-0.37677478790283203,-0.35087211926778156
18,-0.16604403,-0.30191523,"('social', 'asocial')",-0.6139584,-0.6335666,-1.5692225,-1.306341,-0.8964422,-1.0076733,-0.2653707,-0.24461125,-0.86048216,-0.6926521,-0.7285866737365723,-0.6977932453155518,0.030793428421020508
23,-0.15856612,0.16452426,"('hospitable', 'inhospitable')",-0.34101146,-0.4900394,1.1858441,1.118948,-0.5674363,-0.4193984,0.16845459,0.06215155,0.71923417,0.4930059,0.1677531599998474,0.15486531456311545,-0.012887845436731965
55,-0.15107572,-0.4103216,"('intelligent', 'unintelligent')",-0.7882632,-0.7423042,-0.3138889,-0.4464134,-0.2850263,-0.39622414,-0.19392505,-0.037784398,-0.1887595,-0.05128777,-0.320156455039978,-0.34738922119140625,-0.027232766151428223
30,0.11196864,-0.15910818,"('honest', 'dishonest')",-1.0619564,-1.2808414,-0.46290857,-0.09674831,-0.48900908,-0.6971978,-0.31252527,-0.12035388,-0.662908,-0.3058685,-0.47955648104349774,-0.44335301717122394,0.0362034638722738
52,0.08791113,0.06703234,"('competitive', 'uncompetitive')",-0.2692684,-0.23727411,-0.82447207,-0.5201275,0.26486915,0.058073416,-0.1466785,0.040014148,-0.093721986,0.077531695,-0.16356011231740317,-0.08579166730244954,0.07776844501495363
76,0.06600684,0.013546646,"('secure', 'insecure')",0.22006476,0.16562438,-0.46814716,-0.3669712,0.86592263,0.694032,0.27645972,0.16707093,-0.19261605,-0.03253389,0.1279484530289968,0.10679481426874797,-0.021153638760248825
91,0.060597524,-0.273,"('resilient', 'nonresilient')",-0.61547697,-0.56252646,0.2389951,-0.08850193,0.9171684,0.69469446,0.47751153,0.50012755,0.53291595,0.3433205,0.2686185836791992,0.10235235095024109,-0.16626623272895813
2,-0.051181138,-0.026759505,"('friendly', 'unfriendly')",-0.541995,-0.36424327,-1.6722184,-1.4798024,0.19459231,-0.13575116,-0.41891333,-0.22815096,-0.5338295,-0.26484424,-0.5039242108662924,-0.41659192244211835,0.08733228842417401
8,0.044890463,-0.37317568,"('open', 'distant')",0.6325042,0.39335752,1.1676544,0.7915691,-0.72666925,-0.45964435,-0.4415834,-0.45765176,0.14196067,-0.0015076995,0.13645951946576437,-0.017842143774032593,-0.15430166323979697
5,0.024868496,0.2260417,"('pleasant', 'repellent')",-0.032917798,-0.06546727,-0.097297505,-0.30082503,1.3387406,1.0615149,-1.063822,-0.9622122,-0.47185433,-0.37485892,-0.050380428632100425,-0.06930113832155864,-0.018920709689458214
104,0.012571514,0.08740346,"('conventional', 'unconventional')",-1.0964208,-0.7692596,0.09214801,-0.08103579,-0.661896,-0.16668156,-1.2167374,-0.8911365,-0.3013325,0.1658833,-0.5286111831665039,-0.27580444018046063,0.2528067429860433
68,0.0006060228,-0.43088698,"('clever', 'inept')",-1.0661206,-1.2047254,-0.6454199,-0.8717228,-2.57651,-2.7562366,-0.8210219,-0.89266986,-0.7407658,-0.94240963,-0.9748719533284506,-1.1831084887186687,-0.20823653539021814
