,signature_male,signature_female,tuple,bank_male,bank_female,new_male,new_female,york_male,york_female,n_male,n_female,y_male,y_female,average_male,average_female,female-male
75,5.571308,5.780516,"('confident', 'shy')",6.2702565,6.3005953,4.247345,4.725128,3.813438,3.5713136,6.49354,6.315895,6.426611,6.081316,5.4704163869222,5.462460835774739,-0.007955551147460938
27,-5.1475677,-5.634038,"('sincere', 'insincere')",-6.8211713,-6.7696857,-4.0693674,-4.2187166,-1.8964995,-2.0143068,-4.8499517,-4.7563567,-5.7112246,-5.230092,-4.74929682413737,-4.770532608032227,-0.021235783894856475
6,4.502918,5.0922194,"('liked', 'disliked')",5.147136,5.1057534,3.2574773,3.5818095,1.8001328,1.8271447,5.4350767,5.3671246,6.201334,5.7172813,4.390679359436035,4.448555628458659,0.057876269022623994
95,-4.4140873,-4.3864126,"('rich', 'poor')",-5.887305,-6.349827,-2.7676091,-3.1545284,-2.0897558,-2.1494572,-4.800147,-4.837388,-5.181841,-5.280588,-4.1901241938273115,-4.3597002029418945,-0.16957600911458304
40,-3.3127751,-3.9970784,"('honorable', 'mean')",-5.4063363,-5.8080196,-2.9068136,-3.3330858,-2.0996275,-2.233997,-4.5722113,-4.54722,-4.1718707,-4.0447893,-3.744939168294271,-3.9940319061279297,-0.2490927378336587
53,-3.1252306,-3.3535223,"('smart', 'stupid')",-4.719666,-4.985024,-3.3546703,-3.2368484,-2.8584814,-2.9072936,-4.2956867,-4.2566066,-4.352665,-3.9502325,-3.78439998626709,-3.7815882364908853,0.002811749776204575
78,2.814212,2.0140805,"('active', 'inactive')",1.5619781,1.2684833,1.6742909,1.1332293,0.7474508,0.75911677,2.0547998,1.8517793,2.250564,2.0065198,1.8505493799845378,1.5055348078409831,-0.3450145721435547
34,-2.2958288,-1.4979082,"('loyal', 'disloyal')",-1.8668888,-1.5986952,-1.179813,-0.9404594,-0.49818644,-0.49835628,-2.338623,-2.1237693,-1.6425486,-1.4165238,-1.63698148727417,-1.345952033996582,0.2910294532775879
86,2.1576982,2.3409812,"('self-reliant', 'helpless')",2.8024654,2.6910558,1.5905108,1.749958,1.2327069,1.2258012,2.884202,2.8725212,2.9935699,2.7755404,2.2768589655558267,2.2759763399759927,-0.0008826255798339844
50,2.1373248,1.906041,"('unprejudiced', 'prejudiced')",2.2667234,2.121076,1.2686491,1.0383911,1.285819,1.3760133,2.294519,2.0479226,1.9788024,1.5864754,1.871972878774007,1.6793200174967449,-0.19265286127726222
1,-2.119721,-1.9156144,"('friendly', 'unfriendly')",-2.669364,-2.499082,0.03334117,0.025989413,-1.5381578,-1.2700412,-1.9972066,-1.6626236,-1.5313253,-1.2372997,-1.637072245279948,-1.4264453252156575,0.2106269200642905
38,-2.0905757,-1.6855005,"('kind', 'unkind')",-2.8988214,-2.5975816,-1.1115729,-0.71509457,-0.30842638,-0.43744403,-1.5813867,-1.272541,-1.5410058,-1.2142797,-1.5886314709981282,-1.3204069137573242,0.26822455724080396
13,-2.0814893,-2.357519,"('helpful', 'unhelpful')",-3.2540295,-3.2247953,-2.575208,-2.4277782,-1.2407116,-1.6148565,-1.8832288,-2.0352762,-2.5199773,-2.387823,-2.2591072718302407,-2.341341495513916,-0.08223422368367528
46,2.071468,2.0194707,"('generous', 'stingy')",1.8555348,1.9435979,0.83456933,0.996935,0.009123266,0.3708302,0.9647612,1.1075952,2.027145,2.2243142,1.293766975402832,1.4437904357910156,0.1500234603881836
87,-1.9732488,-1.7656884,"('dedicated', 'undedicated')",-0.80294055,-0.72572446,-0.63571346,-0.37742674,-1.3837998,-1.3301206,-1.8064857,-1.5233623,-1.2083405,-0.91170603,-1.3017548720041912,-1.1056714057922363,0.19608346621195483
29,-1.9688845,-2.152443,"('honest', 'immoral')",-1.5172828,-1.4168208,-1.9729593,-2.176074,-0.56806153,-0.6937841,-1.1764169,-1.0778853,-1.1327813,-0.9091017,-1.3893976211547852,-1.4043513933817546,-0.014953772226969475
24,-1.7419996,-1.8016057,"('thoughtful', 'rough')",-0.32755798,-0.2656538,-0.80838597,-1.0449764,-0.09814742,-0.16743135,-0.53078973,-0.29401034,-0.7004979,-0.4547224,-0.7012298107147217,-0.6714000701904297,0.029829740524291992
28,-1.6356044,-1.8156768,"('honest', 'dishonest')",-1.4344407,-1.4957844,-1.27389,-0.99179226,-1.2802616,-1.2614026,-1.1588824,-0.9984759,-1.9630609,-1.6742245,-1.457689921061198,-1.3728928565979004,0.0847970644632976
105,-1.6325636,-1.6378124,"('conventional', 'modern')",-0.910257,-0.9735501,0.8306431,0.5736888,0.5435257,0.6472031,-1.1187458,-1.045602,-0.44550142,-0.43517172,-0.4554831186930339,-0.47854073842366535,-0.023057619730631473
102,-1.6269985,-1.2803727,"('eminent', 'low')",-1.5067894,-1.2522603,-0.2643765,-0.27766025,-0.103496075,-0.18084823,-0.13914421,-0.1446411,-0.032558978,-0.07532549,-0.6122272809346517,-0.5351846615473429,0.07704261938730883
32,-1.6002347,-1.3720783,"('benevolent', 'hardhearted')",-2.258099,-2.0210447,-0.5565795,-0.20947967,-2.0082746,-2.017479,-1.552381,-1.301105,-1.3263093,-0.9840923,-1.5503129959106445,-1.3175465265909831,0.23276646931966138
58,-1.5243589,-1.282115,"('able', 'clumsy')",-1.1536431,-0.9180693,-1.5659094,-1.5201012,-0.6274439,-0.7283557,-1.9337018,-1.8707173,-1.8216944,-1.3974738,-1.4377918243408203,-1.2861387729644775,0.15165305137634277
48,1.488321,2.0473483,"('reliable', 'unreliable')",2.1090958,2.0938027,1.1541629,1.1235613,0.7466642,0.51164675,2.5655026,2.3979824,2.7807946,2.4165776,1.8074235916137695,1.7651530901590984,-0.04227050145467115
62,-1.463305,-1.5479013,"('creative', 'uncreative')",-0.4642677,-0.5730432,-0.56264377,-0.6173538,-1.9640076,-1.7255275,-0.88692147,-0.6936374,-0.22646028,-0.15236777,-0.9279343287150065,-0.8849718570709229,0.04296247164408362
66,1.4508449,1.8312278,"('imaginative', 'unimaginative')",2.071839,2.1528926,0.34587073,0.7209271,-1.3239542,-1.273867,2.108201,2.024732,2.3983185,2.4862494,1.1751866340637207,1.3236936728159587,0.14850703875223803
61,1.4082106,1.6201879,"('rational', 'irrational')",0.34259707,0.45346916,1.4804657,1.715029,0.0245246,0.44344828,0.039054103,0.26790458,0.09458548,0.25918266,0.5649062792460123,0.793203592300415,0.2282973130544027
65,-1.3752602,-1.2665052,"('practical', 'impractical')",-1.4374557,-1.6050773,-1.6388373,-1.5554767,-0.5390277,-0.97708976,-0.96435475,-0.9375031,-0.5357114,-0.5517188,-1.0817745526631672,-1.1488951047261555,-0.06712055206298828
80,1.3070259,1.2635133,"('independent', 'dependent')",1.6989226,1.5847905,0.56695527,0.6444183,0.88369286,0.94244754,0.667974,0.9138127,0.33965915,0.5724058,0.9107050100962321,0.9868980248769125,0.07619301478068041
63,-1.2718093,-0.9034276,"('capable', 'incapable')",-1.8917965,-1.9390268,-0.33474922,-0.53823125,-0.89950484,-0.8812287,-1.5348551,-1.5125685,-0.8593111,-0.8625901,-1.1320042610168457,-1.1061787605285645,0.02582550048828125
21,1.2652509,1.1011436,"('nice', 'nasty')",0.15966094,0.027445555,0.35453856,0.31382322,-0.032579303,-0.089538455,0.83838034,0.7558377,0.8930465,0.8050595,0.5797162850697836,0.48562852541605633,-0.09408775965372723
14,1.177216,0.74135196,"('supportive', 'unsupportive')",0.2447238,0.20284958,-0.059206426,-0.05194989,-0.5758748,-0.7634007,0.9928144,0.8492411,1.252665,1.255768,0.5053896903991699,0.37231000264485675,-0.13307968775431317
3,1.1302756,1.2613193,"('likable', 'unlikable')",0.99540734,0.9754459,1.4871099,1.6269121,1.4528835,0.9826089,1.8589683,1.8696136,2.2986755,2.1341681,1.5372200012207031,1.4750113487243652,-0.06220865249633789
88,1.1166327,1.6333475,"('impulsive', 'meek')",1.2176456,1.0282046,1.563556,1.8192687,-1.1465976,-0.8660234,1.2489021,1.2099581,1.0551857,0.7548636,0.8425540924072266,0.9299364884694418,0.0873823960622152
47,-1.0809735,-0.9672326,"('forgiving', 'unforgiving')",-1.852688,-1.72774,-0.45840046,-0.068962395,-1.2651312,-1.3636919,-0.6178186,-0.51344305,-0.72593427,-0.39095008,-1.0001576741536458,-0.838670015335083,0.16148765881856275
45,-1.0546854,-1.481374,"('cooperative', 'exploitative')",-0.31059277,-0.4434331,-1.0277846,-0.9165996,-0.38368738,-0.8691686,-0.29586214,-0.35812694,-0.7745226,-0.8459219,-0.6411891380945841,-0.8191040356953939,-0.1779148976008098
97,-1.0257163,-0.9430336,"('superior', 'inferior')",-0.7407543,-0.56127393,-0.99121296,-0.8188501,-0.6499326,-0.6797004,-1.0645347,-0.8012428,-0.45422143,-0.26398206,-0.8210620085398356,-0.678013801574707,0.14304820696512854
54,1.0249226,0.67653465,"('smart', 'stupid')",-0.025140524,-0.16766366,0.84912705,0.60384494,0.44322765,0.2641881,0.85720974,0.667572,1.0394374,0.71576643,0.6981306076049805,0.4600404103597005,-0.23809019724527997
67,-1.0233393,-0.84361196,"('discriminating', 'undiscriminating')",-0.28315523,-0.16553313,0.70384866,0.7983501,-0.8882923,-0.87527084,-0.4316334,-0.09701543,-0.09029102,0.18268862,-0.3354771137237549,-0.16673209269841513,0.16874502102533975
37,1.005339,1.0840178,"('good', 'evil')",1.6318533,1.5781286,2.5303283,2.428041,0.4891491,0.6750931,0.89304715,1.0426903,1.575216,1.632153,1.3541555404663086,1.4066872596740723,0.05253171920776367
81,0.9621062,0.94080347,"('industrious', 'lazy')",1.6023536,1.6110629,2.0022373,2.030965,0.34395683,0.26545045,1.2011476,1.2916951,2.148346,1.8392411,1.376691182454427,1.3298696676890056,-0.0468215147654214
60,-0.9141753,-0.27649093,"('educated', 'uneducated')",-0.7729676,-0.6470682,-0.794942,-0.4889455,-0.06194687,-0.22835214,-0.6012199,-0.31006837,0.0024190992,0.21249922,-0.5238054196039835,-0.28973766167958576,0.23406775792439777
99,-0.90084183,-0.6355945,"('prestigious', 'insignificant')",-1.3817596,-1.2785866,0.7842057,0.64763576,-0.8907889,-0.7043895,-0.91706413,-0.7277379,-0.41633758,-0.41273272,-0.6204310258229574,-0.5185675621032715,0.10186346371968591
109,0.8990589,0.5582749,"('conservative', 'liberal')",1.2485335,1.1277109,-1.097023,-1.0688727,2.4337275,2.3510299,0.5714135,0.7224387,0.52482533,0.68566567,0.7634226481119791,0.7293745676676432,-0.03404808044433594
108,0.8990589,0.5582749,"('conservative', 'liberal')",1.2485335,1.1277109,-1.097023,-1.0688727,2.4337275,2.3510299,0.5714135,0.7224387,0.52482533,0.68566567,0.7634226481119791,0.7293745676676432,-0.03404808044433594
22,0.85803837,0.91689074,"('welcoming', 'disagreeable')",0.6239582,0.5495408,0.5636344,0.47769773,0.4926617,0.49127412,0.63425064,0.65703046,0.51901555,0.7714906,0.6152598063151041,0.6439874172210693,0.028727610905965206
11,-0.85518694,-1.4351413,"('caring', 'unaffectionate')",-2.3199444,-2.1738923,-0.39734697,-0.45263273,-1.5271548,-1.5220337,-1.4886692,-1.4688109,-1.10124,-0.9980601,-1.281590461730957,-1.3417619069417317,-0.060171445210774666
74,-0.85166395,-1.1842399,"('insightful', 'unperceptive')",-1.7838279,-1.7883239,-0.31318325,-0.21756577,-0.6496744,-0.8347241,-0.7814584,-0.7260854,-0.8316105,-0.796435,-0.8685697714487711,-0.9245623747507731,-0.05599260330200195
56,0.8510401,1.2387371,"('intelligent', 'dumb')",1.3250711,1.3251783,0.690233,1.0119772,-0.65339565,-0.6152724,1.0216726,1.0685725,1.4149199,1.6700357,0.7749234835306803,0.9498713811238607,0.1749478975931804
103,0.78362936,0.67054087,"('traditional', 'modern')",1.4957626,1.5299618,0.68126935,0.61791956,1.780825,1.8435161,0.19083337,0.3384595,0.12773204,0.23639953,0.8433419863382975,0.8727996349334717,0.02945764859517419
