,northern_male,northern_female,tuple,trust_male,trust_female,average_male,average_female,female-male
75,5.336002,5.546449,"('confident', 'shy')",4.824384,5.177867,5.080193042755127,5.362157821655273,0.2819647789001465
27,-4.701068,-4.6572833,"('sincere', 'insincere')",-6.696682,-6.789373,-5.6988749504089355,-5.723328113555908,-0.024453163146972656
6,4.575387,4.672799,"('liked', 'disliked')",5.0205545,5.221775,4.797970771789551,4.947287082672119,0.14931631088256836
95,-4.4821444,-4.591777,"('rich', 'poor')",-4.8073254,-5.2371306,-4.644734859466553,-4.914453506469727,-0.26971864700317383
53,-3.6691332,-3.5754333,"('smart', 'stupid')",-4.201164,-4.5351424,-3.9351484775543213,-4.055287837982178,-0.12013936042785645
40,-3.6600068,-4.0241117,"('honorable', 'mean')",-4.675951,-5.339075,-4.167978763580322,-4.681593418121338,-0.5136146545410156
86,2.6211553,2.5989842,"('self-reliant', 'helpless')",2.9980896,3.205356,2.809622287750244,2.902170181274414,0.09254789352416992
13,-1.8913255,-1.7675669,"('helpful', 'unhelpful')",-3.799532,-3.728816,-2.845428705215454,-2.7481913566589355,0.09723734855651855
48,1.8591964,1.7887585,"('reliable', 'unreliable')",1.412683,1.5976961,1.6359397172927856,1.6932272911071777,0.05728757381439209
66,1.8246207,2.003039,"('imaginative', 'unimaginative')",0.8646885,1.3339225,1.3446545600891113,1.668480634689331,0.3238260746002197
32,-1.7190101,-1.533213,"('benevolent', 'hardhearted')",-1.7652135,-1.6045856,-1.7421118021011353,-1.568899393081665,0.17321240901947021
42,1.7058235,1.6765803,"('amicable', 'hostile')",0.7088443,0.78492427,1.2073339223861694,1.2307522296905518,0.023418307304382324
3,1.5642803,1.6875685,"('likable', 'unlikable')",0.6833558,0.69964457,1.123818039894104,1.1936066150665283,0.06978857517242432
28,-1.5414368,-1.4311371,"('honest', 'dishonest')",-2.1345701,-1.9137113,-1.838003396987915,-1.6724241971969604,0.1655791997909546
70,1.5296081,1.5848479,"('wise', 'unwise')",0.097301334,0.24731606,0.8134547472000122,0.9160820245742798,0.10262727737426758
90,1.4886181,1.2909648,"('motivated', 'unmotivated')",0.57270306,0.3192011,1.030660629272461,0.8050829768180847,-0.22557765245437622
