,berkshire_male,berkshire_female,tuple,hathaway_male,hathaway_female,inc_male,inc_female,del_male,del_female,average_male,average_female,female-male
75,6.0327682,5.6863775,"('confident', 'shy')",2.5199652,2.6541982,7.114957,7.069081,7.7841444,7.576187,5.862958908081055,5.746460914611816,-0.11649799346923828
53,-4.4288383,-4.2633157,"('smart', 'stupid')",-0.46496698,-0.20424257,-4.380875,-4.512508,-4.993374,-4.5022855,-3.5670135021209717,-3.3705878257751465,0.1964256763458252
95,-4.265104,-4.132698,"('rich', 'poor')",-0.50249684,-0.6266551,-5.305249,-5.3836365,-5.6981053,-5.764838,-3.9427385330200195,-3.976957082748413,-0.034218549728393555
27,-4.22722,-3.991627,"('sincere', 'insincere')",1.3490111,1.371666,-5.9644923,-5.753437,-5.2800627,-5.020055,-3.530690908432007,-3.348363161087036,0.1823277473449707
40,-3.9378846,-4.0716524,"('honorable', 'mean')",-1.3803945,-1.6574606,-6.058753,-6.130642,-4.404361,-4.638629,-3.9453482627868652,-4.124595642089844,-0.17924737930297852
86,3.3746727,3.2921062,"('self-reliant', 'helpless')",-0.2056604,-0.18540096,2.7533045,2.6512728,3.1440098,2.8048546,2.2665815353393555,2.1407082080841064,-0.12587332725524902
6,2.9592857,2.9184191,"('liked', 'disliked')",-0.69820654,-0.68854356,5.677591,5.5762877,6.341054,6.089474,3.5699310302734375,3.473909378051758,-0.09602165222167969
1,-2.8584561,-2.6244617,"('friendly', 'unfriendly')",-1.2195905,-1.3075987,-1.2462616,-1.0772927,-1.8669108,-1.8870823,-1.797804832458496,-1.7241086959838867,0.07369613647460938
11,-2.599742,-2.5158074,"('caring', 'unaffectionate')",-0.9487317,-1.0759342,-1.2535963,-1.2632395,-1.7392168,-1.8784575,-1.6353216171264648,-1.6833596229553223,-0.04803800582885742
62,-2.5447268,-2.3018112,"('creative', 'uncreative')",-0.32420775,-0.4079337,-1.0346447,-0.8341708,-0.66044986,-0.6273167,-1.1410073041915894,-1.0428080558776855,0.09819924831390381
3,2.4584198,2.2544594,"('likable', 'unlikable')",1.5956476,1.4937376,2.201161,2.1894653,1.8515863,1.8225714,2.0267038345336914,1.9400583505630493,-0.08664548397064209
99,-2.266783,-2.105221,"('prestigious', 'insignificant')",-3.1682277,-3.5175965,-0.7684872,-0.946124,-1.1388874,-1.1288464,-1.8355963230133057,-1.9244470596313477,-0.08885073661804199
