,yum_male,yum_female,tuple,china_male,china_female,holdings_male,holdings_female,average_male,average_female,female-male
75,3.6287832,3.4626796,"('confident', 'shy')",5.3335934,4.934996,5.658599,6.241472,4.873658498128255,4.87971560160319,0.006057103474935488
27,-2.593284,-2.2987418,"('sincere', 'insincere')",-4.702311,-4.4609113,-6.638048,-7.0595007,-4.644547780354817,-4.6063845952351885,0.038163185119628906
6,2.1391172,1.8191209,"('liked', 'disliked')",4.397844,4.1154222,6.4326763,6.7903547,4.323212305704753,4.241632461547852,-0.08157984415690134
95,-1.9722705,-1.8551681,"('rich', 'poor')",-3.6986248,-3.5573382,-6.1715283,-6.6570215,-3.947474797566732,-4.023175875345866,-0.07570107777913426
77,1.8450735,1.7585123,"('active', 'inactive')",0.36487028,0.43716282,0.6805561,0.88758045,0.9634999434153239,1.0277518431345622,0.06425189971923839
37,1.7228382,1.5005585,"('good', 'evil')",1.3256333,1.0613911,2.9057746,3.0381927,1.9847486813863118,1.8667141596476238,-0.118034521738688
46,1.7179042,1.7203348,"('generous', 'stingy')",1.5369679,1.3969586,1.9788184,2.2156897,1.7445634206136067,1.7776610056559246,0.033097585042317856
66,1.6804612,1.6434244,"('imaginative', 'unimaginative')",1.5025653,1.2844859,2.2398949,2.5875924,1.8076403935750325,1.8385009765625,0.030860582987467522
40,-1.6642036,-1.7658296,"('honorable', 'mean')",-3.3339643,-3.1867926,-4.99464,-5.475706,-3.330935796101888,-3.476109504699707,-0.14517370859781886
53,-1.652163,-1.4611261,"('smart', 'stupid')",-3.7496166,-3.6185477,-4.6145515,-4.657486,-3.3387769063313804,-3.2457199096679688,0.0930569966634116
56,1.6464214,1.5764163,"('intelligent', 'dumb')",1.3377635,1.2066369,1.1403407,1.1971219,1.374841849009196,1.3267250061035156,-0.04811684290568041
38,-1.3853729,-1.185413,"('kind', 'unkind')",-1.1913717,-1.0373169,-2.1110625,-2.1741424,-1.5626023610432942,-1.465624173482259,0.09697818756103516
65,-1.3460364,-1.3583689,"('practical', 'impractical')",-0.75325674,-0.9638633,-1.6573434,-1.5400561,-1.2522122065226238,-1.2874294916788738,-0.03521728515625
88,1.3369343,1.1865522,"('impulsive', 'meek')",0.38304773,0.23970562,2.0203009,2.0743499,1.2467610041300456,1.1668692429860432,-0.07989176114400243
64,-1.2766896,-1.0630629,"('clever', 'incompetent')",-1.3582337,-1.564225,-2.019369,-2.135729,-1.5514307022094727,-1.587672233581543,-0.03624153137207031
70,1.2235343,0.9596782,"('wise', 'unwise')",1.3838974,1.2830874,1.4651623,1.5168192,1.3575313886006672,1.2531948884328206,-0.10433650016784668
74,-1.1545012,-1.2066954,"('insightful', 'unperceptive')",-1.2126536,-1.2523541,-2.0934055,-2.1803398,-1.4868534406026204,-1.546463171641032,-0.059609731038411606
