,sealed_male,sealed_female,tuple,air_male,air_female,corp_male,corp_female,new_male,new_female,average_male,average_female,female-male
57,-0.6933253,-0.94660366,"('able', 'unable')",-0.5451829,-0.49341077,-0.52577424,-0.47968864,-0.46497375,-0.62447196,-0.5573140382766724,-0.6360437273979187,-0.07872968912124634
102,-0.67136896,-0.56000423,"('eminent', 'low')",-0.9204874,-0.76652014,-0.53147554,-0.3426346,-0.2643765,-0.27766025,-0.5969271063804626,-0.4867047965526581,0.11022230982780457
98,-0.64466107,-0.29393747,"('prestigious', 'insignificant')",-0.25694543,-0.64444554,-0.5078856,-0.44825798,0.27524158,0.15429056,-0.2835626006126404,-0.30808761715888977,-0.02452501654624939
15,-0.6431194,-0.74389285,"('polite', 'impolite')",0.56023717,1.0427246,0.51423466,0.6083,-0.60293305,-0.018667951,-0.042895153164863586,0.22211594879627228,0.26501110196113586
22,0.61746603,0.83319837,"('welcoming', 'disagreeable')",0.7764827,0.90294975,1.6342537,1.9070294,0.5636344,0.47769773,0.8979592323303223,1.0302188396453857,0.13225960731506348
30,-0.5932194,-0.83514047,"('honest', 'dishonest')",-0.017131507,0.26097018,-0.7890542,-0.85744035,-0.46290857,-0.09674831,-0.46557843685150146,-0.3820897340774536,0.08348870277404785
67,-0.5672136,-0.664066,"('discriminating', 'undiscriminating')",-0.36507076,-0.16850388,-0.98974335,-0.78308094,0.70384866,0.7983501,-0.30454474687576294,-0.20432519912719727,0.10021954774856567
87,-0.5620315,-0.66049945,"('dedicated', 'undedicated')",-0.73127234,-0.48541194,-0.80255353,-0.59696186,-0.63571346,-0.37742674,-0.6828926801681519,-0.5300750136375427,0.15281766653060913
93,-0.56013894,-0.43427807,"('dominating', 'dominated')",0.8439211,1.0309758,-0.022973418,-0.17457613,-1.2408098,-0.70492834,-0.24500025808811188,-0.07070168107748032,0.17429857701063156
85,-0.5547976,-0.44787586,"('ambitious', 'unambitious')",-0.44077334,-0.5100441,-0.31822163,-0.35626906,0.013987601,0.106343,-0.3249512314796448,-0.3019614815711975,0.022989749908447266
43,-0.5242729,-0.47337517,"('genuine', 'fake')",-0.32359973,-0.4100837,-0.23435366,-0.21506564,0.3768835,0.38788807,-0.17633569240570068,-0.17765909433364868,-0.001323401927947998
109,0.49574646,-0.10538432,"('conservative', 'liberal')",0.6573721,0.8401648,-0.18954298,-0.3518635,-1.097023,-1.0688727,-0.033361852169036865,-0.1714889407157898,-0.13812708854675293
108,0.49574646,-0.10538432,"('conservative', 'liberal')",0.6573721,0.8401648,-0.18954298,-0.3518635,-1.097023,-1.0688727,-0.033361852169036865,-0.1714889407157898,-0.13812708854675293
54,0.43569744,0.11858231,"('smart', 'stupid')",0.36550796,0.18338023,0.42693397,0.34929267,0.84912705,0.60384494,0.5193166136741638,0.31377506256103516,-0.20554155111312866
103,0.41983107,-0.010093287,"('traditional', 'modern')",1.2235062,1.0583568,0.6515223,0.51988685,0.68126935,0.61791956,0.7440322041511536,0.5465174913406372,-0.19751471281051636
94,0.41240072,0.03507056,"('aggressive', 'submissive')",0.47081488,0.7435936,-0.09218556,-0.26384047,-0.6174553,-0.32319823,0.043393686413764954,0.047906361520290375,0.004512675106525421
20,0.36872208,0.42734617,"('popular', 'unpopular')",-0.33490855,-0.2767753,-0.1849665,-0.17244402,1.8974743,1.6604376,0.4365803301334381,0.4096411168575287,-0.026939213275909424
25,-0.3419891,-1.0729282,"('moral', 'immoral')",-0.68937016,-0.4811937,-1.5206175,-1.3253146,-1.4564099,-1.4396524,-1.0020966529846191,-1.0797722339630127,-0.07767558097839355
39,0.31078792,0.67112017,"('right', 'wrong')",-0.12424111,0.042095512,0.6349007,0.8346789,0.26922962,0.41019645,0.2726692855358124,0.4895227551460266,0.21685346961021423
14,0.297184,0.096107826,"('supportive', 'unsupportive')",1.1276754,1.1734822,1.4877679,1.4867378,-0.059206426,-0.05194989,0.7133551836013794,0.6760944724082947,-0.03726071119308472
5,-0.2884062,-0.52921486,"('pleasant', 'repellent')",0.13188961,0.036265746,-1.2856472,-1.3148067,-0.097297505,-0.30082503,-0.38486531376838684,-0.5271452069282532,-0.14227989315986633
35,0.27212435,0.31174034,"('fair', 'unfair')",0.59453887,0.8701544,0.6981856,0.740138,0.53877056,0.72886944,0.5259048938751221,0.662725567817688,0.13682067394256592
107,-0.260453,-0.47202915,"('conventional', 'modern')",0.6428195,0.67057395,0.41894037,0.40934473,1.0958123,1.6039909,0.47427982091903687,0.5529701113700867,0.0786902904510498
89,-0.24782674,-0.66606945,"('daring', 'anxious')",0.20445377,0.22620857,-0.35680014,-0.5358988,-1.1694336,-1.3868266,-0.39240169525146484,-0.5906465649604797,-0.1982448697090149
19,0.19298208,0.5725337,"('funny', 'boring')",-0.5391948,-0.26095212,0.41201538,0.5815117,-0.057115197,0.104435325,0.0021718591451644897,0.2493821531534195,0.247210294008255
31,0.18977273,0.3691408,"('altruistic', 'egoistic')",-0.86459994,-0.6602949,-0.277474,-0.047681987,0.63122517,0.40067068,-0.08026900887489319,0.015458650887012482,0.09572765976190567
69,-0.17248048,0.30659306,"('wise', 'foolish')",-0.33946556,-0.51822627,0.44740218,0.6480955,0.5438058,0.65526724,0.11981548368930817,0.27293238043785095,0.15311689674854279
8,-0.16229758,-0.033597946,"('open', 'distant')",0.3901922,-0.027310833,1.4154859,1.2487043,1.1676544,0.7915691,0.7027587294578552,0.49484115839004517,-0.20791757106781006
79,0.15545517,0.28473264,"('determined', 'doubtful')",0.5192164,0.780727,0.44676286,0.76036924,0.31559122,0.37995023,0.35925641655921936,0.5514448285102844,0.19218841195106506
26,0.14919303,0.2161096,"('trustworthy', 'untrustworthy')",0.52354974,0.93171704,0.38654366,0.5214009,-0.7467338,-0.48269907,0.07813817262649536,0.29663214087486267,0.2184939682483673
92,0.14719352,0.12602666,"('unwavering', 'wavering')",0.09345591,-0.11425713,0.30593115,0.17524163,1.0242958,0.81975317,0.3927190899848938,0.251691073179245,-0.1410280168056488
59,0.12941861,0.0668554,"('skillful', 'clumsy')",0.24354202,0.4027659,0.07095654,0.19477667,1.3879981,1.4707971,0.4579788148403168,0.5337987542152405,0.0758199393749237
110,0.10656214,0.56814337,"('narrow-minded', 'open-minded')",-0.20944029,-0.4336173,0.15512341,0.24599168,-0.38863587,-0.16592145,-0.08409765362739563,0.05364907532930374,0.13774672895669937
16,0.093869805,-0.19652015,"('social', 'antisocial')",0.5560014,0.99310267,-0.3652128,-0.106381685,-0.8021402,-0.50254613,-0.12937043607234955,0.046913668513298035,0.17628410458564758
106,-0.084172755,-0.12125218,"('conventional', 'unconventional')",-0.2694047,0.0009275675,-0.62033725,-0.33703667,1.2797227,0.963664,0.07645198702812195,0.12657567858695984,0.05012369155883789
91,-0.073966905,-0.53213096,"('resilient', 'nonresilient')",0.73809516,0.6690397,-0.1504333,-0.20740606,0.2389951,-0.08850193,0.18817251920700073,-0.03974980488419533,-0.22792232409119606
80,0.06218782,-0.18360968,"('independent', 'dependent')",0.35789505,0.40737486,0.50642145,0.6569986,0.56695527,0.6444183,0.3733648955821991,0.38129550218582153,0.007930606603622437
96,-0.059988946,-0.03936991,"('powerful', 'powerless')",0.15886699,0.4849691,-0.0942453,0.08052668,-0.45298013,-0.42514718,-0.11208684742450714,0.025244683027267456,0.1373315304517746
4,0.019217297,-0.23298949,"('likable', 'unlikable')",-0.7898869,-0.64422864,-0.6973594,-0.49110615,0.38617718,0.37986428,-0.2704629600048065,-0.24711500108242035,0.02334795892238617
17,0.01816015,-0.026757538,"('social', 'antisocial')",-0.08842564,0.28915843,-0.2864834,0.066805124,-0.42820126,-0.10149157,-0.19623753428459167,0.0569286122918129,0.25316614657640457
99,0.015091419,0.36803386,"('prestigious', 'insignificant')",-0.647045,-0.9283478,0.29116943,0.51564914,0.7842057,0.64763576,0.11085537821054459,0.15074273943901062,0.039887361228466034
