,newmont_male,newmont_female,tuple,average_male,average_female,female-male
75,2.036265,2.0209823,"('confident', 'shy')",2.0362648963928223,2.020982265472412,-0.015282630920410156
95,-1.844948,-1.5123835,"('rich', 'poor')",-1.8449480533599854,-1.5123834609985352,0.3325645923614502
40,-1.2617399,-1.4257804,"('honorable', 'mean')",-1.2617398500442505,-1.4257804155349731,-0.16404056549072266
6,1.2350321,1.0560567,"('liked', 'disliked')",1.235032081604004,1.0560567378997803,-0.17897534370422363
107,1.2256198,1.7278275,"('conventional', 'modern')",1.2256197929382324,1.727827548980713,0.5022077560424805
53,-1.130593,-0.7439256,"('smart', 'stupid')",-1.130592942237854,-0.7439255714416504,0.3866673707962036
27,-1.1119376,-0.94323885,"('sincere', 'insincere')",-1.1119376420974731,-0.9432388544082642,0.16869878768920898
103,1.0889549,0.71985954,"('traditional', 'modern')",1.0889549255371094,0.7198595404624939,-0.3690953850746155
90,1.0583272,0.7341753,"('motivated', 'unmotivated')",1.0583271980285645,0.7341753244400024,-0.324151873588562
104,-0.99615693,-1.1289494,"('conventional', 'unconventional')",-0.9961569309234619,-1.1289494037628174,-0.13279247283935547
91,0.9550402,0.83033615,"('resilient', 'nonresilient')",0.9550402164459229,0.8303361535072327,-0.12470406293869019
54,0.9455584,0.47521442,"('smart', 'stupid')",0.9455584287643433,0.475214421749115,-0.47034400701522827
70,0.9433769,1.0651387,"('wise', 'unwise')",0.943376898765564,1.0651386976242065,0.12176179885864258
86,-0.92274165,-1.1041472,"('self-reliant', 'helpless')",-0.9227416515350342,-1.10414719581604,-0.18140554428100586
94,0.91385317,1.3376265,"('aggressive', 'submissive')",0.9138531684875488,1.3376264572143555,0.42377328872680664
100,0.8890185,1.1206133,"('influential', 'uninfluential')",0.8890184760093689,1.1206133365631104,0.23159486055374146
71,0.8291005,0.76860774,"('efficient', 'inefficient')",0.829100489616394,0.7686077356338501,-0.060492753982543945
15,0.8098682,1.2811637,"('polite', 'impolite')",0.8098682165145874,1.2811636924743652,0.47129547595977783
0,0.80701077,1.286568,"('sociable', 'unsociable')",0.8070107698440552,1.28656804561615,0.4795572757720947
69,-0.8036175,-0.9330042,"('wise', 'foolish')",-0.8036174774169922,-0.9330042004585266,-0.12938672304153442
22,0.79154307,0.42302084,"('welcoming', 'disagreeable')",0.7915430665016174,0.4230208396911621,-0.3685222268104553
55,0.7732116,1.0110776,"('intelligent', 'unintelligent')",0.7732115983963013,1.011077642440796,0.23786604404449463
66,0.76793325,1.1786647,"('imaginative', 'unimaginative')",0.7679332494735718,1.1786646842956543,0.4107314348220825
109,0.7529873,0.52778,"('conservative', 'liberal')",0.7529873251914978,0.5277799963951111,-0.22520732879638672
108,0.7529873,0.52778,"('conservative', 'liberal')",0.7529873251914978,0.5277799963951111,-0.22520732879638672
110,-0.7315061,-0.6658356,"('narrow-minded', 'open-minded')",-0.7315061092376709,-0.6658356189727783,0.06567049026489258
98,-0.72937226,-0.946756,"('prestigious', 'insignificant')",-0.7293722629547119,-0.9467560052871704,-0.2173837423324585
37,0.68923175,0.3492766,"('good', 'evil')",0.6892317533493042,0.349276602268219,-0.3399551510810852
52,0.6871798,1.1167828,"('competitive', 'uncompetitive')",0.6871798038482666,1.116782784461975,0.4296029806137085
5,0.68084854,0.6094848,"('pleasant', 'repellent')",0.6808485388755798,0.6094847917556763,-0.07136374711990356
78,0.6556556,0.102047145,"('active', 'inactive')",0.6556556224822998,0.1020471453666687,-0.5536084771156311
28,-0.65051615,-0.38474405,"('honest', 'dishonest')",-0.650516152381897,-0.3847440481185913,0.26577210426330566
76,0.6193182,1.0083895,"('secure', 'insecure')",0.6193181872367859,1.0083894729614258,0.3890712857246399
68,-0.59910667,-0.7293313,"('clever', 'inept')",-0.5991066694259644,-0.7293313145637512,-0.13022464513778687
16,0.5862209,0.90445924,"('social', 'antisocial')",0.586220920085907,0.9044592380523682,0.3182383179664612
14,0.5848224,0.46420127,"('supportive', 'unsupportive')",0.584822416305542,0.46420127153396606,-0.12062114477157593
101,-0.5613063,-0.29550746,"('successful', 'unsuccessful')",-0.5613062977790833,-0.2955074608325958,0.2657988369464874
88,-0.55777484,-0.40788323,"('impulsive', 'meek')",-0.5577748417854309,-0.4078832268714905,0.14989161491394043
26,-0.54447484,-0.22480786,"('trustworthy', 'untrustworthy')",-0.5444748401641846,-0.22480785846710205,0.3196669816970825
63,-0.5365093,-0.5687193,"('capable', 'incapable')",-0.5365092754364014,-0.5687193274497986,-0.03221005201339722
4,-0.49896494,-0.4401831,"('likable', 'unlikable')",-0.49896493554115295,-0.4401831030845642,0.058781832456588745
102,0.4845649,0.51738894,"('eminent', 'low')",0.4845649003982544,0.5173889398574829,0.032824039459228516
92,-0.4739204,-0.3437286,"('unwavering', 'wavering')",-0.47392040491104126,-0.34372860193252563,0.13019180297851562
58,-0.47308964,-0.11970696,"('able', 'clumsy')",-0.47308963537216187,-0.11970695853233337,0.3533826768398285
84,-0.4577787,-0.7284547,"('self-confident', 'diffident')",-0.4577786922454834,-0.7284547090530396,-0.27067601680755615
9,0.432395,0.6065291,"('sensitive', 'insensitive')",0.43239501118659973,0.6065291166305542,0.17413410544395447
23,0.425379,0.27820456,"('hospitable', 'inhospitable')",0.4253790080547333,0.2782045602798462,-0.14717444777488708
7,-0.4204139,-0.694804,"('outgoing', 'distant')",-0.42041391134262085,-0.6948040127754211,-0.2743901014328003
97,-0.41561937,-0.2077727,"('superior', 'inferior')",-0.4156193733215332,-0.20777270197868347,0.20784667134284973
74,0.41317084,0.37495697,"('insightful', 'unperceptive')",0.41317084431648254,0.37495696544647217,-0.038213878870010376
106,0.3933475,0.1903594,"('conventional', 'unconventional')",0.39334750175476074,0.19035939872264862,-0.20298810303211212
41,-0.39184025,-0.41417703,"('incorrupt', 'corrupt')",-0.39184024930000305,-0.4141770303249359,-0.02233678102493286
