,amgen_male,amgen_female,tuple,average_male,average_female,female-male
75,3.9749131,3.8770757,"('confident', 'shy')",3.9749131202697754,3.877075672149658,-0.09783744812011719
95,-2.4433854,-2.5457735,"('rich', 'poor')",-2.443385362625122,-2.545773506164551,-0.10238814353942871
6,2.2055407,2.36656,"('liked', 'disliked')",2.205540657043457,2.3665599822998047,0.16101932525634766
27,-2.1239069,-2.045264,"('sincere', 'insincere')",-2.1239068508148193,-2.0452640056610107,0.0786428451538086
53,-2.0949059,-2.2167308,"('smart', 'stupid')",-2.0949058532714844,-2.216730833053589,-0.12182497978210449
99,-2.0523655,-1.9726064,"('prestigious', 'insignificant')",-2.05236554145813,-1.9726064205169678,0.07975912094116211
40,-1.9723984,-2.1360974,"('honorable', 'mean')",-1.9723984003067017,-2.1360974311828613,-0.16369903087615967
15,1.9524162,2.0443835,"('polite', 'impolite')",1.952416181564331,2.0443835258483887,0.09196734428405762
66,1.9337102,2.0302887,"('imaginative', 'unimaginative')",1.9337102174758911,2.0302886962890625,0.09657847881317139
76,1.8477206,1.7604446,"('secure', 'insecure')",1.8477206230163574,1.7604446411132812,-0.08727598190307617
107,1.7897885,1.8785484,"('conventional', 'modern')",1.7897884845733643,1.8785483837127686,0.0887598991394043
2,1.7621442,1.7521411,"('friendly', 'unfriendly')",1.7621442079544067,1.7521411180496216,-0.010003089904785156
12,1.6413062,1.5970277,"('sympathetic', 'unsympathetic')",1.6413061618804932,1.5970276594161987,-0.044278502464294434
14,1.6215602,1.5588784,"('supportive', 'unsupportive')",1.6215602159500122,1.5588784217834473,-0.06268179416656494
52,1.5982633,1.5701867,"('competitive', 'uncompetitive')",1.5982632637023926,1.570186734199524,-0.028076529502868652
21,1.5904434,1.3659241,"('nice', 'nasty')",1.5904433727264404,1.3659241199493408,-0.2245192527770996
94,1.5857373,1.4491355,"('aggressive', 'submissive')",1.5857373476028442,1.4491355419158936,-0.13660180568695068
16,1.5648849,1.4503793,"('social', 'antisocial')",1.564884901046753,1.4503792524337769,-0.11450564861297607
8,-1.5244075,-1.5354702,"('open', 'distant')",-1.5244075059890747,-1.5354702472686768,-0.01106274127960205
71,1.5126216,1.271338,"('efficient', 'inefficient')",1.5126216411590576,1.2713379859924316,-0.24128365516662598
109,1.4764574,1.4939878,"('conservative', 'liberal')",1.4764573574066162,1.493987798690796,0.017530441284179688
108,1.4764574,1.4939878,"('conservative', 'liberal')",1.4764573574066162,1.493987798690796,0.017530441284179688
98,-1.4200194,-1.3970695,"('prestigious', 'insignificant')",-1.4200193881988525,-1.3970694541931152,0.022949934005737305
50,1.301192,1.0024667,"('unprejudiced', 'prejudiced')",1.301192045211792,1.0024666786193848,-0.2987253665924072
104,-1.2968824,-1.2264339,"('conventional', 'unconventional')",-1.2968823909759521,-1.2264338731765747,0.07044851779937744
48,1.2715323,1.2585832,"('reliable', 'unreliable')",1.2715322971343994,1.2585831880569458,-0.012949109077453613
1,-1.2330328,-1.164434,"('friendly', 'unfriendly')",-1.2330328226089478,-1.1644339561462402,0.06859886646270752
70,1.2013245,1.2619829,"('wise', 'unwise')",1.201324462890625,1.2619829177856445,0.06065845489501953
31,-1.1872746,-1.1756623,"('altruistic', 'egoistic')",-1.1872745752334595,-1.1756622791290283,0.011612296104431152
5,1.1718154,1.0597936,"('pleasant', 'repellent')",1.1718153953552246,1.0597935914993286,-0.112021803855896
41,-1.1205928,-1.064624,"('incorrupt', 'corrupt')",-1.1205928325653076,-1.0646239519119263,0.05596888065338135
3,1.1041403,1.0771025,"('likable', 'unlikable')",1.104140281677246,1.077102541923523,-0.027037739753723145
10,-1.0955981,-0.94966835,"('affectionate', 'unaffectionate')",-1.0955981016159058,-0.9496683478355408,0.145929753780365
89,1.0900688,0.87066483,"('daring', 'anxious')",1.0900688171386719,0.8706648349761963,-0.21940398216247559
25,1.0899978,1.0724121,"('moral', 'immoral')",1.0899977684020996,1.072412133216858,-0.0175856351852417
64,1.0459412,1.0232393,"('clever', 'incompetent')",1.0459412336349487,1.023239254951477,-0.02270197868347168
90,1.0417091,0.9933566,"('motivated', 'unmotivated')",1.041709065437317,0.9933565855026245,-0.04835247993469238
69,-1.0324056,-0.94742835,"('wise', 'foolish')",-1.0324056148529053,-0.9474283456802368,0.08497726917266846
0,1.0010053,1.114836,"('sociable', 'unsociable')",1.0010052919387817,1.1148359775543213,0.11383068561553955
11,-0.99065137,-0.749868,"('caring', 'unaffectionate')",-0.9906513690948486,-0.7498679757118225,0.24078339338302612
7,-0.93303204,-0.9978438,"('outgoing', 'distant')",-0.9330320358276367,-0.9978438019752502,-0.06481176614761353
32,-0.8834817,-0.8542012,"('benevolent', 'hardhearted')",-0.8834816813468933,-0.8542011976242065,0.029280483722686768
39,-0.8786774,-0.74823,"('right', 'wrong')",-0.8786774277687073,-0.74822998046875,0.13044744729995728
55,0.8699554,0.7942718,"('intelligent', 'unintelligent')",0.8699554204940796,0.7942718267440796,-0.07568359375
63,-0.84866345,-0.8435112,"('capable', 'incapable')",-0.8486634492874146,-0.8435112237930298,0.005152225494384766
86,0.8303841,0.8601133,"('self-reliant', 'helpless')",0.8303840756416321,0.8601133227348328,0.029729247093200684
26,0.8006217,0.80599463,"('trustworthy', 'untrustworthy')",0.8006216883659363,0.8059946298599243,0.005372941493988037
60,0.7528508,1.0516888,"('educated', 'uneducated')",0.7528507709503174,1.05168879032135,0.2988380193710327
78,0.74026144,0.5636355,"('active', 'inactive')",0.740261435508728,0.563635528087616,-0.17662590742111206
19,-0.7379089,-0.58960503,"('funny', 'boring')",-0.7379088997840881,-0.5896050333976746,0.14830386638641357
9,0.73448825,0.6990887,"('sensitive', 'insensitive')",0.7344882488250732,0.6990886926651001,-0.035399556159973145
51,0.7339152,0.7341948,"('competent', 'incompetent')",0.7339152097702026,0.734194815158844,0.0002796053886413574
85,0.73281103,0.74124944,"('ambitious', 'unambitious')",0.7328110337257385,0.7412494421005249,0.008438408374786377
4,-0.7323498,-0.8107075,"('likable', 'unlikable')",-0.7323498129844666,-0.8107075095176697,-0.07835769653320312
42,-0.73006237,-0.3867203,"('amicable', 'hostile')",-0.7300623655319214,-0.38672029972076416,0.3433420658111572
105,-0.72383714,-0.514675,"('conventional', 'modern')",-0.72383713722229,-0.5146750211715698,0.20916211605072021
80,0.69314027,0.67849433,"('independent', 'dependent')",0.6931402683258057,0.6784943342208862,-0.014645934104919434
28,-0.6420146,-0.5565387,"('honest', 'dishonest')",-0.6420146226882935,-0.5565387010574341,0.08547592163085938
61,-0.634568,-0.4353581,"('rational', 'irrational')",-0.6345679759979248,-0.43535810708999634,0.19920986890792847
18,0.61406255,0.606505,"('social', 'asocial')",0.6140625476837158,0.6065049767494202,-0.007557570934295654
58,-0.6100059,-0.62658715,"('able', 'clumsy')",-0.6100059151649475,-0.6265871524810791,-0.016581237316131592
38,-0.60470295,-0.31671315,"('kind', 'unkind')",-0.6047029495239258,-0.3167131543159485,0.2879897952079773
82,-0.59693635,-0.6122241,"('industrious', 'meek')",-0.5969363451004028,-0.6122241020202637,-0.01528775691986084
35,0.59098953,0.73332477,"('fair', 'unfair')",0.5909895300865173,0.7333247661590576,0.14233523607254028
81,-0.55967057,-0.69137776,"('industrious', 'lazy')",-0.5596705675125122,-0.6913777589797974,-0.13170719146728516
73,0.5368966,0.45785862,"('brilliant', 'incompetent')",0.5368965864181519,0.4578586220741272,-0.07903796434402466
20,-0.52397823,-0.34025788,"('popular', 'unpopular')",-0.5239782333374023,-0.3402578830718994,0.18372035026550293
33,-0.50093883,-0.47578394,"('softhearted', 'hardhearted')",-0.5009388327598572,-0.47578394412994385,0.02515488862991333
34,-0.4914231,-0.4123261,"('loyal', 'disloyal')",-0.491423100233078,-0.4123260974884033,0.07909700274467468
43,-0.47731322,-0.48148698,"('genuine', 'fake')",-0.47731322050094604,-0.481486976146698,-0.004173755645751953
103,0.47240126,0.7410444,"('traditional', 'modern')",0.4724012613296509,0.7410444021224976,0.2686431407928467
13,0.45786554,0.4502402,"('helpful', 'unhelpful')",0.45786553621292114,0.45024019479751587,-0.0076253414154052734
59,-0.4203244,-0.3147213,"('skillful', 'clumsy')",-0.4203243851661682,-0.3147212862968445,0.10560309886932373
92,-0.40682295,-0.49854037,"('unwavering', 'wavering')",-0.40682294964790344,-0.49854037165641785,-0.0917174220085144
83,0.4041758,0.3902949,"('energetic', 'lethargic')",0.4041757881641388,0.3902949094772339,-0.013880878686904907
36,0.3854011,0.35087556,"('tolerant', 'intolerant')",0.3854010999202728,0.3508755564689636,-0.034525543451309204
57,0.38136724,0.14291377,"('able', 'unable')",0.3813672363758087,0.14291377365589142,-0.2384534627199173
46,0.3772555,0.49171123,"('generous', 'stingy')",0.37725549936294556,0.49171122908592224,0.11445572972297668
49,0.35103285,0.09829235,"('responsible', 'irresponsible')",0.3510328531265259,0.09829235076904297,-0.2527405023574829
110,0.34535217,0.3813812,"('narrow-minded', 'open-minded')",0.3453521728515625,0.38138121366500854,0.036029040813446045
93,0.33780682,0.40465623,"('dominating', 'dominated')",0.3378068208694458,0.40465623140335083,0.06684941053390503
91,0.3130423,0.27147865,"('resilient', 'nonresilient')",0.3130423128604889,0.27147865295410156,-0.04156365990638733
54,0.30788982,0.049577918,"('smart', 'stupid')",0.30788981914520264,0.04957791790366173,-0.2583119012415409
17,0.3029293,0.5130699,"('social', 'antisocial')",0.3029293119907379,0.5130699276924133,0.21014061570167542
87,-0.29740262,-0.40779957,"('dedicated', 'undedicated')",-0.29740262031555176,-0.4077995717525482,-0.11039695143699646
96,0.25626686,0.43314204,"('powerful', 'powerless')",0.25626686215400696,0.4331420361995697,0.17687517404556274
100,0.24225882,0.36157358,"('influential', 'uninfluential')",0.24225881695747375,0.36157357692718506,0.1193147599697113
67,-0.24021873,-0.15669443,"('discriminating', 'undiscriminating')",-0.24021872878074646,-0.1566944271326065,0.08352430164813995
24,-0.23336533,-0.3475515,"('thoughtful', 'rough')",-0.23336532711982727,-0.34755149483680725,-0.11418616771697998
97,-0.2233761,-0.19126534,"('superior', 'inferior')",-0.2233760952949524,-0.19126534461975098,0.032110750675201416
102,-0.22018215,-0.22881603,"('eminent', 'low')",-0.2201821506023407,-0.22881603240966797,-0.00863388180732727
45,0.21912065,0.05537901,"('cooperative', 'exploitative')",0.21912065148353577,0.05537901073694229,-0.16374164074659348
101,-0.21410504,-0.14461933,"('successful', 'unsuccessful')",-0.2141050398349762,-0.14461933076381683,0.06948570907115936
62,-0.20236503,-0.049159914,"('creative', 'uncreative')",-0.20236502587795258,-0.04915991425514221,0.15320511162281036
79,0.17028436,0.21174076,"('determined', 'doubtful')",0.17028436064720154,0.21174076199531555,0.041456401348114014
44,0.15093842,0.14965148,"('truthful', 'untruthful')",0.15093842148780823,0.14965148270130157,-0.0012869387865066528
65,0.1394788,-0.008214295,"('practical', 'impractical')",0.13947880268096924,-0.008214294910430908,-0.14769309759140015
88,-0.1126726,-0.026781738,"('impulsive', 'meek')",-0.1126725971698761,-0.026781737804412842,0.08589085936546326
106,-0.09387861,-0.2860324,"('conventional', 'unconventional')",-0.0938786119222641,-0.28603240847587585,-0.19215379655361176
29,-0.07963301,0.028094888,"('honest', 'immoral')",-0.07963301241397858,0.028094887733459473,0.10772790014743805
23,-0.07610226,-0.056986988,"('hospitable', 'inhospitable')",-0.07610225677490234,-0.056986987590789795,0.01911526918411255
72,0.07414162,0.11439976,"('logical', 'illogical')",0.07414162158966064,0.11439976096153259,0.04025813937187195
68,0.07075177,-0.117837355,"('clever', 'inept')",0.07075177133083344,-0.11783735454082489,-0.18858912587165833
84,-0.0647205,-0.024533764,"('self-confident', 'diffident')",-0.06472049653530121,-0.024533763527870178,0.04018673300743103
74,-0.06118214,-0.14489892,"('insightful', 'unperceptive')",-0.06118214130401611,-0.144898921251297,-0.08371677994728088
47,0.061087564,0.03601893,"('forgiving', 'unforgiving')",0.06108756363391876,0.03601893037557602,-0.025068633258342743
56,-0.0524745,-0.004949048,"('intelligent', 'dumb')",-0.0524744987487793,-0.004949048161506653,0.047525450587272644
22,0.03536859,-0.064166546,"('welcoming', 'disagreeable')",0.03536859154701233,-0.06416654586791992,-0.09953513741493225
37,0.017760456,0.08028144,"('good', 'evil')",0.01776045560836792,0.08028143644332886,0.06252098083496094
77,-0.011910856,0.049327552,"('active', 'inactive')",-0.011910855770111084,0.049327552318573,0.06123840808868408
30,0.00097334385,0.13472593,"('honest', 'dishonest')",0.0009733438491821289,0.1347259283065796,0.13375258445739746
