,lauder_male,lauder_female,tuple,estee_male,estee_female,cos_male,cos_female,average_male,average_female,female-male
75,2.9333742,2.927965,"('confident', 'shy')",3.4403973,3.4006534,3.837087,3.8022938,3.4036194483439126,3.3769706090291343,-0.02664883931477835
99,-2.8410046,-3.3600264,"('prestigious', 'insignificant')",-2.5868373,-2.9222286,0.25970423,0.13980573,-1.7227126757303874,-2.0474831263224282,-0.3247704505920408
98,-2.472683,-2.8762825,"('prestigious', 'insignificant')",-2.1827745,-2.3882961,0.14225866,-0.030498698,-1.5043996175130208,-1.7650257746378581,-0.2606261571248374
107,2.3625607,3.0525234,"('conventional', 'modern')",2.959338,3.2725399,0.053577453,0.18029389,1.791825294494629,2.168452421824137,0.3766271273295083
81,-2.2346702,-2.6541486,"('industrious', 'lazy')",-1.5799466,-1.9787731,0.48612142,0.20658085,-1.109498421351115,-1.4754470189412434,-0.36594859759012843
71,2.1716905,2.3702683,"('efficient', 'inefficient')",1.7881895,1.8927882,0.101816684,-0.19119468,1.3538988431294758,1.3572874069213867,0.0033885637919108813
76,2.1346297,2.4011254,"('secure', 'insecure')",2.0593128,2.2006347,-0.31239754,-0.08279781,1.2938483556111653,1.506320635477702,0.2124722798665366
41,-2.1143298,-2.2148194,"('incorrupt', 'corrupt')",-1.2028719,-1.3459508,0.15127951,0.39208513,-1.055307388305664,-1.0562283992767334,-0.0009210109710693359
42,-2.0687013,-2.2920368,"('amicable', 'hostile')",-1.6715746,-1.8564839,0.46318176,0.5777096,-1.0923647085825603,-1.1902702649434407,-0.09790555636088039
16,2.053129,2.298324,"('social', 'antisocial')",2.0605795,2.087148,-0.21103108,-0.34213054,1.3008925120035808,1.3477805455525715,0.04688803354899074
7,-1.9650377,-2.3122475,"('outgoing', 'distant')",-1.0992042,-1.3779843,0.8553333,0.69547814,-0.7363028526306152,-0.99825119972229,-0.2619483470916748
104,-1.8945713,-2.2849848,"('conventional', 'unconventional')",-1.409444,-1.6520774,-0.54135096,-0.7126277,-1.28178866704305,-1.5498967170715332,-0.26810805002848315
40,-1.8038276,-1.8692355,"('honorable', 'mean')",-1.4906976,-1.6927068,-2.0935476,-2.4513304,-1.7960243225097656,-2.004424254099528,-0.20839993158976222
68,-1.7623858,-1.875247,"('clever', 'inept')",-1.1295505,-1.2876937,-0.33801222,-0.5823952,-1.0766495068868,-1.2484453519185383,-0.17179584503173828
94,1.7104771,1.999059,"('aggressive', 'submissive')",1.9286845,2.365934,0.13581765,0.30736664,1.2583263715108235,1.5574533144632976,0.2991269429524741
64,1.5515053,1.6856709,"('clever', 'incompetent')",1.3652272,1.5127897,-0.9213735,-0.9840151,0.6651196877161661,0.7381485303243002,0.07302884260813403
8,-1.4978985,-1.9463868,"('open', 'distant')",-1.8743544,-2.2093668,0.8573097,0.6207952,-0.8383143742879232,-1.1783194541931152,-0.340005079905192
67,-1.4679013,-1.4083062,"('discriminating', 'undiscriminating')",-0.32600382,-0.2817164,-0.6333059,-0.57312876,-0.809070348739624,-0.7543838024139404,0.054686546325683594
82,-1.4540915,-1.9313886,"('industrious', 'meek')",-1.8534062,-2.2666397,0.1496856,-0.05128953,-1.052604039510091,-1.416439374287923,-0.36383533477783203
85,1.4400795,1.5012863,"('ambitious', 'unambitious')",0.8612371,1.0026019,-0.62164503,-0.48268807,0.5598905086517334,0.6737333933512369,0.11384288469950354
55,1.4198843,1.3831297,"('intelligent', 'unintelligent')",0.6890937,0.84615666,-0.38381553,-0.4694569,0.5750541687011719,0.5866098403930664,0.011555671691894531
23,-1.4172807,-1.6866119,"('hospitable', 'inhospitable')",-1.0294782,-1.1485413,0.8491212,0.80772436,-0.5325458447138468,-0.6758095423380533,-0.14326369762420654
50,1.4153932,1.2937613,"('unprejudiced', 'prejudiced')",1.120194,0.9553219,1.1639519,1.2286977,1.2331797281901042,1.1592602729797363,-0.07391945521036791
32,-1.3925,-1.447212,"('benevolent', 'hardhearted')",-2.2877717,-2.2631938,-0.9873415,-1.1750171,-1.5558710098266602,-1.628474235534668,-0.07260322570800781
43,-1.3635559,-1.3927088,"('genuine', 'fake')",0.11277114,-0.09610005,-0.26813346,-0.13480717,-0.5063060919443766,-0.5412053267161051,-0.034899234771728516
1,-1.3500525,-1.4883709,"('friendly', 'unfriendly')",-1.1576434,-1.3755317,-0.36186868,-0.29216948,-0.9565215110778809,-1.0520240465799968,-0.09550253550211596
39,-1.3061233,-1.5177643,"('right', 'wrong')",-1.2255929,-1.3629944,-0.3683197,-0.14139359,-0.9666786193847656,-1.0073841412862141,-0.040705521901448494
63,-1.2847304,-1.5652609,"('capable', 'incapable')",-1.3612275,-1.5159836,-0.30745786,-0.17157483,-0.9844719568888346,-1.084273099899292,-0.0998011430104574
33,-1.2803428,-1.2372568,"('softhearted', 'hardhearted')",-0.750021,-0.74622923,-1.234547,-1.1494309,-1.088303565979004,-1.044305642445882,0.04399792353312182
52,1.2756953,1.6255488,"('competitive', 'uncompetitive')",1.4258766,1.616725,0.16197807,0.2377334,0.9545166492462158,1.1600023905436199,0.20548574129740405
15,1.2665049,1.6507072,"('polite', 'impolite')",2.099073,2.3793182,0.31161815,0.6714294,1.2257319291432698,1.567151705423991,0.3414197762807212
31,-1.2636764,-1.5866184,"('altruistic', 'egoistic')",-0.6731614,-0.96134293,-0.6836534,-0.44489685,-0.8734970887502035,-0.9976193904876709,-0.12412230173746741
24,-1.2573421,-1.2240379,"('thoughtful', 'rough')",-0.5405053,-0.6189784,-0.7455277,-0.97148013,-0.8477916717529297,-0.9381655057271322,-0.09037383397420251
87,-1.246485,-1.1110246,"('dedicated', 'undedicated')",-0.54862535,-0.5682982,-1.140846,-1.2111666,-0.9786521593729655,-0.9634965260823568,0.01515563329060865
53,-1.1662589,-0.871539,"('smart', 'stupid')",-1.6414254,-1.614742,-2.2379665,-2.313607,-1.6818836530049641,-1.599962552388509,0.08192110061645508
89,1.1609207,1.2785523,"('daring', 'anxious')",1.7305303,1.6759233,-0.026768625,0.067787826,0.9548940658569336,1.0074211756388347,0.052527109781901116
17,1.1603932,1.3074601,"('social', 'antisocial')",0.7509022,0.9000657,-0.23326899,-0.036648586,0.5593421459197998,0.7236257394154867,0.16428359349568689
27,-1.1398394,-0.8592295,"('sincere', 'insincere')",-0.47759277,-0.4089254,-2.3730502,-2.4482121,-1.3301607767740886,-1.2387890021006267,0.09137177467346191
86,-1.1247709,-1.2227082,"('self-reliant', 'helpless')",0.519668,0.44769865,0.9414769,1.2214302,0.1121246616045634,0.1488068699836731,0.036682208379109696
