,assurant_male,assurant_female,tuple,average_male,average_female,female-male
75,2.1451752,2.1648517,"('confident', 'shy')",2.1451752185821533,2.164851665496826,0.01967644691467285
14,1.567395,1.606465,"('supportive', 'unsupportive')",1.5673949718475342,1.6064649820327759,0.0390700101852417
90,1.5385242,1.4498998,"('motivated', 'unmotivated')",1.5385241508483887,1.4498997926712036,-0.08862435817718506
95,-1.396614,-1.2163038,"('rich', 'poor')",-1.3966139554977417,-1.216303825378418,0.18031013011932373
70,1.3644601,1.2946757,"('wise', 'unwise')",1.3644601106643677,1.2946757078170776,-0.06978440284729004
6,1.3157955,1.0081846,"('liked', 'disliked')",1.3157955408096313,1.008184552192688,-0.30761098861694336
5,1.2890322,1.5724245,"('pleasant', 'repellent')",1.289032220840454,1.5724245309829712,0.2833923101425171
78,1.2830615,0.39609408,"('active', 'inactive')",1.2830615043640137,0.39609408378601074,-0.8869674205780029
4,-1.2544881,-1.2976445,"('likable', 'unlikable')",-1.2544881105422974,-1.2976444959640503,-0.04315638542175293
53,-1.2334708,-1.0233603,"('smart', 'stupid')",-1.2334707975387573,-1.023360252380371,0.21011054515838623
100,1.1466718,1.5498132,"('influential', 'uninfluential')",1.1466717720031738,1.549813151359558,0.4031413793563843
103,1.1256467,1.3234111,"('traditional', 'modern')",1.125646710395813,1.3234111070632935,0.19776439666748047
81,-1.1123391,-1.9115701,"('industrious', 'lazy')",-1.1123391389846802,-1.9115700721740723,-0.7992309331893921
40,-1.1059561,-1.1448677,"('honorable', 'mean')",-1.1059560775756836,-1.1448676586151123,-0.03891158103942871
66,1.0879042,1.4933993,"('imaginative', 'unimaginative')",1.0879042148590088,1.4933992624282837,0.4054950475692749
106,-1.0500839,-0.9703212,"('conventional', 'unconventional')",-1.050083875656128,-0.9703211784362793,0.07976269721984863
84,0.99331677,0.59862757,"('self-confident', 'diffident')",0.9933167695999146,0.5986275672912598,-0.3946892023086548
37,0.991667,0.20027035,"('good', 'evil')",0.9916669726371765,0.20027035474777222,-0.7913966178894043
32,-0.96022415,-0.9828243,"('benevolent', 'hardhearted')",-0.9602241516113281,-0.9828243255615234,-0.022600173950195312
52,0.9314188,1.5098923,"('competitive', 'uncompetitive')",0.931418776512146,1.5098923444747925,0.5784735679626465
107,0.91914356,1.5186498,"('conventional', 'modern')",0.919143557548523,1.5186498165130615,0.5995062589645386
0,0.85488045,1.3860099,"('sociable', 'unsociable')",0.8548804521560669,1.386009931564331,0.5311294794082642
22,0.8490793,0.7507434,"('welcoming', 'disagreeable')",0.8490793108940125,0.7507433891296387,-0.09833592176437378
7,0.8352529,0.19373998,"('outgoing', 'distant')",0.8352528810501099,0.19373998045921326,-0.6415129005908966
16,0.81722236,1.4414501,"('social', 'antisocial')",0.8172223567962646,1.4414501190185547,0.62422776222229
23,0.8085183,0.4850397,"('hospitable', 'inhospitable')",0.8085182905197144,0.48503971099853516,-0.3234785795211792
59,-0.79187965,-0.43059742,"('skillful', 'clumsy')",-0.7918796539306641,-0.4305974245071411,0.36128222942352295
1,0.78140527,0.37347373,"('friendly', 'unfriendly')",0.7814052700996399,0.37347373366355896,-0.40793153643608093
11,0.7705352,0.66131014,"('caring', 'unaffectionate')",0.7705351710319519,0.6613101363182068,-0.10922503471374512
15,0.7329031,1.4269783,"('polite', 'impolite')",0.7329031229019165,1.426978349685669,0.6940752267837524
24,-0.7276962,-0.5169072,"('thoughtful', 'rough')",-0.7276961803436279,-0.5169072151184082,0.21078896522521973
102,-0.7151523,-0.35798785,"('eminent', 'low')",-0.7151523232460022,-0.3579878509044647,0.3571644723415375
18,0.71023834,1.0540804,"('social', 'asocial')",0.7102383375167847,1.0540803670883179,0.3438420295715332
41,-0.70769405,-1.4176395,"('incorrupt', 'corrupt')",-0.7076940536499023,-1.4176394939422607,-0.7099454402923584
51,0.6958275,1.0309261,"('competent', 'incompetent')",0.6958274841308594,1.0309261083602905,0.33509862422943115
9,0.6772863,1.1144669,"('sensitive', 'insensitive')",0.6772863268852234,1.114466905593872,0.4371805787086487
55,0.6718355,0.62788594,"('intelligent', 'unintelligent')",0.6718354821205139,0.6278859376907349,-0.04394954442977905
71,0.66904515,1.0438266,"('efficient', 'inefficient')",0.6690451502799988,1.0438265800476074,0.37478142976760864
62,0.6347786,0.52445304,"('creative', 'uncreative')",0.634778618812561,0.5244530439376831,-0.11032557487487793
98,-0.633248,-0.8052521,"('prestigious', 'insignificant')",-0.633247971534729,-0.8052520751953125,-0.1720041036605835
21,0.6320897,0.46614188,"('nice', 'nasty')",0.6320896744728088,0.46614187955856323,-0.1659477949142456
46,0.6176126,0.5367628,"('generous', 'stingy')",0.6176126003265381,0.5367627739906311,-0.08084982633590698
99,-0.61093706,-1.0288211,"('prestigious', 'insignificant')",-0.6109370589256287,-1.0288211107254028,-0.41788405179977417
35,0.6099111,0.53700614,"('fair', 'unfair')",0.6099110841751099,0.537006139755249,-0.07290494441986084
97,-0.6055077,-0.37171143,"('superior', 'inferior')",-0.6055076718330383,-0.3717114329338074,0.23379623889923096
76,0.6005424,1.2247288,"('secure', 'insecure')",0.600542426109314,1.2247288227081299,0.6241863965988159
87,-0.59716487,-0.18975434,"('dedicated', 'undedicated')",-0.5971648693084717,-0.18975433707237244,0.40741053223609924
17,0.59653556,0.8844106,"('social', 'antisocial')",0.5965355634689331,0.8844106197357178,0.28787505626678467
72,0.5714419,0.6833457,"('logical', 'illogical')",0.5714418888092041,0.6833456754684448,0.11190378665924072
79,-0.5657132,-0.28008753,"('determined', 'doubtful')",-0.5657132267951965,-0.28008753061294556,0.285625696182251
54,0.5630057,0.0418379,"('smart', 'stupid')",0.5630056858062744,0.0418379008769989,-0.5211677849292755
49,0.53081626,0.856077,"('responsible', 'irresponsible')",0.5308162569999695,0.8560770153999329,0.3252607583999634
91,0.5136542,0.51892996,"('resilient', 'nonresilient')",0.5136541724205017,0.5189299583435059,0.00527578592300415
73,0.4955306,0.7649082,"('brilliant', 'incompetent')",0.4955306053161621,0.7649081945419312,0.26937758922576904
30,0.4883843,0.61550283,"('honest', 'dishonest')",0.48838430643081665,0.6155028343200684,0.1271185278892517
101,-0.47597975,-0.29481903,"('successful', 'unsuccessful')",-0.475979745388031,-0.29481902718544006,0.18116071820259094
63,-0.47412643,-0.54026115,"('capable', 'incapable')",-0.4741264283657074,-0.5402611494064331,-0.06613472104072571
19,-0.4706522,-0.3481335,"('funny', 'boring')",-0.47065219283103943,-0.34813350439071655,0.12251868844032288
82,-0.4654997,-1.0449934,"('industrious', 'meek')",-0.4654996991157532,-1.0449934005737305,-0.5794937014579773
8,0.465253,-0.3005498,"('open', 'distant')",0.46525299549102783,-0.30054980516433716,-0.765802800655365
2,0.45009345,1.3113823,"('friendly', 'unfriendly')",0.45009344816207886,1.3113822937011719,0.861288845539093
12,0.44949335,1.1001215,"('sympathetic', 'unsympathetic')",0.4494933485984802,1.1001214981079102,0.6506281495094299
64,0.44649875,0.85256934,"('clever', 'incompetent')",0.4464987516403198,0.8525693416595459,0.4060705900192261
43,-0.40973845,-0.4668826,"('genuine', 'fake')",-0.4097384512424469,-0.466882586479187,-0.05714413523674011
38,-0.40816307,0.29094422,"('kind', 'unkind')",-0.40816307067871094,0.2909442186355591,0.69910728931427
86,-0.40682867,-0.5817499,"('self-reliant', 'helpless')",-0.4068286716938019,-0.5817499160766602,-0.17492124438285828
61,0.3961084,-0.0023075268,"('rational', 'irrational')",0.39610838890075684,-0.0023075267672538757,-0.3984159156680107
27,-0.37059093,0.28423017,"('sincere', 'insincere')",-0.3705909252166748,0.28423017263412476,0.6548210978507996
68,-0.3530069,-0.36265084,"('clever', 'inept')",-0.35300689935684204,-0.3626508414745331,-0.00964394211769104
104,-0.35209385,-0.7817326,"('conventional', 'unconventional')",-0.3520938456058502,-0.7817326188087463,-0.4296387732028961
60,0.29911053,1.0447644,"('educated', 'uneducated')",0.2991105318069458,1.0447643995285034,0.7456538677215576
29,0.29711384,0.369658,"('honest', 'immoral')",0.297113835811615,0.3696579933166504,0.0725441575050354
20,-0.2930616,-0.30114168,"('popular', 'unpopular')",-0.29306161403656006,-0.3011416792869568,-0.008080065250396729
65,-0.2799424,0.33730575,"('practical', 'impractical')",-0.2799423933029175,0.3373057544231415,0.617248147726059
83,0.27697253,0.87894654,"('energetic', 'lethargic')",0.27697253227233887,0.8789465427398682,0.6019740104675293
77,0.27199996,-0.1479355,"('active', 'inactive')",0.27199995517730713,-0.14793549478054047,-0.4199354499578476
109,0.2712138,0.8769107,"('conservative', 'liberal')",0.2712137997150421,0.8769106864929199,0.6056968867778778
108,0.2712138,0.8769107,"('conservative', 'liberal')",0.2712137997150421,0.8769106864929199,0.6056968867778778
67,-0.2633924,-0.084349096,"('discriminating', 'undiscriminating')",-0.2633923888206482,-0.08434909582138062,0.17904329299926758
50,-0.25090662,-0.37987778,"('unprejudiced', 'prejudiced')",-0.2509066164493561,-0.3798777759075165,-0.1289711594581604
110,-0.22215724,-0.39043286,"('narrow-minded', 'open-minded')",-0.22215723991394043,-0.39043286442756653,-0.1682756245136261
92,-0.22152504,-0.3176664,"('unwavering', 'wavering')",-0.22152504324913025,-0.3176664113998413,-0.09614136815071106
3,-0.21447462,-0.1620834,"('likable', 'unlikable')",-0.214474618434906,-0.16208340227603912,0.05239121615886688
10,0.21251965,0.011254445,"('affectionate', 'unaffectionate')",0.21251964569091797,0.011254444718360901,-0.20126520097255707
44,0.21063878,0.18957102,"('truthful', 'untruthful')",0.21063877642154694,0.18957102298736572,-0.021067753434181213
31,-0.20927182,-0.7332623,"('altruistic', 'egoistic')",-0.20927181839942932,-0.733262300491333,-0.5239904820919037
26,-0.20049065,0.38256425,"('trustworthy', 'untrustworthy')",-0.20049065351486206,0.3825642466545105,0.5830549001693726
88,-0.18812698,-0.27980828,"('impulsive', 'meek')",-0.18812698125839233,-0.27980828285217285,-0.09168130159378052
42,0.18338591,-0.41351992,"('amicable', 'hostile')",0.1833859086036682,-0.4135199189186096,-0.5969058275222778
96,-0.17574841,0.12970933,"('powerful', 'powerless')",-0.17574840784072876,0.12970933318138123,0.30545774102211
80,0.1389147,0.24332729,"('independent', 'dependent')",0.13891470432281494,0.2433272898197174,0.10441258549690247
33,0.1356624,-0.033907175,"('softhearted', 'hardhearted')",0.13566240668296814,-0.033907175064086914,-0.16956958174705505
39,-0.13372752,-0.48154777,"('right', 'wrong')",-0.1337275207042694,-0.4815477728843689,-0.3478202521800995
13,0.124949135,0.94693315,"('helpful', 'unhelpful')",0.1249491348862648,0.9469331502914429,0.8219840154051781
94,0.11264962,0.7789429,"('aggressive', 'submissive')",0.11264961957931519,0.778942883014679,0.6662932634353638
57,0.10341647,0.06726356,"('able', 'unable')",0.10341647267341614,0.06726355850696564,-0.0361529141664505
34,0.10029855,0.41129452,"('loyal', 'disloyal')",0.10029855370521545,0.41129451990127563,0.3109959661960602
105,0.10002745,-0.1148432,"('conventional', 'modern')",0.10002744942903519,-0.11484319716691971,-0.2148706465959549
56,0.094861835,0.16449228,"('intelligent', 'dumb')",0.09486183524131775,0.16449227929115295,0.0696304440498352
89,-0.077462405,0.30128366,"('daring', 'anxious')",-0.07746240496635437,0.30128365755081177,0.37874606251716614
47,0.07746145,0.19586927,"('forgiving', 'unforgiving')",0.07746145129203796,0.19586926698684692,0.11840781569480896
58,-0.07414234,0.2868103,"('able', 'clumsy')",-0.07414233684539795,0.2868103086948395,0.3609526455402374
69,-0.06569113,-0.18380482,"('wise', 'foolish')",-0.06569112837314606,-0.18380482494831085,-0.1181136965751648
36,-0.061203346,0.441335,"('tolerant', 'intolerant')",-0.06120334565639496,0.441334992647171,0.502538338303566
93,-0.050866604,0.53848207,"('dominating', 'dominated')",-0.05086660385131836,0.5384820699691772,0.5893486738204956
48,0.032442212,0.4247334,"('reliable', 'unreliable')",0.03244221210479736,0.42473340034484863,0.39229118824005127
85,0.028980918,0.41461653,"('ambitious', 'unambitious')",0.02898091822862625,0.41461652517318726,0.385635606944561
