,millipore_male,millipore_female,tuple,average_male,average_female,female-male
102,-2.0885317,-1.8136007,"('eminent', 'low')",-2.088531732559204,-1.8136006593704224,0.27493107318878174
19,-1.7063613,-1.421903,"('funny', 'boring')",-1.7063612937927246,-1.4219030141830444,0.2844582796096802
75,1.6807563,1.3821286,"('confident', 'shy')",1.6807563304901123,1.3821285963058472,-0.29862773418426514
52,1.6728611,1.4560413,"('competitive', 'uncompetitive')",1.672861099243164,1.4560413360595703,-0.21681976318359375
41,-1.6422491,-1.0307838,"('incorrupt', 'corrupt')",-1.6422491073608398,-1.030783772468567,0.611465334892273
109,1.5851614,1.3077457,"('conservative', 'liberal')",1.5851614475250244,1.3077456951141357,-0.27741575241088867
108,1.5851614,1.3077457,"('conservative', 'liberal')",1.5851614475250244,1.3077456951141357,-0.27741575241088867
103,1.5621489,1.3039101,"('traditional', 'modern')",1.562148928642273,1.3039101362228394,-0.2582387924194336
92,-1.5025756,-0.97093916,"('unwavering', 'wavering')",-1.5025756359100342,-0.9709391593933105,0.5316364765167236
76,1.4957206,1.169865,"('secure', 'insecure')",1.495720624923706,1.1698650121688843,-0.3258556127548218
15,1.4446763,1.2133088,"('polite', 'impolite')",1.4446762800216675,1.2133088111877441,-0.23136746883392334
5,1.4069469,1.1365528,"('pleasant', 'repellent')",1.4069468975067139,1.1365528106689453,-0.27039408683776855
2,1.3816606,1.1253151,"('friendly', 'unfriendly')",1.3816605806350708,1.1253150701522827,-0.2563455104827881
64,1.3703699,1.0864556,"('clever', 'incompetent')",1.3703699111938477,1.0864555835723877,-0.28391432762145996
12,1.3371096,1.3114071,"('sympathetic', 'unsympathetic')",1.3371095657348633,1.3114070892333984,-0.025702476501464844
80,1.3041636,1.0215156,"('independent', 'dependent')",1.3041635751724243,1.0215156078338623,-0.282647967338562
32,-1.269723,-1.080545,"('benevolent', 'hardhearted')",-1.2697230577468872,-1.0805449485778809,0.18917810916900635
95,-1.2148467,-1.17051,"('rich', 'poor')",-1.2148467302322388,-1.1705100536346436,0.044336676597595215
71,1.1743518,0.6305468,"('efficient', 'inefficient')",1.1743518114089966,0.6305468082427979,-0.5438050031661987
49,1.1452285,0.6762085,"('responsible', 'irresponsible')",1.1452285051345825,0.67620849609375,-0.4690200090408325
55,1.0789188,1.2970043,"('intelligent', 'unintelligent')",1.0789188146591187,1.2970043420791626,0.21808552742004395
16,1.0331211,0.52346146,"('social', 'antisocial')",1.033121109008789,0.5234614610671997,-0.5096596479415894
90,1.0291872,1.013174,"('motivated', 'unmotivated')",1.0291872024536133,1.013174057006836,-0.016013145446777344
91,0.9647877,1.1379429,"('resilient', 'nonresilient')",0.9647877216339111,1.137942910194397,0.17315518856048584
14,0.9111309,0.94832903,"('supportive', 'unsupportive')",0.9111309051513672,0.9483290314674377,0.03719812631607056
107,0.90982884,0.6673715,"('conventional', 'modern')",0.9098288416862488,0.6673715114593506,-0.2424573302268982
18,0.88938195,0.46962076,"('social', 'asocial')",0.8893819451332092,0.4696207642555237,-0.41976118087768555
48,-0.8855034,-0.87880385,"('reliable', 'unreliable')",-0.8855034112930298,-0.8788038492202759,0.006699562072753906
63,-0.8812876,-0.5720734,"('capable', 'incapable')",-0.8812875747680664,-0.5720734000205994,0.30921417474746704
85,0.86577415,0.82604444,"('ambitious', 'unambitious')",0.8657741546630859,0.8260444402694702,-0.03972971439361572
29,0.86296046,0.6185956,"('honest', 'immoral')",0.8629604578018188,0.6185956001281738,-0.24436485767364502
46,0.8440293,0.9996803,"('generous', 'stingy')",0.8440293073654175,0.9996802806854248,0.15565097332000732
100,0.82717466,1.1717172,"('influential', 'uninfluential')",0.8271746635437012,1.1717171669006348,0.3445425033569336
104,-0.80386984,-0.2511093,"('conventional', 'unconventional')",-0.8038698434829712,-0.2511093020439148,0.5527605414390564
24,0.7961275,0.5116236,"('thoughtful', 'rough')",0.7961274981498718,0.5116236209869385,-0.28450387716293335
110,-0.7796958,-0.91666746,"('narrow-minded', 'open-minded')",-0.7796958088874817,-0.9166674613952637,-0.13697165250778198
20,-0.76579326,-0.15875074,"('popular', 'unpopular')",-0.7657932639122009,-0.1587507426738739,0.607042521238327
86,-0.75872064,-0.95182115,"('self-reliant', 'helpless')",-0.7587206363677979,-0.9518211483955383,-0.19310051202774048
1,-0.7557602,-0.2880282,"('friendly', 'unfriendly')",-0.7557601928710938,-0.28802821040153503,0.4677319824695587
25,0.74860346,0.41975516,"('moral', 'immoral')",0.7486034631729126,0.41975516080856323,-0.32884830236434937
72,0.7397321,0.9117828,"('logical', 'illogical')",0.7397320866584778,0.9117828011512756,0.17205071449279785
9,0.7366278,0.59356105,"('sensitive', 'insensitive')",0.7366278171539307,0.593561053276062,-0.14306676387786865
78,0.7359998,0.63372296,"('active', 'inactive')",0.7359998226165771,0.6337229609489441,-0.10227686166763306
82,-0.7322148,-0.4739713,"('industrious', 'meek')",-0.7322148084640503,-0.47397130727767944,0.25824350118637085
