,cummins_male,cummins_female,tuple,average_male,average_female,female-male
75,3.419452,3.6192808,"('confident', 'shy')",3.419451951980591,3.6192808151245117,0.1998288631439209
109,2.178568,1.9101483,"('conservative', 'liberal')",2.178567886352539,1.9101482629776,-0.26841962337493896
108,2.178568,1.9101483,"('conservative', 'liberal')",2.178567886352539,1.9101482629776,-0.26841962337493896
95,-2.1098418,-2.1705883,"('rich', 'poor')",-2.109841823577881,-2.170588254928589,-0.06074643135070801
71,2.1081595,2.0067394,"('efficient', 'inefficient')",2.1081595420837402,2.006739377975464,-0.10142016410827637
76,1.9442853,2.2495122,"('secure', 'insecure')",1.944285273551941,2.249512195587158,0.3052269220352173
16,1.8852284,1.9681122,"('social', 'antisocial')",1.8852283954620361,1.9681122303009033,0.08288383483886719
40,-1.77893,-2.0729504,"('honorable', 'mean')",-1.7789299488067627,-2.0729503631591797,-0.294020414352417
94,1.7402526,1.8108866,"('aggressive', 'submissive')",1.7402526140213013,1.8108866214752197,0.07063400745391846
41,-1.7193633,-1.401177,"('incorrupt', 'corrupt')",-1.7193633317947388,-1.4011770486831665,0.31818628311157227
99,-1.686616,-1.8334954,"('prestigious', 'insignificant')",-1.6866159439086914,-1.8334953784942627,-0.1468794345855713
60,1.6832569,1.5312638,"('educated', 'uneducated')",1.6832568645477295,1.531263828277588,-0.1519930362701416
98,-1.6816862,-1.8079896,"('prestigious', 'insignificant')",-1.6816861629486084,-1.8079895973205566,-0.12630343437194824
1,-1.6507659,-1.5706574,"('friendly', 'unfriendly')",-1.6507658958435059,-1.5706573724746704,0.08010852336883545
22,1.6007284,1.3748124,"('welcoming', 'disagreeable')",1.6007283926010132,1.374812364578247,-0.2259160280227661
92,-1.5849557,-1.251299,"('unwavering', 'wavering')",-1.5849556922912598,-1.2512990236282349,0.3336566686630249
15,1.5407124,1.7648904,"('polite', 'impolite')",1.5407123565673828,1.764890432357788,0.22417807579040527
25,1.5188198,1.2511107,"('moral', 'immoral')",1.518819808959961,1.2511106729507446,-0.2677091360092163
81,-1.5112875,-1.7343891,"('industrious', 'lazy')",-1.5112874507904053,-1.734389066696167,-0.22310161590576172
88,-1.5049,-1.3185704,"('impulsive', 'meek')",-1.5048999786376953,-1.3185703754425049,0.18632960319519043
53,-1.4512553,-1.5237145,"('smart', 'stupid')",-1.4512553215026855,-1.523714542388916,-0.07245922088623047
82,-1.3921969,-1.4422739,"('industrious', 'meek')",-1.3921968936920166,-1.4422738552093506,-0.050076961517333984
90,1.3806884,0.8654772,"('motivated', 'unmotivated')",1.3806884288787842,0.8654772043228149,-0.5152112245559692
27,-1.3760896,-1.5538654,"('sincere', 'insincere')",-1.3760895729064941,-1.5538654327392578,-0.17777585983276367
7,-1.3642318,-1.4618235,"('outgoing', 'distant')",-1.364231824874878,-1.4618234634399414,-0.09759163856506348
64,1.3327574,1.2306669,"('clever', 'incompetent')",1.3327573537826538,1.2306668758392334,-0.10209047794342041
48,1.3300223,1.2992108,"('reliable', 'unreliable')",1.3300223350524902,1.299210786819458,-0.030811548233032227
32,-1.2969096,-1.2429549,"('benevolent', 'hardhearted')",-1.2969095706939697,-1.2429548501968384,0.05395472049713135
14,1.2200391,1.1820843,"('supportive', 'unsupportive')",1.2200391292572021,1.182084321975708,-0.03795480728149414
69,-1.1411701,-1.1777208,"('wise', 'foolish')",-1.1411701440811157,-1.1777207851409912,-0.03655064105987549
42,-1.1392448,-0.9486605,"('amicable', 'hostile')",-1.139244794845581,-0.9486604928970337,0.19058430194854736
89,1.1313105,1.1235967,"('daring', 'anxious')",1.1313104629516602,1.1235966682434082,-0.007713794708251953
52,1.1129411,1.2302217,"('competitive', 'uncompetitive')",1.1129411458969116,1.2302217483520508,0.11728060245513916
31,-1.1058058,-1.1709663,"('altruistic', 'egoistic')",-1.10580575466156,-1.1709662675857544,-0.06516051292419434
66,1.1045904,1.2801155,"('imaginative', 'unimaginative')",1.1045904159545898,1.2801154851913452,0.17552506923675537
55,1.0699149,1.0095956,"('intelligent', 'unintelligent')",1.0699149370193481,1.0095956325531006,-0.06031930446624756
103,1.0613108,0.970222,"('traditional', 'modern')",1.0613107681274414,0.970221996307373,-0.09108877182006836
2,0.985621,1.0259087,"('friendly', 'unfriendly')",0.9856209754943848,1.0259087085723877,0.04028773307800293
5,0.9834255,0.9435628,"('pleasant', 'repellent')",0.983425498008728,0.9435628056526184,-0.03986269235610962
28,-0.9790279,-1.0354491,"('honest', 'dishonest')",-0.9790279269218445,-1.0354491472244263,-0.05642122030258179
85,0.96540797,1.057791,"('ambitious', 'unambitious')",0.9654079675674438,1.057790994644165,0.09238302707672119
63,-0.96393967,-1.096431,"('capable', 'incapable')",-0.9639396667480469,-1.096431016921997,-0.1324913501739502
6,0.94958615,1.0338719,"('liked', 'disliked')",0.9495861530303955,1.0338718891143799,0.08428573608398438
104,-0.90485156,-0.78926873,"('conventional', 'unconventional')",-0.9048515558242798,-0.7892687320709229,0.11558282375335693
12,0.8670471,0.9474455,"('sympathetic', 'unsympathetic')",0.8670470714569092,0.9474455118179321,0.08039844036102295
84,-0.83765423,-0.74912345,"('self-confident', 'diffident')",-0.8376542329788208,-0.7491234540939331,0.0885307788848877
29,0.83681124,0.53366506,"('honest', 'immoral')",0.8368112444877625,0.5336650609970093,-0.3031461834907532
107,0.82818997,1.3116058,"('conventional', 'modern')",0.8281899690628052,1.3116058111190796,0.4834158420562744
49,0.8277755,0.6247001,"('responsible', 'irresponsible')",0.8277754783630371,0.624700129032135,-0.2030753493309021
106,0.8228725,0.8323129,"('conventional', 'unconventional')",0.822872519493103,0.8323128819465637,0.009440362453460693
65,0.7989675,0.7675866,"('practical', 'impractical')",0.7989674806594849,0.7675865888595581,-0.03138089179992676
101,-0.7954112,-0.8866311,"('successful', 'unsuccessful')",-0.795411229133606,-0.8866310715675354,-0.09121984243392944
77,-0.78450286,-0.7739148,"('active', 'inactive')",-0.7845028638839722,-0.7739148139953613,0.01058804988861084
21,0.76862395,0.7544832,"('nice', 'nasty')",0.768623948097229,0.7544832229614258,-0.014140725135803223
62,-0.7548477,-0.8478309,"('creative', 'uncreative')",-0.7548477053642273,-0.8478308916091919,-0.0929831862449646
0,0.75049365,1.024157,"('sociable', 'unsociable')",0.7504936456680298,1.0241570472717285,0.27366340160369873
36,0.72708654,0.5172403,"('tolerant', 'intolerant')",0.7270865440368652,0.5172402858734131,-0.20984625816345215
54,0.72681487,0.1744849,"('smart', 'stupid')",0.726814866065979,0.17448489367961884,-0.5523299723863602
105,-0.70901704,-0.58562416,"('conventional', 'modern')",-0.7090170383453369,-0.5856241583824158,0.12339287996292114
97,-0.67346704,-0.43491697,"('superior', 'inferior')",-0.6734670400619507,-0.43491697311401367,0.238550066947937
3,0.6725241,0.7172921,"('likable', 'unlikable')",0.672524094581604,0.717292070388794,0.04476797580718994
80,0.6594931,0.72250235,"('independent', 'dependent')",0.659493088722229,0.7225023508071899,0.06300926208496094
79,0.656291,0.44222718,"('determined', 'doubtful')",0.6562910079956055,0.44222718477249146,-0.214063823223114
18,0.609491,0.7462732,"('social', 'asocial')",0.6094909906387329,0.7462732195854187,0.1367822289466858
11,-0.59530824,-0.6160935,"('caring', 'unaffectionate')",-0.595308244228363,-0.6160935163497925,-0.020785272121429443
43,-0.59093416,-0.82847726,"('genuine', 'fake')",-0.590934157371521,-0.8284772634506226,-0.23754310607910156
19,-0.5831255,-0.28080803,"('funny', 'boring')",-0.5831254720687866,-0.2808080315589905,0.30231744050979614
70,0.5675669,0.697645,"('wise', 'unwise')",0.5675668716430664,0.6976450085639954,0.13007813692092896
8,-0.56482166,-0.7891527,"('open', 'distant')",-0.5648216605186462,-0.7891526818275452,-0.22433102130889893
73,0.5646188,0.20477825,"('brilliant', 'incompetent')",0.5646188259124756,0.204778254032135,-0.3598405718803406
44,-0.53040826,-0.4421316,"('truthful', 'untruthful')",-0.5304082632064819,-0.4421316087245941,0.08827665448188782
39,-0.52457356,-0.7058365,"('right', 'wrong')",-0.524573564529419,-0.7058364748954773,-0.18126291036605835
100,0.5095509,0.6925096,"('influential', 'uninfluential')",0.509550929069519,0.6925095915794373,0.1829586625099182
57,0.5070187,0.3698991,"('able', 'unable')",0.5070186853408813,0.36989909410476685,-0.1371195912361145
35,-0.49458474,-0.20573375,"('fair', 'unfair')",-0.49458473920822144,-0.2057337462902069,0.2888509929180145
34,-0.48951125,-0.10139541,"('loyal', 'disloyal')",-0.48951125144958496,-0.10139541327953339,0.3881158381700516
9,0.48012406,0.3485688,"('sensitive', 'insensitive')",0.4801240563392639,0.34856879711151123,-0.13155525922775269
47,0.4586987,0.52324814,"('forgiving', 'unforgiving')",0.45869868993759155,0.5232481360435486,0.06454944610595703
59,-0.41381776,-0.29199952,"('skillful', 'clumsy')",-0.41381776332855225,-0.2919995188713074,0.12181824445724487
37,-0.40142244,-0.38156316,"('good', 'evil')",-0.4014224410057068,-0.3815631568431854,0.019859284162521362
30,-0.39450264,-0.3553547,"('honest', 'dishonest')",-0.3945026397705078,-0.3553546965122223,0.03914794325828552
45,0.38567823,-0.12299189,"('cooperative', 'exploitative')",0.385678231716156,-0.1229918897151947,-0.5086701214313507
67,-0.3611467,-0.032304406,"('discriminating', 'undiscriminating')",-0.3611466884613037,-0.03230440616607666,0.32884228229522705
