,endo_male,endo_female,tuple,international_male,international_female,average_male,average_female,female-male
75,3.250012,3.3286014,"('confident', 'shy')",4.4129763,4.6069536,3.831494092941284,3.9677774906158447,0.13628339767456055
95,-2.1287348,-2.2389073,"('rich', 'poor')",-3.2731223,-3.2933433,-2.7009286880493164,-2.766125202178955,-0.06519651412963867
40,-1.9355899,-2.2206848,"('honorable', 'mean')",-3.5743296,-3.7060323,-2.75495982170105,-2.9633584022521973,-0.20839858055114746
10,-1.6122053,-1.3274469,"('affectionate', 'unaffectionate')",-0.20973197,-0.30440617,-0.9109686017036438,-0.8159265518188477,0.09504204988479614
78,1.4814829,1.118387,"('active', 'inactive')",2.507505,2.1973464,1.9944939613342285,1.6578667163848877,-0.3366272449493408
50,1.4636939,1.3413551,"('unprejudiced', 'prejudiced')",1.0950942,0.84423494,1.2793940305709839,1.0927950143814087,-0.1865990161895752
27,-1.4615536,-1.4508929,"('sincere', 'insincere')",-4.67974,-4.495806,-3.0706467628479004,-2.9733495712280273,0.09729719161987305
6,1.4506128,1.613581,"('liked', 'disliked')",3.815958,3.7379563,2.6332855224609375,2.6757686138153076,0.04248309135437012
66,1.4396849,1.4649,"('imaginative', 'unimaginative')",1.235498,1.3372915,1.3375914096832275,1.4010957479476929,0.06350433826446533
1,-1.4083364,-1.3212049,"('friendly', 'unfriendly')",-1.1255764,-1.0788525,-1.2669563293457031,-1.200028657913208,0.06692767143249512
76,1.345547,1.3145471,"('secure', 'insecure')",-1.1052368,-0.76828873,0.12015509605407715,0.2731291651725769,0.15297406911849976
58,-1.3430135,-0.90458155,"('able', 'clumsy')",-1.60957,-1.3727579,-1.4762917757034302,-1.138669729232788,0.3376220464706421
37,1.2972456,1.0622154,"('good', 'evil')",2.059823,1.710595,1.6785342693328857,1.3864052295684814,-0.2921290397644043
77,1.2854354,1.2832471,"('active', 'inactive')",0.46500355,0.31371045,0.875219464302063,0.7984787821769714,-0.07674068212509155
32,-1.2074971,-1.2431318,"('benevolent', 'hardhearted')",-1.9611683,-1.8494701,-1.5843327045440674,-1.5463008880615234,0.038031816482543945
99,-1.1852949,-1.1742461,"('prestigious', 'insignificant')",-0.7292119,-1.0639325,-0.9572533965110779,-1.1190893650054932,-0.16183596849441528
107,1.107817,1.3943894,"('conventional', 'modern')",1.7484398,2.117013,1.4281284809112549,1.7557011842727661,0.32757270336151123
70,1.0336761,1.1538923,"('wise', 'unwise')",1.1806103,1.0229962,1.1071431636810303,1.0884442329406738,-0.018698930740356445
94,1.0055711,0.8979423,"('aggressive', 'submissive')",-0.13143872,0.30075985,0.4370661973953247,0.5993510484695435,0.16228485107421875
54,0.9696544,0.85829973,"('smart', 'stupid')",0.86132634,0.65840745,0.9154903888702393,0.758353590965271,-0.15713679790496826
34,-0.96896607,-0.5663732,"('loyal', 'disloyal')",-1.3244035,-1.0854723,-1.1466847658157349,-0.8259227871894836,0.3207619786262512
11,-0.9074298,-0.69060314,"('caring', 'unaffectionate')",-1.3934163,-1.3194525,-1.1504230499267578,-1.0050277709960938,0.14539527893066406
93,0.88135374,1.0443921,"('dominating', 'dominated')",-0.5671986,-0.32848465,0.1570775806903839,0.3579537272453308,0.2008761465549469
31,-0.85630333,-0.73635226,"('altruistic', 'egoistic')",0.18531752,0.2359178,-0.33549290895462036,-0.2502172291278839,0.08527567982673645
48,0.8460808,0.81022936,"('reliable', 'unreliable')",0.8652761,0.8853814,0.8556784391403198,0.847805380821228,-0.007873058319091797
4,-0.82357454,-0.84223914,"('likable', 'unlikable')",-0.82478666,-0.8439507,-0.8241806030273438,-0.8430949449539185,-0.018914341926574707
38,-0.7980757,-0.47296113,"('kind', 'unkind')",-1.8160008,-1.3723699,-1.3070383071899414,-0.9226654767990112,0.3843728303909302
21,0.7836403,0.70880353,"('nice', 'nasty')",1.0501921,1.0101808,0.9169162511825562,0.8594921827316284,-0.057424068450927734
53,-0.78359747,-0.8521105,"('smart', 'stupid')",-2.8855224,-2.967436,-1.8345599174499512,-1.909773349761963,-0.07521343231201172
46,0.7744708,0.80024314,"('generous', 'stingy')",1.5035864,1.4246156,1.139028549194336,1.1124293804168701,-0.02659916877746582
19,-0.76957715,-0.8628384,"('funny', 'boring')",-0.052633524,0.0795832,-0.41110533475875854,-0.39162760972976685,0.0194777250289917
47,-0.76175654,-0.65875363,"('forgiving', 'unforgiving')",-0.67771614,-0.5561573,-0.7197363376617432,-0.6074554920196533,0.11228084564208984
104,-0.7497828,-0.5486524,"('conventional', 'unconventional')",-0.39736626,-0.4205701,-0.5735745429992676,-0.48461127281188965,0.08896327018737793
13,-0.7367475,-0.71231973,"('helpful', 'unhelpful')",-2.80716,-2.5100725,-1.7719537019729614,-1.6111960411071777,0.1607576608657837
14,0.7296617,0.6311126,"('supportive', 'unsupportive')",0.025962263,0.073874116,0.3778119683265686,0.3524933457374573,-0.025318622589111328
33,-0.72311854,-0.5869944,"('softhearted', 'hardhearted')",-0.67043316,-0.6018776,-0.6967758536338806,-0.5944360494613647,0.10233980417251587
0,0.68711746,0.75443697,"('sociable', 'unsociable')",-1.2653099,-0.813823,-0.28909623622894287,-0.029693007469177246,0.2594032287597656
71,0.67848504,0.43885672,"('efficient', 'inefficient')",-1.0418648,-0.70072407,-0.18168985843658447,-0.13093367218971252,0.05075618624687195
98,-0.6685442,-0.775352,"('prestigious', 'insignificant')",-0.04390247,-0.36697432,-0.35622331500053406,-0.5711631774902344,-0.21493986248970032
16,0.6395341,0.6481489,"('social', 'antisocial')",-0.59562755,-0.26417544,0.021953284740447998,0.19198672473430634,0.17003343999385834
15,0.62420464,0.7654806,"('polite', 'impolite')",-0.56793356,-0.093961895,0.02813553810119629,0.33575934171676636,0.30762380361557007
101,0.62276065,0.60305405,"('successful', 'unsuccessful')",-1.7151933,-1.4365993,-0.5462163090705872,-0.41677260398864746,0.1294437050819397
63,-0.6225835,-0.590189,"('capable', 'incapable')",-1.3205578,-1.2962096,-0.9715706706047058,-0.9431992769241333,0.02837139368057251
89,0.6129614,0.67055327,"('daring', 'anxious')",-1.4468725,-1.3584311,-0.41695553064346313,-0.3439389169216156,0.07301661372184753
90,0.5904741,0.44650346,"('motivated', 'unmotivated')",0.106437355,0.17302895,0.3484557271003723,0.3097662031650543,-0.03868952393531799
42,-0.5892316,-0.46835083,"('amicable', 'hostile')",0.34724063,0.20905173,-0.12099549174308777,-0.1296495497226715,-0.00865405797958374
35,0.5807694,0.86124206,"('fair', 'unfair')",0.7962006,0.9641938,0.6884850263595581,0.9127179384231567,0.22423291206359863
22,0.57590634,0.46076864,"('welcoming', 'disagreeable')",-0.20588344,-0.2853104,0.18501144647598267,0.08772912621498108,-0.09728232026100159
51,0.55206007,0.44251975,"('competent', 'incompetent')",-0.8389757,-0.6886757,-0.14345782995224,-0.12307797372341156,0.02037985622882843
80,0.52794254,0.421738,"('independent', 'dependent')",-0.068887115,0.019133441,0.22952771186828613,0.2204357236623764,-0.009091988205909729
92,0.5157351,0.29861397,"('unwavering', 'wavering')",-0.2225452,-0.460274,0.14659494161605835,-0.08083002269268036,-0.2274249643087387
28,-0.5008936,-0.27548984,"('honest', 'dishonest')",-1.0566263,-0.88033825,-0.7787599563598633,-0.5779140591621399,0.2008458971977234
105,-0.44888005,-0.46334487,"('conventional', 'modern')",1.1424013,1.0702004,0.346760630607605,0.3034277856349945,-0.043332844972610474
56,0.4470541,0.7239231,"('intelligent', 'dumb')",0.5737123,0.574834,0.5103831887245178,0.6493785381317139,0.13899534940719604
73,0.41004705,0.089354336,"('brilliant', 'incompetent')",-1.6141058,-1.5568221,-0.6020293831825256,-0.7337338924407959,-0.13170450925827026
67,-0.4080885,-0.5225593,"('discriminating', 'undiscriminating')",-0.9257226,-0.8969815,-0.6669055223464966,-0.7097703814506531,-0.042864859104156494
97,-0.40064067,-0.17653543,"('superior', 'inferior')",-1.2022979,-0.99935764,-0.8014693260192871,-0.5879465341567993,0.2135227918624878
87,-0.39660716,-0.5059352,"('dedicated', 'undedicated')",-1.5840076,-1.4616315,-0.9903073906898499,-0.9837833642959595,0.006524026393890381
59,-0.3865921,-0.3031698,"('skillful', 'clumsy')",-0.2745158,-0.1149542,-0.33055394887924194,-0.20906199514865875,0.12149195373058319
7,0.38489208,-0.008990139,"('outgoing', 'distant')",0.99279284,0.48027906,0.6888424754142761,0.23564445972442627,-0.45319801568984985
17,-0.37652707,-0.32497123,"('social', 'antisocial')",0.03538558,0.2455725,-0.1705707460641861,-0.039699360728263855,0.13087138533592224
57,0.37402543,0.123487964,"('able', 'unable')",-0.80721974,-0.8104011,-0.21659715473651886,-0.34345656633377075,-0.1268594115972519
20,-0.35597503,-0.069641605,"('popular', 'unpopular')",-0.09411006,0.030417264,-0.22504255175590515,-0.01961217075586319,0.20543038100004196
74,-0.35311183,-0.39818242,"('insightful', 'unperceptive')",-1.8090441,-1.6322012,-1.0810779333114624,-1.0151917934417725,0.06588613986968994
106,-0.35132554,-0.45908397,"('conventional', 'unconventional')",-0.23191574,-0.030936249,-0.2916206419467926,-0.245010107755661,0.04661053419113159
25,-0.34806642,-0.39161146,"('moral', 'immoral')",-1.7042415,-1.387457,-1.0261539220809937,-0.8895342350006104,0.1366196870803833
43,-0.33562362,0.009948581,"('genuine', 'fake')",-0.114418864,-0.1124223,-0.22502124309539795,-0.05123686045408249,0.17378438264131546
3,0.33411095,0.6550156,"('likable', 'unlikable')",0.81729734,0.89826584,0.5757041573524475,0.7766407132148743,0.20093655586242676
49,0.32156622,0.2633794,"('responsible', 'irresponsible')",-1.7443471,-1.6050742,-0.7113904356956482,-0.6708474159240723,0.04054301977157593
2,0.31050533,0.5533874,"('friendly', 'unfriendly')",-1.4845258,-1.0125425,-0.5870102643966675,-0.22957754135131836,0.3574327230453491
96,0.30405307,0.39790827,"('powerful', 'powerless')",-0.87530464,-0.73072636,-0.28562578558921814,-0.16640904545783997,0.11921674013137817
30,0.29715544,0.26772502,"('honest', 'dishonest')",-1.0175533,-0.7693776,-0.3601989448070526,-0.25082629919052124,0.10937264561653137
18,-0.25736934,-0.06765413,"('social', 'asocial')",-0.7477702,-0.55296695,-0.5025697946548462,-0.3103105425834656,0.19225925207138062
110,-0.25408074,-0.1067328,"('narrow-minded', 'open-minded')",0.9867214,0.7465326,0.36632031202316284,0.31989991664886475,-0.046420395374298096
81,0.2436274,-0.1824795,"('industrious', 'lazy')",0.8034052,0.49967223,0.5235162973403931,0.15859636664390564,-0.3649199306964874
86,0.24114507,0.27105314,"('self-reliant', 'helpless')",1.4598708,1.3292016,0.8505079746246338,0.800127387046814,-0.050380587577819824
69,0.23376533,0.20883611,"('wise', 'foolish')",0.10337828,-0.035898,0.16857179999351501,0.08646905422210693,-0.08210274577140808
23,0.22855051,-0.0013465211,"('hospitable', 'inhospitable')",0.6887044,0.4909879,0.4586274325847626,0.24482068419456482,-0.21380674839019775
82,0.19930753,0.00040018559,"('industrious', 'meek')",0.40768737,0.374795,0.30349743366241455,0.1875975877046585,-0.11589984595775604
88,-0.18205783,-0.04225284,"('impulsive', 'meek')",0.86245847,0.6638564,0.3402003049850464,0.31080177426338196,-0.02939853072166443
24,-0.18064862,-0.2676057,"('thoughtful', 'rough')",-1.3453565,-1.2281961,-0.7630025148391724,-0.7479009032249451,0.015101611614227295
8,-0.17293921,-0.39950213,"('open', 'distant')",0.50583357,-0.00076802075,0.16644717752933502,-0.20013508200645447,-0.3665822595357895
65,-0.1686579,-0.50200564,"('practical', 'impractical')",-2.3834305,-2.0585659,-1.2760441303253174,-1.2802857160568237,-0.004241585731506348
102,-0.15997756,-0.23679805,"('eminent', 'low')",-1.8707274,-1.5728991,-1.015352487564087,-0.904848575592041,0.1105039119720459
41,-0.14050949,-0.08958864,"('incorrupt', 'corrupt')",1.1222132,0.96130174,0.49085187911987305,0.43585655093193054,-0.054995328187942505
91,0.14002681,-0.046286687,"('resilient', 'nonresilient')",-0.559612,-0.4650722,-0.2097925841808319,-0.2556794583797455,-0.045886874198913574
85,0.1347974,0.21364135,"('ambitious', 'unambitious')",0.21648605,0.21595848,0.1756417155265808,0.2147999107837677,0.03915819525718689
36,0.13414323,0.09181976,"('tolerant', 'intolerant')",-1.4221469,-1.1436408,-0.644001841545105,-0.525910496711731,0.11809134483337402
72,-0.12922011,-0.12231161,"('logical', 'illogical')",-0.45527747,-0.2069935,-0.29224878549575806,-0.16465255618095398,0.12759622931480408
103,0.12442739,0.23786934,"('traditional', 'modern')",1.0115128,1.1095326,0.5679700970649719,0.6737009882926941,0.10573089122772217
52,0.12347525,0.22058833,"('competitive', 'uncompetitive')",-0.823648,-0.44145668,-0.35008636116981506,-0.11043417453765869,0.23965218663215637
61,0.118112564,0.37122768,"('rational', 'irrational')",1.2416413,1.0383806,0.6798769235610962,0.7048041820526123,0.024927258491516113
64,0.11707336,0.1431467,"('clever', 'incompetent')",-0.85765785,-0.55732083,-0.3702922463417053,-0.20708706974983215,0.16320517659187317
9,0.112914205,0.022282481,"('sensitive', 'insensitive')",-1.1136655,-0.8509408,-0.5003756284713745,-0.4143291711807251,0.08604645729064941
5,0.106604785,0.055805266,"('pleasant', 'repellent')",-0.11495739,-0.03350295,-0.004176303744316101,0.011151157319545746,0.015327461063861847
26,0.10256232,0.40586525,"('trustworthy', 'untrustworthy')",-0.26996118,-0.11237903,-0.08369942754507065,0.14674311876296997,0.23044254630804062
12,0.09627241,0.33287,"('sympathetic', 'unsympathetic')",-1.2716076,-0.97232556,-0.5876675844192505,-0.3197277784347534,0.26793980598449707
60,0.09247899,0.20655672,"('educated', 'uneducated')",-1.350304,-0.994953,-0.6289125084877014,-0.39419811964035034,0.23471438884735107
79,0.08396558,0.3224801,"('determined', 'doubtful')",-0.31663656,-0.18557051,-0.11633549630641937,0.0684548020362854,0.18479029834270477
100,0.078681886,0.15604484,"('influential', 'uninfluential')",-0.82501674,-0.46806818,-0.3731674253940582,-0.1560116708278656,0.21715575456619263
39,-0.07797648,-0.038577087,"('right', 'wrong')",0.21793544,0.28164324,0.0699794813990593,0.12153308093547821,0.051553599536418915
55,-0.07472837,-0.21269286,"('intelligent', 'unintelligent')",-1.1294755,-0.8415381,-0.6021019220352173,-0.5271154642105103,0.07498645782470703
84,0.06381436,-0.011835992,"('self-confident', 'diffident')",-0.5107722,-0.52280045,-0.22347894310951233,-0.2673182189464569,-0.04383927583694458
109,0.05381775,0.095884085,"('conservative', 'liberal')",-0.34464288,-0.07558623,-0.14541256427764893,0.010148927569389343,0.15556149184703827
108,0.05381775,0.095884085,"('conservative', 'liberal')",-0.34464288,-0.07558623,-0.14541256427764893,0.010148927569389343,0.15556149184703827
44,-0.03508447,-0.012897313,"('truthful', 'untruthful')",-0.91262245,-0.89397854,-0.4738534688949585,-0.4534379243850708,0.020415544509887695
45,0.03389731,-0.22710368,"('cooperative', 'exploitative')",-1.4416611,-1.3255475,-0.7038819193840027,-0.7763255834579468,-0.07244366407394409
68,-0.033564255,-0.28123176,"('clever', 'inept')",-1.4584932,-1.5369847,-0.74602872133255,-0.9091082215309143,-0.16307950019836426
83,-0.025364846,0.09738687,"('energetic', 'lethargic')",-0.89610374,-0.7211351,-0.4607343077659607,-0.3118740916252136,0.14886021614074707
62,-0.02225171,0.088596016,"('creative', 'uncreative')",-0.098593056,-0.18771952,-0.060422383248806,-0.0495617538690567,0.010860629379749298
29,0.015927613,0.020036936,"('honest', 'immoral')",-1.0073829,-0.7803881,-0.49572762846946716,-0.3801755905151367,0.11555203795433044
