,ford_male,ford_female,tuple,motor_male,motor_female,co_male,co_female,del_male,del_female,average_male,average_female,female-male
75,4.5311823,5.2047615,"('confident', 'shy')",5.314998,5.4491153,5.673871,5.3735704,7.7841444,7.576187,5.826048851013184,5.900908470153809,0.074859619140625
27,-3.769542,-4.407718,"('sincere', 'insincere')",-5.001456,-5.2405167,-4.9638863,-5.0146914,-5.2800627,-5.020055,-4.75373649597168,-4.920745372772217,-0.1670088768005371
40,-3.2402582,-3.8741553,"('honorable', 'mean')",-3.4970841,-3.8787303,-4.2676973,-4.659159,-4.404361,-4.638629,-3.8523499965667725,-4.262668609619141,-0.41031861305236816
53,-2.9727972,-3.4993677,"('smart', 'stupid')",-3.5579364,-3.850521,-4.3112946,-4.362272,-4.993374,-4.5022855,-3.958850383758545,-4.0536112785339355,-0.09476089477539062
95,-2.8214896,-3.49749,"('rich', 'poor')",-4.4992356,-4.8040614,-5.0380754,-4.956311,-5.6981053,-5.764838,-4.51422643661499,-4.755675315856934,-0.24144887924194336
6,2.748076,3.5998414,"('liked', 'disliked')",3.9731617,4.3059483,5.5236793,5.627969,6.341054,6.089474,4.646492958068848,4.905807971954346,0.25931501388549805
48,2.4105613,2.433803,"('reliable', 'unreliable')",3.0984313,2.8088381,2.188315,1.8972862,3.16924,2.8619585,2.716636896133423,2.500471591949463,-0.21616530418395996
11,-2.1477952,-2.1459463,"('caring', 'unaffectionate')",-2.3137574,-2.0335107,-1.0189427,-0.8313039,-1.7392168,-1.8784575,-1.8049280643463135,-1.7223045825958252,0.08262348175048828
103,2.0752473,1.9185553,"('traditional', 'modern')",1.5073416,1.4681201,0.74931294,0.58216906,0.7143144,0.45518368,1.2615541219711304,1.1060069799423218,-0.1555471420288086
1,-2.015407,-1.8503709,"('friendly', 'unfriendly')",-1.86181,-1.592202,-1.2031499,-0.6780352,-1.8669108,-1.8870823,-1.7368195056915283,-1.501922607421875,0.23489689826965332
13,-1.9622235,-2.0831232,"('helpful', 'unhelpful')",-3.001709,-3.1619496,-2.5509446,-2.6753383,-2.0741463,-1.9227133,-2.3972558975219727,-2.4607810974121094,-0.06352519989013672
10,-1.9485569,-1.701365,"('affectionate', 'unaffectionate')",-1.2674873,-0.95947284,-0.36879137,0.20111421,-0.9928772,-0.9733261,-1.1444281339645386,-0.8582624197006226,0.286165714263916
86,1.8058167,2.0779467,"('self-reliant', 'helpless')",1.7805489,1.9655644,2.2704453,2.383823,3.1440098,2.8048546,2.2502052783966064,2.30804705619812,0.05784177780151367
32,-1.6047543,-1.782531,"('benevolent', 'hardhearted')",-1.4156767,-1.2792065,-1.6258562,-1.2549678,-1.50141,-1.2020481,-1.5369242429733276,-1.3796882629394531,0.1572359800338745
80,1.5654166,1.4874399,"('independent', 'dependent')",1.2168335,1.1104585,0.57544684,0.9289458,0.4665889,0.41219637,0.9560714364051819,0.9847601652145386,0.02868872880935669
107,1.5281407,1.3980821,"('conventional', 'modern')",0.993906,0.8635633,0.13644336,0.2839453,0.5688279,0.8819592,0.8068294525146484,0.8568874597549438,0.05005800724029541
56,1.5205749,1.7245727,"('intelligent', 'dumb')",1.0070242,1.0801603,1.0844609,1.2325292,1.1832035,1.248202,1.1988158226013184,1.3213659524917603,0.1225501298904419
50,1.5052533,1.4882718,"('unprejudiced', 'prejudiced')",2.0107112,1.8599459,1.7768979,1.6130642,2.0704317,1.9337612,1.8408235311508179,1.723760724067688,-0.11706280708312988
28,-1.4694455,-1.671468,"('honest', 'dishonest')",-1.6874939,-1.6324131,-1.8666239,-1.6954603,-1.4470509,-1.3940513,-1.6176536083221436,-1.5983481407165527,0.01930546760559082
68,-1.423212,-1.2769312,"('clever', 'inept')",-0.979343,-1.115497,-0.52185833,-0.86735165,-0.108133614,-0.6830248,-0.7581366896629333,-0.9857012033462524,-0.2275645136833191
31,-1.3999646,-1.5259466,"('altruistic', 'egoistic')",0.06811701,0.149713,-0.55203587,-0.31674206,-0.6065016,-0.5490996,-0.622596263885498,-0.5605188012123108,0.062077462673187256
44,-1.3525095,-1.3155365,"('truthful', 'untruthful')",-1.8253797,-1.6028217,-0.350093,-0.26045018,-0.7053901,-0.7327064,-1.0583430528640747,-0.9778786897659302,0.08046436309814453
34,-1.2942514,-1.2614362,"('loyal', 'disloyal')",-1.8086476,-1.6699581,-1.7890835,-1.3445456,-1.4610924,-1.0968189,-1.588268756866455,-1.3431897163391113,0.24507904052734375
109,1.2614303,1.0005999,"('conservative', 'liberal')",1.0030463,0.83356416,0.1746393,-0.0049630105,0.9739914,1.1441712,0.853276789188385,0.7433430552482605,-0.10993373394012451
108,1.2614303,1.0005999,"('conservative', 'liberal')",1.0030463,0.83356416,0.1746393,-0.0049630105,0.9739914,1.1441712,0.853276789188385,0.7433430552482605,-0.10993373394012451
99,-1.2275076,-1.0402062,"('prestigious', 'insignificant')",-1.3515791,-1.2390394,0.28756195,0.29070893,-1.1388874,-1.1288464,-0.8576030731201172,-0.7793457508087158,0.07825732231140137
22,1.2166526,0.8971705,"('welcoming', 'disagreeable')",1.2404552,1.1293154,1.1170642,1.2603632,0.68408823,0.5803343,1.0645650625228882,0.966795802116394,-0.09776926040649414
65,-1.1925919,-1.0921835,"('practical', 'impractical')",-1.0694513,-1.2886269,-0.48186165,-0.86378574,-0.45415926,-0.5255508,-0.7995160222053528,-0.9425367116928101,-0.14302068948745728
62,-1.1626034,-1.1805465,"('creative', 'uncreative')",-0.51780874,-0.4852617,-0.6206367,-0.38376272,-0.66044986,-0.6273167,-0.7403746843338013,-0.6692219376564026,0.07115274667739868
66,1.0921403,1.813071,"('imaginative', 'unimaginative')",1.8227304,1.9347862,1.86568,2.2137253,2.7121282,2.4936562,1.8731697797775269,2.113809585571289,0.2406398057937622
94,1.091691,1.0343671,"('aggressive', 'submissive')",0.49059665,0.25338584,0.04461415,-0.012519062,0.77022994,0.97367835,0.59928297996521,0.5622280240058899,-0.03705495595932007
39,-1.0897107,-0.8486756,"('right', 'wrong')",-0.6705835,-0.34352535,0.26770708,0.47093648,-0.5814413,-0.5039663,-0.5185071229934692,-0.30630767345428467,0.21219944953918457
97,-1.054177,-0.753046,"('superior', 'inferior')",-1.3385828,-1.2708873,-0.3057394,-0.33206764,-0.77555466,-0.6088186,-0.8685134649276733,-0.7412048578262329,0.12730860710144043
76,1.0526164,1.0229559,"('secure', 'insecure')",0.48580825,0.24335256,-0.49637794,-0.6593478,0.51748985,0.6342767,0.3898841142654419,0.31030935049057007,-0.07957476377487183
46,1.0429119,1.1282887,"('generous', 'stingy')",2.2598503,2.4408336,1.6362991,1.6982778,2.0386786,1.7997727,1.7444349527359009,1.7667932510375977,0.022358298301696777
55,-1.0426338,-1.06905,"('intelligent', 'unintelligent')",-1.362136,-1.3457098,-0.76820016,-0.69802165,0.00784868,-0.21725017,-0.7912803292274475,-0.832507848739624,-0.041227519512176514
63,-1.0171443,-1.1181251,"('capable', 'incapable')",-1.343106,-1.1251205,-0.7462546,-0.5378588,-1.5391624,-1.5432355,-1.1614168882369995,-1.081084966659546,0.08033192157745361
38,-0.99206537,-1.2966536,"('kind', 'unkind')",-1.8944697,-1.802499,-1.5215485,-1.3499552,-1.7790483,-1.3511465,-1.5467830896377563,-1.4500634670257568,0.09671962261199951
3,0.9885533,1.1483935,"('likable', 'unlikable')",0.8934593,1.0122365,1.063711,1.0466228,1.8515863,1.8225714,1.1993274688720703,1.2574560642242432,0.05812859535217285
19,-0.9379122,-0.5728971,"('funny', 'boring')",-0.85078675,-0.7445553,-0.26417708,0.12090409,-0.23096144,-0.10849309,-0.5709593296051025,-0.32626035809516907,0.24469897150993347
15,0.9302645,1.0052184,"('polite', 'impolite')",0.37719563,0.3893153,0.12108457,0.4388826,1.1044207,1.3836783,0.6332412958145142,0.8042736053466797,0.17103230953216553
4,-0.9095104,-1.1569605,"('likable', 'unlikable')",-0.6749017,-0.7714412,-0.6198826,-0.8506645,-0.47209173,-0.3947039,-0.6690965890884399,-0.7934424877166748,-0.12434589862823486
37,0.8917756,0.9854243,"('good', 'evil')",1.7958324,1.8839738,1.5653753,1.7694907,1.6630695,1.2081,1.479013204574585,1.461747169494629,-0.017266035079956055
47,-0.87095326,-0.91712666,"('forgiving', 'unforgiving')",-0.53826034,-0.50517213,-0.8793283,-0.7867917,-0.82122976,-0.6898725,-0.7774428725242615,-0.724740743637085,0.052702128887176514
73,-0.8292155,-1.0591478,"('brilliant', 'incompetent')",-0.44857988,-0.70624244,-0.7108176,-1.4465978,-0.081192225,-0.4750147,-0.517451286315918,-0.9217506647109985,-0.40429937839508057
90,0.8201521,0.5139695,"('motivated', 'unmotivated')",0.33849508,0.23726791,0.9453726,0.42759532,1.6085019,1.0431734,0.9281303882598877,0.5555015802383423,-0.3726288080215454
104,-0.8177786,-0.6300051,"('conventional', 'unconventional')",-0.6521797,-0.21451376,-0.6476408,-0.3523348,-0.86320865,-0.94207835,-0.7452019453048706,-0.53473299741745,0.21046894788742065
72,-0.81427026,-0.38203776,"('logical', 'illogical')",-0.8309704,-0.72808707,-0.918913,-0.7102578,-0.70489573,-0.49297965,-0.8172623515129089,-0.5783405303955078,0.23892182111740112
