,new_male,new_female,tuple,york_male,york_female,times_male,times_female,average_male,average_female,female-male
71,-1.2771156,-1.4559102,"('efficient', 'inefficient')",1.5589598,1.0185351,1.36701,1.1373531,0.5496180852254232,0.23332599798838297,-0.3162920872370403
28,-1.27389,-0.99179226,"('honest', 'dishonest')",-1.2802616,-1.2614026,-0.15206051,-0.2868774,-0.902070681254069,-0.8466907342274984,0.055379947026570564
50,1.2686491,1.0383911,"('unprejudiced', 'prejudiced')",1.285819,1.3760133,0.45789367,0.44050482,1.0041205883026123,0.9516363938649496,-0.05248419443766272
93,-1.2408098,-0.70492834,"('dominating', 'dominated')",-0.7210316,-0.79701227,0.10982829,0.16618854,-0.617337703704834,-0.445250670115153,0.17208703358968097
23,1.1858441,1.118948,"('hospitable', 'inhospitable')",-0.5674363,-0.4193984,0.6476438,0.49249303,0.4220171769460042,0.39734752972920734,-0.024669647216796875
34,-1.179813,-0.9404594,"('loyal', 'disloyal')",-0.49818644,-0.49835628,-0.18273881,0.21807113,-0.6202460924784342,-0.4069148302078247,0.2133312622706095
89,-1.1694336,-1.3868266,"('daring', 'anxious')",0.40481597,0.27070877,-0.9911312,-0.798951,-0.5852495829264323,-0.6383562882741293,-0.053106705347697014
8,1.1676544,0.7915691,"('open', 'distant')",-0.72666925,-0.45964435,1.1969845,0.30626297,0.5459899107615153,0.21272925535837808,-0.3332606554031372
48,1.1541629,1.1235613,"('reliable', 'unreliable')",0.7466642,0.51164675,0.84561896,0.780072,0.9154820442199707,0.8050932884216309,-0.11038875579833984
38,-1.1115729,-0.71509457,"('kind', 'unkind')",-0.30842638,-0.43744403,-1.2144235,-0.96337736,-0.878140926361084,-0.705305258433024,0.17283566792805993
109,-1.097023,-1.0688727,"('conservative', 'liberal')",2.4337275,2.3510299,0.50312537,0.87814486,0.6132766405741373,0.7201007207234701,0.10682408014933276
108,-1.097023,-1.0688727,"('conservative', 'liberal')",2.4337275,2.3510299,0.50312537,0.87814486,0.6132766405741373,0.7201007207234701,0.10682408014933276
107,1.0958123,1.6039909,"('conventional', 'modern')",1.6028967,1.5699251,-0.5900165,-0.59838563,0.7028975486755371,0.8585100968678793,0.15561254819234216
49,-1.0568249,-1.0981494,"('responsible', 'irresponsible')",-0.5938266,-0.9587468,-0.13078251,-0.13759884,-0.5938113133112589,-0.7314983208974203,-0.13768700758616137
45,-1.0277846,-0.9165996,"('cooperative', 'exploitative')",-0.38368738,-0.8691686,0.7856963,0.7334017,-0.20859187841415405,-0.35078883171081543,-0.14219695329666138
92,1.0242958,0.81975317,"('unwavering', 'wavering')",-0.7044007,-0.35509208,-0.37677366,-0.4797239,-0.018959522247314453,-0.005020936330159505,0.013938585917154949
97,-0.99121296,-0.8188501,"('superior', 'inferior')",-0.6499326,-0.6797004,0.920916,1.3147119,-0.24007652203241983,-0.061279495557149254,0.17879702647527057
9,-0.98445404,-0.92043555,"('sensitive', 'insensitive')",-0.20726569,-0.4230608,-0.6261274,-0.44097587,-0.6059490839640299,-0.5948240756988525,0.011125008265177372
7,0.8801502,0.5827791,"('outgoing', 'distant')",-0.73530763,-0.43572903,1.9785807,1.1161113,0.7078077793121338,0.42105380694071454,-0.28675397237141925
54,0.84912705,0.60384494,"('smart', 'stupid')",0.44322765,0.2641881,0.62900925,0.23578018,0.6404546499252319,0.36793772379557294,-0.272516926129659
36,-0.8488381,-0.593192,"('tolerant', 'intolerant')",-0.6677977,-0.92067003,-0.6339999,-0.71363866,-0.7168785730997721,-0.7425002257029215,-0.025621652603149414
46,0.83456933,0.996935,"('generous', 'stingy')",0.009123266,0.3708302,0.81727564,0.94869804,0.5536561012268066,0.7721544106801351,0.2184983094533285
105,0.8306431,0.5736888,"('conventional', 'modern')",0.5435257,0.6472031,-0.6303607,-0.7591189,0.24793605009714761,0.1539243459701538,-0.0940117041269938
52,-0.82447207,-0.5201275,"('competitive', 'uncompetitive')",0.26486915,0.058073416,-1.2308162,-1.0301822,-0.5968063672383627,-0.49741212526957196,0.09939424196879071
24,-0.80838597,-1.0449764,"('thoughtful', 'rough')",-0.09814742,-0.16743135,0.027494252,0.15529962,-0.2930130362510681,-0.35236934820810956,-0.05935631195704144
16,-0.8021402,-0.50254613,"('social', 'antisocial')",0.6176881,0.13590655,-1.0667797,-0.63180447,-0.4170772631963094,-0.33281469345092773,0.08426256974538165
83,-0.80170095,-0.6726756,"('energetic', 'lethargic')",-0.60780585,-0.73406875,-0.70664,-0.5609765,-0.7053822676340739,-0.6559069554011027,0.04947531223297119
60,-0.794942,-0.4889455,"('educated', 'uneducated')",-0.06194687,-0.22835214,-0.15020669,0.53140414,-0.33569852511088055,-0.06196451187133789,0.27373401323954266
99,0.7842057,0.64763576,"('prestigious', 'insignificant')",-0.8907889,-0.7043895,0.7713812,0.8544761,0.22159932057062784,0.26590744654337567,0.04430812597274783
10,0.7698784,0.8342984,"('affectionate', 'unaffectionate')",-1.0872393,-0.857477,0.13486892,-0.0018455982,-0.060830652713775635,-0.00834141174952189,0.052489240964253746
0,-0.76800233,-0.5637635,"('sociable', 'unsociable')",0.4045335,0.34712246,-0.5462794,0.072056234,-0.30324939886728924,-0.048194934924443565,0.2550544639428457
26,-0.7467338,-0.48269907,"('trustworthy', 'untrustworthy')",-0.9748442,-1.0553573,-0.17949653,0.070200086,-0.6336915095647176,-0.4892854293187459,0.14440608024597174
77,0.7132806,0.8810775,"('active', 'inactive')",-0.81713974,-0.7533954,-0.33414638,-0.48565423,-0.14600183566411337,-0.11932402849197388,0.026677807172139495
67,0.70384866,0.7983501,"('discriminating', 'undiscriminating')",-0.8882923,-0.87527084,-1.2738667,-1.2705772,-0.48610345522562665,-0.4491659800211589,0.03693747520446777
56,0.690233,1.0119772,"('intelligent', 'dumb')",-0.65339565,-0.6152724,-1.0056412,-0.99400395,-0.322934627532959,-0.19909971952438354,0.12383490800857544
103,0.68126935,0.61791956,"('traditional', 'modern')",1.780825,1.8435161,0.48465776,0.89435613,0.9822506904602051,1.1185973485310872,0.1363466580708821
101,-0.6508886,-0.41667444,"('successful', 'unsuccessful')",-0.38233888,-0.5485752,-0.6143491,-0.36740643,-0.5491921901702881,-0.4442187150319417,0.10497347513834637
68,-0.6454199,-0.8717228,"('clever', 'inept')",-2.57651,-2.7562366,0.27884972,0.1412712,-0.9810266494750977,-1.1622293790181477,-0.18120272954305006
87,-0.63571346,-0.37742674,"('dedicated', 'undedicated')",-1.3837998,-1.3301206,-0.8453705,-1.08097,-0.9549612204233805,-0.9295058250427246,0.025455395380655887
31,0.63122517,0.40067068,"('altruistic', 'egoistic')",-0.15951517,0.15755191,-0.77480286,-0.76425815,-0.10103095571200053,-0.06867851813634236,0.03235243757565817
33,-0.62816787,-0.6920396,"('softhearted', 'hardhearted')",-1.0534623,-0.7759084,-1.4621192,-1.4977684,-1.0479164123535156,-0.9885721206665039,0.05934429168701172
94,-0.6174553,-0.32319823,"('aggressive', 'submissive')",0.9527254,0.6094268,-0.68737745,-0.36214018,-0.11736911535263062,-0.02530387043952942,0.0920652449131012
15,-0.60293305,-0.018667951,"('polite', 'impolite')",1.1670277,0.9216734,0.62148637,0.8802438,0.3951936562856038,0.5944164196650187,0.19922276337941486
80,0.56695527,0.6444183,"('independent', 'dependent')",0.88369286,0.94244754,0.17923713,0.15270156,0.5432950655619303,0.5798558394114176,0.036560773849487305
22,0.5636344,0.47769773,"('welcoming', 'disagreeable')",0.4926617,0.49127412,0.49662328,0.3171221,0.5176397959391276,0.42869798342386883,-0.08894181251525873
62,-0.56264377,-0.6173538,"('creative', 'uncreative')",-1.9640076,-1.7255275,0.038664043,-0.30191195,-0.8293290932973226,-0.8815976778666178,-0.05226858456929517
32,-0.5565795,-0.20947967,"('benevolent', 'hardhearted')",-2.0082746,-2.017479,-0.5271685,-0.48611373,-1.0306742191314697,-0.9043574333190918,0.12631678581237793
69,0.5438058,0.65526724,"('wise', 'foolish')",-0.97424126,-0.850158,0.9840517,0.6603267,0.18453874190648398,0.15514532725016275,-0.029393414656321226
35,0.53877056,0.72886944,"('fair', 'unfair')",0.36864936,0.6044088,1.033735,1.1730032,0.6470516522725424,0.8354271252950033,0.18837547302246094
100,-0.52025104,-0.49207926,"('influential', 'uninfluential')",-1.1240687,-1.1492232,-0.18049216,-0.14446925,-0.6082706451416016,-0.5952572425206503,0.013013402620951298
76,-0.46814716,-0.3669712,"('secure', 'insecure')",0.86592263,0.694032,0.83922696,1.0620646,0.4123341242472331,0.46304182211558026,0.05070769786834717
57,-0.46497375,-0.62447196,"('able', 'unable')",-0.48412144,-0.68168086,-0.33078167,-0.7240593,-0.4266256093978882,-0.676737387975057,-0.2501117785771688
30,-0.46290857,-0.09674831,"('honest', 'dishonest')",-0.48900908,-0.6971978,0.6569384,0.4476175,-0.09832642475763957,-0.11544286211331685,-0.017116437355677278
47,-0.45840046,-0.068962395,"('forgiving', 'unforgiving')",-1.2651312,-1.3636919,-0.31091142,-0.2784572,-0.6781477133433024,-0.5703705151875814,0.10777719815572095
96,-0.45298013,-0.42514718,"('powerful', 'powerless')",-0.16149697,-0.4412241,0.6572952,0.73931015,0.014272709687550863,-0.04235370953877767,-0.056626419226328537
44,-0.44683415,-0.3493275,"('truthful', 'untruthful')",-0.47698992,-0.58209467,0.31681442,0.14016269,-0.20233654975891113,-0.2637531558672587,-0.06141660610834759
17,-0.42820126,-0.10149157,"('social', 'antisocial')",0.13083139,0.11990085,-1.0467365,-0.84943974,-0.4480354388554891,-0.27701016267140705,0.17102527618408203
72,-0.42463043,-0.11634571,"('logical', 'illogical')",-0.24824065,-0.1903753,0.9390459,0.83090407,0.08872493108113606,0.1747276782989502,0.08600274721781413
11,-0.39734697,-0.45263273,"('caring', 'unaffectionate')",-1.5271548,-1.5220337,0.25569427,0.021659955,-0.5562691688537598,-0.6510021289189657,-0.09473296006520593
110,-0.38863587,-0.16592145,"('narrow-minded', 'open-minded')",0.01949352,-0.14623195,-0.97979754,-0.83501387,-0.4496466318766276,-0.3823890686035156,0.067257563273112
4,0.38617718,0.37986428,"('likable', 'unlikable')",-0.3808345,-0.6935887,-0.5570479,-0.93942297,-0.18390174706776938,-0.41771578788757324,-0.23381404081980386
43,0.3768835,0.38788807,"('genuine', 'fake')",0.25830913,0.24096997,-1.1061937,-0.9252786,-0.15700034300486246,-0.09880685806274414,0.05819348494211832
21,0.35453856,0.31382322,"('nice', 'nasty')",-0.032579303,-0.089538455,1.5023975,1.4688985,0.6081189314524332,0.5643944342931112,-0.04372449715932203
66,0.34587073,0.7209271,"('imaginative', 'unimaginative')",-1.3239542,-1.273867,0.09312099,-0.015131831,-0.2949874997138977,-0.18935724099477133,0.10563025871912637
63,-0.33474922,-0.53823125,"('capable', 'incapable')",-0.89950484,-0.8812287,0.44059393,0.4051121,-0.26455338795979816,-0.338115930557251,-0.07356254259745282
79,0.31559122,0.37995023,"('determined', 'doubtful')",0.5003739,0.32464993,0.72036785,0.8075106,0.5121109882990519,0.5040369033813477,-0.008074084917704227
55,-0.3138889,-0.4464134,"('intelligent', 'unintelligent')",-0.2850263,-0.39622414,1.2835693,1.5131865,0.2282180388768514,0.22351630528767905,-0.004701733589172363
74,-0.31318325,-0.21756577,"('insightful', 'unperceptive')",-0.6496744,-0.8347241,-1.3172144,-1.2513975,-0.7600239912668864,-0.7678958574930826,-0.007871866226196289
98,0.27524158,0.15429056,"('prestigious', 'insignificant')",-0.77127814,-0.70603466,1.4683377,1.4537973,0.3241003751754761,0.3006844123204549,-0.023415962855021177
39,0.26922962,0.41019645,"('right', 'wrong')",-0.7776762,-0.6931399,0.8360054,0.93814087,0.10918627182642619,0.2183991273244222,0.10921285549799602
102,-0.2643765,-0.27766025,"('eminent', 'low')",-0.103496075,-0.18084823,-0.6688324,-0.4505014,-0.34556833902994794,-0.30300331115722656,0.04256502787272137
84,-0.24383731,-0.37390593,"('self-confident', 'diffident')",-0.9650667,-0.9691702,0.52629197,0.29771984,-0.22753735383351645,-0.348452091217041,-0.12091473738352457
91,0.2389951,-0.08850193,"('resilient', 'nonresilient')",0.9171684,0.69469446,-0.0246806,0.00024671853,0.3771609465281169,0.20214641094207764,-0.17501453558603924
90,-0.115985096,-0.5120882,"('motivated', 'unmotivated')",1.2304136,0.706293,1.8788728,2.0226955,0.9977671305338541,0.7389667828877767,-0.2588003476460774
5,-0.097297505,-0.30082503,"('pleasant', 'repellent')",1.3387406,1.0615149,-1.1396956,-1.0595098,0.03391579786936442,-0.09960663318634033,-0.13352243105570474
104,0.09214801,-0.08103579,"('conventional', 'unconventional')",-0.661896,-0.16668156,0.29354587,0.46476865,-0.09206737081209819,0.07235043247540791,0.1644178032875061
51,0.07464939,0.2558064,"('competent', 'incompetent')",-0.48039073,-0.68904185,-1.5163313,-1.309499,-0.6406908830006918,-0.5809114774068197,0.05977940559387207
14,-0.059206426,-0.05194989,"('supportive', 'unsupportive')",-0.5758748,-0.7634007,1.2119848,1.0584072,0.19230117400487265,0.08101888497670491,-0.11128228902816774
19,-0.057115197,0.104435325,"('funny', 'boring')",-1.2035339,-1.0872345,0.55561894,0.36421496,-0.23501004775365195,-0.20619473854700723,0.028815309206644713
1,0.03334117,0.025989413,"('friendly', 'unfriendly')",-1.5381578,-1.2700412,-0.39525706,-0.58286977,-0.6333579222361246,-0.6089738607406616,0.024384061495463016
85,0.013987601,0.106343,"('ambitious', 'unambitious')",-0.56764066,-0.61357576,0.5093326,0.53191245,-0.01477348804473877,0.008226553599039713,0.02300004164377848
