,factset_male,factset_female,tuple,research_male,research_female,systems_male,systems_female,average_male,average_female,female-male
26,-1.1163907,-1.0065669,"('trustworthy', 'untrustworthy')",-0.25974584,-0.4677759,-0.21658473,-0.113443375,-0.5309070746103922,-0.5292620658874512,0.0016450087229410437
28,-1.111547,-0.96124876,"('honest', 'dishonest')",-1.2527611,-1.3053751,-0.8943228,-0.7870873,-1.0862103303273518,-1.0179038047790527,0.06830652554829908
25,-1.0485882,-0.57488894,"('moral', 'immoral')",-1.5671458,-1.4729204,-1.345743,-1.0670695,-1.3204923470815022,-1.0382929642995198,0.2821993827819824
45,-1.0199893,-0.82975066,"('cooperative', 'exploitative')",-0.31117237,-0.44136515,-1.8360199,-1.9454362,-1.0557271639506023,-1.0721840063730876,-0.01645684242248535
19,-0.98887473,-0.8498386,"('funny', 'boring')",-0.1806769,-0.23122185,-0.19304615,-0.11100304,-0.45419923464457196,-0.39735448360443115,0.056844751040140806
64,-0.94297343,-0.49767548,"('clever', 'incompetent')",-1.5710194,-1.5842633,-0.56886566,-0.13802385,-1.0276195208231609,-0.7399875322977701,0.28763198852539074
91,0.9284195,0.5414627,"('resilient', 'nonresilient')",0.25662583,0.21349783,0.21916139,0.25030872,0.4680688778559367,0.3350897630055745,-0.13297911485036218
30,-0.925531,-0.89638615,"('honest', 'dishonest')",-0.16826594,-0.26577628,0.039904386,-0.04771629,-0.3512975374857585,-0.4032928943634033,-0.05199535687764484
49,-0.9014125,-0.7780545,"('responsible', 'irresponsible')",-1.0695466,-1.1767963,-0.87759095,-0.8752056,-0.9495166937510172,-0.9433521429697672,0.00616455078125
83,-0.855351,-0.5843828,"('energetic', 'lethargic')",-0.24570696,-0.3798679,0.22389336,0.2977602,-0.2923881808916728,-0.22216349840164185,0.07022468249003094
54,0.84482527,0.06379923,"('smart', 'stupid')",0.60865724,0.5230915,-0.3161048,-0.56964993,0.3791259129842122,0.005746920903523763,-0.3733789920806885
68,-0.81966627,-1.0716048,"('clever', 'inept')",-0.76160765,-0.91312504,-0.9977747,-1.0915291,-0.8596828778584799,-1.0254197120666504,-0.16573683420817054
99,0.7994245,0.4593545,"('prestigious', 'insignificant')",-0.24977024,0.01209113,-0.87294984,-0.8221425,-0.10776517788569133,-0.11689895391464233,-0.009133776028951004
58,-0.79304373,-0.19732809,"('able', 'clumsy')",-1.3506153,-1.2591912,-0.8545811,-0.43828094,-0.9994134108225504,-0.6316000620524088,0.3678133487701416
89,-0.7649816,-0.22172941,"('daring', 'anxious')",-0.50812787,-0.585932,0.93556416,1.2823048,-0.11251509189605713,0.15821444988250732,0.27072954177856445
102,-0.76359457,-0.32074055,"('eminent', 'low')",-1.264297,-1.2313739,-0.90762293,-0.52555805,-0.9785048166910807,-0.6925574938456217,0.285947322845459
73,-0.75941247,-0.70966244,"('brilliant', 'incompetent')",-1.7564502,-1.9884679,-1.2653197,-1.156251,-1.2603940963745117,-1.284793774286906,-0.02439967791239428
61,0.7537931,0.71498364,"('rational', 'irrational')",0.6396395,1.0504616,-0.6555582,-0.5020634,0.24595812956492105,0.42112727959950763,0.17516915003458658
98,0.7463364,0.43666387,"('prestigious', 'insignificant')",0.11510891,0.14504774,-0.0555225,-0.14909232,0.26864093542099,0.14420642455418906,-0.12443451086680093
7,0.71888524,-0.35572928,"('outgoing', 'distant')",1.0943415,0.73375404,0.44345784,-0.13334578,0.7522281805674235,0.08155965805053711,-0.6706685225168864
8,0.7117586,-0.39457372,"('open', 'distant')",0.80562305,0.532792,0.3727847,-0.2115382,0.6300554672876993,-0.02443998058636983,-0.6544954478740692
18,-0.7108462,-0.42837638,"('social', 'asocial')",-1.2858329,-1.2926235,-1.079766,-0.84857404,-1.0254817008972168,-0.8565246264139811,0.16895707448323571
70,0.70978594,0.44625998,"('wise', 'unwise')",0.74847895,0.75882363,0.5119717,0.38548365,0.6567455132802328,0.5301890770594279,-0.12655643622080492
86,0.69734216,0.64896667,"('self-reliant', 'helpless')",2.446599,2.5173235,1.1783499,0.94866884,1.4407636324564617,1.3716530799865723,-0.0691105524698894
23,0.6825193,0.16663182,"('hospitable', 'inhospitable')",0.61208934,0.6172309,0.6403191,0.3922162,0.6449759006500244,0.39202630519866943,-0.252949595451355
72,-0.6784376,-0.71333426,"('logical', 'illogical')",-1.1033313,-0.8570554,-1.6519148,-1.5572786,-1.1445612907409668,-1.0425561269124348,0.10200516382853198
94,-0.67324716,0.2536143,"('aggressive', 'submissive')",-0.94189715,-1.016289,0.4425624,0.8911377,-0.390860637029012,0.042821009953816734,0.43368164698282874
88,0.6696851,0.3303806,"('impulsive', 'meek')",0.86221135,0.9121699,1.4767509,1.3050938,1.002882480621338,0.8492147127787272,-0.15366776784261071
14,0.65681434,0.1775461,"('supportive', 'unsupportive')",0.7332077,0.67878675,-0.0075255632,-0.081918314,0.460832158724467,0.25813817977905273,-0.20269397894541424
100,-0.5989602,-0.3768166,"('influential', 'uninfluential')",-0.6432368,-0.48572654,-1.1487914,-0.8694543,-0.7969961166381836,-0.5773324966430664,0.2196636199951172
34,-0.58542997,-0.13543727,"('loyal', 'disloyal')",-1.7379427,-1.4586394,-1.34535,-1.0199142,-1.222907543182373,-0.8713302612304688,0.3515772819519043
107,0.56985766,0.94594216,"('conventional', 'modern')",0.19817677,0.284569,1.9976904,2.2164302,0.9219082991282145,1.1489804585774739,0.2270721594492594
103,0.54863286,0.62751937,"('traditional', 'modern')",0.28718454,0.25846332,0.6318729,0.71251523,0.48923007647196454,0.5328326225280762,0.043602546056111635
109,-0.545329,-0.17616072,"('conservative', 'liberal')",0.065145165,0.08535607,0.07683696,0.114937305,-0.13444894552230835,0.008044218023618063,0.14249316354592642
108,-0.545329,-0.17616072,"('conservative', 'liberal')",0.065145165,0.08535607,0.07683696,0.114937305,-0.13444894552230835,0.008044218023618063,0.14249316354592642
60,-0.5149795,0.1193672,"('educated', 'uneducated')",-0.5153353,-0.25105703,0.08373584,0.64586294,-0.3155263264973958,0.17139103015263876,0.48691735665003455
96,-0.5143281,-0.21827844,"('powerful', 'powerless')",-0.8324412,-0.68506646,-1.2285715,-1.0521195,-0.8584469159444174,-0.6518214543660482,0.20662546157836914
48,-0.50434446,-0.017404167,"('reliable', 'unreliable')",1.8271139,1.6344861,2.039377,2.0479054,1.1207154591878254,1.221662441889445,0.10094698270161961
31,0.504164,0.36990684,"('altruistic', 'egoistic')",-0.25354597,-0.0032266825,-0.69037884,-0.5741,-0.146586944659551,-0.06913995742797852,0.07744698723157248
76,-0.49162164,0.088079646,"('secure', 'insecure')",-0.061588243,-0.115552306,-0.14348161,0.1209161,-0.23223050435384116,0.031147812803586323,0.2633783171574275
20,0.49146,0.40818316,"('popular', 'unpopular')",-0.4484695,-0.12314929,0.40911517,0.5814162,0.15070189038912454,0.2888166904449463,0.13811480005582175
106,0.4881608,0.2630058,"('conventional', 'unconventional')",-0.28915194,-0.122396536,-0.68592376,-0.59780425,-0.16230496764183044,-0.15239832798639932,0.009906639655431121
79,-0.4824431,-0.18394312,"('determined', 'doubtful')",-0.22359264,-0.21276033,-0.14677596,-0.21128964,-0.28427056471506756,-0.20266437530517578,0.08160618940989178
87,-0.47155398,-0.34106478,"('dedicated', 'undedicated')",-0.50630236,-0.29029363,-0.73637307,-0.5303321,-0.5714097817738851,-0.38723015785217285,0.18417962392171228
2,-0.4684338,0.24513488,"('friendly', 'unfriendly')",-0.27902356,-0.23912749,-0.77757883,-0.45792976,-0.5083454052607218,-0.15064078569412231,0.3577046195665995
3,0.45730257,0.45007968,"('likable', 'unlikable')",1.2861451,1.1854813,0.5567757,0.35167998,0.7667411168416342,0.6624136765797933,-0.10432744026184082
101,-0.44856215,-0.24727668,"('successful', 'unsuccessful')",-0.7858521,-0.5915585,-1.3414087,-0.9586401,-0.8586076100667318,-0.5991584459940592,0.2594491640726726
35,0.4417615,0.19724023,"('fair', 'unfair')",0.6162194,0.7298887,0.48153853,0.33995953,0.5131731430689493,0.4223628044128418,-0.09081033865610755
12,-0.420615,0.015575469,"('sympathetic', 'unsympathetic')",-1.299147,-1.3480954,-0.8549722,-0.6070537,-0.8582447369893392,-0.6465245882670084,0.2117201487223308
67,-0.41820726,-0.60965633,"('discriminating', 'undiscriminating')",-0.87466294,-0.6848125,-1.3010819,-1.2409439,-0.8646507263183594,-0.8451375961303711,0.01951313018798828
110,0.41731513,0.81208456,"('narrow-minded', 'open-minded')",0.4426468,0.5931878,0.5151849,0.665655,0.4583822886149089,0.6903091271718343,0.23192683855692547
51,-0.41306373,-0.2796189,"('competent', 'incompetent')",-0.82431924,-0.711604,0.02704838,0.21570212,-0.40344488620758057,-0.2585069139798482,0.14493797222773236
85,0.40137863,0.6442791,"('ambitious', 'unambitious')",-1.0148904,-0.86437315,-0.28660846,-0.031114519,-0.3000400861104329,-0.08373618125915527,0.21630390485127765
90,0.39396477,0.29085165,"('motivated', 'unmotivated')",0.28367567,0.1278811,0.4794277,0.3891588,0.385689377784729,0.26929718255996704,-0.11639219522476196
4,-0.38894385,-0.23761714,"('likable', 'unlikable')",-0.68347317,-0.53644156,-1.3055096,-1.1795727,-0.7926421960194906,-0.6512104670206705,0.14143172899882006
66,0.37208512,0.640864,"('imaginative', 'unimaginative')",1.2203618,1.3243034,0.8304492,0.8301364,0.807632048924764,0.9317679405212402,0.1241358915964762
104,0.36799568,0.09748155,"('conventional', 'unconventional')",-0.58050585,-0.41523138,-1.1249949,-1.1496155,-0.44583503405253094,-0.48912179470062256,-0.043286760648091616
9,-0.36797315,-0.27825168,"('sensitive', 'insensitive')",-0.39458358,-0.51450545,-0.590878,-0.6507538,-0.4511449337005615,-0.4811703364054362,-0.030025402704874693
15,-0.36668575,-0.10234041,"('polite', 'impolite')",0.33872628,0.5184324,0.5006707,0.6694215,0.1575704018274943,0.36183782418568927,0.20426742235819498
17,-0.35605806,-0.19422287,"('social', 'antisocial')",-0.09555566,0.021172166,-0.84698236,-0.74540937,-0.4328653812408447,-0.3061533570289612,0.12671202421188354
50,0.35596672,0.31487507,"('unprejudiced', 'prejudiced')",1.648776,1.5451696,2.0223527,1.8385575,1.3423652648925781,1.2328673998514812,-0.10949786504109693
16,-0.35520697,0.27908012,"('social', 'antisocial')",-1.0455545,-0.942399,-0.9135666,-0.60089254,-0.771442731221517,-0.42140380541483563,0.35003892580668133
93,-0.34729737,0.26876262,"('dominating', 'dominated')",-0.16630408,-0.20978752,-0.053565897,0.2123757,-0.1890557805697123,0.09045026699701945,0.27950604756673175
33,0.33182743,-0.046037644,"('softhearted', 'hardhearted')",-0.099891394,0.07200372,-0.23924011,-0.3642162,-0.002434690793355306,-0.11275004347165425,-0.11031535267829895
21,0.30648586,0.029238492,"('nice', 'nasty')",0.32027358,0.15453887,0.38015062,0.1256333,0.3356366952260335,0.1031368871529897,-0.23249980807304382
80,0.2826345,0.088189766,"('independent', 'dependent')",0.87173104,0.8882475,0.7277531,0.65272737,0.6273729006449381,0.5430548985799154,-0.08431800206502271
59,-0.2693376,0.024924666,"('skillful', 'clumsy')",0.028760001,0.2708754,0.6491674,1.0337602,0.13619661331176758,0.44318675994873047,0.3069901466369629
52,-0.26073104,0.1070146,"('competitive', 'uncompetitive')",-0.33211613,-0.4003113,-0.67125404,-0.4292133,-0.421367088953654,-0.2408366600672404,0.1805304288864136
43,-0.24186386,-0.020226423,"('genuine', 'fake')",-0.48895428,-0.36102045,-0.48787194,-0.47130176,-0.40623005231221515,-0.284182866414388,0.12204718589782715
92,0.21994762,-0.17536731,"('unwavering', 'wavering')",0.5169789,0.45348325,0.65889966,0.43380904,0.4652754068374634,0.2373083233833313,-0.22796708345413208
11,-0.20456034,-0.45985875,"('caring', 'unaffectionate')",-1.2033131,-1.132336,-1.5972891,-1.5220121,-1.0017208258310955,-1.0380689303080242,-0.03634810447692871
84,-0.19501069,-0.9570049,"('self-confident', 'diffident')",-0.41850358,-0.39355823,-0.94027185,-1.1671968,-0.5179287195205688,-0.8392532666524252,-0.3213245471318563
57,-0.19423896,-0.5871228,"('able', 'unable')",-0.34991413,-0.6228372,-0.52228934,-0.55724204,-0.3554808298746745,-0.5890673398971558,-0.23358651002248126
39,0.18072835,0.14885145,"('right', 'wrong')",-0.23374635,0.09545237,-0.5248566,-0.69423294,-0.1926248868306478,-0.14997637271881104,0.04264851411183676
69,0.17964813,-0.051775694,"('wise', 'foolish')",0.093678474,0.31060708,-0.20375082,-0.3081831,0.02319192886352539,-0.016450574000676472,-0.03964250286420186
0,-0.16489774,0.12840915,"('sociable', 'unsociable')",-0.15059036,0.0040141046,-0.66018987,-0.37089673,-0.3252259890238444,-0.07949115832646687,0.24573483069737756
56,-0.13566586,-0.121579304,"('intelligent', 'dumb')",0.40125903,0.475535,1.4388206,1.5549943,0.5681379238764445,0.636316696802775,0.06817877292633057
1,-0.13113481,-0.49509507,"('friendly', 'unfriendly')",-0.3369133,-0.10790232,-1.9506769,-1.9324316,-0.8062416712443033,-0.8451430002848307,-0.038901329040527344
10,0.12996662,0.07081795,"('affectionate', 'unaffectionate')",-0.14302787,0.03145653,-0.45481193,-0.33244643,-0.15595772862434387,-0.07672398289044698,0.0792337457338969
32,-0.12369232,0.22247209,"('benevolent', 'hardhearted')",-1.8971506,-1.7528379,-1.9298984,-1.5932918,-1.3169137636820476,-1.0412192344665527,0.27569452921549487
24,0.10738824,0.110590145,"('thoughtful', 'rough')",-2.1438594,-2.018147,-0.9742738,-0.8474932,-1.0035816828409831,-0.9183500607808431,0.08523162206014001
55,-0.10533252,0.0066744983,"('intelligent', 'unintelligent')",-1.0844413,-0.91267204,-1.1737725,-0.88230264,-0.7878487904866537,-0.5961000521977743,0.1917487382888794
62,0.09031242,-0.19059351,"('creative', 'uncreative')",-0.54515743,-0.6346575,-1.2928656,-1.3340069,-0.5825702349344889,-0.7197526295979818,-0.1371823946634929
105,-0.07568269,-0.38555098,"('conventional', 'modern')",-0.1318106,-0.16626544,0.35050678,0.23220131,0.04767115910847982,-0.10653836528460185,-0.15420952439308167
63,-0.05264765,-0.18649644,"('capable', 'incapable')",-0.5675641,-0.57379526,-0.5245064,-0.4129692,-0.3815727233886719,-0.39108697573343915,-0.009514252344767271
97,0.012732148,0.12467584,"('superior', 'inferior')",-0.7346351,-0.8410778,-1.3024662,-1.4937251,-0.6747897466023763,-0.7367089589436849,-0.061919212341308594
47,0.011933148,0.10032195,"('forgiving', 'unforgiving')",-0.22282009,-0.06925057,-0.2896327,-0.18034562,-0.16683987776438394,-0.04975808163483938,0.11708179612954456
5,0.0103238225,0.27880356,"('pleasant', 'repellent')",-0.24840894,-0.2478097,-0.10520236,-0.13364913,-0.11442915598551433,-0.034218420584996544,0.08021073540051779
