,motorola_male,motorola_female,tuple,mobility_male,mobility_female,holdings_male,holdings_female,average_male,average_female,female-male
75,4.1112213,4.598012,"('confident', 'shy')",5.7069397,5.7125587,5.658599,6.241472,5.158919970194499,5.51734733581543,0.3584273656209307
48,3.6847281,3.7497249,"('reliable', 'unreliable')",2.767075,2.6466954,2.2076168,2.184045,2.8864733378092446,2.8601551055908203,-0.02631823221842433
27,-3.3301344,-3.80799,"('sincere', 'insincere')",-6.4952,-6.334179,-6.638048,-7.0595007,-5.487794240315755,-5.733889897664388,-0.2460956573486328
6,2.9707828,3.4699311,"('liked', 'disliked')",5.9204774,5.7360697,6.4326763,6.7903547,5.107978820800781,5.332118670145671,0.22413984934488962
40,-2.6345994,-3.2742338,"('honorable', 'mean')",-5.0159473,-5.2776585,-4.99464,-5.475706,-4.2150624593098955,-4.67586612701416,-0.4608036677042646
53,-2.5942721,-2.9044085,"('smart', 'stupid')",-4.8234267,-4.6525006,-4.6145515,-4.657486,-4.01075013478597,-4.071465174357097,-0.060715039571126894
1,-2.4774094,-2.401084,"('friendly', 'unfriendly')",-1.2307485,-1.297749,-0.8443091,-0.73054564,-1.5174891153971355,-1.4764595031738281,0.041029612223307366
95,-2.4195204,-2.8425064,"('rich', 'poor')",-4.702693,-4.5989137,-6.1715283,-6.6570215,-4.431247075398763,-4.699480692545573,-0.2682336171468105
11,-2.2497404,-2.1463294,"('caring', 'unaffectionate')",-1.748725,-2.0035484,-1.9007652,-1.7334057,-1.9664103190104167,-1.9610943794250488,0.0053159395853679126
107,2.0331774,2.0210161,"('conventional', 'modern')",0.97403526,1.2471564,0.10567477,0.018637389,1.0376291275024414,1.095603307088216,0.057974179585774666
50,1.9386445,1.7434788,"('unprejudiced', 'prejudiced')",1.8504891,1.8425694,2.525052,2.5821576,2.1047285397847495,2.0560685793558755,-0.048659960428873994
13,-1.6462436,-1.9428864,"('helpful', 'unhelpful')",-3.006364,-3.029509,-3.0220122,-3.119163,-2.5582067171732583,-2.6971861521402993,-0.13897943496704102
66,1.6340883,1.9170133,"('imaginative', 'unimaginative')",2.30918,2.1377127,2.2398949,2.5875924,2.0610543886820474,2.214106241861979,0.15305185317993164
56,1.6322656,1.6118859,"('intelligent', 'dumb')",1.3874509,1.3856592,1.1403407,1.1971219,1.3866856892903645,1.398222287495931,0.011536598205566406
3,1.6170659,1.679059,"('likable', 'unlikable')",1.8246086,1.7113363,1.212531,1.376033,1.5514017740885417,1.588809331258138,0.037407557169596206
26,1.5480489,1.6086476,"('trustworthy', 'untrustworthy')",0.10362691,0.42240965,0.41538066,0.39705262,0.6890188058217367,0.809369961420695,0.12035115559895826
103,1.5443296,1.5391574,"('traditional', 'modern')",0.9079325,1.0551745,0.35770303,0.016626373,0.9366550445556641,0.8703193664550781,-0.06633567810058594
86,1.4745125,1.7597535,"('self-reliant', 'helpless')",2.9160795,2.8847365,3.5907848,3.8159852,2.6604588826497397,2.8201586405436196,0.1596997578938799
83,1.3186456,1.1571937,"('energetic', 'lethargic')",-0.3958753,-0.45296562,-1.1224997,-1.2530756,-0.06657648086547852,-0.18294918537139893,-0.11637270450592041
80,1.2875926,1.406532,"('independent', 'dependent')",0.39610368,0.5125238,0.57112694,0.26032668,0.7516077359517416,0.726460854212443,-0.025146881739298577
32,-1.2537597,-1.1407771,"('benevolent', 'hardhearted')",-1.3591294,-1.264665,-0.8464395,-0.33411533,-1.1531095504760742,-0.9131858348846436,0.23992371559143066
55,-1.2529452,-1.2645252,"('intelligent', 'unintelligent')",-1.3140494,-1.3122333,-1.2213461,-1.3420808,-1.2627802689870198,-1.3062797387440999,-0.04349946975708008
38,-1.2478235,-1.2034338,"('kind', 'unkind')",-1.8286386,-1.3195215,-2.1110625,-2.1741424,-1.7291749318440754,-1.5656992594401042,0.1634756724039712
10,-1.2296886,-1.0265725,"('affectionate', 'unaffectionate')",-0.31621903,-0.39789027,-0.5137048,-0.071733,-0.686537504196167,-0.49873193105061847,0.18780557314554852
62,-1.2270806,-1.0765029,"('creative', 'uncreative')",-0.35857847,-0.54286706,-0.76439476,-0.64673364,-0.7833512624104818,-0.7553679148356119,0.027983347574869866
84,-1.2250364,-1.2231704,"('self-confident', 'diffident')",-1.0939075,-1.3861241,-0.2980039,-0.10443291,-0.8723159631093343,-0.9045757452646891,-0.032259782155354744
44,-1.2098141,-1.2470963,"('truthful', 'untruthful')",-0.9724824,-1.0089638,-0.82398236,-0.77641314,-1.002092997233073,-1.01082444190979,-0.008731444676717048
102,-1.1780335,-1.1808351,"('eminent', 'low')",-0.43012518,-0.14652848,-0.29962468,-0.47791386,-0.6359277566274008,-0.601759155591329,0.03416860103607178
104,-1.161508,-1.0291862,"('conventional', 'unconventional')",-0.3688759,-0.315089,-0.6435943,-0.62254924,-0.7246593634287516,-0.6556081771850586,0.069051186243693
36,-1.1183561,-1.1616051,"('tolerant', 'intolerant')",-2.0590425,-1.7862871,-1.5423541,-1.3843503,-1.5732509295145671,-1.4440808296203613,0.1291700998942058
97,-1.1009383,-0.9892881,"('superior', 'inferior')",-1.0855975,-1.178371,-0.78949255,-0.78319675,-0.9920094807942709,-0.9836185773213705,0.00839090347290039
100,-1.0987225,-0.77727437,"('influential', 'uninfluential')",-0.829157,-0.58771163,-1.2892718,-1.0903666,-1.072383721669515,-0.8184508482615153,0.25393287340799964
109,1.0942788,1.0656495,"('conservative', 'liberal')",-0.360184,-0.060401812,-0.5183059,-0.70227265,0.07192963361740112,0.100991686185201,0.02906205256779988
108,1.0942788,1.0656495,"('conservative', 'liberal')",-0.360184,-0.060401812,-0.5183059,-0.70227265,0.07192963361740112,0.100991686185201,0.02906205256779988
31,-1.087567,-1.0044361,"('altruistic', 'egoistic')",-0.24277818,-0.18022725,-0.23184443,-0.1798492,-0.5207298596700033,-0.4548375606536865,0.06589229901631677
16,1.0578946,1.1348648,"('social', 'antisocial')",-0.79513955,-0.5288037,-0.9312005,-0.6903181,-0.2228151559829712,-0.02808566888173421,0.19472948710123697
65,-1.0445862,-1.0991167,"('practical', 'impractical')",-1.6398326,-1.5398409,-1.6573434,-1.5400561,-1.4472540219624836,-1.393004576365153,0.05424944559733058
5,1.0433801,0.76652366,"('pleasant', 'repellent')",-0.44447935,-0.390002,-0.8428028,-1.1062654,-0.08130067586898804,-0.24324792623519897,-0.16194725036621094
88,1.0414379,1.0280578,"('impulsive', 'meek')",1.7669022,1.7527846,2.0203009,2.0743499,1.6095469792683919,1.6183973948160808,0.00885041554768895
99,-1.0033284,-0.8448456,"('prestigious', 'insignificant')",-0.098343395,-0.038077816,1.2655886,1.2435471,0.054638942082722984,0.12020788590113322,0.06556894381841025
39,-0.98718727,-0.75688404,"('right', 'wrong')",0.0011379719,0.078661054,0.5891806,0.95958763,-0.13228956858317056,0.09378820657730103,0.2260777751604716
45,-0.9795923,-1.0067762,"('cooperative', 'exploitative')",-1.5005732,-1.3611107,-0.2448701,-0.18831658,-0.9083452224731445,-0.8520678679148356,0.056277354558308956
90,0.9230943,0.79660517,"('motivated', 'unmotivated')",0.5027487,0.28106472,0.28536385,-0.008630931,0.5704023043314616,0.35634628931681317,-0.21405601501464838
76,0.878759,0.95032847,"('secure', 'insecure')",-0.7685027,-0.51141715,-0.8251557,-0.9229028,-0.23829978704452515,-0.16133050123850504,0.07696928580602011
24,-0.87344366,-1.0567085,"('thoughtful', 'rough')",-1.508027,-1.3817291,-1.1258268,-1.2599579,-1.1690991719563801,-1.232798417409261,-0.06369924545288086
59,0.84670174,0.88827133,"('skillful', 'clumsy')",0.39187557,0.52399504,0.20886241,0.08008616,0.48247992992401123,0.4974508285522461,0.014970898628234863
33,-0.80149734,-0.874179,"('softhearted', 'hardhearted')",-1.0372543,-1.2862395,-1.4536307,-1.3283123,-1.0974607467651367,-1.1629103024800618,-0.06544955571492506
68,-0.78830755,-0.96622854,"('clever', 'inept')",-1.0826036,-1.1410515,-1.1536158,-1.3113605,-1.0081756909688313,-1.1395468711853027,-0.13137118021647143
52,0.7696781,0.64858776,"('competitive', 'uncompetitive')",-0.73336923,-0.49363926,-2.1735342,-2.1972377,-0.7124083836873373,-0.6807630856831869,0.03164529800415039
89,0.7518624,0.62635446,"('daring', 'anxious')",-0.25263005,-0.049238443,-1.0429957,-1.3931843,-0.18125444650650024,-0.2720227638880412,-0.09076831738154095
46,0.728131,0.9147693,"('generous', 'stingy')",1.635335,1.5093966,1.9788184,2.2156897,1.4474280675252278,1.5466184616088867,0.09919039408365893
94,0.7174868,0.69356143,"('aggressive', 'submissive')",-0.30267596,0.19339561,-0.4937843,-0.637865,-0.026324490706125896,0.08303068081537883,0.10935517152150473
28,-0.7143018,-0.8372347,"('honest', 'dishonest')",-1.8808635,-1.7792029,-1.9167614,-1.9680886,-1.503975550333659,-1.5281753540039062,-0.024199803670247322
74,-0.70857954,-0.79202557,"('insightful', 'unperceptive')",-1.6684067,-1.7572377,-2.0934055,-2.1803398,-1.4901305834452312,-1.5765342712402344,-0.08640368779500318
63,-0.7074587,-0.7724992,"('capable', 'incapable')",-0.42448056,-0.30583677,-0.72232276,-1.0001471,-0.6180872917175293,-0.6928277015686035,-0.07474040985107422
7,-0.702636,-0.74081475,"('outgoing', 'distant')",0.44940233,-0.017966345,1.4993908,1.3998266,0.41538572311401367,0.21368185679117838,-0.2017038663228353
51,0.6995381,0.5794456,"('competent', 'incompetent')",-0.7758393,-0.72441524,-1.2937353,-1.301471,-0.456678827603658,-0.4821468989054362,-0.025468071301778195
78,0.68124735,0.55261505,"('active', 'inactive')",2.1357539,1.4670751,1.5063173,1.2957523,1.4411061604817708,1.1051474412282307,-0.33595871925354004
77,0.67712593,0.8548796,"('active', 'inactive')",1.4073386,1.2983861,0.6805561,0.88758045,0.9216735363006592,1.013615369796753,0.09194183349609375
93,0.67084223,0.6681774,"('dominating', 'dominated')",-0.30401784,0.047733277,-0.84856683,-0.81774426,-0.1605808138847351,-0.03394452730814616,0.12663628657658896
34,-0.6705905,-0.5204954,"('loyal', 'disloyal')",-1.611015,-1.1923945,-2.0474734,-2.0751586,-1.4430262247721355,-1.262682835261027,0.1803433895111084
61,-0.6701168,-0.30933046,"('rational', 'irrational')",0.41605824,0.63621557,1.5563276,1.7502799,0.43408966064453125,0.6923883756001791,0.2582987149556478
22,0.6604612,0.67839694,"('welcoming', 'disagreeable')",1.0569348,1.1985085,1.6661851,1.633589,1.127860387166341,1.1701648235321045,0.04230443636576342
8,-0.6423386,-0.6576457,"('open', 'distant')",0.51058674,0.047514975,1.2482275,1.1591839,0.3721585273742676,0.1830177108446757,-0.1891408165295919
71,-0.64028656,-0.88202417,"('efficient', 'inefficient')",-1.7065493,-1.7411501,-2.176484,-2.4020324,-1.5077733993530273,-1.6750688552856445,-0.1672954559326172
96,-0.6333699,-0.5634849,"('powerful', 'powerless')",-0.7559364,-0.477512,-0.7962618,-0.46324554,-0.7285226980845133,-0.5014141400655111,0.2271085580190022
37,0.62670195,0.70209,"('good', 'evil')",1.9752245,1.7176371,2.9057746,3.0381927,1.8359003067016602,1.8193066914876301,-0.016593615214030022
91,-0.6220311,-0.6462829,"('resilient', 'nonresilient')",0.088648796,-0.18757045,-0.4052541,-0.6073829,-0.3128788073857625,-0.4804120858510335,-0.167533278465271
18,-0.61708236,-0.42638147,"('social', 'asocial')",-1.1736263,-0.7924263,-0.66804034,-0.44425464,-0.819583018620809,-0.5543541113535563,0.2652289072672527
35,0.5875212,0.7374237,"('fair', 'unfair')",0.45039207,0.4522374,0.8743042,0.99464476,0.6374058326085409,0.7281019687652588,0.0906961361567179
79,0.57663465,0.64148325,"('determined', 'doubtful')",-0.60871947,-0.546834,-0.24506077,-0.03441322,-0.09238186478614807,0.02007867892583211,0.11246054371198018
12,-0.5754417,-0.6604076,"('sympathetic', 'unsympathetic')",-1.6523356,-1.6398764,-2.2423363,-2.435833,-1.4900379180908203,-1.578705628712972,-0.08866771062215162
72,-0.5387135,-0.2420399,"('logical', 'illogical')",-1.1482022,-1.0517879,-1.4612262,-1.3648791,-1.049380620320638,-0.8862356344858805,0.16314498583475745
73,-0.4844482,-0.666775,"('brilliant', 'incompetent')",-1.0798318,-1.0721147,-2.0872397,-2.3778586,-1.2171732584635417,-1.372249444325765,-0.15507618586222316
2,0.47727028,0.37823448,"('friendly', 'unfriendly')",-1.1330308,-0.8537129,-1.967452,-2.1467884,-0.8744041919708252,-0.8740889231363932,0.00031526883443200315
87,-0.476335,-0.38407892,"('dedicated', 'undedicated')",-1.322618,-1.1299678,-0.9940319,-0.89585793,-0.930994987487793,-0.8033014933268229,0.1276934941609701
106,-0.46262413,-0.5433916,"('conventional', 'unconventional')",-0.4987096,-0.21213499,-0.6882695,-0.5743922,-0.5498677492141724,-0.4433062473932902,0.10656150182088214
67,-0.4461393,-0.30441833,"('discriminating', 'undiscriminating')",-0.6825324,-0.65361047,-0.95261633,-0.67132825,-0.6937626997629801,-0.5431190331776937,0.15064366658528638
21,0.42370415,0.30400008,"('nice', 'nasty')",0.36419606,0.25974786,0.77133566,0.8175553,0.5197452704111735,0.4604344367980957,-0.05931083361307776
19,-0.40901482,-0.28330326,"('funny', 'boring')",0.20986801,0.25094485,0.87662005,1.088836,0.22582441568374634,0.35215918223063153,0.1263347665468852
43,-0.3992766,-0.46104717,"('genuine', 'fake')",-0.35824546,-0.40237358,-1.1232972,-0.98662543,-0.6269397735595703,-0.6166820526123047,0.010257720947265625
82,-0.397622,-0.23897862,"('industrious', 'meek')",1.102615,1.022569,1.4596344,1.6289227,0.7215425173441569,0.8041710058848063,0.08262848854064941
42,-0.39048302,-0.17088133,"('amicable', 'hostile')",1.4626019,1.3998333,2.034894,2.330525,1.0356709162394206,1.1864922841389973,0.15082136789957667
58,0.37287256,0.41850898,"('able', 'clumsy')",-1.2669454,-0.98758566,-1.9926922,-2.0978327,-0.9622550010681152,-0.8889697392781576,0.07328526178995765
60,0.35742113,0.503287,"('educated', 'uneducated')",-0.10020685,0.34838814,-0.8248145,-0.94968426,-0.18920008341471353,-0.0326697031656901,0.15653038024902344
20,0.35365736,0.33473277,"('popular', 'unpopular')",0.4448021,0.50803435,0.4957329,0.14628363,0.4313974380493164,0.3296835819880168,-0.10171385606129962
98,-0.3475558,-0.21199825,"('prestigious', 'insignificant')",0.14632933,0.19261646,0.5292704,0.28390616,0.10934797922770183,0.08817479014396667,-0.021173189083735153
41,-0.33848703,-0.13417727,"('incorrupt', 'corrupt')",1.4865606,1.3569555,2.3518035,2.3175573,1.1666256586710613,1.1801118850708008,0.01348622639973951
54,-0.29859385,-0.48629242,"('smart', 'stupid')",0.0019218773,-0.29550445,-0.08050594,0.05355376,-0.1257259746392568,-0.24274770418802896,-0.11702172954877216
25,0.28097382,0.10737547,"('moral', 'immoral')",-1.3815405,-1.1099235,-1.6408509,-1.881067,-0.913805882136027,-0.961205005645752,-0.04739912350972497
64,-0.2419653,-0.27904934,"('clever', 'incompetent')",-1.1753731,-0.87343353,-2.019369,-2.135729,-1.145569086074829,-1.0960706075032551,0.04949847857157397
15,0.23047604,0.43050805,"('polite', 'impolite')",0.1860938,0.59887135,-0.11679274,-0.06047392,0.099925696849823,0.3229684829711914,0.2230427861213684
57,-0.22883856,-0.24868411,"('able', 'unable')",-0.5003936,-0.45628136,-0.6606281,-1.0480552,-0.46328675746917725,-0.5843402147293091,-0.12105345726013184
