,legg_male,legg_female,tuple,mason_male,mason_female,average_male,average_female,female-male
75,3.5418215,3.3851843,"('confident', 'shy')",7.3755283,7.1688976,5.458674907684326,5.277040958404541,-0.18163394927978516
95,-2.4014077,-2.3793287,"('rich', 'poor')",-4.936191,-4.9910145,-3.66879940032959,-3.685171604156494,-0.016372203826904297
53,-2.2878673,-2.0802102,"('smart', 'stupid')",-4.7418785,-4.34931,-3.5148730278015137,-3.2147600650787354,0.3001129627227783
6,2.0288844,1.9119791,"('liked', 'disliked')",5.603806,5.18027,3.81634521484375,3.5461246967315674,-0.2702205181121826
27,-1.8819587,-1.8969709,"('sincere', 'insincere')",-6.2053814,-5.840116,-4.043670177459717,-3.8685433864593506,0.1751267910003662
66,1.7804447,1.8929936,"('imaginative', 'unimaginative')",2.6614912,2.9490814,2.220968008041382,2.421037435531616,0.20006942749023438
46,1.4883947,1.6526538,"('generous', 'stingy')",1.0274724,1.0864369,1.2579336166381836,1.369545340538025,0.11161172389984131
40,-1.4687552,-1.8114793,"('honorable', 'mean')",-4.783367,-4.9055824,-3.126061201095581,-3.3585309982299805,-0.23246979713439941
3,1.2994978,1.1766527,"('likable', 'unlikable')",2.126184,1.8455718,1.7128409147262573,1.5111122131347656,-0.2017287015914917
110,-1.2601503,-1.1116645,"('narrow-minded', 'open-minded')",0.080872655,0.055955514,-0.5896388292312622,-0.5278545022010803,0.061784327030181885
78,1.1694041,0.7508345,"('active', 'inactive')",1.5423945,1.1073148,1.3558993339538574,0.9290746450424194,-0.426824688911438
81,1.0815686,1.0622681,"('industrious', 'lazy')",0.7743425,0.4882244,0.9279555082321167,0.775246262550354,-0.1527092456817627
37,1.0809137,1.2563596,"('good', 'evil')",0.7110629,0.4736725,0.8959882855415344,0.8650160431861877,-0.03097224235534668
14,1.0109715,0.7759215,"('supportive', 'unsupportive')",0.89382267,0.8941926,0.9523971080780029,0.8350570201873779,-0.117340087890625
22,0.9698803,0.8176971,"('welcoming', 'disagreeable')",0.61577696,0.2564394,0.7928286194801331,0.537068247795105,-0.2557603716850281
61,0.9575378,1.2047098,"('rational', 'irrational')",-0.21790639,-0.32893017,0.3698157072067261,0.43788981437683105,0.06807410717010498
93,-0.94665444,-0.6386763,"('dominating', 'dominated')",0.8113537,1.2702024,-0.06765037775039673,0.31576305627822876,0.3834134340286255
90,0.9381038,0.42251593,"('motivated', 'unmotivated')",1.1507328,0.6451565,1.0444183349609375,0.5338362455368042,-0.5105820894241333
15,0.932235,0.8455547,"('polite', 'impolite')",1.0107443,1.355559,0.971489667892456,1.1005568504333496,0.12906718254089355
80,0.91207206,0.6784382,"('independent', 'dependent')",1.0849439,0.9453972,0.9985079765319824,0.8119176626205444,-0.186590313911438
28,-0.88058186,-0.9513303,"('honest', 'dishonest')",-1.7849758,-1.6968417,-1.332778811454773,-1.3240859508514404,0.00869286060333252
55,0.87621677,0.68979,"('intelligent', 'unintelligent')",-0.42992198,-0.26158458,0.22314739227294922,0.21410271525382996,-0.009044677019119263
48,0.8757285,0.7008555,"('reliable', 'unreliable')",2.7016628,2.6009538,1.7886955738067627,1.650904655456543,-0.13779091835021973
103,0.8712511,0.5838413,"('traditional', 'modern')",1.0559254,0.7896129,0.9635882377624512,0.6867271065711975,-0.27686113119125366
91,0.85980546,0.7526049,"('resilient', 'nonresilient')",0.54830384,0.5344479,0.7040546536445618,0.6435264348983765,-0.0605282187461853
77,0.85330844,0.96779287,"('active', 'inactive')",0.15441015,0.26315558,0.503859281539917,0.6154742240905762,0.11161494255065918
5,0.85109353,0.60559237,"('pleasant', 'repellent')",0.29971015,0.26585537,0.5754018425941467,0.4357238709926605,-0.1396779716014862
65,-0.84790015,-1.2356429,"('practical', 'impractical')",0.030747905,0.08414568,-0.4085761308670044,-0.57574862241745,-0.16717249155044556
32,-0.8353503,-0.5234678,"('benevolent', 'hardhearted')",-1.7595036,-1.2332332,-1.2974269390106201,-0.8783504962921143,0.41907644271850586
70,0.82828313,0.8698014,"('wise', 'unwise')",0.08469796,0.21833512,0.45649054646492004,0.5440682768821716,0.08757773041725159
21,0.8109823,0.88657737,"('nice', 'nasty')",0.094049215,0.11830276,0.45251575112342834,0.5024400949478149,0.0499243438243866
34,-0.8045902,-0.5797585,"('loyal', 'disloyal')",-2.0994134,-1.5714066,-1.4520018100738525,-1.075582504272461,0.3764193058013916
54,0.7765465,0.5078155,"('smart', 'stupid')",0.37410527,0.29951543,0.5753258466720581,0.4036654531955719,-0.1716603934764862
102,0.77172977,0.5289435,"('eminent', 'low')",-0.49280256,-0.6181939,0.1394636034965515,-0.04462522268295288,-0.1840888261795044
68,-0.7558917,-1.0244459,"('clever', 'inept')",-0.55766624,-0.9012476,-0.6567789316177368,-0.9628467559814453,-0.3060678243637085
105,-0.71745074,-0.8285387,"('conventional', 'modern')",-1.336245,-1.4296042,-1.0268478393554688,-1.1290714740753174,-0.10222363471984863
94,0.66124374,0.46350682,"('aggressive', 'submissive')",2.0063634,2.2711208,1.3338035345077515,1.3673138618469238,0.03351032733917236
57,0.6524281,0.431822,"('able', 'unable')",0.29374617,0.13200167,0.4730871319770813,0.28191184997558594,-0.19117528200149536
20,0.62359524,0.7470652,"('popular', 'unpopular')",0.25122237,0.16984096,0.43740880489349365,0.45845305919647217,0.021044254302978516
38,-0.5948557,-0.42251107,"('kind', 'unkind')",-1.1319367,-0.47392118,-0.863396167755127,-0.44821614027023315,0.4151800274848938
109,0.5593921,0.23793632,"('conservative', 'liberal')",1.8524435,1.9473978,1.2059178352355957,1.0926671028137207,-0.113250732421875
108,0.5593921,0.23793632,"('conservative', 'liberal')",1.8524435,1.9473978,1.2059178352355957,1.0926671028137207,-0.113250732421875
11,-0.5582427,-0.49505928,"('caring', 'unaffectionate')",-2.2054796,-2.1440108,-1.3818612098693848,-1.3195350170135498,0.06232619285583496
84,-0.55787516,-0.51036423,"('self-confident', 'diffident')",-0.65550476,-0.70054746,-0.6066899299621582,-0.6054558753967285,0.0012340545654296875
18,-0.55694723,-0.5282144,"('social', 'asocial')",-0.3084332,-0.0935605,-0.43269020318984985,-0.3108874559402466,0.12180274724960327
86,0.51382947,0.36014923,"('self-reliant', 'helpless')",2.8350315,2.3863487,1.6744304895401,1.3732489347457886,-0.3011815547943115
76,0.4916973,0.49818256,"('secure', 'insecure')",0.89491206,0.9537554,0.6933046579360962,0.7259689569473267,0.03266429901123047
97,-0.47911817,-0.33503145,"('superior', 'inferior')",-1.0499249,-0.57051903,-0.7645214796066284,-0.452775239944458,0.3117462396621704
45,-0.47765574,-0.8012563,"('cooperative', 'exploitative')",0.029687077,-0.2004334,-0.22398433089256287,-0.5008448362350464,-0.2768605053424835
100,0.47507483,0.5105073,"('influential', 'uninfluential')",-0.30559105,0.22380078,0.08474189043045044,0.3671540319919586,0.2824121415615082
88,0.45734465,0.59455705,"('impulsive', 'meek')",1.101233,0.84670544,0.7792888283729553,0.7206312417984009,-0.05865758657455444
104,-0.44577014,-0.32639998,"('conventional', 'unconventional')",-1.8922116,-1.4838946,-1.1689908504486084,-0.9051473140716553,0.2638435363769531
85,0.43500853,0.4737462,"('ambitious', 'unambitious')",-0.26823318,-0.34534818,0.08338767290115356,0.06419901549816132,-0.01918865740299225
50,0.43045533,0.3274973,"('unprejudiced', 'prejudiced')",2.0715773,1.6741209,1.25101637840271,1.0008090734481812,-0.2502073049545288
106,0.42947167,0.3409203,"('conventional', 'unconventional')",-0.42167062,-0.16033319,0.0039005279541015625,0.09029355645179749,0.08639302849769592
107,0.42461228,0.5472362,"('conventional', 'modern')",0.8611327,0.8350514,0.6428724527359009,0.691143810749054,0.048271358013153076
56,-0.42046654,-0.34964424,"('intelligent', 'dumb')",1.0632381,1.2015347,0.32138580083847046,0.4259452521800995,0.10455945134162903
13,-0.41896105,-0.58899105,"('helpful', 'unhelpful')",-2.2322173,-1.7176764,-1.3255891799926758,-1.1533336639404297,0.1722555160522461
42,0.40680498,0.6470645,"('amicable', 'hostile')",-0.15986466,-0.35092068,0.12347015738487244,0.14807191491127014,0.024601757526397705
31,-0.38524234,-0.19845147,"('altruistic', 'egoistic')",-0.5275991,-0.8333302,-0.4564207196235657,-0.5158908367156982,-0.05947011709213257
30,-0.3849634,-0.5357536,"('honest', 'dishonest')",0.20143852,0.22363162,-0.09176243841648102,-0.15606099367141724,-0.06429855525493622
