,foot_male,foot_female,tuple,locker_male,locker_female,average_male,average_female,female-male
3,2.0906086,2.2105486,"('likable', 'unlikable')",0.8501903,0.34426188,1.4703993797302246,1.2774052619934082,-0.1929941177368164
28,-1.8505126,-1.9987526,"('honest', 'dishonest')",-1.4330034,-1.2622112,-1.6417579650878906,-1.6304819583892822,0.011276006698608398
29,-1.7422973,-1.9885242,"('honest', 'immoral')",-0.8815026,-0.90503395,-1.3118999004364014,-1.4467790126800537,-0.13487911224365234
63,-1.6937923,-1.5246298,"('capable', 'incapable')",-1.9793544,-2.3400307,-1.8365733623504639,-1.9323302507400513,-0.0957568883895874
88,1.654714,1.699407,"('impulsive', 'meek')",1.3729392,0.68705976,1.513826608657837,1.1932333707809448,-0.3205932378768921
10,-1.6163585,-0.9628893,"('affectionate', 'unaffectionate')",-1.059859,-1.2385521,-1.338108777999878,-1.1007206439971924,0.23738813400268555
90,1.6141524,1.2012572,"('motivated', 'unmotivated')",0.9205245,0.52360845,1.267338514328003,0.8624328374862671,-0.40490567684173584
33,-1.5798855,-1.4676287,"('softhearted', 'hardhearted')",-1.3250365,-1.2311963,-1.4524610042572021,-1.349412441253662,0.10304856300354004
103,1.5712843,1.3491349,"('traditional', 'modern')",1.7740318,1.6030134,1.6726579666137695,1.47607421875,-0.19658374786376953
56,1.4705983,1.4347866,"('intelligent', 'dumb')",1.4077029,1.4526268,1.4391505718231201,1.443706750869751,0.004556179046630859
80,1.4602741,1.1838579,"('independent', 'dependent')",0.4632778,0.25743628,0.9617759585380554,0.7206470966339111,-0.2411288619041443
104,-1.4488342,-0.7734622,"('conventional', 'unconventional')",-0.59280336,-0.6959326,-1.0208187103271484,-0.7346974015235901,0.28612130880355835
87,-1.4257807,-1.6144087,"('dedicated', 'undedicated')",-0.21569273,-0.30852675,-0.8207367062568665,-0.9614677429199219,-0.14073103666305542
97,-1.380009,-1.0228406,"('superior', 'inferior')",-0.96365166,-0.7744549,-1.171830415725708,-0.8986477851867676,0.27318263053894043
105,-1.3462571,-1.0740159,"('conventional', 'modern')",-1.1763618,-1.2878197,-1.2613093852996826,-1.180917739868164,0.08039164543151855
31,-1.3068867,-0.6533984,"('altruistic', 'egoistic')",-0.7241439,-0.3919915,-1.0155153274536133,-0.5226949453353882,0.4928203821182251
47,-1.2856236,-1.1631746,"('forgiving', 'unforgiving')",-0.7467297,-0.5463988,-1.0161765813827515,-0.85478675365448,0.16138982772827148
65,-1.2293868,-1.8468854,"('practical', 'impractical')",-0.879476,-0.8518801,-1.054431438446045,-1.349382758140564,-0.29495131969451904
9,-1.1977541,-1.5747713,"('sensitive', 'insensitive')",-1.1441807,-1.1558666,-1.1709673404693604,-1.365319013595581,-0.1943516731262207
81,1.1340111,1.7275071,"('industrious', 'lazy')",0.87323254,0.21495152,1.0036218166351318,0.9712293148040771,-0.03239250183105469
109,1.1029685,0.6122298,"('conservative', 'liberal')",0.5647884,0.77869177,0.8338783979415894,0.6954607963562012,-0.13841760158538818
108,1.1029685,0.6122298,"('conservative', 'liberal')",0.5647884,0.77869177,0.8338783979415894,0.6954607963562012,-0.13841760158538818
37,1.0724674,1.7035525,"('good', 'evil')",1.6558235,1.2439616,1.3641455173492432,1.473757028579712,0.10961151123046875
43,-1.0588164,-1.1245364,"('genuine', 'fake')",-0.3099999,-0.2369201,-0.6844081878662109,-0.6807282567024231,0.003679931163787842
14,1.0437185,0.8717156,"('supportive', 'unsupportive')",0.5759471,0.22566809,0.8098328113555908,0.5486918687820435,-0.26114094257354736
49,-1.0123425,-1.7070068,"('responsible', 'irresponsible')",-1.1281712,-0.7480043,-1.0702568292617798,-1.2275055646896362,-0.15724873542785645
94,0.9157294,0.15549925,"('aggressive', 'submissive')",0.7735758,0.8805059,0.8446525931358337,0.5180025696754456,-0.3266500234603882
55,-0.8949098,-1.2460952,"('intelligent', 'unintelligent')",-0.77071315,-0.29250288,-0.8328114748001099,-0.7692990303039551,0.06351244449615479
102,-0.8868623,-0.76753455,"('eminent', 'low')",-0.33447593,-0.39704388,-0.6106691360473633,-0.5822892189025879,0.02837991714477539
84,-0.8808273,-0.5567648,"('self-confident', 'diffident')",-0.6890848,-0.8271196,-0.7849560976028442,-0.6919422149658203,0.09301388263702393
101,-0.84846914,-0.9955904,"('successful', 'unsuccessful')",-0.22279534,0.34724823,-0.5356322526931763,-0.3241710662841797,0.21146118640899658
100,-0.82858205,-0.74675477,"('influential', 'uninfluential')",-0.5850235,-0.29726607,-0.7068027853965759,-0.5220104455947876,0.18479233980178833
24,-0.8252099,-0.979382,"('thoughtful', 'rough')",0.32706726,0.8148959,-0.24907132983207703,-0.08224302530288696,0.16682830452919006
54,0.73764884,0.40648448,"('smart', 'stupid')",0.37707514,-0.1346008,0.5573619604110718,0.13594183325767517,-0.4214201271533966
19,-0.70947397,-0.6728888,"('funny', 'boring')",-0.24624586,-0.043366075,-0.4778599143028259,-0.3581274449825287,0.11973246932029724
52,0.66852325,0.05996561,"('competitive', 'uncompetitive')",0.15789866,0.4044693,0.4132109582424164,0.2322174608707428,-0.18099349737167358
12,-0.6593531,-1.3119977,"('sympathetic', 'unsympathetic')",-0.61574054,-0.2962724,-0.6375467777252197,-0.8041350245475769,-0.16658824682235718
72,-0.64174414,-0.6917343,"('logical', 'illogical')",-0.8051071,-0.33406225,-0.7234256267547607,-0.5128982663154602,0.21052736043930054
26,0.6413468,0.50162953,"('trustworthy', 'untrustworthy')",0.8834143,1.4402671,0.7623805999755859,0.970948338508606,0.20856773853302002
22,0.63667583,0.9182393,"('welcoming', 'disagreeable')",0.4581498,0.5710848,0.5474128127098083,0.7446620464324951,0.19724923372268677
7,0.61300045,0.79197156,"('outgoing', 'distant')",-0.3372834,-1.5731156,0.1378585249185562,-0.3905720114707947,-0.5284305363893509
44,-0.60275584,-0.749979,"('truthful', 'untruthful')",-1.737469,-2.211316,-1.1701123714447021,-1.4806475639343262,-0.310535192489624
71,0.59994817,-0.65299183,"('efficient', 'inefficient')",-0.13651896,0.048708916,0.23171460628509521,-0.3021414577960968,-0.533856064081192
30,-0.5964817,-0.9816123,"('honest', 'dishonest')",-0.4071954,-0.14589167,-0.5018385648727417,-0.5637519955635071,-0.06191343069076538
35,0.5764714,0.8625485,"('fair', 'unfair')",0.4877054,0.801448,0.5320883989334106,0.8319982290267944,0.2999098300933838
76,0.56340307,-0.07994516,"('secure', 'insecure')",0.7404876,1.6450728,0.6519453525543213,0.7825638055801392,0.13061845302581787
106,-0.5534841,-0.37890124,"('conventional', 'unconventional')",0.006751865,-0.040469997,-0.2733660936355591,-0.20968562364578247,0.06368046998977661
60,-0.5417853,-0.46348464,"('educated', 'uneducated')",-0.4946586,-0.20393313,-0.5182219743728638,-0.33370888233184814,0.18451309204101562
51,-0.53232086,-1.029034,"('competent', 'incompetent')",-0.37153035,-0.10344881,-0.4519256055355072,-0.5662413835525513,-0.11431577801704407
68,-0.51480806,-1.0276363,"('clever', 'inept')",-1.1100385,-1.5355513,-0.8124232888221741,-1.2815937995910645,-0.4691705107688904
93,0.49618912,0.11914885,"('dominating', 'dominated')",0.5067097,1.3112131,0.5014494061470032,0.7151809930801392,0.213731586933136
20,-0.48479584,-0.010184526,"('popular', 'unpopular')",-0.25534588,-0.48979968,-0.3700708746910095,-0.24999210238456726,0.12007877230644226
99,-0.47865176,0.30136245,"('prestigious', 'insignificant')",-1.1105924,-1.8231151,-0.7946220636367798,-0.7608762979507446,0.033745765686035156
17,-0.46500415,-0.24314502,"('social', 'antisocial')",-0.059984207,0.2686665,-0.26249417662620544,0.012760743498802185,0.27525492012500763
69,-0.44277507,-0.09225944,"('wise', 'foolish')",-0.29789644,-0.57365525,-0.37033575773239136,-0.33295732736587524,0.03737843036651611
74,-0.44091606,-0.8878968,"('insightful', 'unperceptive')",-0.82242566,-0.949848,-0.6316708326339722,-0.9188723564147949,-0.28720152378082275
2,-0.43176216,-1.0288277,"('friendly', 'unfriendly')",0.551872,1.385918,0.060054928064346313,0.17854517698287964,0.11849024891853333
39,-0.41666284,0.26701784,"('right', 'wrong')",-1.1818209,-1.3211328,-0.799241840839386,-0.5270574688911438,0.2721843719482422
4,-0.41533437,-0.51956564,"('likable', 'unlikable')",-0.63649356,-0.5461076,-0.5259139537811279,-0.5328366160392761,-0.006922662258148193
64,-0.41417658,-1.0707207,"('clever', 'incompetent')",-0.40170532,0.2151249,-0.40794095396995544,-0.4277978837490082,-0.019856929779052734
59,-0.4024199,-0.051151395,"('skillful', 'clumsy')",0.07862306,0.15452546,-0.1618984192609787,0.051687031984329224,0.21358545124530792
15,0.39647776,0.03585553,"('polite', 'impolite')",-0.45705584,-0.044389307,-0.03028903901576996,-0.004266887903213501,0.026022151112556458
61,0.38586837,0.95881575,"('rational', 'irrational')",0.4360538,0.44477543,0.4109610915184021,0.7017955780029297,0.2908344864845276
5,0.36106735,0.0051647574,"('pleasant', 'repellent')",0.58947384,0.6269489,0.4752705991268158,0.3160568177700043,-0.15921378135681152
98,-0.3549161,0.10795617,"('prestigious', 'insignificant')",-1.2947593,-1.6421614,-0.8248376846313477,-0.7671025991439819,0.05773508548736572
62,-0.3492302,-0.109733224,"('creative', 'uncreative')",-0.96321195,-1.1710625,-0.6562210917472839,-0.640397846698761,0.01582324504852295
21,0.3310272,0.2805828,"('nice', 'nasty')",0.46611202,0.48663628,0.39856961369514465,0.3836095333099365,-0.01496008038520813
110,-0.328538,-0.27807164,"('narrow-minded', 'open-minded')",0.61364824,1.1927936,0.1425551176071167,0.45736098289489746,0.31480586528778076
107,0.30957896,-0.026996672,"('conventional', 'modern')",0.13077193,0.44042665,0.22017544507980347,0.20671498775482178,-0.01346045732498169
96,0.2938035,0.28539765,"('powerful', 'powerless')",-0.53162956,-0.0689725,-0.11891302466392517,0.10821257531642914,0.2271255999803543
45,-0.28565365,-0.8133339,"('cooperative', 'exploitative')",0.044607177,0.38797027,-0.12052323669195175,-0.2126818299293518,-0.09215859323740005
0,-0.28197396,-0.41574627,"('sociable', 'unsociable')",-0.54070246,0.0017886162,-0.411338210105896,-0.20697882771492004,0.20435938239097595
67,-0.28115374,-0.22884305,"('discriminating', 'undiscriminating')",-0.8122443,-0.85569584,-0.546699047088623,-0.5422694683074951,0.00442957878112793
18,-0.27740133,-0.60891414,"('social', 'asocial')",-0.16483194,0.07080869,-0.22111663222312927,-0.2690527141094208,-0.047936081886291504
77,0.26987818,0.64359224,"('active', 'inactive')",1.2871292,1.2589185,0.7785036563873291,0.9512553811073303,0.17275172472000122
79,-0.2632569,-0.08438325,"('determined', 'doubtful')",-0.26928365,-0.36360544,-0.2662702798843384,-0.22399434447288513,0.04227593541145325
41,0.24524832,0.9863786,"('incorrupt', 'corrupt')",1.2687759,0.9448276,0.757012128829956,0.9656031131744385,0.20859098434448242
23,0.23783731,0.3416626,"('hospitable', 'inhospitable')",-0.6317331,-1.4048469,-0.19694790244102478,-0.5315921306610107,-0.33464422821998596
70,0.21919762,0.293028,"('wise', 'unwise')",0.4346679,0.0479562,0.32693275809288025,0.17049209773540497,-0.15644066035747528
42,-0.21217799,0.6715668,"('amicable', 'hostile')",-0.04823482,-0.573113,-0.1302064061164856,0.04922688007354736,0.17943328619003296
92,-0.21081173,0.0601058,"('unwavering', 'wavering')",-0.1325658,-0.58785737,-0.1716887652873993,-0.2638757824897766,-0.09218701720237732
36,-0.19063531,-0.9407048,"('tolerant', 'intolerant')",-1.6009929,-1.4845115,-0.8958141207695007,-1.2126080989837646,-0.3167939782142639
25,-0.16888443,-0.856988,"('moral', 'immoral')",-0.35113525,-0.27884918,-0.2600098252296448,-0.567918598651886,-0.3079087734222412
89,0.15390256,-0.44561416,"('daring', 'anxious')",0.89864486,1.9354681,0.5262737274169922,0.744926929473877,0.21865320205688477
73,0.15183467,-0.9510547,"('brilliant', 'incompetent')",-1.0575697,-1.2485911,-0.4528675377368927,-1.0998228788375854,-0.6469553411006927
83,0.08178252,-0.68460417,"('energetic', 'lethargic')",-0.67477137,-0.6241,-0.29649442434310913,-0.654352068901062,-0.3578576445579529
16,-0.075713664,-0.27724653,"('social', 'antisocial')",0.56987303,1.3882252,0.24707968533039093,0.5554893016815186,0.3084096163511276
91,0.07552597,0.04286334,"('resilient', 'nonresilient')",0.85434854,0.98579735,0.4649372696876526,0.5143303275108337,0.04939305782318115
8,-0.032656074,0.34256858,"('open', 'distant')",-0.040327877,-0.95330775,-0.03649197518825531,-0.3053695857524872,-0.2688776105642319
85,0.0035366416,-0.25300395,"('ambitious', 'unambitious')",0.3763401,0.6004642,0.18993836641311646,0.17373013496398926,-0.016208231449127197
57,-0.0025137141,-0.2748155,"('able', 'unable')",-1.0823358,-1.3760669,-0.5424247980117798,-0.8254412412643433,-0.2830164432525635
82,5.4836273e-06,0.6849162,"('industrious', 'meek')",0.92219716,0.7342684,0.46110132336616516,0.709592342376709,0.24849101901054382
