,mohawk_male,mohawk_female,tuple,industries_male,industries_female,average_male,average_female,female-male
75,4.9272175,5.422496,"('confident', 'shy')",5.4495916,5.5067234,5.188404560089111,5.464609622955322,0.27620506286621094
27,-4.482271,-5.251722,"('sincere', 'insincere')",-6.1141653,-6.1939087,-5.298218250274658,-5.72281551361084,-0.42459726333618164
6,4.1794167,4.7608805,"('liked', 'disliked')",5.2117295,5.4084234,4.695572853088379,5.084651947021484,0.38907909393310547
95,-3.8346152,-4.287942,"('rich', 'poor')",-5.904777,-5.936,-4.869696140289307,-5.111970901489258,-0.24227476119995117
53,-3.4859393,-3.957046,"('smart', 'stupid')",-4.3797617,-4.6491446,-3.9328503608703613,-4.30309534072876,-0.37024497985839844
40,-3.2596164,-4.052434,"('honorable', 'mean')",-4.9742317,-5.449584,-4.116924285888672,-4.751008987426758,-0.6340847015380859
50,2.2301192,2.1553802,"('unprejudiced', 'prejudiced')",2.061376,1.8984665,2.145747661590576,2.026923418045044,-0.11882424354553223
11,-2.2218316,-2.1449752,"('caring', 'unaffectionate')",-1.6257833,-1.4885998,-1.9238073825836182,-1.8167874813079834,0.10701990127563477
48,1.8023771,1.9751679,"('reliable', 'unreliable')",2.7541041,2.3794923,2.27824068069458,2.1773300170898438,-0.10091066360473633
28,-1.688643,-1.8491228,"('honest', 'dishonest')",-1.459863,-1.6345155,-1.574252963066101,-1.741819143295288,-0.167566180229187
63,-1.5935662,-1.8008986,"('capable', 'incapable')",-0.6796694,-0.76317525,-1.1366177797317505,-1.2820369005203247,-0.14541912078857422
36,-1.5741769,-1.7629335,"('tolerant', 'intolerant')",-1.586382,-1.8531464,-1.5802794694900513,-1.808039903640747,-0.2277604341506958
80,1.5319021,1.5642952,"('independent', 'dependent')",1.1404629,0.91732603,1.3361824750900269,1.2408106327056885,-0.09537184238433838
86,1.518124,1.8951421,"('self-reliant', 'helpless')",3.0003362,2.8523922,2.259230136871338,2.373767137527466,0.11453700065612793
13,-1.4532561,-2.010603,"('helpful', 'unhelpful')",-3.9152627,-4.050238,-2.6842594146728516,-3.0304205417633057,-0.3461611270904541
3,1.435488,1.5499243,"('likable', 'unlikable')",1.393158,1.472019,1.4143229722976685,1.5109715461730957,0.09664857387542725
62,-1.4261556,-1.0839918,"('creative', 'uncreative')",-0.8167668,-0.8983838,-1.1214611530303955,-0.9911878108978271,0.13027334213256836
34,-1.3764768,-1.3666518,"('loyal', 'disloyal')",-1.9070129,-1.7102609,-1.64174485206604,-1.5384563207626343,0.10328853130340576
10,-1.3721654,-1.0977335,"('affectionate', 'unaffectionate')",-0.7057605,-0.439344,-1.038962960243225,-0.7685387134552002,0.2704242467880249
1,-1.359753,-1.2329156,"('friendly', 'unfriendly')",-1.252713,-1.0838089,-1.3062329292297363,-1.1583622694015503,0.14787065982818604
12,-1.3546784,-1.6542931,"('sympathetic', 'unsympathetic')",-1.3308295,-1.3874362,-1.3427538871765137,-1.5208646059036255,-0.17811071872711182
104,-1.2969712,-1.2193332,"('conventional', 'unconventional')",0.084119245,0.54084396,-0.6064260005950928,-0.3392446041107178,0.267181396484375
93,1.2902505,1.0418787,"('dominating', 'dominated')",-0.29992002,-0.3389766,0.49516525864601135,0.35145103931427,-0.14371421933174133
88,1.2409614,1.362011,"('impulsive', 'meek')",0.9891247,0.89320624,1.115043044090271,1.1276085376739502,0.0125654935836792
84,-1.2311821,-1.1292152,"('self-confident', 'diffident')",-0.1927159,-0.15248793,-0.7119489908218384,-0.640851616859436,0.07109737396240234
99,-1.2128509,-0.9490086,"('prestigious', 'insignificant')",-0.038632035,0.24843529,-0.6257414817810059,-0.35028666257858276,0.2754548192024231
21,1.1824554,1.1449263,"('nice', 'nasty')",0.66968817,0.4916951,0.9260717630386353,0.8183107376098633,-0.10776102542877197
33,-1.1510234,-0.9909849,"('softhearted', 'hardhearted')",-0.44363824,-0.53811026,-0.7973307967185974,-0.76454758644104,0.03278321027755737
16,1.1430895,0.88690966,"('social', 'antisocial')",-0.9049672,-0.85475916,0.1190611720085144,0.0160752534866333,-0.1029859185218811
98,-1.1198659,-1.0661228,"('prestigious', 'insignificant')",0.4210732,0.5050434,-0.34939634799957275,-0.28053969144821167,0.06885665655136108
65,-1.0746017,-1.3288184,"('practical', 'impractical')",-2.3147078,-2.5139508,-1.6946547031402588,-1.921384572982788,-0.2267298698425293
49,-1.07341,-1.3804383,"('responsible', 'irresponsible')",-1.4067963,-1.6969138,-1.2401032447814941,-1.5386760234832764,-0.2985727787017822
56,1.0697432,0.98070127,"('intelligent', 'dumb')",0.68804324,0.6850192,0.8788931965827942,0.8328602313995361,-0.04603296518325806
87,-1.0476389,-1.0442505,"('dedicated', 'undedicated')",-1.325762,-1.2611387,-1.186700463294983,-1.152694582939148,0.03400588035583496
45,-1.0432011,-1.2515492,"('cooperative', 'exploitative')",0.7344775,0.25693431,-0.1543617844581604,-0.4973074793815613,-0.3429456949234009
7,-1.0381377,-0.7176893,"('outgoing', 'distant')",1.3532538,1.213749,0.15755808353424072,0.248029887676239,0.09047180414199829
105,-1.0365849,-0.9580418,"('conventional', 'modern')",0.2660776,0.29729277,-0.3852536082267761,-0.33037450909614563,0.05487909913063049
32,-1.0057793,-0.78618455,"('benevolent', 'hardhearted')",-1.7357057,-1.4623319,-1.3707425594329834,-1.124258279800415,0.24648427963256836
101,0.935529,0.54868525,"('successful', 'unsuccessful')",-2.3332589,-2.074913,-0.6988649368286133,-0.7631138563156128,-0.06424891948699951
85,-0.92602056,-0.9734191,"('ambitious', 'unambitious')",-0.97314054,-0.92468727,-0.9495805501937866,-0.949053168296814,0.0005273818969726562
8,-0.92070425,-0.5588477,"('open', 'distant')",1.2444382,1.248765,0.1618669629096985,0.344958633184433,0.1830916702747345
20,0.878301,1.005873,"('popular', 'unpopular')",-0.86445063,-0.45818216,0.0069251954555511475,0.2738454043865204,0.26692020893096924
39,-0.82595706,-0.4427088,"('right', 'wrong')",0.036437243,0.39706498,-0.3947598934173584,-0.022821903228759766,0.37193799018859863
44,-0.81622326,-0.8771727,"('truthful', 'untruthful')",-1.598732,-1.5382339,-1.2074775695800781,-1.2077033519744873,-0.0002257823944091797
37,0.80230033,1.189879,"('good', 'evil')",2.3000412,2.4178128,1.551170825958252,1.8038458824157715,0.25267505645751953
74,-0.79491794,-0.96669996,"('insightful', 'unperceptive')",-1.3865473,-1.5464296,-1.0907325744628906,-1.2565648555755615,-0.1658322811126709
18,-0.78262603,-0.6748718,"('social', 'asocial')",-0.32753846,-0.567352,-0.5550822615623474,-0.6211118698120117,-0.0660296082496643
29,-0.77242005,-0.7777145,"('honest', 'immoral')",-0.7626641,-0.94790024,-0.7675420641899109,-0.8628073930740356,-0.09526532888412476
77,0.73464954,0.89004505,"('active', 'inactive')",0.2698992,0.6538883,0.5022743940353394,0.7719666957855225,0.2696923017501831
82,0.72624534,0.907799,"('industrious', 'meek')",-0.48672792,-0.07955508,0.1197587102651596,0.41412195563316345,0.29436324536800385
68,-0.7250359,-1.2811526,"('clever', 'inept')",-1.0558214,-1.329246,-0.8904286623001099,-1.305199384689331,-0.4147707223892212
107,0.7151597,0.8783777,"('conventional', 'modern')",0.41751614,0.35230395,0.5663379430770874,0.6153408288955688,0.049002885818481445
66,0.7150345,0.95588064,"('imaginative', 'unimaginative')",1.4042475,1.4593841,1.0596410036087036,1.207632303237915,0.14799129962921143
2,0.71419054,0.25919306,"('friendly', 'unfriendly')",-0.7152992,-0.8390628,-0.0005543231964111328,-0.2899348735809326,-0.2893805503845215
97,-0.70831704,-0.68923926,"('superior', 'inferior')",-0.19103295,-0.20487249,-0.4496749937534332,-0.4470558762550354,0.002619117498397827
