,prologis_male,prologis_female,tuple,average_male,average_female,female-male
75,1.911317,1.6456771,"('confident', 'shy')",1.911316990852356,1.645677089691162,-0.26563990116119385
95,-1.7533568,-1.6691066,"('rich', 'poor')",-1.7533568143844604,-1.6691066026687622,0.08425021171569824
66,1.6836083,1.7403674,"('imaginative', 'unimaginative')",1.6836082935333252,1.7403674125671387,0.05675911903381348
107,1.4879243,1.7477937,"('conventional', 'modern')",1.487924337387085,1.7477936744689941,0.2598693370819092
15,1.4467121,1.6949292,"('polite', 'impolite')",1.4467121362686157,1.6949292421340942,0.24821710586547852
78,1.442767,0.9627961,"('active', 'inactive')",1.4427670240402222,0.9627960920333862,-0.47997093200683594
40,-1.396331,-1.5041966,"('honorable', 'mean')",-1.3963309526443481,-1.5041966438293457,-0.10786569118499756
6,1.3664937,1.5233537,"('liked', 'disliked')",1.3664937019348145,1.5233536958694458,0.15685999393463135
27,-1.3446949,-1.0484593,"('sincere', 'insincere')",-1.3446948528289795,-1.0484592914581299,0.2962355613708496
99,-1.3360405,-0.97962594,"('prestigious', 'insignificant')",-1.3360404968261719,-0.979625940322876,0.3564145565032959
12,1.2857896,1.3876028,"('sympathetic', 'unsympathetic')",1.2857896089553833,1.3876028060913086,0.10181319713592529
53,-1.2773896,-1.1029458,"('smart', 'stupid')",-1.277389645576477,-1.1029458045959473,0.17444384098052979
52,1.243606,1.3674772,"('competitive', 'uncompetitive')",1.2436059713363647,1.3674771785736084,0.12387120723724365
32,-1.1235638,-0.9168805,"('benevolent', 'hardhearted')",-1.1235637664794922,-0.9168804883956909,0.20668327808380127
14,1.0611798,0.9773941,"('supportive', 'unsupportive')",1.061179757118225,0.9773941040039062,-0.08378565311431885
104,-1.052176,-0.85291517,"('conventional', 'unconventional')",-1.0521759986877441,-0.8529151678085327,0.19926083087921143
77,0.9977009,0.97796315,"('active', 'inactive')",0.9977009296417236,0.9779631495475769,-0.01973778009414673
90,0.99717176,0.72537935,"('motivated', 'unmotivated')",0.9971717596054077,0.7253793478012085,-0.2717924118041992
5,0.9902638,0.8631903,"('pleasant', 'repellent')",0.990263819694519,0.8631902933120728,-0.1270735263824463
91,0.9795487,0.82313836,"('resilient', 'nonresilient')",0.9795486927032471,0.8231383562088013,-0.1564103364944458
69,-0.94014406,-0.67068267,"('wise', 'foolish')",-0.9401440620422363,-0.6706826686859131,0.26946139335632324
51,0.91125286,0.84395194,"('competent', 'incompetent')",0.9112528562545776,0.843951940536499,-0.06730091571807861
0,0.90923285,0.99076164,"('sociable', 'unsociable')",0.9092328548431396,0.9907616376876831,0.08152878284454346
9,0.88387424,0.95352983,"('sensitive', 'insensitive')",0.883874237537384,0.9535298347473145,0.06965559720993042
2,0.873034,0.937121,"('friendly', 'unfriendly')",0.8730340003967285,0.9371209740638733,0.06408697366714478
21,0.8363737,0.95803416,"('nice', 'nasty')",0.8363736867904663,0.9580341577529907,0.12166047096252441
4,-0.80489653,-0.5278094,"('likable', 'unlikable')",-0.8048965334892273,-0.5278093814849854,0.27708715200424194
105,-0.77602994,-0.5421317,"('conventional', 'modern')",-0.7760299444198608,-0.5421317219734192,0.23389822244644165
58,-0.7627506,-0.4361102,"('able', 'clumsy')",-0.7627506256103516,-0.4361101984977722,0.32664042711257935
