,sunedison_male,sunedison_female,tuple,average_male,average_female,female-male
95,-0.87886417,-0.5239762,"('rich', 'poor')",-0.8788641691207886,-0.52397620677948,0.3548879623413086
110,-0.8622232,-0.5194049,"('narrow-minded', 'open-minded')",-0.862223207950592,-0.5194048881530762,0.34281831979751587
87,0.8257721,0.5524548,"('dedicated', 'undedicated')",0.8257721066474915,0.5524548292160034,-0.27331727743148804
106,0.7965467,0.6796163,"('conventional', 'unconventional')",0.7965466976165771,0.6796162724494934,-0.11693042516708374
36,-0.7906781,-1.0379102,"('tolerant', 'intolerant')",-0.790678083896637,-1.0379102230072021,-0.24723213911056519
54,0.7680067,0.27745852,"('smart', 'stupid')",0.7680066823959351,0.277458518743515,-0.49054816365242004
103,0.7609157,0.38946688,"('traditional', 'modern')",0.7609156966209412,0.38946688175201416,-0.371448814868927
80,0.75105166,0.34996873,"('independent', 'dependent')",0.751051664352417,0.34996873140335083,-0.40108293294906616
44,0.7259633,0.657642,"('truthful', 'untruthful')",0.725963294506073,0.6576420068740845,-0.06832128763198853
27,-0.7137835,-0.68587446,"('sincere', 'insincere')",-0.7137835025787354,-0.6858744621276855,0.027909040451049805
82,0.7118159,0.59881216,"('industrious', 'meek')",0.7118158936500549,0.5988121628761292,-0.11300373077392578
67,0.6901956,0.7198225,"('discriminating', 'undiscriminating')",0.690195620059967,0.7198225259780884,0.029626905918121338
51,0.68670464,0.5463393,"('competent', 'incompetent')",0.6867046356201172,0.5463392734527588,-0.1403653621673584
22,0.6855533,0.39171472,"('welcoming', 'disagreeable')",0.6855533123016357,0.3917147219181061,-0.29383859038352966
57,0.6796155,0.26411045,"('able', 'unable')",0.6796154975891113,0.2641104459762573,-0.415505051612854
64,0.66991496,0.3297597,"('clever', 'incompetent')",0.669914960861206,0.3297596871852875,-0.3401552736759186
61,0.66459846,0.8565892,"('rational', 'irrational')",0.6645984649658203,0.8565891981124878,0.19199073314666748
84,0.64215916,0.49972975,"('self-confident', 'diffident')",0.6421591639518738,0.4997297525405884,-0.1424294114112854
31,0.6358947,0.7409216,"('altruistic', 'egoistic')",0.6358947157859802,0.7409216165542603,0.10502690076828003
55,0.62491524,0.50617033,"('intelligent', 'unintelligent')",0.6249152421951294,0.5061703324317932,-0.11874490976333618
3,0.6248168,0.62040937,"('likable', 'unlikable')",0.6248167753219604,0.620409369468689,-0.004407405853271484
34,0.605677,0.991109,"('loyal', 'disloyal')",0.6056770086288452,0.9911090135574341,0.38543200492858887
71,0.60097134,-0.19654548,"('efficient', 'inefficient')",0.6009713411331177,-0.19654548168182373,-0.7975168228149414
40,-0.59099483,-0.8424885,"('honorable', 'mean')",-0.5909948348999023,-0.8424885272979736,-0.2514936923980713
29,0.56864303,0.15487492,"('honest', 'immoral')",0.5686430335044861,0.15487492084503174,-0.41376811265945435
18,0.56620216,0.3489502,"('social', 'asocial')",0.5662021636962891,0.34895020723342896,-0.2172519564628601
9,0.5573495,0.3793751,"('sensitive', 'insensitive')",0.5573495030403137,0.3793751001358032,-0.1779744029045105
47,0.5560696,0.6852915,"('forgiving', 'unforgiving')",0.5560696125030518,0.6852915287017822,0.12922191619873047
33,0.5461473,0.47067612,"('softhearted', 'hardhearted')",0.5461472868919373,0.47067612409591675,-0.07547116279602051
90,0.53641033,0.0113667995,"('motivated', 'unmotivated')",0.5364103317260742,0.011366799473762512,-0.5250435322523117
35,0.5212929,0.5674238,"('fair', 'unfair')",0.5212929248809814,0.5674238204956055,0.04613089561462402
16,0.50209093,0.21991104,"('social', 'antisocial')",0.5020909309387207,0.21991103887557983,-0.28217989206314087
32,-0.47393787,-0.21133995,"('benevolent', 'hardhearted')",-0.47393786907196045,-0.21133995056152344,0.262597918510437
17,0.44536704,0.7125213,"('social', 'antisocial')",0.4453670382499695,0.7125213146209717,0.2671542763710022
25,0.4440596,0.07019265,"('moral', 'immoral')",0.4440596103668213,0.07019264996051788,-0.3738669604063034
13,0.43585378,0.33674988,"('helpful', 'unhelpful')",0.4358537793159485,0.3367498815059662,-0.0991038978099823
74,0.41877955,0.17544766,"('insightful', 'unperceptive')",0.41877955198287964,0.17544765770435333,-0.2433318942785263
41,0.40971738,0.9846939,"('incorrupt', 'corrupt')",0.4097173810005188,0.9846938848495483,0.5749765038490295
83,-0.4015336,-0.42565918,"('energetic', 'lethargic')",-0.4015336036682129,-0.4256591796875,-0.02412557601928711
68,0.39265844,-0.17473616,"('clever', 'inept')",0.39265844225883484,-0.1747361570596695,-0.5673945993185043
85,0.3773054,0.5901375,"('ambitious', 'unambitious')",0.37730538845062256,0.5901374816894531,0.21283209323883057
96,0.37529796,0.052594543,"('powerful', 'powerless')",0.3752979636192322,0.052594542503356934,-0.32270342111587524
79,-0.3727988,-0.6748721,"('determined', 'doubtful')",-0.3727988004684448,-0.674872100353241,-0.30207329988479614
15,0.3289682,0.36634895,"('polite', 'impolite')",0.32896819710731506,0.3663489520549774,0.037380754947662354
99,0.32766527,0.3216411,"('prestigious', 'insignificant')",0.3276652693748474,0.32164108753204346,-0.006024181842803955
46,0.2847392,0.3804595,"('generous', 'stingy')",0.2847391963005066,0.3804594874382019,0.09572029113769531
98,-0.28465444,-0.29100925,"('prestigious', 'insignificant')",-0.284654438495636,-0.29100924730300903,-0.006354808807373047
28,0.28389034,0.38339186,"('honest', 'dishonest')",0.28389033675193787,0.3833918571472168,0.09950152039527893
101,0.2573005,0.4580286,"('successful', 'unsuccessful')",0.2573004961013794,0.4580286145210266,0.20072811841964722
49,0.254989,0.086931616,"('responsible', 'irresponsible')",0.25498899817466736,0.08693161606788635,-0.168057382106781
76,0.25203052,0.052767456,"('secure', 'insecure')",0.25203052163124084,0.05276745557785034,-0.1992630660533905
86,-0.2358113,-0.546183,"('self-reliant', 'helpless')",-0.2358112931251526,-0.5461829900741577,-0.3103716969490051
104,-0.22799496,0.027682371,"('conventional', 'unconventional')",-0.22799496352672577,0.02768237143754959,0.25567733496427536
43,0.22160295,0.4333663,"('genuine', 'fake')",0.22160294651985168,0.4333662986755371,0.21176335215568542
50,-0.21002145,-0.39670658,"('unprejudiced', 'prejudiced')",-0.21002145111560822,-0.39670658111572266,-0.18668513000011444
81,0.20309487,-0.08431326,"('industrious', 'lazy')",0.20309486985206604,-0.08431325852870941,-0.28740812838077545
39,-0.19895965,-0.0516454,"('right', 'wrong')",-0.19895964860916138,-0.05164539813995361,0.14731425046920776
94,0.19662963,0.20882311,"('aggressive', 'submissive')",0.1966296285390854,0.20882311463356018,0.012193486094474792
65,-0.1900607,-0.7207005,"('practical', 'impractical')",-0.19006070494651794,-0.7207005023956299,-0.5306397974491119
93,0.18801308,0.39752042,"('dominating', 'dominated')",0.18801307678222656,0.39752042293548584,0.20950734615325928
92,0.17684211,0.31121558,"('unwavering', 'wavering')",0.1768421083688736,0.3112155795097351,0.1343734711408615
89,0.17672445,0.07458021,"('daring', 'anxious')",0.17672444880008698,0.07458020746707916,-0.10214424133300781
63,0.17504318,0.29344612,"('capable', 'incapable')",0.17504318058490753,0.2934461236000061,0.11840294301509857
88,-0.15731329,0.25859758,"('impulsive', 'meek')",-0.1573132872581482,0.25859758257865906,0.41591086983680725
4,0.15608208,-0.002058506,"('likable', 'unlikable')",0.15608207881450653,-0.0020585060119628906,-0.15814058482646942
56,0.15152945,0.080134705,"('intelligent', 'dumb')",0.1515294462442398,0.08013470470905304,-0.07139474153518677
59,-0.14290738,-0.20585707,"('skillful', 'clumsy')",-0.14290738105773926,-0.2058570683002472,-0.06294968724250793
19,-0.13428381,0.0907156,"('funny', 'boring')",-0.13428381085395813,0.09071560204029083,0.22499941289424896
107,0.11921424,0.4406885,"('conventional', 'modern')",0.11921423673629761,0.44068849086761475,0.32147425413131714
48,-0.117261715,-0.5104408,"('reliable', 'unreliable')",-0.11726171523332596,-0.5104408264160156,-0.39317911118268967
5,-0.104052186,-0.16508469,"('pleasant', 'repellent')",-0.10405218601226807,-0.16508468985557556,-0.061032503843307495
102,0.102119386,-0.035929233,"('eminent', 'low')",0.10211938619613647,-0.03592923283576965,-0.13804861903190613
105,0.092173055,0.20729308,"('conventional', 'modern')",0.09217305481433868,0.2072930783033371,0.11512002348899841
60,0.088014424,0.22876623,"('educated', 'uneducated')",0.08801442384719849,0.22876623272895813,0.14075180888175964
26,-0.069764994,-0.023453355,"('trustworthy', 'untrustworthy')",-0.06976499408483505,-0.023453354835510254,0.0463116392493248
45,0.060134172,-0.3828135,"('cooperative', 'exploitative')",0.060134172439575195,-0.3828135132789612,-0.4429476857185364
73,0.055031806,-0.3945177,"('brilliant', 'incompetent')",0.055031806230545044,-0.3945176899433136,-0.44954949617385864
38,0.053508367,0.1195292,"('kind', 'unkind')",0.053508367389440536,0.11952920258045197,0.06602083519101143
97,-0.04364042,-0.11347523,"('superior', 'inferior')",-0.04364041984081268,-0.11347523331642151,-0.06983481347560883
109,0.020781219,-0.38153124,"('conservative', 'liberal')",0.020781219005584717,-0.3815312385559082,-0.4023124575614929
108,0.020781219,-0.38153124,"('conservative', 'liberal')",0.020781219005584717,-0.3815312385559082,-0.4023124575614929
20,0.017369881,0.3800834,"('popular', 'unpopular')",0.01736988127231598,0.3800834119319916,0.3627135306596756
24,0.007763505,-0.17050034,"('thoughtful', 'rough')",0.007763504981994629,-0.17050033807754517,-0.1782638430595398
69,0.0029487908,0.23760279,"('wise', 'foolish')",0.0029487907886505127,0.23760278522968292,0.2346539944410324
