,henry_male,henry_female,tuple,jack_male,jack_female,&_male,&_female,assoc_male,assoc_female,average_male,average_female,female-male
33,-1.6501188,-1.4889483,"('softhearted', 'hardhearted')",-1.4750805,-1.2082446,-0.60674417,-0.23359776,-0.30588138,-0.18246493,-1.0094562768936157,-0.7783138751983643,0.23114240169525146
88,1.6171255,1.5802401,"('impulsive', 'meek')",1.9956578,1.717447,1.1357977,0.689323,0.2510183,0.004156217,1.2498998641967773,0.9977915287017822,-0.2521083354949951
70,1.577413,1.5310028,"('wise', 'unwise')",0.68950224,0.5576776,-0.22921562,-0.1455794,1.0993413,0.93750083,0.7842602729797363,0.7201504707336426,-0.06410980224609375
49,-1.5354578,-1.5874572,"('responsible', 'irresponsible')",-1.8034974,-1.8010712,-0.61115694,-0.70318985,-0.0238024,0.57674557,-0.9934786558151245,-0.8787431716918945,0.11473548412322998
1,-1.5157399,-1.6075685,"('friendly', 'unfriendly')",-0.81941324,-0.9145383,-1.8073549,-1.9302442,-0.07984336,0.070916206,-1.055587887763977,-1.0953587293624878,-0.03977084159851074
14,1.4309933,1.2465948,"('supportive', 'unsupportive')",0.7786187,0.68575513,0.8450122,0.7476977,0.79995525,0.6929892,0.9636448621749878,0.8432591557502747,-0.12038570642471313
104,-1.4039708,-1.3577596,"('conventional', 'unconventional')",-0.71231574,-0.66609,-0.45263612,-0.33058608,-0.5747118,-0.8115616,-0.785908579826355,-0.7914992570877075,-0.005590677261352539
106,-1.3029146,-1.1657333,"('conventional', 'unconventional')",-0.3732107,-0.49800462,1.2993984,1.4505728,-0.8799951,-0.32371318,-0.31418049335479736,-0.13421958684921265,0.17996090650558472
90,1.2994328,1.0486737,"('motivated', 'unmotivated')",0.70584714,0.48617464,0.6029837,0.55173934,0.8860123,0.6181394,0.8735690116882324,0.6761817932128906,-0.1973872184753418
68,-1.2748437,-1.3684969,"('clever', 'inept')",-0.54790545,-0.7195655,-1.4675927,-1.5158814,-1.0090271,-0.9956479,-1.0748422145843506,-1.1498979330062866,-0.07505571842193604
105,-1.1589296,-1.1860971,"('conventional', 'modern')",-1.1540502,-1.0999606,-1.011471,-1.0496438,-0.4326862,-0.3681793,-0.9392842054367065,-0.925970196723938,0.013314008712768555
9,-1.1408195,-1.12736,"('sensitive', 'insensitive')",-1.3049498,-1.3536986,-0.51400375,-0.43757707,0.10222849,0.14310583,-0.7143861651420593,-0.6938824653625488,0.020503699779510498
43,-1.0527472,-1.0288278,"('genuine', 'fake')",-0.74525344,-0.62669116,0.49274534,0.51856124,-0.4632605,-0.5570607,-0.442128986120224,-0.42350462079048157,0.01862436532974243
30,-1.0515294,-0.9899157,"('honest', 'dishonest')",-0.56459045,-0.68115443,-1.5715175,-1.6089077,-0.21750657,-0.15213954,-0.851285994052887,-0.8580293655395508,-0.006743371486663818
25,-1.039817,-1.0983453,"('moral', 'immoral')",-0.73346925,-0.7621559,-0.5495923,-0.42972127,-0.76373696,-0.20828858,-0.7716538906097412,-0.6246277689933777,0.14702612161636353
72,-1.0227146,-0.85479224,"('logical', 'illogical')",-0.7018072,-0.65715015,-2.088004,-1.9749874,-0.2108846,0.13053627,-1.0058526992797852,-0.8390983939170837,0.16675430536270142
63,-1.0151211,-1.2130095,"('capable', 'incapable')",-0.78445566,-0.7799479,-0.80940247,-1.0181079,-0.5632301,-0.21962562,-0.7930523157119751,-0.8076727390289307,-0.014620423316955566
12,-0.96707726,-0.7345743,"('sympathetic', 'unsympathetic')",-1.5867863,-1.4278452,-0.79287094,-0.35618746,0.23212385,0.7493243,-0.7786526679992676,-0.44232070446014404,0.33633196353912354
2,-0.9603339,-0.6524123,"('friendly', 'unfriendly')",-1.2366091,-1.0132993,0.10653454,0.399545,0.29352534,0.64021975,-0.44922080636024475,-0.15648673474788666,0.2927340716123581
10,-0.9373869,-1.0564761,"('affectionate', 'unaffectionate')",-0.6565161,-0.69331783,0.22535588,0.18459022,-0.0963217,0.004142672,-0.3662171959877014,-0.3902652859687805,-0.0240480899810791
107,0.9254221,1.1331728,"('conventional', 'modern')",0.024023294,0.03178546,0.44311655,0.51828825,1.1737435,1.5979115,0.64157634973526,0.8202894926071167,0.1787131428718567
73,-0.91865414,-1.036509,"('brilliant', 'incompetent')",-1.94107,-2.1799824,0.13757253,-0.0800339,-0.84441,-1.0392193,-0.8916403651237488,-1.0839362144470215,-0.1922958493232727
36,-0.9181608,-0.91458464,"('tolerant', 'intolerant')",-0.89604473,-0.8821472,-0.61836326,-0.68739563,-1.0830597,-0.62624305,-0.8789070844650269,-0.777592658996582,0.10131442546844482
47,-0.896225,-0.6886736,"('forgiving', 'unforgiving')",-0.58016276,-0.3827832,-0.74930066,-0.5109968,-0.5494007,-0.17895253,-0.6937723159790039,-0.44035154581069946,0.25342077016830444
22,0.8876843,0.6369138,"('welcoming', 'disagreeable')",1.3789198,1.4062535,-0.26900083,-0.2040399,0.38394475,0.6116593,0.5953870415687561,0.612696647644043,0.017309606075286865
77,0.8495672,0.83966863,"('active', 'inactive')",1.4684527,1.4293382,-0.078360364,-0.27548856,0.9795551,0.8242062,0.8048036694526672,0.7044310569763184,-0.10037261247634888
35,0.8193469,0.8613223,"('fair', 'unfair')",1.257962,1.292276,0.016712442,-0.0033596903,0.37581745,0.5515773,0.6174597144126892,0.6754539608955383,0.05799424648284912
59,0.80068946,0.81745815,"('skillful', 'clumsy')",0.75850725,0.7118046,0.059923977,-0.009785771,-0.07398939,0.20343117,0.3862828314304352,0.4307270348072052,0.04444420337677002
7,0.7972437,0.3851722,"('outgoing', 'distant')",1.3133739,1.0327873,-0.88669884,-1.2293333,0.55238914,0.09389053,0.4440769851207733,0.07062917947769165,-0.37344780564308167
64,-0.78933764,-0.6966339,"('clever', 'incompetent')",-1.2803627,-1.1150419,-0.2842232,-0.120973915,-0.22880836,0.30280206,-0.6456829309463501,-0.40746191143989563,0.23822101950645447
56,0.7686597,0.75998855,"('intelligent', 'dumb')",2.5006437,2.4455926,0.74053323,0.7549103,0.29576007,0.2784497,1.0763992071151733,1.0597352981567383,-0.01666390895843506
100,-0.764785,-0.58398724,"('influential', 'uninfluential')",-0.7775718,-0.64080065,-0.7749443,-0.5667411,0.04346785,0.41311008,-0.5684583187103271,-0.3446047306060791,0.22385358810424805
21,0.76202023,0.73439705,"('nice', 'nasty')",0.80305284,0.70728505,0.865172,1.0441111,0.4027801,0.46418834,0.7082562446594238,0.7374953627586365,0.029239118099212646
87,-0.7516116,-0.47608513,"('dedicated', 'undedicated')",-0.5367505,-0.507314,-1.3853477,-1.4120058,-0.9137199,-0.34378734,-0.8968574404716492,-0.6847980618476868,0.2120593786239624
55,-0.7408039,-0.7728487,"('intelligent', 'unintelligent')",-0.7894858,-0.6614198,-0.23286712,0.08165854,-0.091685414,-0.11036563,-0.4637105464935303,-0.36574387550354004,0.09796667098999023
24,-0.7372681,-0.580263,"('thoughtful', 'rough')",-0.12918675,0.038497746,-0.23848522,-0.14970952,-1.0900829,-0.52002233,-0.5487557649612427,-0.30287426710128784,0.24588149785995483
60,-0.73578155,-0.66025794,"('educated', 'uneducated')",-0.5257503,-0.52276677,-1.7056144,-1.5260056,-0.15781304,-0.0058754534,-0.7812398672103882,-0.6787263751029968,0.10251349210739136
41,0.73309225,0.78194755,"('incorrupt', 'corrupt')",1.141217,1.2287841,0.18403721,0.1262362,-0.20700702,-0.5151496,0.4628348648548126,0.4054545760154724,-0.05738028883934021
99,0.7256269,0.4711083,"('prestigious', 'insignificant')",1.2605411,0.9331131,-0.7048128,-1.1830682,-0.45694327,-0.26917183,0.20610296726226807,-0.012004643678665161,-0.21810761094093323
61,0.7238122,0.8949049,"('rational', 'irrational')",0.96805954,0.9959812,0.19487056,0.09538987,0.25375327,0.32494932,0.535123884677887,0.577806293964386,0.04268240928649902
42,0.71812207,0.6823673,"('amicable', 'hostile')",1.1980529,1.1924094,0.81864345,0.653674,0.33743536,0.048229277,0.7680634260177612,0.6441699862480164,-0.12389343976974487
67,-0.6507599,-0.39633754,"('discriminating', 'undiscriminating')",-0.58329856,-0.6040405,-0.9230713,-0.78169817,-0.093147576,0.19610888,-0.5625693202018738,-0.3964918255805969,0.16607749462127686
82,0.6166949,0.46758926,"('industrious', 'meek')",1.3717444,1.0936403,0.93378353,0.7895844,-0.33562833,-0.7139231,0.646648645401001,0.40922269225120544,-0.23742595314979553
20,0.6126026,0.5020263,"('popular', 'unpopular')",0.6080169,0.3257648,-0.035845406,-0.20082489,0.059055716,0.29003167,0.3109574317932129,0.2292494773864746,-0.08170795440673828
45,-0.60161036,-0.61849195,"('cooperative', 'exploitative')",-1.0462826,-1.000028,0.0488908,-0.1737825,-0.59497523,-0.4536263,-0.5484943389892578,-0.5614821910858154,-0.012987852096557617
80,0.5869076,0.48594728,"('independent', 'dependent')",0.09208049,0.13732472,0.06652625,0.013384938,-0.05456432,-0.002521582,0.1727375090122223,0.15853384137153625,-0.014203667640686035
65,-0.58066726,-0.57310367,"('practical', 'impractical')",-1.4745151,-1.3709562,-0.5269672,-0.39912766,-0.78582996,-0.38411877,-0.8419949412345886,-0.6818265914916992,0.1601683497428894
101,-0.53704244,-0.38789716,"('successful', 'unsuccessful')",-0.4142736,-0.5146335,-0.89957243,-0.94783556,-0.2203748,-0.2274144,-0.5178158283233643,-0.5194451808929443,-0.0016293525695800781
18,-0.53121924,-0.28783575,"('social', 'asocial')",-0.89228165,-0.49688548,-0.2036233,-0.10633722,0.54847336,0.9539454,-0.2696627080440521,0.01572173833847046,0.2853844463825226
26,0.52775097,0.6014837,"('trustworthy', 'untrustworthy')",0.44519463,0.6128658,-0.35686257,-0.40186012,0.29251295,0.71471345,0.22714899480342865,0.38180071115493774,0.1546517163515091
93,-0.50104916,-0.19477746,"('dominating', 'dominated')",-0.16037586,0.18475574,1.3259864,1.607507,0.14217936,0.26477414,0.20168519020080566,0.4655648469924927,0.263879656791687
94,0.48780516,0.5874982,"('aggressive', 'submissive')",0.21363981,0.4155754,0.45391607,0.68634987,0.16644174,0.5728985,0.33045071363449097,0.5655804872512817,0.23512977361679077
71,-0.4868266,-0.66027117,"('efficient', 'inefficient')",-1.0883825,-1.1469196,-0.68018186,-0.549804,-0.34614098,-0.18511605,-0.6503829956054688,-0.6355276703834534,0.01485532522201538
83,-0.4645692,-0.37018284,"('energetic', 'lethargic')",-0.7621417,-0.60095465,-0.78670347,-0.7935468,0.20840447,0.5299301,-0.4512524902820587,-0.30868855118751526,0.14256393909454346
103,0.44316974,0.6023742,"('traditional', 'modern')",0.32291877,0.4303785,0.43213966,0.44099018,0.39301008,0.45472625,0.39780956506729126,0.48211729526519775,0.0843077301979065
74,-0.43323463,-0.45330667,"('insightful', 'unperceptive')",-1.0785165,-1.2291328,-2.2165906,-2.3376427,-0.63038796,-0.45044857,-1.0896824598312378,-1.1176326274871826,-0.027950167655944824
44,-0.40733007,-0.5156974,"('truthful', 'untruthful')",-1.5040414,-1.5843323,-0.52573866,-0.6208297,-0.7907038,-0.8406596,-0.806953489780426,-0.890379786491394,-0.08342629671096802
5,0.39900053,0.38092545,"('pleasant', 'repellent')",0.5173482,0.2933055,0.30515563,0.32166058,0.37520477,0.48713225,0.39917728304862976,0.3707559406757355,-0.028421342372894287
85,-0.3945154,-0.33504754,"('ambitious', 'unambitious')",-0.50303435,-0.42287475,0.2667089,0.29304048,-0.12539211,-0.008127034,-0.18905824422836304,-0.1182522103190422,0.07080603390932083
0,-0.39277497,-0.10255042,"('sociable', 'unsociable')",-0.93045086,-0.68107855,-0.19430423,0.21850747,-0.06628196,0.6074697,-0.3959529995918274,0.010587051510810852,0.40654005110263824
91,0.33781978,0.26676714,"('resilient', 'nonresilient')",0.47752404,0.25671798,0.63446367,0.73370516,0.20031708,0.29484266,0.41253113746643066,0.3880082368850708,-0.024522900581359863
8,0.30722618,-0.0368129,"('open', 'distant')",0.7533221,0.4577557,-1.4330556,-1.7748258,0.101854056,-0.3386542,-0.06766331940889359,-0.42313429713249207,-0.3554709777235985
54,0.30276695,-0.005601585,"('smart', 'stupid')",0.7421452,0.4255117,1.0975463,1.0455928,0.37272102,0.043729372,0.6287948489189148,0.37730807065963745,-0.25148677825927734
109,0.30253172,0.40438086,"('conservative', 'liberal')",0.09005435,0.20807837,1.8477361,2.2259586,-0.17531577,0.11489043,0.5162515640258789,0.7383270263671875,0.2220754623413086
108,0.30253172,0.40438086,"('conservative', 'liberal')",0.09005435,0.20807837,1.8477361,2.2259586,-0.17531577,0.11489043,0.5162515640258789,0.7383270263671875,0.2220754623413086
16,0.28957325,0.4957342,"('social', 'antisocial')",0.24603254,0.49639615,0.2795266,0.46477503,0.3430387,0.7395486,0.2895427644252777,0.5491135120391846,0.25957074761390686
98,0.28115597,-0.00887835,"('prestigious', 'insignificant')",0.46587574,0.14770381,-1.0710076,-1.416075,-0.35655963,-0.6595379,-0.17013388872146606,-0.48419687151908875,-0.3140629827976227
39,0.26510847,0.16818279,"('right', 'wrong')",0.12942046,0.025861338,0.75070196,0.51270443,-0.27138042,-0.31478345,0.21846261620521545,0.09799127280712128,-0.12047134339809418
92,-0.22649994,-0.37556964,"('unwavering', 'wavering')",0.12235612,-0.15414226,-1.371525,-1.4627593,-0.026826382,-0.0173378,-0.37562382221221924,-0.5024522542953491,-0.12682843208312988
97,-0.22049415,-0.15090057,"('superior', 'inferior')",-0.36151046,-0.38817605,-0.8253244,-0.8584398,-0.29389352,-0.106019944,-0.42530566453933716,-0.37588411569595337,0.04942154884338379
96,-0.21873516,-0.08422233,"('powerful', 'powerless')",-0.041398033,0.11237192,1.6995502,1.6951721,-0.17427531,0.24655354,0.3162854015827179,0.49246880412101746,0.17618340253829956
23,0.20741028,-0.027107596,"('hospitable', 'inhospitable')",0.56820273,0.36096752,-0.26044792,-0.5826237,0.514996,0.3152627,0.2575402855873108,0.016624726355075836,-0.24091555923223495
102,-0.1915713,-0.16088107,"('eminent', 'low')",-0.15620792,-0.15770417,-0.29299122,-0.49591234,-0.40506655,0.0033024698,-0.26145923137664795,-0.2027987837791443,0.05866044759750366
51,-0.17024365,-0.035787523,"('competent', 'incompetent')",-0.53540343,-0.6460006,-0.48839974,-0.38361037,0.12534757,0.2307424,-0.2671748101711273,-0.20866401493549347,0.05851079523563385
89,0.15522319,0.33545268,"('daring', 'anxious')",-0.2935234,-0.013903618,-0.92452294,-0.85655177,-0.018257812,0.5069299,-0.2702702581882477,-0.0070182085037231445,0.26325204968452454
52,0.14021271,0.34821042,"('competitive', 'uncompetitive')",-0.43774596,-0.48340413,-0.019819617,0.035560608,0.9592669,1.318078,0.16047850251197815,0.3046112358570099,0.14413273334503174
15,0.12807554,0.21606529,"('polite', 'impolite')",0.16001455,0.26890418,0.7157667,0.84402835,0.47485727,1.0092266,0.3696785569190979,0.5845561027526855,0.21487754583358765
84,0.1268908,-0.14378005,"('self-confident', 'diffident')",0.05391264,-0.2072006,0.07232165,-0.23763105,0.1087949,-0.08308269,0.09047999233007431,-0.16792359948158264,-0.25840359181165695
17,-0.12268978,0.16772735,"('social', 'antisocial')",0.36888936,0.46313906,0.33156028,0.40966216,0.083515674,0.35186398,0.16531887650489807,0.34809812903404236,0.1827792525291443
69,0.116589606,0.0024062395,"('wise', 'foolish')",0.27509525,0.07217157,-0.6729833,-0.9875402,0.10765356,0.028944641,-0.043411217629909515,-0.2210044264793396,-0.17759320884943008
31,0.11407831,-0.2629265,"('altruistic', 'egoistic')",-0.33834547,-0.4508223,-0.6022098,-0.7353118,-0.29295653,-0.060552686,-0.2798583507537842,-0.3774033486843109,-0.09754499793052673
4,0.11243057,-0.073640734,"('likable', 'unlikable')",-0.0452227,-0.2832588,-0.74760413,-1.01613,-0.95435613,-0.67442954,-0.40868809819221497,-0.5118647813796997,-0.10317668318748474
110,0.10739732,0.13507542,"('narrow-minded', 'open-minded')",0.104828656,0.33673877,0.9423672,0.7834036,-0.036196142,-0.34215915,0.27959927916526794,0.22826465964317322,-0.05133461952209473
19,0.09092665,0.10647398,"('funny', 'boring')",-0.29800624,-0.13742608,0.20886248,0.038226932,-0.029308826,0.1543622,-0.006881482899188995,0.040409259498119354,0.04729074239730835
57,-0.064361155,-0.097202405,"('able', 'unable')",0.10848549,0.12397125,0.14282426,-0.0006297827,-0.45190755,-0.30146638,-0.06623973697423935,-0.06883183121681213,-0.0025920942425727844
62,0.06432346,-0.026933283,"('creative', 'uncreative')",0.37878132,0.31008393,-2.2511616,-2.446728,0.18019667,0.2869169,-0.406965047121048,-0.4691650867462158,-0.06220003962516785
79,-0.05415368,-0.051076263,"('determined', 'doubtful')",-0.6051595,-0.7234838,0.8897472,0.8180775,-0.2474616,-0.0021060705,-0.004256900399923325,0.010352835059165955,0.01460973545908928
76,-0.042027384,0.013429254,"('secure', 'insecure')",-0.24390244,-0.0031597763,-0.3842275,0.030869126,0.9197403,1.3276262,0.06239575147628784,0.342191219329834,0.27979546785354614
