,dun_male,dun_female,tuple,&_male,&_female,bradstreet_male,bradstreet_female,holdings_male,holdings_female,average_male,average_female,female-male
82,0.88157326,1.4761386,"('industrious', 'meek')",0.93378353,0.7895844,-0.75789505,-0.9031673,1.4596344,1.6289227,0.6292740106582642,0.747869610786438,0.11859560012817383
71,0.8236892,-0.54173446,"('efficient', 'inefficient')",-0.68018186,-0.549804,0.90734047,0.99905545,-2.176484,-2.4020324,-0.2814090847969055,-0.6236288547515869,-0.3422197699546814
24,-0.75211066,-0.91697717,"('thoughtful', 'rough')",-0.23848522,-0.14970952,0.22497435,0.26078516,-1.1258268,-1.2599579,-0.4728620946407318,-0.5164648294448853,-0.04360273480415344
26,0.7497026,0.5659995,"('trustworthy', 'untrustworthy')",-0.35686257,-0.40186012,-0.03422126,-0.007034987,0.41538066,0.39705262,0.1934998482465744,0.13853925466537476,-0.054960593581199646
89,0.693394,0.04020375,"('daring', 'anxious')",-0.92452294,-0.85655177,0.5766522,0.6359768,-1.0429957,-1.3931843,-0.17436809837818146,-0.39338886737823486,-0.2190207690000534
49,-0.6369267,-1.1768358,"('responsible', 'irresponsible')",-0.61115694,-0.70318985,0.527785,0.5630428,-1.8007641,-1.7896037,-0.6302656531333923,-0.776646614074707,-0.1463809609413147
16,0.6085049,0.10710165,"('social', 'antisocial')",0.2795266,0.46477503,1.072432,1.1694639,-0.9312005,-0.6903181,0.2573157548904419,0.2627556025981903,0.005439847707748413
31,-0.6000297,-0.04558313,"('altruistic', 'egoistic')",-0.6022098,-0.7353118,-0.0322209,-0.16253017,-0.23184443,-0.1798492,-0.3665761947631836,-0.2808185815811157,0.08575761318206787
110,-0.59852326,-0.29383084,"('narrow-minded', 'open-minded')",0.9423672,0.7834036,-0.6940496,-0.65537393,0.3848725,0.41422546,0.008666709065437317,0.062106065452098846,0.05343935638666153
74,0.5922606,-0.13692173,"('insightful', 'unperceptive')",-2.2165906,-2.3376427,0.79424644,0.6889273,-2.0934055,-2.1803398,-0.7308722734451294,-0.9914941787719727,-0.26062190532684326
22,0.58151233,0.5870031,"('welcoming', 'disagreeable')",-0.26900083,-0.2040399,1.1510962,1.0243156,1.6661851,1.633589,0.7824482321739197,0.7602169513702393,-0.02223128080368042
35,0.5628279,1.0777669,"('fair', 'unfair')",0.016712442,-0.0033596903,0.4870693,0.5161203,0.8743042,0.99464476,0.48522844910621643,0.646293044090271,0.16106459498405457
68,-0.5556481,-1.1684929,"('clever', 'inept')",-1.4675927,-1.5158814,-1.1095699,-1.3458141,-1.1536158,-1.3113605,-1.0716066360473633,-1.3353872299194336,-0.2637805938720703
106,-0.5543631,-0.6345514,"('conventional', 'unconventional')",1.2993984,1.4505728,0.5356478,0.38825393,-0.6882695,-0.5743922,0.14810341596603394,0.15747079253196716,0.009367376565933228
80,0.5094288,0.3543008,"('independent', 'dependent')",0.06652625,0.013384938,0.5574643,0.5598164,0.57112694,0.26032668,0.4261365532875061,0.29695719480514526,-0.12917935848236084
97,-0.49898776,-0.33644414,"('superior', 'inferior')",-0.8253244,-0.8584398,0.18696119,0.20364986,-0.78949255,-0.78319675,-0.48171091079711914,-0.4436076879501343,0.03810322284698486
79,0.49761367,0.69624084,"('determined', 'doubtful')",0.8897472,0.8180775,-0.08058974,-0.027960747,-0.24506077,-0.03441322,0.2654275596141815,0.36298608779907227,0.09755852818489075
23,0.49491018,0.8629966,"('hospitable', 'inhospitable')",-0.26044792,-0.5826237,0.022665113,-0.2809592,1.2462822,1.134705,0.37585240602493286,0.2835296392440796,-0.09232276678085327
12,-0.4947564,-1.4158697,"('sympathetic', 'unsympathetic')",-0.79287094,-0.35618746,1.3576642,1.4426376,-2.2423363,-2.435833,-0.5430748462677002,-0.6913131475448608,-0.14823830127716064
21,0.49070764,0.7648977,"('nice', 'nasty')",0.865172,1.0441111,0.35329187,0.22327721,0.77133566,0.8175553,0.6201267838478088,0.7124603986740112,0.09233361482620239
9,-0.49020168,-1.3065772,"('sensitive', 'insensitive')",-0.51400375,-0.43757707,0.93461007,0.95563626,-1.6883833,-1.8456318,-0.43949466943740845,-0.6585374474525452,-0.21904277801513672
93,0.48528022,0.11062586,"('dominating', 'dominated')",1.3259864,1.607507,0.023562655,0.26054886,-0.84856683,-0.81774426,0.24656562507152557,0.29023435711860657,0.043668732047080994
18,-0.4806011,-0.6158787,"('social', 'asocial')",-0.2036233,-0.10633722,0.5460955,0.5783725,-0.66804034,-0.44425464,-0.20154230296611786,-0.1470245122909546,0.05451779067516327
92,-0.47070563,-0.19888994,"('unwavering', 'wavering')",-1.371525,-1.4627593,-0.24663842,-0.47511774,0.9044592,0.6269298,-0.29610246419906616,-0.3774592876434326,-0.08135682344436646
96,0.45359764,0.57711005,"('powerful', 'powerless')",1.6995502,1.6951721,0.37424952,0.36495116,-0.7962618,-0.46324554,0.432783842086792,0.5434969067573547,0.11071306467056274
77,0.4520421,0.8990982,"('active', 'inactive')",-0.078360364,-0.27548856,-0.15549164,-0.30583096,0.6805561,0.88758045,0.22468654811382294,0.3013398051261902,0.07665325701236725
69,-0.4268238,0.105248325,"('wise', 'foolish')",-0.6729833,-0.9875402,-0.40686446,-0.41648126,1.0331184,1.1519731,-0.11838826537132263,-0.03669998049736023,0.0816882848739624
51,0.42670488,-0.13927996,"('competent', 'incompetent')",-0.48839974,-0.38361037,0.2768625,0.18967175,-1.2937353,-1.301471,-0.2696419060230255,-0.40867239236831665,-0.13903048634529114
25,0.41834888,-0.7714951,"('moral', 'immoral')",-0.5495923,-0.42972127,1.0135018,0.98378384,-1.6408509,-1.881067,-0.18964815139770508,-0.5246248841285706,-0.3349767327308655
85,-0.41733164,-0.20416719,"('ambitious', 'unambitious')",0.2667089,0.29304048,0.78488964,0.9110043,-0.8545263,-0.6296688,-0.055064842104911804,0.09255219995975494,0.14761704206466675
72,-0.35682136,-0.39007184,"('logical', 'illogical')",-2.088004,-1.9749874,-0.08361763,-0.011880994,-1.4612262,-1.3648791,-0.9974173307418823,-0.9354548454284668,0.06196248531341553
102,0.31977287,0.06477246,"('eminent', 'low')",-0.29299122,-0.49591234,1.2853899,1.1282666,-0.29962468,-0.47791386,0.2531367242336273,0.05480320751667023,-0.1983335167169571
8,-0.28742617,0.2631593,"('open', 'distant')",-1.4330556,-1.7748258,-0.95718277,-1.2741404,1.2482275,1.1591839,-0.3573593199253082,-0.40665575861930847,-0.049296438694000244
91,0.28298092,0.062071756,"('resilient', 'nonresilient')",0.63446367,0.73370516,0.54869354,0.40202728,-0.4052541,-0.6073829,0.2652209997177124,0.14760532975196838,-0.11761566996574402
41,0.27664804,1.4094889,"('incorrupt', 'corrupt')",0.18403721,0.1262362,-1.5304415,-1.7151324,2.3518035,2.3175573,0.3205118179321289,0.5345375537872314,0.21402573585510254
101,-0.26898512,-0.68127525,"('successful', 'unsuccessful')",-0.89957243,-0.94783556,-0.3521017,-0.33544642,-1.8813348,-2.034066,-0.8504984974861145,-0.9996557831764221,-0.14915728569030762
59,0.2519972,0.3811853,"('skillful', 'clumsy')",0.059923977,-0.009785771,-0.24999525,-0.24022636,0.20886241,0.08008616,0.06769708544015884,0.05281483009457588,-0.014882255345582962
100,0.24836001,0.049777746,"('influential', 'uninfluential')",-0.7749443,-0.5667411,1.4111365,1.3996079,-1.2892718,-1.0903666,-0.10117989778518677,-0.051930516958236694,0.04924938082695007
43,-0.24812362,-0.4906507,"('genuine', 'fake')",0.49274534,0.51856124,-0.16473871,-0.09512694,-1.1232972,-0.98662543,-0.2608535587787628,-0.2634604573249817,-0.002606898546218872
39,-0.24782772,0.34822813,"('right', 'wrong')",0.75070196,0.51270443,-0.53154,-0.5936238,0.5891806,0.95958763,0.1401287168264389,0.30672410130500793,0.16659538447856903
44,-0.2468032,-0.40204892,"('truthful', 'untruthful')",-0.52573866,-0.6208297,0.37759995,0.4149018,-0.82398236,-0.77641314,-0.3047310709953308,-0.34609749913215637,-0.04136642813682556
0,0.24570584,-0.094490394,"('sociable', 'unsociable')",-0.19430423,0.21850747,1.033257,1.1427554,-0.70911974,-0.61730325,0.09388472139835358,0.1623673141002655,0.06848259270191193
62,-0.24186942,0.052375615,"('creative', 'uncreative')",-2.2511616,-2.446728,0.14712588,0.077390015,-0.76439476,-0.64673364,-0.7775749564170837,-0.7409240007400513,0.03665095567703247
67,-0.23563886,-0.3486674,"('discriminating', 'undiscriminating')",-0.9230713,-0.78169817,-0.23215413,-0.275111,-0.95261633,-0.67132825,-0.5858701467514038,-0.5192012190818787,0.06666892766952515
47,-0.23233889,-0.3015927,"('forgiving', 'unforgiving')",-0.74930066,-0.5109968,0.30083844,0.2914961,-0.2631046,0.008577332,-0.2359764277935028,-0.1281290203332901,0.10784740746021271
57,-0.22883774,-0.61967397,"('able', 'unable')",0.14282426,-0.0006297827,0.8405569,0.66017026,-0.6606281,-1.0480552,0.023478835821151733,-0.25204718112945557,-0.2755260169506073
84,-0.2152664,0.00823161,"('self-confident', 'diffident')",0.07232165,-0.23763105,-0.37900412,-0.6206014,-0.2980039,-0.10443291,-0.20498819649219513,-0.2386084496974945,-0.03362025320529938
4,0.18952706,0.27365744,"('likable', 'unlikable')",-0.74760413,-1.01613,-0.44823855,-0.5045369,-0.6982112,-0.484102,-0.4261317253112793,-0.43277788162231445,-0.006646156311035156
7,0.18845049,0.74528086,"('outgoing', 'distant')",-0.88669884,-1.2293333,-0.94059014,-1.2359138,1.4993908,1.3998266,-0.03486192226409912,-0.08003488183021545,-0.04517295956611633
61,-0.152697,0.86620414,"('rational', 'irrational')",0.19487056,0.09538987,0.14824212,0.13564906,1.5563276,1.7502799,0.43668580055236816,0.7118807435035706,0.2751949429512024
65,0.14847806,-0.565017,"('practical', 'impractical')",-0.5269672,-0.39912766,0.17744449,0.25178623,-1.6573434,-1.5400561,-0.46459701657295227,-0.5631036162376404,-0.09850659966468811
20,-0.14829078,0.16780072,"('popular', 'unpopular')",-0.035845406,-0.20082489,0.10042626,0.07262166,0.4957329,0.14628363,0.10300574451684952,0.0464702807366848,-0.05653546378016472
60,0.14396265,-0.29324603,"('educated', 'uneducated')",-1.7056144,-1.5260056,0.90951353,1.0655726,-0.8248145,-0.94968426,-0.3692381978034973,-0.425840824842453,-0.05660262703895569
73,0.13355714,-1.0353664,"('brilliant', 'incompetent')",0.13757253,-0.0800339,0.42962858,0.4332067,-2.0872397,-2.3778586,-0.3466203808784485,-0.7650130987167358,-0.41839271783828735
36,0.13090631,-0.23843208,"('tolerant', 'intolerant')",-0.61836326,-0.68739563,0.5386651,0.6261836,-1.5423541,-1.3843503,-0.3727864921092987,-0.42099860310554504,-0.04821211099624634
17,0.12646282,0.33653834,"('social', 'antisocial')",0.33156028,0.40966216,0.36138362,0.60291666,-0.89735305,-0.5213167,-0.019486576318740845,0.2069501131772995,0.22643668949604034
55,-0.11618906,-0.4705953,"('intelligent', 'unintelligent')",-0.23286712,0.08165854,1.2987695,1.3454783,-1.2213461,-1.3420808,-0.06790821254253387,-0.09638482332229614,-0.028476610779762268
2,0.11520064,-0.883813,"('friendly', 'unfriendly')",0.10653454,0.399545,1.6757197,1.9185978,-1.967452,-2.1467884,-0.017499268054962158,-0.178114652633667,-0.16061538457870483
30,-0.10697183,-0.6045494,"('honest', 'dishonest')",-1.5715175,-1.6089077,-0.08974233,-0.053878427,-0.9276968,-0.9717084,-0.6739821434020996,-0.8097609281539917,-0.1357787847518921
87,-0.10138768,-0.41551667,"('dedicated', 'undedicated')",-1.3853477,-1.4120058,-0.3277572,-0.45850658,-0.9940319,-0.89585793,-0.7021311521530151,-0.7954717874526978,-0.09334063529968262
76,0.09995937,-0.3828847,"('secure', 'insecure')",-0.3842275,0.030869126,1.1693407,1.308581,-0.8251557,-0.9229028,0.014979228377342224,0.008415639400482178,-0.006563588976860046
107,0.093110174,0.13171238,"('conventional', 'modern')",0.44311655,0.51828825,1.3444755,1.5474515,0.10567477,0.018637389,0.49659425020217896,0.5540223717689514,0.05742812156677246
42,0.055623293,1.2110567,"('amicable', 'hostile')",0.81864345,0.653674,-0.17053741,-0.4901967,2.034894,2.330525,0.6846558451652527,0.926264762878418,0.24160891771316528
83,-0.05084069,-0.7287188,"('energetic', 'lethargic')",-0.78670347,-0.7935468,0.07980148,0.11475054,-1.1224997,-1.2530756,-0.4700605869293213,-0.6651476621627808,-0.19508707523345947
45,0.03631012,-0.4928661,"('cooperative', 'exploitative')",0.0488908,-0.1737825,-0.16799343,-0.15294008,-0.2448701,-0.18831658,-0.08191564679145813,-0.2519763112068176,-0.1700606644153595
5,-0.029692978,-0.36333567,"('pleasant', 'repellent')",0.30515563,0.32166058,1.5072846,1.4888321,-0.8428028,-1.1062654,0.2349861115217209,0.08522289991378784,-0.14976321160793304
64,-0.010289073,-0.96766233,"('clever', 'incompetent')",-0.2842232,-0.120973915,0.93678695,0.9908856,-2.019369,-2.135729,-0.34427356719970703,-0.5583699345588684,-0.21409636735916138
19,0.0034857988,0.54798234,"('funny', 'boring')",0.20886248,0.038226932,-0.946622,-1.0195106,0.87662005,1.088836,0.035586580634117126,0.16388365626335144,0.12829707562923431
