,american_male,american_female,tuple,tower_male,tower_female,corp_male,corp_female,new_male,new_female,average_male,average_female,female-male
11,-1.0996166,-1.2282249,"('caring', 'unaffectionate')",-1.7204074,-1.7545501,-1.484493,-1.4917997,-0.39734697,-0.45263273,-1.1754659414291382,-1.2318018674850464,-0.0563359260559082
46,1.0852582,1.118042,"('generous', 'stingy')",2.043847,2.188413,2.3762202,2.3003333,0.83456933,0.996935,1.584973692893982,1.6509307622909546,0.06595706939697266
16,1.0467592,1.403033,"('social', 'antisocial')",-0.21813276,-0.0016876459,-0.3652128,-0.106381685,-0.8021402,-0.50254613,-0.08468161523342133,0.1981043964624405,0.2827860116958618
24,-0.9880574,-0.9420582,"('thoughtful', 'rough')",-0.9547546,-1.1128373,-1.4458349,-1.2531471,-0.80838597,-1.0449764,-1.0492582321166992,-1.088254690170288,-0.03899645805358887
92,-0.9820994,-1.3108232,"('unwavering', 'wavering')",-0.13651223,-0.20565437,0.30593115,0.17524163,1.0242958,0.81975317,0.05290381610393524,-0.13037070631980896,-0.1832745224237442
45,-0.95328003,-0.85286707,"('cooperative', 'exploitative')",-0.37353253,-0.7800541,-1.1704645,-0.9724724,-1.0277846,-0.9165996,-0.88126540184021,-0.8804982900619507,0.0007671117782592773
25,-0.95093334,-0.6597348,"('moral', 'immoral')",-0.5335142,-0.8867093,-1.5206175,-1.3253146,-1.4564099,-1.4396524,-1.1153687238693237,-1.077852725982666,0.037515997886657715
60,-0.9334517,-0.551273,"('educated', 'uneducated')",-0.946944,-0.5619963,-0.94098175,-0.8681323,-0.794942,-0.4889455,-0.904079794883728,-0.6175867915153503,0.2864930033683777
1,-0.8856698,-1.072547,"('friendly', 'unfriendly')",-1.6749098,-1.5689371,-1.3676949,-1.0302336,0.03334117,0.025989413,-0.9737333655357361,-0.9114320278167725,0.06230133771896362
63,-0.84916353,-1.0904806,"('capable', 'incapable')",-0.9963232,-1.0801492,-1.1376256,-1.0196587,-0.33474922,-0.53823125,-0.829465389251709,-0.932129979133606,-0.10266458988189697
58,-0.7962184,-0.60889924,"('able', 'clumsy')",-1.6452363,-1.5358694,-2.2373161,-1.8838849,-1.5659094,-1.5201012,-1.5611701011657715,-1.3871886730194092,0.1739814281463623
35,0.7951147,0.8794917,"('fair', 'unfair')",0.7150822,0.92710114,0.6981856,0.740138,0.53877056,0.72886944,0.6867883205413818,0.8189000487327576,0.13211172819137573
0,0.7523543,1.0161762,"('sociable', 'unsociable')",-0.42915827,-0.05503288,-0.78538966,-0.43198916,-0.76800233,-0.5637635,-0.30754899978637695,-0.008652329444885254,0.2988966703414917
79,0.7493828,0.74181044,"('determined', 'doubtful')",-0.20933491,0.043731928,0.44676286,0.76036924,0.31559122,0.37995023,0.3256005048751831,0.4814654588699341,0.15586495399475098
84,-0.74656564,-0.9726409,"('self-confident', 'diffident')",-0.48553437,-0.42888448,0.04052466,0.12735969,-0.24383731,-0.37390593,-0.35885316133499146,-0.4120178818702698,-0.05316472053527832
52,0.72068316,0.9990907,"('competitive', 'uncompetitive')",-0.24142444,-0.16596097,-0.29315704,-0.43968332,-0.82447207,-0.5201275,-0.15959259867668152,-0.03167027235031128,0.12792232632637024
14,0.7183439,0.72492,"('supportive', 'unsupportive')",0.77687585,0.6382868,1.4877679,1.4867378,-0.059206426,-0.05194989,0.7309452891349792,0.6994986534118652,-0.031446635723114014
90,0.6917201,0.70028526,"('motivated', 'unmotivated')",1.5393299,1.0102838,0.5462045,0.32156423,-0.115985096,-0.5120882,0.6653173565864563,0.38001129031181335,-0.28530606627464294
26,0.6869412,0.91323054,"('trustworthy', 'untrustworthy')",0.37319434,0.3597558,0.38654366,0.5214009,-0.7467338,-0.48269907,0.1749863624572754,0.3279220759868622,0.1529357135295868
20,0.67731255,0.49856648,"('popular', 'unpopular')",0.27499714,0.6044144,-0.1849665,-0.17244402,1.8974743,1.6604376,0.6662043929100037,0.6477435827255249,-0.01846081018447876
67,-0.6623893,-0.6333669,"('discriminating', 'undiscriminating')",-1.3734637,-1.2284567,-0.98974335,-0.78308094,0.70384866,0.7983501,-0.5804368853569031,-0.4616386294364929,0.11879825592041016
68,-0.66051096,-0.99293125,"('clever', 'inept')",-0.8626416,-1.1786717,-0.914963,-0.89569235,-0.6454199,-0.8717228,-0.7708838582038879,-0.9847545623779297,-0.21387070417404175
74,-0.6580763,-0.5082096,"('insightful', 'unperceptive')",-1.2111397,-1.4675205,-1.2442702,-1.3193259,-0.31318325,-0.21756577,-0.8566673994064331,-0.8781554102897644,-0.0214880108833313
37,0.63822806,0.25493068,"('good', 'evil')",1.847262,1.7584608,1.9438914,2.0353565,2.5303283,2.428041,1.7399274110794067,1.6191972494125366,-0.12073016166687012
100,-0.61397076,-0.38942665,"('influential', 'uninfluential')",-1.1087189,-0.7558523,-0.63892,-0.5221347,-0.52025104,-0.49207926,-0.7204651832580566,-0.5398732423782349,0.18059194087982178
17,0.60698164,0.85663664,"('social', 'antisocial')",-0.67719203,-0.20543373,-0.2864834,0.066805124,-0.42820126,-0.10149157,-0.19622376561164856,0.15412911772727966,0.3503528833389282
103,0.60374653,0.7121521,"('traditional', 'modern')",1.0410175,0.7610402,0.6515223,0.51988685,0.68126935,0.61791956,0.7443889379501343,0.6527496576309204,-0.09163928031921387
43,0.6030249,0.62616533,"('genuine', 'fake')",-0.6330613,-0.7607425,-0.23435366,-0.21506564,0.3768835,0.38788807,0.028123363852500916,0.009561315178871155,-0.01856204867362976
42,0.5981049,0.24104035,"('amicable', 'hostile')",1.0424372,1.2293904,1.0745797,1.3420484,1.8091202,1.8213055,1.1310604810714722,1.1584460735321045,0.027385592460632324
109,0.56688213,0.9412311,"('conservative', 'liberal')",0.44064558,0.30052468,-0.18954298,-0.3518635,-1.097023,-1.0688727,-0.06975957751274109,-0.04474511742591858,0.02501446008682251
108,0.56688213,0.9412311,"('conservative', 'liberal')",0.44064558,0.30052468,-0.18954298,-0.3518635,-1.097023,-1.0688727,-0.06975957751274109,-0.04474511742591858,0.02501446008682251
88,0.5658872,0.36432815,"('impulsive', 'meek')",1.800683,1.9978522,1.447821,1.2792021,1.563556,1.8192687,1.3444867134094238,1.36516273021698,0.020676016807556152
83,0.55825686,0.70206976,"('energetic', 'lethargic')",-0.54308116,-0.55942446,-0.38989562,-0.51259035,-0.80170095,-0.6726756,-0.2941052317619324,-0.26065516471862793,0.03345006704330444
36,-0.55515605,-0.3832142,"('tolerant', 'intolerant')",-0.9599596,-1.0569739,-1.3469197,-1.1648283,-0.8488381,-0.593192,-0.9277183413505554,-0.7995520830154419,0.12816625833511353
51,0.553535,0.66019297,"('competent', 'incompetent')",-0.7430755,-0.6303949,-0.11847064,-0.098713234,0.07464939,0.2558064,-0.05834043771028519,0.046722810715436935,0.10506324842572212
70,0.55314064,0.4784389,"('wise', 'unwise')",0.5646276,0.5324616,1.1597657,1.1573492,1.675778,1.6813757,0.9883279800415039,0.9624063372612,-0.025921642780303955
87,-0.5474919,-0.4337973,"('dedicated', 'undedicated')",-1.0600505,-1.073601,-0.80255353,-0.59696186,-0.63571346,-0.37742674,-0.761452317237854,-0.6204466819763184,0.14100563526153564
72,-0.54728395,-0.39952892,"('logical', 'illogical')",-0.7249942,-0.46525133,-1.4069908,-1.3363023,-0.42463043,-0.11634571,-0.7759748101234436,-0.5793570280075073,0.19661778211593628
110,0.5325699,0.48872197,"('narrow-minded', 'open-minded')",0.2774997,0.32432646,0.15512341,0.24599168,-0.38863587,-0.16592145,0.14413927495479584,0.2232796549797058,0.07914038002490997
41,0.52731943,0.2553727,"('incorrupt', 'corrupt')",0.77527666,0.88098747,1.3548378,1.374502,2.200282,2.1927314,1.2144290208816528,1.1758983135223389,-0.038530707359313965
59,0.5178311,0.5419079,"('skillful', 'clumsy')",0.2067963,0.5659176,0.07095654,0.19477667,1.3879981,1.4707971,0.545895516872406,0.6933498382568359,0.14745432138442993
5,0.51579905,0.6461543,"('pleasant', 'repellent')",0.47980136,0.2981787,-1.2856472,-1.3148067,-0.097297505,-0.30082503,-0.09683606028556824,-0.16782468557357788,-0.07098862528800964
65,-0.5117688,-0.3787496,"('practical', 'impractical')",-1.3253894,-1.4958915,-0.9191679,-0.87139773,-1.6388373,-1.5554767,-1.0987908840179443,-1.0753788948059082,0.023411989212036133
38,-0.5103563,-0.26839733,"('kind', 'unkind')",-2.1676002,-1.938592,-2.3757577,-1.9031388,-1.1115729,-0.71509457,-1.5413217544555664,-1.2063056230545044,0.335016131401062
97,-0.51001704,-0.4765666,"('superior', 'inferior')",-1.0513422,-0.8890359,-1.0777923,-1.0853717,-0.99121296,-0.8188501,-0.9075911045074463,-0.817456066608429,0.09013503789901733
101,-0.48043737,-0.41846982,"('successful', 'unsuccessful')",-0.95560825,-0.74766004,-1.2861463,-1.4652822,-0.6508886,-0.41667444,-0.8432701230049133,-0.7620216012001038,0.08124852180480957
96,-0.46742034,-0.40958154,"('powerful', 'powerless')",-0.7928165,-0.46539688,-0.0942453,0.08052668,-0.45298013,-0.42514718,-0.4518655836582184,-0.3048997223377228,0.1469658613204956
49,-0.42020065,-0.37930745,"('responsible', 'irresponsible')",-1.5180291,-1.646141,-1.4365293,-1.2053922,-1.0568249,-1.0981494,-1.107896089553833,-1.0822474956512451,0.02564859390258789
85,0.4096622,0.4455679,"('ambitious', 'unambitious')",-1.5115517,-1.2614957,-0.31822163,-0.35626906,0.013987601,0.106343,-0.35153090953826904,-0.2664634585380554,0.08506745100021362
105,-0.39314848,-0.45869023,"('conventional', 'modern')",-0.8415712,-0.952028,-0.48005888,-0.4712868,0.8306431,0.5736888,-0.22103388607501984,-0.32707905769348145,-0.10604517161846161
62,-0.3838717,-0.44427636,"('creative', 'uncreative')",-0.53238297,-0.53932667,-0.33273518,-0.144564,-0.56264377,-0.6173538,-0.45290839672088623,-0.43638020753860474,0.016528189182281494
56,0.3589375,0.3517047,"('intelligent', 'dumb')",1.0900314,1.3063447,1.6987584,1.7227203,0.690233,1.0119772,0.9594900608062744,1.098186731338501,0.13869667053222656
39,-0.35524932,-0.45247453,"('right', 'wrong')",-0.04640609,0.22504736,0.6349007,0.8346789,0.26922962,0.41019645,0.12561872601509094,0.2543620467185974,0.12874332070350647
54,0.327895,0.1670277,"('smart', 'stupid')",0.34766197,0.026166677,0.42693397,0.34929267,0.84912705,0.60384494,0.48790448904037476,0.2865830063819885,-0.20132148265838623
47,-0.319494,-0.2426702,"('forgiving', 'unforgiving')",-1.0776733,-0.9139495,-0.80979,-0.5174874,-0.45840046,-0.068962395,-0.6663394570350647,-0.43576735258102417,0.23057210445404053
71,0.3191356,0.62584436,"('efficient', 'inefficient')",-0.52435005,-1.1705599,-1.1294833,-1.2358482,-1.2771156,-1.4559102,-0.6529533267021179,-0.8091185092926025,-0.15616518259048462
18,-0.31617606,-0.14265604,"('social', 'asocial')",-0.5635251,-0.48888823,-0.15735155,-0.051664025,-1.5692225,-1.306341,-0.6515687704086304,-0.4973873496055603,0.15418142080307007
9,-0.3105232,-0.13991076,"('sensitive', 'insensitive')",-1.2640687,-1.4432633,-1.0999589,-1.0613891,-0.98445404,-0.92043555,-0.9147511720657349,-0.8912496566772461,0.02350151538848877
76,0.2980369,0.6513301,"('secure', 'insecure')",-0.24547026,-0.18092018,-0.27963996,-0.35239786,-0.46814716,-0.3669712,-0.1738051176071167,-0.06223978102207184,0.11156533658504486
8,-0.27681118,-0.7798516,"('open', 'distant')",0.814302,0.4903318,1.4154859,1.2487043,1.1676544,0.7915691,0.7801578044891357,0.437688410282135,-0.34246939420700073
12,-0.2762956,-0.06766653,"('sympathetic', 'unsympathetic')",-1.6465545,-1.730175,-1.3533148,-1.4027944,-1.2802973,-1.1208498,-1.139115571975708,-1.080371379852295,0.058744192123413086
81,0.26994592,-0.07709442,"('industrious', 'lazy')",2.4300053,2.2384996,2.0935724,2.177915,2.0022373,2.030965,1.6989402770996094,1.5925712585449219,-0.1063690185546875
64,0.2670999,0.47025537,"('clever', 'incompetent')",-1.2586049,-1.223875,-1.1046457,-1.0655162,-1.4687406,-1.580534,-0.8912228345870972,-0.849917471408844,0.041305363178253174
7,0.22268829,-0.22849806,"('outgoing', 'distant')",1.1437868,0.8148715,1.2281502,1.04766,0.8801502,0.5827791,0.8686939477920532,0.5542031526565552,-0.31449079513549805
77,0.22040385,-0.024058402,"('active', 'inactive')",0.22828501,0.6917194,1.3215332,1.4822655,0.7132806,0.8810775,0.6208756566047668,0.7577509880065918,0.13687533140182495
23,-0.20891948,-0.47907433,"('hospitable', 'inhospitable')",0.6044083,0.42821127,0.7526314,0.81820834,1.1858441,1.118948,0.5834910869598389,0.4715733230113983,-0.11191776394844055
57,-0.1962331,-0.25588837,"('able', 'unable')",0.03696987,-0.22580296,-0.52577424,-0.47968864,-0.46497375,-0.62447196,-0.28750282526016235,-0.39646297693252563,-0.10896015167236328
10,-0.18504524,-0.29475683,"('affectionate', 'unaffectionate')",-0.9620284,-0.74247754,-0.05168128,0.14470398,0.7698784,0.8342984,-0.10721912980079651,-0.014557987451553345,0.09266114234924316
106,-0.18195622,-0.22400294,"('conventional', 'unconventional')",-0.46619314,-0.2192302,-0.62033725,-0.33703667,1.2797227,0.963664,0.0028090178966522217,0.045848548412323,0.043039530515670776
93,0.17834194,0.50165564,"('dominating', 'dominated')",-0.041954145,0.15974271,-0.022973418,-0.17457613,-1.2408098,-0.70492834,-0.28184884786605835,-0.05452653020620346,0.2273223176598549
82,0.16926286,-0.009499103,"('industrious', 'meek')",1.5410745,1.7867248,1.0922787,1.2331986,1.3513242,1.312031,1.038485050201416,1.0806138515472412,0.042128801345825195
61,0.15722631,0.036214054,"('rational', 'irrational')",1.1009512,1.3708777,1.1557636,1.3685138,1.4804657,1.715029,0.9736016988754272,1.1226587295532227,0.1490570306777954
89,0.13463295,0.31110084,"('daring', 'anxious')",-0.49825373,-0.55689853,-0.35680014,-0.5358988,-1.1694336,-1.3868266,-0.4724636375904083,-0.5421307682991028,-0.06966713070869446
4,-0.13429305,-0.1818851,"('likable', 'unlikable')",-0.21975684,-0.32924548,-0.6973594,-0.49110615,0.38617718,0.37986428,-0.16630801558494568,-0.1555931121110916,0.010714903473854065
30,0.13135344,0.1729818,"('honest', 'dishonest')",-0.08681016,-0.13764307,-0.7890542,-0.85744035,-0.46290857,-0.09674831,-0.3018548786640167,-0.22971247136592865,0.07214240729808807
2,0.12693083,0.5063859,"('friendly', 'unfriendly')",-1.1310784,-1.0786421,-1.418464,-1.5280867,-1.6722184,-1.4798024,-1.0237075090408325,-0.8950362801551819,0.12867122888565063
19,-0.10338849,-0.08062637,"('funny', 'boring')",-0.50440335,-0.29244995,0.41201538,0.5815117,-0.057115197,0.104435325,-0.06322291493415833,0.07821767032146454,0.14144058525562286
69,0.089770466,-0.0155572,"('wise', 'foolish')",0.43220145,0.62680566,0.44740218,0.6480955,0.5438058,0.65526724,0.378294974565506,0.47865280508995056,0.10035783052444458
22,0.07515459,-0.065381624,"('welcoming', 'disagreeable')",1.1534445,1.0963764,1.6342537,1.9070294,0.5636344,0.47769773,0.8566218018531799,0.8539304733276367,-0.002691328525543213
21,0.07099223,0.002440691,"('nice', 'nasty')",1.0709568,0.98101896,0.38468748,0.27212715,0.35453856,0.31382322,0.470293790102005,0.39235252141952515,-0.07794126868247986
73,0.07028872,0.07766551,"('brilliant', 'incompetent')",-0.808163,-1.1812088,-1.5508811,-1.81595,-1.3390191,-1.6772346,-0.9069436192512512,-1.1491819620132446,-0.2422383427619934
91,-0.059883535,-0.107448414,"('resilient', 'nonresilient')",-0.057617277,-0.25257796,-0.1504333,-0.20740606,0.2389951,-0.08850193,-0.007234752178192139,-0.16398358345031738,-0.15674883127212524
80,-0.05623904,0.038742453,"('independent', 'dependent')",0.56895745,0.4074908,0.50642145,0.6569986,0.56695527,0.6444183,0.39652377367019653,0.43691253662109375,0.04038876295089722
31,0.021996766,-0.07993385,"('altruistic', 'egoistic')",-0.05475068,-0.13032287,-0.277474,-0.047681987,0.63122517,0.40067068,0.08024931699037552,0.03568299114704132,-0.0445663258433342
