,viatris_male,viatris_female,tuple,average_male,average_female,female-male
75,2.0446053,1.7564392,"('confident', 'shy')",2.044605255126953,1.756439208984375,-0.2881660461425781
95,-1.9020107,-2.0408921,"('rich', 'poor')",-1.9020106792449951,-2.0408921241760254,-0.13888144493103027
99,-1.7415024,-1.0433702,"('prestigious', 'insignificant')",-1.7415024042129517,-1.043370246887207,0.6981321573257446
31,-1.4882255,-1.2097197,"('altruistic', 'egoistic')",-1.4882254600524902,-1.2097196578979492,0.278505802154541
53,-1.4753017,-1.6862857,"('smart', 'stupid')",-1.475301742553711,-1.6862857341766357,-0.2109839916229248
5,1.4118156,0.99333245,"('pleasant', 'repellent')",1.4118156433105469,0.9933324456214905,-0.4184831976890564
27,-1.3833728,-1.6392518,"('sincere', 'insincere')",-1.3833727836608887,-1.6392518281936646,-0.2558790445327759
69,-1.3674471,-0.94491446,"('wise', 'foolish')",-1.3674471378326416,-0.9449144601821899,0.42253267765045166
71,1.33992,0.47405675,"('efficient', 'inefficient')",1.3399200439453125,0.47405675053596497,-0.8658632934093475
15,1.3030082,1.1079011,"('polite', 'impolite')",1.3030081987380981,1.1079010963439941,-0.195107102394104
58,-1.2472004,-1.2620926,"('able', 'clumsy')",-1.2472003698349,-1.2620925903320312,-0.014892220497131348
63,-1.2374164,-0.9602461,"('capable', 'incapable')",-1.237416386604309,-0.9602460861206055,0.2771703004837036
32,-1.2282448,-1.2290227,"('benevolent', 'hardhearted')",-1.2282447814941406,-1.229022741317749,-0.0007779598236083984
4,-1.2102206,-1.424972,"('likable', 'unlikable')",-1.2102205753326416,-1.4249720573425293,-0.2147514820098877
16,1.1828892,0.50585836,"('social', 'antisocial')",1.1828892230987549,0.5058583617210388,-0.6770308613777161
107,1.1800234,0.8649854,"('conventional', 'modern')",1.180023431777954,0.8649854063987732,-0.3150380253791809
1,-1.1637542,-0.6531022,"('friendly', 'unfriendly')",-1.1637542247772217,-0.6531022191047668,0.5106520056724548
39,-1.1495916,-0.7475065,"('right', 'wrong')",-1.1495915651321411,-0.7475064992904663,0.4020850658416748
97,-1.1412654,-0.89113665,"('superior', 'inferior')",-1.1412653923034668,-0.891136646270752,0.25012874603271484
103,1.0673736,0.9541142,"('traditional', 'modern')",1.0673736333847046,0.9541141986846924,-0.11325943470001221
66,1.0549259,1.0632596,"('imaginative', 'unimaginative')",1.0549259185791016,1.0632596015930176,0.008333683013916016
98,-1.0530523,-0.76060456,"('prestigious', 'insignificant')",-1.053052306175232,-0.7606045603752136,0.2924477458000183
10,-1.0071766,-0.45847562,"('affectionate', 'unaffectionate')",-1.0071766376495361,-0.45847561955451965,0.5487010180950165
6,1.0060022,1.5613474,"('liked', 'disliked')",1.0060021877288818,1.5613473653793335,0.5553451776504517
104,-0.993893,-0.53752595,"('conventional', 'unconventional')",-0.993893027305603,-0.5375259518623352,0.4563670754432678
93,0.96130264,0.6781515,"('dominating', 'dominated')",0.961302638053894,0.6781514883041382,-0.28315114974975586
41,-0.9586276,-0.2545563,"('incorrupt', 'corrupt')",-0.9586275815963745,-0.2545562982559204,0.7040712833404541
59,-0.9586274,-0.7242761,"('skillful', 'clumsy')",-0.9586274027824402,-0.7242761254310608,0.2343512773513794
78,0.9538131,0.96594477,"('active', 'inactive')",0.9538130760192871,0.965944766998291,0.012131690979003906
90,0.9525127,0.67463166,"('motivated', 'unmotivated')",0.9525126814842224,0.674631655216217,-0.27788102626800537
42,-0.9370367,-0.2618984,"('amicable', 'hostile')",-0.9370366930961609,-0.261898398399353,0.6751382946968079
2,0.930982,0.50879234,"('friendly', 'unfriendly')",0.9309819936752319,0.5087923407554626,-0.4221896529197693
34,-0.9114256,-0.5213255,"('loyal', 'disloyal')",-0.9114255905151367,-0.5213255286216736,0.39010006189346313
40,-0.8741563,-1.1183293,"('honorable', 'mean')",-0.8741562962532043,-1.1183292865753174,-0.24417299032211304
76,0.81328493,0.23307407,"('secure', 'insecure')",0.8132849335670471,0.23307406902313232,-0.5802108645439148
100,0.8109453,0.7949035,"('influential', 'uninfluential')",0.8109452724456787,0.7949035167694092,-0.01604175567626953
21,0.8020677,0.7948088,"('nice', 'nasty')",0.8020676970481873,0.7948088049888611,-0.007258892059326172
11,-0.7831569,-0.4193446,"('caring', 'unaffectionate')",-0.7831568717956543,-0.41934460401535034,0.36381226778030396
73,0.76982355,0.08526172,"('brilliant', 'incompetent')",0.7698235511779785,0.08526171743869781,-0.6845618337392807
94,0.73889697,0.32131577,"('aggressive', 'submissive')",0.7388969659805298,0.3213157653808594,-0.4175812005996704
30,0.7270115,0.516769,"('honest', 'dishonest')",0.727011501789093,0.5167689919471741,-0.21024250984191895
52,0.718806,0.5828641,"('competitive', 'uncompetitive')",0.7188060283660889,0.5828641057014465,-0.13594192266464233
12,0.7161538,0.55245715,"('sympathetic', 'unsympathetic')",0.7161538004875183,0.5524571537971497,-0.16369664669036865
45,0.6890236,0.2390389,"('cooperative', 'exploitative')",0.6890236139297485,0.23903889954090118,-0.44998471438884735
33,-0.67748946,-0.6539062,"('softhearted', 'hardhearted')",-0.6774894595146179,-0.6539062261581421,0.02358323335647583
43,-0.66796416,-0.62377095,"('genuine', 'fake')",-0.6679641604423523,-0.6237709522247314,0.04419320821762085
17,0.66622937,0.7226071,"('social', 'antisocial')",0.6662293672561646,0.7226070761680603,0.05637770891189575
38,-0.6549216,-0.6462005,"('kind', 'unkind')",-0.6549215912818909,-0.6462004780769348,0.008721113204956055
56,-0.641046,-0.42785168,"('intelligent', 'dumb')",-0.6410459876060486,-0.42785167694091797,0.21319431066513062
109,0.6359806,0.3661919,"('conservative', 'liberal')",0.6359806060791016,0.36619189381599426,-0.2697887122631073
108,0.6359806,0.3661919,"('conservative', 'liberal')",0.6359806060791016,0.36619189381599426,-0.2697887122631073
87,-0.6355938,-0.87960625,"('dedicated', 'undedicated')",-0.6355937719345093,-0.8796062469482422,-0.2440124750137329
65,0.62437516,0.114420354,"('practical', 'impractical')",0.6243751645088196,0.11442035436630249,-0.5099548101425171
82,-0.57329714,-0.19360043,"('industrious', 'meek')",-0.5732971429824829,-0.19360043108463287,0.37969671189785004
18,0.57308775,0.300812,"('social', 'asocial')",0.573087751865387,0.3008120059967041,-0.27227574586868286
105,-0.5646972,-0.44364083,"('conventional', 'modern')",-0.5646972060203552,-0.4436408281326294,0.12105637788772583
61,-0.5332303,-0.15407449,"('rational', 'irrational')",-0.5332303047180176,-0.15407449007034302,0.37915581464767456
50,0.5230417,0.49329948,"('unprejudiced', 'prejudiced')",0.5230417251586914,0.4932994842529297,-0.02974224090576172
55,0.52163476,0.4241076,"('intelligent', 'unintelligent')",0.5216347575187683,0.4241076111793518,-0.0975271463394165
26,-0.5200976,-0.5735767,"('trustworthy', 'untrustworthy')",-0.5200976133346558,-0.5735766887664795,-0.05347907543182373
3,0.5075882,0.43648344,"('likable', 'unlikable')",0.5075882077217102,0.4364834427833557,-0.07110476493835449
51,0.5036813,0.16602373,"('competent', 'incompetent')",0.5036813020706177,0.16602373123168945,-0.3376575708389282
28,-0.49115238,-0.488684,"('honest', 'dishonest')",-0.4911523759365082,-0.4886839985847473,0.0024683773517608643
62,-0.4736027,-0.14214611,"('creative', 'uncreative')",-0.4736027121543884,-0.14214611053466797,0.33145660161972046
67,-0.4571166,-0.44426748,"('discriminating', 'undiscriminating')",-0.45711660385131836,-0.44426748156547546,0.012849122285842896
70,0.44782957,0.7386129,"('wise', 'unwise')",0.44782957434654236,0.7386128902435303,0.2907833158969879
9,0.42742276,0.31772655,"('sensitive', 'insensitive')",0.42742276191711426,0.3177265524864197,-0.10969620943069458
64,0.42131943,-0.037941158,"('clever', 'incompetent')",0.4213194251060486,-0.037941157817840576,-0.45926058292388916
92,-0.4169665,0.09162387,"('unwavering', 'wavering')",-0.4169664978981018,0.09162387251853943,0.5085903704166412
22,0.4114482,0.19515243,"('welcoming', 'disagreeable')",0.411448210477829,0.1951524317264557,-0.2162957787513733
79,-0.40261874,-0.48834434,"('determined', 'doubtful')",-0.40261873602867126,-0.48834434151649475,-0.08572560548782349
77,0.39085567,0.6922096,"('active', 'inactive')",0.39085566997528076,0.6922096014022827,0.30135393142700195
0,0.38215783,0.28223917,"('sociable', 'unsociable')",0.3821578323841095,0.28223916888237,-0.0999186635017395
19,-0.38117027,-0.122803256,"('funny', 'boring')",-0.38117027282714844,-0.12280325591564178,0.25836701691150665
54,0.35884175,0.16768907,"('smart', 'stupid')",0.35884174704551697,0.16768907010555267,-0.1911526769399643
37,0.3565408,0.5648439,"('good', 'evil')",0.3565407991409302,0.5648438930511475,0.20830309391021729
88,-0.34726703,0.042410553,"('impulsive', 'meek')",-0.3472670316696167,0.04241055250167847,0.38967758417129517
49,0.3383121,-0.20401576,"('responsible', 'irresponsible')",0.3383120894432068,-0.20401576161384583,-0.5423278510570526
47,-0.3230088,-0.45020065,"('forgiving', 'unforgiving')",-0.32300880551338196,-0.4502006471157074,-0.12719184160232544
102,-0.3217569,-0.24918514,"('eminent', 'low')",-0.32175689935684204,-0.24918514490127563,0.0725717544555664
14,0.31792158,0.4499513,"('supportive', 'unsupportive')",0.31792157888412476,0.44995129108428955,0.1320297122001648
80,0.293556,0.20345065,"('independent', 'dependent')",0.29355600476264954,0.20345064997673035,-0.09010535478591919
48,-0.2799662,-0.3049747,"('reliable', 'unreliable')",-0.27996620535850525,-0.3049747049808502,-0.02500849962234497
13,-0.26271772,-0.32965663,"('helpful', 'unhelpful')",-0.26271772384643555,-0.3296566307544708,-0.06693890690803528
85,0.26077345,0.15231043,"('ambitious', 'unambitious')",0.2607734501361847,0.15231043100357056,-0.10846301913261414
35,0.24939974,0.37527883,"('fair', 'unfair')",0.24939973652362823,0.3752788305282593,0.12587909400463104
81,-0.24924916,-0.24723652,"('industrious', 'lazy')",-0.2492491602897644,-0.24723652005195618,0.0020126402378082275
110,-0.24923697,-0.412112,"('narrow-minded', 'open-minded')",-0.24923697113990784,-0.4121119976043701,-0.16287502646446228
60,0.2383225,0.2801785,"('educated', 'uneducated')",0.23832249641418457,0.2801784873008728,0.04185599088668823
101,0.23569447,0.21306384,"('successful', 'unsuccessful')",0.23569446802139282,0.21306383609771729,-0.022630631923675537
86,-0.23400408,-0.14948887,"('self-reliant', 'helpless')",-0.23400408029556274,-0.14948886632919312,0.08451521396636963
23,-0.23144647,0.1935931,"('hospitable', 'inhospitable')",-0.23144647479057312,0.1935930997133255,0.4250395745038986
89,-0.22932833,-0.43932694,"('daring', 'anxious')",-0.22932833433151245,-0.4393269419670105,-0.20999860763549805
29,-0.22496241,-0.2976458,"('honest', 'immoral')",-0.22496241331100464,-0.29764580726623535,-0.07268339395523071
91,0.22101152,0.3067272,"('resilient', 'nonresilient')",0.22101151943206787,0.30672720074653625,0.08571568131446838
57,-0.18571071,-0.43626398,"('able', 'unable')",-0.18571071326732635,-0.4362639784812927,-0.25055326521396637
72,-0.15881808,-0.016124845,"('logical', 'illogical')",-0.1588180810213089,-0.016124844551086426,0.14269323647022247
83,0.15542385,-0.06868306,"('energetic', 'lethargic')",0.1554238498210907,-0.06868305802345276,-0.22410690784454346
24,0.15226714,-0.08335923,"('thoughtful', 'rough')",0.15226714313030243,-0.08335922658443451,-0.23562636971473694
36,0.14625423,-0.5059497,"('tolerant', 'intolerant')",0.14625422656536102,-0.5059496760368347,-0.6522039026021957
7,-0.14063054,0.06492239,"('outgoing', 'distant')",-0.1406305432319641,0.06492239236831665,0.20555293560028076
106,-0.14050038,-0.26107025,"('conventional', 'unconventional')",-0.14050038158893585,-0.26107025146484375,-0.1205698698759079
