,amcor_male,amcor_female,tuple,average_male,average_female,female-male
95,-3.1477232,-3.067131,"('rich', 'poor')",-3.1477231979370117,-3.0671310424804688,0.08059215545654297
75,2.9994726,2.988042,"('confident', 'shy')",2.9994726181030273,2.988042116165161,-0.011430501937866211
27,-2.934761,-2.6975021,"('sincere', 'insincere')",-2.9347610473632812,-2.6975021362304688,0.2372589111328125
6,2.905769,2.8596487,"('liked', 'disliked')",2.905769109725952,2.8596487045288086,-0.046120405197143555
53,-2.793023,-2.954998,"('smart', 'stupid')",-2.793023109436035,-2.954998016357422,-0.16197490692138672
40,-2.539352,-2.70444,"('honorable', 'mean')",-2.5393519401550293,-2.704440116882324,-0.16508817672729492
37,1.8426087,1.4849226,"('good', 'evil')",1.8426086902618408,1.4849226474761963,-0.35768604278564453
8,1.4389161,1.1615807,"('open', 'distant')",1.4389160871505737,1.1615806818008423,-0.27733540534973145
58,-1.4102753,-1.2851679,"('able', 'clumsy')",-1.4102753400802612,-1.285167932510376,0.12510740756988525
65,-1.3924313,-1.2782562,"('practical', 'impractical')",-1.3924312591552734,-1.2782561779022217,0.11417508125305176
13,-1.3895912,-1.1554637,"('helpful', 'unhelpful')",-1.3895912170410156,-1.155463695526123,0.23412752151489258
23,1.378119,1.2034434,"('hospitable', 'inhospitable')",1.3781189918518066,1.2034434080123901,-0.1746755838394165
78,1.3650844,0.9771074,"('active', 'inactive')",1.3650844097137451,0.9771074056625366,-0.3879770040512085
36,-1.330394,-1.2648689,"('tolerant', 'intolerant')",-1.3303940296173096,-1.2648688554763794,0.06552517414093018
32,-1.2466803,-1.1817039,"('benevolent', 'hardhearted')",-1.2466802597045898,-1.1817039251327515,0.06497633457183838
38,-1.206692,-0.7875689,"('kind', 'unkind')",-1.2066919803619385,-0.7875689268112183,0.4191230535507202
7,1.1884296,0.946542,"('outgoing', 'distant')",1.188429594039917,0.9465420246124268,-0.24188756942749023
3,1.1295528,1.2136132,"('likable', 'unlikable')",1.1295528411865234,1.2136131525039673,0.08406031131744385
86,1.0930046,1.0974736,"('self-reliant', 'helpless')",1.093004584312439,1.0974736213684082,0.004469037055969238
28,-1.079746,-0.89266336,"('honest', 'dishonest')",-1.0797460079193115,-0.8926633596420288,0.18708264827728271
42,1.0795664,1.0033671,"('amicable', 'hostile')",1.0795663595199585,1.0033670663833618,-0.07619929313659668
46,1.0696566,1.0617317,"('generous', 'stingy')",1.0696566104888916,1.0617316961288452,-0.007924914360046387
70,1.0633137,1.071896,"('wise', 'unwise')",1.0633137226104736,1.071895956993103,0.008582234382629395
