,amcor_male,amcor_female,tuple,average_male,average_female,female-male
77,1.0507014,1.0260154,"('active', 'inactive')",1.050701379776001,1.0260154008865356,-0.024685978889465332
90,0.9845764,0.89903766,"('motivated', 'unmotivated')",0.984576404094696,0.8990376591682434,-0.08553874492645264
14,0.9716989,0.9115379,"('supportive', 'unsupportive')",0.9716988801956177,0.9115378856658936,-0.06016099452972412
92,0.9616727,0.80119205,"('unwavering', 'wavering')",0.9616727232933044,0.801192045211792,-0.16048067808151245
55,-0.9516771,-0.9166582,"('intelligent', 'unintelligent')",-0.9516770839691162,-0.9166582226753235,0.035018861293792725
33,-0.91790503,-0.77937144,"('softhearted', 'hardhearted')",-0.9179050326347351,-0.779371440410614,0.1385335922241211
73,-0.9057703,-1.0614268,"('brilliant', 'incompetent')",-0.9057703018188477,-1.0614267587661743,-0.15565645694732666
83,-0.8965952,-0.8100125,"('energetic', 'lethargic')",-0.8965951800346375,-0.8100125193595886,0.08658266067504883
22,0.8926391,0.87233174,"('welcoming', 'disagreeable')",0.8926391005516052,0.8723317384719849,-0.02030736207962036
48,0.8774894,0.78705025,"('reliable', 'unreliable')",0.8774893879890442,0.7870502471923828,-0.09043914079666138
81,0.87514687,0.66177773,"('industrious', 'lazy')",0.8751468658447266,0.6617777347564697,-0.21336913108825684
71,-0.83635044,-0.76749307,"('efficient', 'inefficient')",-0.8363504409790039,-0.7674930691719055,0.06885737180709839
101,-0.8072847,-0.7409003,"('successful', 'unsuccessful')",-0.8072847127914429,-0.7409002780914307,0.06638443470001221
50,0.80326045,0.699679,"('unprejudiced', 'prejudiced')",0.8032604455947876,0.6996790170669556,-0.10358142852783203
66,0.78405666,0.89341044,"('imaginative', 'unimaginative')",0.7840566635131836,0.8934104442596436,0.10935378074645996
9,-0.7641149,-0.6849358,"('sensitive', 'insensitive')",-0.7641149163246155,-0.6849358081817627,0.07917910814285278
103,0.7621514,0.7942864,"('traditional', 'modern')",0.7621514201164246,0.7942863702774048,0.032134950160980225
54,0.74532074,0.40124184,"('smart', 'stupid')",0.745320737361908,0.40124183893203735,-0.3440788984298706
99,0.73611635,0.45186368,"('prestigious', 'insignificant')",0.736116349697113,0.45186367630958557,-0.28425267338752747
82,0.72422093,0.67217255,"('industrious', 'meek')",0.7242209315299988,0.6721725463867188,-0.05204838514328003
88,0.7105086,0.6349417,"('impulsive', 'meek')",0.7105085849761963,0.6349416971206665,-0.07556688785552979
49,-0.6916575,-0.70509624,"('responsible', 'irresponsible')",-0.6916574835777283,-0.7050962448120117,-0.013438761234283447
21,0.6806197,0.69478667,"('nice', 'nasty')",0.6806197166442871,0.6947866678237915,0.014166951179504395
91,0.6453457,0.58870196,"('resilient', 'nonresilient')",0.6453456878662109,0.5887019634246826,-0.05664372444152832
64,-0.6312032,-0.5836057,"('clever', 'incompetent')",-0.6312031745910645,-0.5836057066917419,0.04759746789932251
41,0.6150241,0.5281177,"('incorrupt', 'corrupt')",0.6150240898132324,0.5281177163124084,-0.08690637350082397
102,-0.5983889,-0.5007905,"('eminent', 'low')",-0.5983889102935791,-0.5007904767990112,0.09759843349456787
80,0.5974114,0.6347263,"('independent', 'dependent')",0.5974113941192627,0.6347262859344482,0.03731489181518555
34,-0.59219754,-0.3480713,"('loyal', 'disloyal')",-0.5921975374221802,-0.34807130694389343,0.24412623047828674
51,-0.58788574,-0.65822065,"('competent', 'incompetent')",-0.5878857374191284,-0.658220648765564,-0.07033491134643555
110,-0.5783975,-0.5684337,"('narrow-minded', 'open-minded')",-0.5783975124359131,-0.5684337019920349,0.009963810443878174
35,0.5750379,0.6620587,"('fair', 'unfair')",0.5750378966331482,0.6620587110519409,0.08702081441879272
43,-0.55917156,-0.5023265,"('genuine', 'fake')",-0.5591715574264526,-0.502326488494873,0.05684506893157959
19,-0.5410508,-0.40783653,"('funny', 'boring')",-0.5410507917404175,-0.40783652663230896,0.13321426510810852
4,-0.5353728,-0.6379791,"('likable', 'unlikable')",-0.535372793674469,-0.6379790902137756,-0.10260629653930664
94,-0.50954115,-0.32305863,"('aggressive', 'submissive')",-0.5095411539077759,-0.3230586349964142,0.1864825189113617
16,-0.5040551,-0.27272326,"('social', 'antisocial')",-0.5040550827980042,-0.2727232575416565,0.23133182525634766
30,-0.49513805,-0.32556397,"('honest', 'dishonest')",-0.4951380491256714,-0.3255639672279358,0.1695740818977356
68,-0.49221462,-0.73773843,"('clever', 'inept')",-0.4922146201133728,-0.7377384305000305,-0.24552381038665771
60,-0.47711778,-0.1676977,"('educated', 'uneducated')",-0.47711777687072754,-0.1676976978778839,0.30942007899284363
12,-0.46785894,-0.21377492,"('sympathetic', 'unsympathetic')",-0.4678589403629303,-0.2137749195098877,0.2540840208530426
11,-0.4541338,-0.29928458,"('caring', 'unaffectionate')",-0.4541338086128235,-0.29928457736968994,0.15484923124313354
61,0.4297115,0.46924403,"('rational', 'irrational')",0.4297114908695221,0.4692440330982208,0.03953254222869873
67,-0.42299354,-0.53636205,"('discriminating', 'undiscriminating')",-0.422993540763855,-0.5363620519638062,-0.11336851119995117
76,-0.42154694,-0.26572555,"('secure', 'insecure')",-0.42154693603515625,-0.2657255530357361,0.15582138299942017
17,-0.42103034,-0.13083756,"('social', 'antisocial')",-0.42103034257888794,-0.1308375597000122,0.29019278287887573
47,-0.42013058,-0.38617444,"('forgiving', 'unforgiving')",-0.42013058066368103,-0.38617444038391113,0.0339561402797699
93,-0.3812996,-0.19563009,"('dominating', 'dominated')",-0.38129958510398865,-0.19563008844852448,0.18566949665546417
72,-0.37008154,-0.18653268,"('logical', 'illogical')",-0.3700815439224243,-0.18653267621994019,0.18354886770248413
62,0.3586132,0.3728572,"('creative', 'uncreative')",0.35861319303512573,0.3728572130203247,0.014244019985198975
89,-0.35840917,-0.29328912,"('daring', 'anxious')",-0.35840916633605957,-0.2932891249656677,0.06512004137039185
74,-0.352513,-0.5035506,"('insightful', 'unperceptive')",-0.35251298546791077,-0.5035505890846252,-0.15103760361671448
59,-0.35185957,-0.26749355,"('skillful', 'clumsy')",-0.35185956954956055,-0.2674935460090637,0.08436602354049683
63,-0.35069227,-0.28876907,"('capable', 'incapable')",-0.3506922721862793,-0.28876906633377075,0.061923205852508545
24,-0.3314455,-0.3416129,"('thoughtful', 'rough')",-0.33144548535346985,-0.34161290526390076,-0.010167419910430908
45,-0.33112708,-0.39310077,"('cooperative', 'exploitative')",-0.3311270773410797,-0.393100768327713,-0.0619736909866333
98,0.32781047,0.12670681,"('prestigious', 'insignificant')",0.32781046628952026,0.1267068088054657,-0.20110365748405457
87,-0.32469302,-0.30227515,"('dedicated', 'undedicated')",-0.3246930241584778,-0.302275151014328,0.02241787314414978
39,0.3102522,0.38696623,"('right', 'wrong')",0.31025218963623047,0.3869662284851074,0.07671403884887695
109,0.29741427,0.454369,"('conservative', 'liberal')",0.29741427302360535,0.4543690085411072,0.15695473551750183
108,0.29741427,0.454369,"('conservative', 'liberal')",0.29741427302360535,0.4543690085411072,0.15695473551750183
2,-0.28367278,0.04794728,"('friendly', 'unfriendly')",-0.2836727797985077,0.04794728010892868,0.33162005990743637
106,0.2795485,0.20377576,"('conventional', 'unconventional')",0.2795484960079193,0.20377576351165771,-0.0757727324962616
29,-0.2792709,-0.20924214,"('honest', 'immoral')",-0.27927088737487793,-0.20924213528633118,0.07002875208854675
100,-0.2785304,-0.05022767,"('influential', 'uninfluential')",-0.27853038907051086,-0.05022767186164856,0.2283027172088623
31,0.2774408,0.26486433,"('altruistic', 'egoistic')",0.27744078636169434,0.26486432552337646,-0.012576460838317871
84,0.24566428,0.22534657,"('self-confident', 'diffident')",0.24566428363323212,0.22534656524658203,-0.020317718386650085
56,0.24387027,0.14187951,"('intelligent', 'dumb')",0.24387027323246002,0.14187951385974884,-0.10199075937271118
25,-0.1912903,-0.13441667,"('moral', 'immoral')",-0.19129030406475067,-0.13441666960716248,0.056873634457588196
20,0.17669006,0.27679002,"('popular', 'unpopular')",0.17669005692005157,0.2767900228500366,0.10009996592998505
44,0.17578648,0.27987176,"('truthful', 'untruthful')",0.17578648030757904,0.27987176179885864,0.1040852814912796
57,-0.12297577,-0.27929696,"('able', 'unable')",-0.12297576665878296,-0.27929696440696716,-0.1563211977481842
18,-0.11496769,0.002420485,"('social', 'asocial')",-0.11496768891811371,0.002420485019683838,0.11738817393779755
10,-0.1084089,-0.010876149,"('affectionate', 'unaffectionate')",-0.10840889811515808,-0.01087614893913269,0.09753274917602539
5,0.106309116,0.0711261,"('pleasant', 'repellent')",0.10630911588668823,0.07112610340118408,-0.03518301248550415
105,-0.10258348,-0.16988358,"('conventional', 'modern')",-0.10258348286151886,-0.1698835790157318,-0.06730009615421295
15,0.10008226,0.43675876,"('polite', 'impolite')",0.10008226335048676,0.43675875663757324,0.3366764932870865
69,-0.09998518,-0.2335055,"('wise', 'foolish')",-0.09998518228530884,-0.2335055023431778,-0.13352032005786896
97,-0.09566261,-0.03795308,"('superior', 'inferior')",-0.09566260874271393,-0.037953078746795654,0.057709529995918274
26,0.08856809,0.1258514,"('trustworthy', 'untrustworthy')",0.08856809139251709,0.12585139274597168,0.03728330135345459
79,-0.081902206,-0.024874002,"('determined', 'doubtful')",-0.08190220594406128,-0.024874001741409302,0.05702820420265198
0,-0.070328765,0.2245273,"('sociable', 'unsociable')",-0.07032876461744308,0.2245272994041443,0.29485606402158737
52,-0.06676933,0.06250381,"('competitive', 'uncompetitive')",-0.06676933169364929,0.06250380724668503,0.12927313894033432
1,-0.05980526,-0.07185952,"('friendly', 'unfriendly')",-0.059805259108543396,-0.07185952365398407,-0.012054264545440674
96,0.031478837,0.09285389,"('powerful', 'powerless')",0.03147883713245392,0.09285388886928558,0.061375051736831665
107,-0.019306302,0.303225,"('conventional', 'modern')",-0.019306302070617676,0.30322501063346863,0.3225313127040863
85,-0.0010706335,0.0198787,"('ambitious', 'unambitious')",-0.0010706335306167603,0.019878700375556946,0.020949333906173706
104,0.00019989535,-0.03192862,"('conventional', 'unconventional')",0.00019989535212516785,-0.03192862123250961,-0.03212851658463478
