,mallinckrodt_male,mallinckrodt_female,tuple,average_male,average_female,female-male
16,2.1434402,1.6355538,"('social', 'antisocial')",2.1434402465820312,1.6355538368225098,-0.5078864097595215
41,-1.8360941,-1.4425694,"('incorrupt', 'corrupt')",-1.8360941410064697,-1.442569375038147,0.39352476596832275
75,1.815656,1.6276298,"('confident', 'shy')",1.8156559467315674,1.6276297569274902,-0.18802618980407715
71,1.8075025,1.3364042,"('efficient', 'inefficient')",1.8075025081634521,1.3364042043685913,-0.47109830379486084
99,-1.8056488,-1.6665869,"('prestigious', 'insignificant')",-1.8056488037109375,-1.6665868759155273,0.13906192779541016
2,1.6257157,1.4047256,"('friendly', 'unfriendly')",1.625715732574463,1.4047255516052246,-0.22099018096923828
5,1.5726451,1.3457566,"('pleasant', 'repellent')",1.5726450681686401,1.3457566499710083,-0.22688841819763184
0,1.4883757,1.3924756,"('sociable', 'unsociable')",1.4883756637573242,1.3924756050109863,-0.09590005874633789
94,1.4338963,1.3990251,"('aggressive', 'submissive')",1.4338963031768799,1.3990250825881958,-0.03487122058868408
19,-1.4248339,-1.2803586,"('funny', 'boring')",-1.42483389377594,-1.2803585529327393,0.14447534084320068
51,1.4197963,1.2053945,"('competent', 'incompetent')",1.419796347618103,1.2053945064544678,-0.21440184116363525
100,1.41287,1.3510821,"('influential', 'uninfluential')",1.4128700494766235,1.3510820865631104,-0.061787962913513184
52,1.3981662,1.2528293,"('competitive', 'uncompetitive')",1.3981661796569824,1.2528293132781982,-0.14533686637878418
12,1.3799797,1.2141865,"('sympathetic', 'unsympathetic')",1.3799797296524048,1.2141865491867065,-0.16579318046569824
76,1.3177814,1.045596,"('secure', 'insecure')",1.3177814483642578,1.0455960035324097,-0.27218544483184814
58,1.2991531,1.1201059,"('able', 'clumsy')",1.2991530895233154,1.1201058626174927,-0.17904722690582275
64,1.2936049,0.94954336,"('clever', 'incompetent')",1.293604850769043,0.9495433568954468,-0.3440614938735962
25,1.2373865,1.0707271,"('moral', 'immoral')",1.2373864650726318,1.0707271099090576,-0.16665935516357422
39,-1.1557791,-0.9310821,"('right', 'wrong')",-1.1557791233062744,-0.9310821294784546,0.22469699382781982
69,-1.1415727,-0.97870386,"('wise', 'foolish')",-1.1415727138519287,-0.9787038564682007,0.16286885738372803
107,1.1253747,1.2014921,"('conventional', 'modern')",1.125374674797058,1.2014920711517334,0.07611739635467529
89,1.1144235,0.8481814,"('daring', 'anxious')",1.1144235134124756,0.848181426525116,-0.2662420868873596
8,-1.1035956,-1.0457196,"('open', 'distant')",-1.1035956144332886,-1.0457196235656738,0.057875990867614746
55,1.0969281,1.1139718,"('intelligent', 'unintelligent')",1.0969281196594238,1.1139718294143677,0.017043709754943848
98,-1.0339267,-0.9499024,"('prestigious', 'insignificant')",-1.0339267253875732,-0.9499024152755737,0.08402431011199951
90,1.0003915,0.85491943,"('motivated', 'unmotivated')",1.0003914833068848,0.85491943359375,-0.14547204971313477
18,0.9996504,0.78378356,"('social', 'asocial')",0.9996504187583923,0.7837835550308228,-0.21586686372756958
