,yum_male,yum_female,tuple,brands_male,brands_female,average_male,average_female,female-male
78,0.719064,0.35905796,"('active', 'inactive')",1.6156986,1.0228752,1.1673812866210938,0.6909666061401367,-0.47641468048095703
7,0.7050454,0.38580617,"('outgoing', 'distant')",0.8267393,0.25108537,0.7658923864364624,0.31844577193260193,-0.4474466145038605
59,-0.7044157,-0.9172147,"('skillful', 'clumsy')",0.18242249,0.124936685,-0.26099658012390137,-0.396138995885849,-0.13514241576194763
54,0.6958805,0.50027853,"('smart', 'stupid')",0.29964635,0.02021259,0.49776339530944824,0.26024556159973145,-0.2375178337097168
101,-0.6925882,-0.7621725,"('successful', 'unsuccessful')",-1.1254332,-1.1926155,-0.9090107083320618,-0.9773939847946167,-0.06838327646255493
5,0.6513713,0.6697452,"('pleasant', 'repellent')",0.4133092,0.2989989,0.5323402285575867,0.4843720495700836,-0.04796817898750305
48,0.6460077,0.45656955,"('reliable', 'unreliable')",2.9743083,2.6920805,1.8101580142974854,1.5743250846862793,-0.23583292961120605
81,0.63153076,0.32552952,"('industrious', 'lazy')",1.7018545,1.432023,1.1666926145553589,0.8787763118743896,-0.28791630268096924
86,0.6153868,0.48823005,"('self-reliant', 'helpless')",3.2539961,3.0132523,1.9346914291381836,1.7507411241531372,-0.1839503049850464
89,-0.5964054,-0.5371407,"('daring', 'anxious')",-0.44257948,-0.5971991,-0.5194924473762512,-0.5671699047088623,-0.047677457332611084
72,-0.5963727,-0.54306144,"('logical', 'illogical')",-0.8272003,-0.7134589,-0.7117865085601807,-0.6282601356506348,0.0835263729095459
105,-0.5926646,-0.580246,"('conventional', 'modern')",-1.0275881,-1.0367632,-0.8101263642311096,-0.808504581451416,0.0016217827796936035
90,0.591205,0.3757429,"('motivated', 'unmotivated')",0.9313622,0.769919,0.7612836360931396,0.5728309154510498,-0.18845272064208984
47,-0.5761584,-0.4108541,"('forgiving', 'unforgiving')",-0.7952581,-0.70522314,-0.6857082843780518,-0.558038592338562,0.12766969203948975
8,0.5606777,0.21193743,"('open', 'distant')",0.4102513,-0.062788844,0.48546451330184937,0.0745742917060852,-0.41089022159576416
30,-0.5538826,-0.53250015,"('honest', 'dishonest')",-0.7107812,-0.717477,-0.632331907749176,-0.6249885559082031,0.0073433518409729
23,0.553822,0.21731696,"('hospitable', 'inhospitable')",0.65100706,0.47756082,0.6024144887924194,0.34743887186050415,-0.2549756169319153
63,-0.5292217,-0.66831326,"('capable', 'incapable')",-1.2168884,-1.258724,-0.873055100440979,-0.9635186195373535,-0.09046351909637451
58,-0.5267289,-0.3862456,"('able', 'clumsy')",-1.5556748,-1.3350875,-1.0412018299102783,-0.8606665730476379,0.18053525686264038
4,-0.498385,-0.49195695,"('likable', 'unlikable')",-0.666726,-0.75186735,-0.5825555324554443,-0.6219121217727661,-0.03935658931732178
94,0.48531324,0.6174792,"('aggressive', 'submissive')",0.90456104,1.133668,0.6949371099472046,0.8755735754966736,0.180636465549469
0,-0.45610327,-0.2639945,"('sociable', 'unsociable')",-0.43011144,-0.3182998,-0.44310736656188965,-0.2911471426486969,0.15196022391319275
82,0.45348257,0.28873175,"('industrious', 'meek')",0.56828165,0.55896956,0.5108821392059326,0.4238506555557251,-0.08703148365020752
57,-0.44900078,-0.68010294,"('able', 'unable')",-0.20974201,-0.44165844,-0.3293713927268982,-0.5608806610107422,-0.231509268283844
32,-0.4077515,-0.15993191,"('benevolent', 'hardhearted')",-1.5679216,-1.4310837,-0.9878365993499756,-0.7955077886581421,0.1923288106918335
10,0.40585628,0.4758919,"('affectionate', 'unaffectionate')",-1.0204144,-0.90321386,-0.3072790503501892,-0.21366098523139954,0.09361806511878967
35,0.38514042,0.32574552,"('fair', 'unfair')",0.9512622,0.8491137,0.6682013273239136,0.5874296426773071,-0.08077168464660645
22,0.3700418,0.48701328,"('welcoming', 'disagreeable')",0.94545394,0.7984424,0.6577478647232056,0.6427278518676758,-0.015020012855529785
69,-0.35665143,-0.5582186,"('wise', 'foolish')",-0.006576717,-0.05290772,-0.18161407113075256,-0.30556315183639526,-0.1239490807056427
80,0.33772764,0.2652069,"('independent', 'dependent')",0.7578194,0.46359006,0.547773540019989,0.3643984794616699,-0.1833750605583191
110,0.32283315,0.44134104,"('narrow-minded', 'open-minded')",0.4669041,0.5492246,0.3948686122894287,0.4952828288078308,0.1004142165184021
68,-0.32187206,-0.63172895,"('clever', 'inept')",-1.1548022,-1.4061495,-0.7383371591567993,-1.0189392566680908,-0.2806020975112915
25,-0.31847054,-0.27386364,"('moral', 'immoral')",-0.36253908,-0.3746986,-0.34050482511520386,-0.32428112626075745,0.01622369885444641
39,-0.30861643,-0.37974453,"('right', 'wrong')",-0.23728687,-0.10750392,-0.2729516625404358,-0.2436242252588272,0.02932743728160858
34,-0.30371416,-0.1709448,"('loyal', 'disloyal')",-1.7968713,-1.5503709,-1.050292730331421,-0.8606578707695007,0.18963485956192017
96,0.2895177,0.2721017,"('powerful', 'powerless')",-0.65578264,-0.42257354,-0.18313246965408325,-0.07523591816425323,0.10789655148983002
55,-0.28102997,-0.24789464,"('intelligent', 'unintelligent')",-0.5553756,-0.42174554,-0.4182027578353882,-0.33482009172439575,0.08338266611099243
76,0.27921003,0.570999,"('secure', 'insecure')",0.319666,0.41019234,0.2994379997253418,0.4905956983566284,0.19115769863128662
18,-0.26914144,0.056254596,"('social', 'asocial')",-0.23698005,-0.026392125,-0.2530607581138611,0.01493123546242714,0.2679919935762882
97,-0.26063657,-0.20260462,"('superior', 'inferior')",-0.930251,-0.920183,-0.5954437851905823,-0.5613937973976135,0.03404998779296875
43,-0.22957362,-0.3039667,"('genuine', 'fake')",-0.68500185,-0.6833764,-0.4572877287864685,-0.4936715364456177,-0.03638380765914917
98,0.22036496,-0.117066056,"('prestigious', 'insignificant')",-0.6287781,-0.6678305,-0.20420657098293304,-0.3924483060836792,-0.18824173510074615
104,-0.21407108,-0.0961141,"('conventional', 'unconventional')",-1.0287832,-0.7899064,-0.6214271187782288,-0.44301024079322815,0.1784168779850006
91,0.21074316,0.050130762,"('resilient', 'nonresilient')",-0.311144,-0.34847134,-0.05020041763782501,-0.14917029440402985,-0.09896987676620483
83,0.20977177,0.3063628,"('energetic', 'lethargic')",-0.27545017,-0.44629043,-0.032839201390743256,-0.06996381282806396,-0.03712461143732071
60,0.19146402,0.2614799,"('educated', 'uneducated')",-0.5951277,-0.34269732,-0.2018318474292755,-0.04060870409011841,0.1612231433391571
84,0.18636598,0.031308904,"('self-confident', 'diffident')",-0.4988926,-0.7638631,-0.1562633216381073,-0.3662770986557007,-0.21001377701759338
106,0.18589334,0.14802763,"('conventional', 'unconventional')",-0.5510607,-0.31283647,-0.18258365988731384,-0.08240441977977753,0.10017924010753632
67,0.17416179,0.14035422,"('discriminating', 'undiscriminating')",-1.1336383,-1.2484097,-0.4797382354736328,-0.554027795791626,-0.07428956031799316
102,0.16996282,0.10189375,"('eminent', 'low')",-1.1150723,-1.0758249,-0.4725547134876251,-0.486965537071228,-0.014410823583602905
51,-0.16806008,-0.1778598,"('competent', 'incompetent')",-0.15688622,-0.23622917,-0.1624731421470642,-0.20704448223114014,-0.04457134008407593
2,0.15029871,0.2842059,"('friendly', 'unfriendly')",-0.67582643,-0.4188184,-0.2627638578414917,-0.06730625033378601,0.1954576075077057
107,0.14745063,0.2989509,"('conventional', 'modern')",0.4807641,0.56243074,0.31410735845565796,0.43069082498550415,0.11658346652984619
21,-0.14493176,-0.3189715,"('nice', 'nasty')",1.0917124,1.0313308,0.47339028120040894,0.3561796545982361,-0.11721062660217285
99,0.1328914,-0.23421463,"('prestigious', 'insignificant')",-1.0370398,-1.039835,-0.45207417011260986,-0.6370248198509216,-0.18495064973831177
62,0.12239404,0.18125212,"('creative', 'uncreative')",-0.9551126,-1.1584728,-0.4163592755794525,-0.48861032724380493,-0.07225105166435242
26,0.09574711,0.33685246,"('trustworthy', 'untrustworthy')",0.87704414,0.6954516,0.48639562726020813,0.516152024269104,0.029756397008895874
17,0.09102693,0.2855321,"('social', 'antisocial')",-0.12831414,-0.04335469,-0.01864360272884369,0.12108869850635529,0.13973230123519897
79,0.08779818,0.01590684,"('determined', 'doubtful')",0.17184441,0.24215461,0.1298213005065918,0.1290307343006134,-0.0007905662059783936
44,-0.08111371,-0.15511915,"('truthful', 'untruthful')",-1.0456365,-1.1038735,-0.5633751153945923,-0.6294963359832764,-0.06612122058868408
52,0.076763466,0.19799484,"('competitive', 'uncompetitive')",-0.59792525,-0.5246098,-0.2605808973312378,-0.16330748796463013,0.09727340936660767
11,-0.07387167,-0.094047636,"('caring', 'unaffectionate')",-2.122588,-2.0974293,-1.0982297658920288,-1.095738410949707,0.0024913549423217773
12,-0.07382332,-0.07199451,"('sympathetic', 'unsympathetic')",-1.3808513,-1.1635431,-0.7273373007774353,-0.6177688241004944,0.10956847667694092
15,-0.05207733,0.1789122,"('polite', 'impolite')",0.6085446,0.74417776,0.2782336175441742,0.4615449905395508,0.1833113729953766
100,-0.051683724,0.12500551,"('influential', 'uninfluential')",-0.75816023,-0.49341136,-0.4049219787120819,-0.18420292437076569,0.22071905434131622
20,-0.033897676,-0.18483648,"('popular', 'unpopular')",-0.26260996,-0.3263086,-0.14825381338596344,-0.2555725574493408,-0.10731874406337738
103,0.026414976,0.13804448,"('traditional', 'modern')",0.67664707,0.72643065,0.3515310287475586,0.43223756551742554,0.08070653676986694
31,0.015451103,0.17855603,"('altruistic', 'egoistic')",-0.6092651,-0.5158224,-0.2969070076942444,-0.16863319277763367,0.12827381491661072
9,0.015303671,-0.026627958,"('sensitive', 'insensitive')",-0.8120123,-1.0621495,-0.39835432171821594,-0.5443887710571289,-0.14603444933891296
93,0.0039561167,0.23911482,"('dominating', 'dominated')",0.24007225,0.4887038,0.12201417982578278,0.3639093041419983,0.24189512431621552
