,abbvie_male,abbvie_female,tuple,average_male,average_female,female-male
75,2.0257382,1.6689869,"('confident', 'shy')",2.02573823928833,1.6689869165420532,-0.35675132274627686
95,-1.5692791,-1.6119126,"('rich', 'poor')",-1.5692790746688843,-1.6119126081466675,-0.0426335334777832
70,1.4911692,1.4456336,"('wise', 'unwise')",1.4911692142486572,1.4456336498260498,-0.04553556442260742
22,1.4257741,1.3042419,"('welcoming', 'disagreeable')",1.425774097442627,1.3042418956756592,-0.12153220176696777
40,-1.3725691,-1.5018668,"('honorable', 'mean')",-1.3725690841674805,-1.5018668174743652,-0.12929773330688477
90,1.3691666,1.061232,"('motivated', 'unmotivated')",1.369166612625122,1.0612319707870483,-0.30793464183807373
66,1.2346385,1.2710962,"('imaginative', 'unimaginative')",1.2346384525299072,1.2710962295532227,0.03645777702331543
2,1.2255888,1.2808857,"('friendly', 'unfriendly')",1.2255887985229492,1.2808856964111328,0.055296897888183594
55,1.1225884,1.1393396,"('intelligent', 'unintelligent')",1.1225883960723877,1.139339566230774,0.01675117015838623
53,-1.108994,-1.1418827,"('smart', 'stupid')",-1.1089940071105957,-1.1418826580047607,-0.03288865089416504
94,1.0705509,0.9227911,"('aggressive', 'submissive')",1.0705509185791016,0.9227911233901978,-0.1477597951889038
15,1.029256,1.1431494,"('polite', 'impolite')",1.029255986213684,1.1431493759155273,0.11389338970184326
109,1.0089778,1.1280744,"('conservative', 'liberal')",1.0089777708053589,1.1280744075775146,0.11909663677215576
108,1.0089778,1.1280744,"('conservative', 'liberal')",1.0089777708053589,1.1280744075775146,0.11909663677215576
16,1.0068136,0.8898717,"('social', 'antisocial')",1.006813645362854,0.8898717164993286,-0.11694192886352539
25,0.9760097,0.78318423,"('moral', 'immoral')",0.976009726524353,0.7831842303276062,-0.19282549619674683
12,0.9600287,1.0569465,"('sympathetic', 'unsympathetic')",0.9600287079811096,1.0569465160369873,0.09691780805587769
54,0.95448184,0.68180054,"('smart', 'stupid')",0.954481840133667,0.6818005442619324,-0.2726812958717346
76,0.9470683,0.9766153,"('secure', 'insecure')",0.9470682740211487,0.976615309715271,0.029547035694122314
102,0.94461286,0.75341487,"('eminent', 'low')",0.9446128606796265,0.7534148693084717,-0.19119799137115479
52,0.92646873,0.9236005,"('competitive', 'uncompetitive')",0.9264687299728394,0.9236004948616028,-0.0028682351112365723
101,-0.91432536,-1.0109968,"('successful', 'unsuccessful')",-0.9143253564834595,-1.0109968185424805,-0.096671462059021
85,0.90032643,0.9573411,"('ambitious', 'unambitious')",0.9003264307975769,0.9573410749435425,0.057014644145965576
100,0.8984762,1.0156145,"('influential', 'uninfluential')",0.8984761834144592,1.0156145095825195,0.1171383261680603
71,0.8830576,0.60113674,"('efficient', 'inefficient')",0.8830575942993164,0.6011367440223694,-0.281920850276947
80,0.84983695,0.8904502,"('independent', 'dependent')",0.8498369455337524,0.8904501795768738,0.04061323404312134
14,0.8299415,0.7558199,"('supportive', 'unsupportive')",0.8299415111541748,0.7558199167251587,-0.07412159442901611
92,-0.7709265,-0.88459665,"('unwavering', 'wavering')",-0.7709264755249023,-0.8845966458320618,-0.11367017030715942
