,suntrust_male,suntrust_female,tuple,banks_male,banks_female,average_male,average_female,female-male
75,3.2454636,3.31699,"('confident', 'shy')",7.0121894,6.743949,5.12882661819458,5.0304694175720215,-0.0983572006225586
27,-2.4740572,-2.384561,"('sincere', 'insincere')",-6.6194763,-6.740922,-4.546766757965088,-4.562741279602051,-0.01597452163696289
53,-2.306283,-2.3177295,"('smart', 'stupid')",-5.461587,-5.6769056,-3.88393497467041,-3.9973175525665283,-0.11338257789611816
40,-2.2142384,-2.4333363,"('honorable', 'mean')",-5.1430883,-5.5770135,-3.6786632537841797,-4.00517463684082,-0.3265113830566406
6,2.1169074,2.1515608,"('liked', 'disliked')",5.1795692,5.094639,3.648238182067871,3.6230998039245605,-0.025138378143310547
95,-1.9061352,-2.0230672,"('rich', 'poor')",-5.518995,-5.781394,-3.7125649452209473,-3.902230739593506,-0.1896657943725586
66,1.4002795,1.4995877,"('imaginative', 'unimaginative')",2.0251384,1.9678395,1.7127089500427246,1.7337136268615723,0.021004676818847656
3,1.3201739,1.2693361,"('likable', 'unlikable')",1.3609036,0.92034394,1.340538740158081,1.0948400497436523,-0.2456986904144287
78,1.2924066,0.8038467,"('active', 'inactive')",1.1797764,0.72173214,1.2360914945602417,0.7627894282341003,-0.47330206632614136
104,-1.254945,-1.1759539,"('conventional', 'unconventional')",-1.7474694,-1.2920185,-1.5012072324752808,-1.2339861392974854,0.2672210931777954
99,-1.2439009,-1.2260484,"('prestigious', 'insignificant')",-2.036874,-1.5906713,-1.6403875350952148,-1.4083597660064697,0.23202776908874512
32,-1.2341976,-1.0990344,"('benevolent', 'hardhearted')",-2.8737416,-2.4169083,-2.053969621658325,-1.7579712867736816,0.29599833488464355
94,1.1487911,1.1138909,"('aggressive', 'submissive')",1.1908731,0.8020983,1.1698321104049683,0.9579945802688599,-0.2118375301361084
98,-1.1185524,-1.0939,"('prestigious', 'insignificant')",-1.2383406,-1.0251276,-1.1784465312957764,-1.059513807296753,0.11893272399902344
107,1.0782163,1.0209401,"('conventional', 'modern')",0.38531065,0.10822216,0.731763482093811,0.5645810961723328,-0.16718238592147827
16,1.0682424,1.1674206,"('social', 'antisocial')",0.105701804,-0.11811745,0.5869721174240112,0.5246515870094299,-0.0623205304145813
90,1.0396429,0.9293679,"('motivated', 'unmotivated')",1.4716617,1.10291,1.2556523084640503,1.016139030456543,-0.23951327800750732
15,1.0168254,1.1201291,"('polite', 'impolite')",0.8003769,0.40693492,0.9086011648178101,0.7635320425033569,-0.14506912231445312
26,0.9887847,1.0597129,"('trustworthy', 'untrustworthy')",1.1333195,0.7969997,1.0610520839691162,0.9283562898635864,-0.13269579410552979
46,0.9597579,0.93196905,"('generous', 'stingy')",1.2633471,1.4425485,1.1115524768829346,1.1872587203979492,0.07570624351501465
33,-0.92684007,-1.0874193,"('softhearted', 'hardhearted')",-0.99672925,-0.85399437,-0.9617846608161926,-0.9707068204879761,-0.008922159671783447
2,0.9256569,0.936304,"('friendly', 'unfriendly')",0.44855988,0.20927462,0.6871083974838257,0.5727893114089966,-0.1143190860748291
11,-0.8988106,-0.9090297,"('caring', 'unaffectionate')",-2.9486465,-2.8414602,-1.923728585243225,-1.8752449750900269,0.04848361015319824
52,0.86856174,0.9123141,"('competitive', 'uncompetitive')",0.5918832,0.2093454,0.7302224636077881,0.560829758644104,-0.16939270496368408
50,0.8487786,0.7332056,"('unprejudiced', 'prejudiced')",2.3449628,2.104792,1.5968706607818604,1.4189988374710083,-0.17787182331085205
80,0.84655356,0.86904305,"('independent', 'dependent')",1.8357549,1.7581835,1.3411542177200317,1.3136132955551147,-0.027540922164916992
103,0.845382,0.8811221,"('traditional', 'modern')",1.7699813,1.7425293,1.3076815605163574,1.3118257522583008,0.004144191741943359
51,0.83659375,0.7590228,"('competent', 'incompetent')",-0.36682624,-0.6750684,0.23488375544548035,0.04197719693183899,-0.19290655851364136
1,-0.8344642,-0.7755955,"('friendly', 'unfriendly')",-2.9448028,-2.755048,-1.8896334171295166,-1.7653217315673828,0.12431168556213379
4,-0.8121983,-0.90334547,"('likable', 'unlikable')",-1.099864,-1.5833623,-0.9560311436653137,-1.2433538436889648,-0.2873227000236511
48,0.8077333,0.57691383,"('reliable', 'unreliable')",2.614301,2.3068752,1.71101713180542,1.44189453125,-0.2691226005554199
14,0.80110914,0.64958346,"('supportive', 'unsupportive')",0.2207054,0.003409043,0.5109072923660278,0.3264962434768677,-0.18441104888916016
64,0.7912373,0.7538562,"('clever', 'incompetent')",0.16878134,-0.12881845,0.4800093173980713,0.3125188648700714,-0.16749045252799988
91,0.7908998,0.64955676,"('resilient', 'nonresilient')",0.07823706,-0.048317432,0.4345684349536896,0.3006196618080139,-0.13394877314567566
109,0.776072,0.80026925,"('conservative', 'liberal')",1.6307414,1.4481199,1.2034066915512085,1.124194622039795,-0.07921206951141357
108,0.776072,0.80026925,"('conservative', 'liberal')",1.6307414,1.4481199,1.2034066915512085,1.124194622039795,-0.07921206951141357
45,-0.74552584,-0.7383245,"('cooperative', 'exploitative')",0.48143613,-0.023845017,-0.13204485177993774,-0.38108476996421814,-0.2490399181842804
70,0.7292362,0.76892173,"('wise', 'unwise')",0.047026217,0.36209846,0.38813120126724243,0.565510094165802,0.17737889289855957
86,0.6962038,0.6835365,"('self-reliant', 'helpless')",2.7682161,2.7175355,1.7322099208831787,1.7005360126495361,-0.03167390823364258
38,-0.65856063,-0.59261227,"('kind', 'unkind')",-2.1330729,-2.2473927,-1.3958168029785156,-1.4200024604797363,-0.024185657501220703
