,amerisourcebergen_male,amerisourcebergen_female,tuple,average_male,average_female,female-male
100,1.6147087,1.6454947,"('influential', 'uninfluential')",1.614708662033081,1.6454946994781494,0.03078603744506836
12,1.5521758,1.6717095,"('sympathetic', 'unsympathetic')",1.552175760269165,1.6717095375061035,0.11953377723693848
0,1.4733014,1.5008924,"('sociable', 'unsociable')",1.4733014106750488,1.5008924007415771,0.02759099006652832
14,1.3225708,1.3195214,"('supportive', 'unsupportive')",1.32257080078125,1.319521427154541,-0.0030493736267089844
34,1.2350385,1.3575652,"('loyal', 'disloyal')",1.2350385189056396,1.35756516456604,0.12252664566040039
75,1.1984713,1.0808294,"('confident', 'shy')",1.1984713077545166,1.080829381942749,-0.11764192581176758
16,1.181865,0.9518832,"('social', 'antisocial')",1.1818649768829346,0.9518831968307495,-0.22998178005218506
52,1.1657066,1.2190475,"('competitive', 'uncompetitive')",1.1657066345214844,1.2190475463867188,0.053340911865234375
70,1.1540914,1.0610036,"('wise', 'unwise')",1.1540913581848145,1.061003565788269,-0.09308779239654541
18,1.1224397,1.0474086,"('social', 'asocial')",1.1224397420883179,1.0474085807800293,-0.07503116130828857
2,1.0996666,1.1534026,"('friendly', 'unfriendly')",1.0996665954589844,1.15340256690979,0.053735971450805664
90,1.0798672,1.035141,"('motivated', 'unmotivated')",1.0798672437667847,1.0351409912109375,-0.04472625255584717
6,1.0377604,1.0024793,"('liked', 'disliked')",1.0377603769302368,1.0024793148040771,-0.03528106212615967
103,1.0205246,1.1474899,"('traditional', 'modern')",1.0205246210098267,1.1474899053573608,0.12696528434753418
19,-0.9469026,-0.9400556,"('funny', 'boring')",-0.9469025731086731,-0.9400556087493896,0.006846964359283447
78,0.9373012,0.85396725,"('active', 'inactive')",0.9373012185096741,0.8539672493934631,-0.08333396911621094
94,0.93541515,1.0533633,"('aggressive', 'submissive')",0.9354151487350464,1.05336332321167,0.11794817447662354
51,0.9244182,0.8404219,"('competent', 'incompetent')",0.9244182109832764,0.8404219150543213,-0.08399629592895508
3,-0.9106962,-0.88252485,"('likable', 'unlikable')",-0.9106962084770203,-0.882524847984314,0.0281713604927063
4,-0.9052105,-0.9731396,"('likable', 'unlikable')",-0.9052104949951172,-0.9731395840644836,-0.06792908906936646
1,0.8947599,0.9171278,"('friendly', 'unfriendly')",0.8947598934173584,0.917127788066864,0.022367894649505615
10,0.8873261,0.9744725,"('affectionate', 'unaffectionate')",0.8873261213302612,0.9744725227355957,0.08714640140533447
85,0.88462335,0.9478339,"('ambitious', 'unambitious')",0.8846233487129211,0.9478338956832886,0.06321054697036743
102,0.86301863,0.7573259,"('eminent', 'low')",0.8630186319351196,0.7573258876800537,-0.10569274425506592
47,0.8525311,0.86417127,"('forgiving', 'unforgiving')",0.8525310754776001,0.8641712665557861,0.011640191078186035
5,0.85030687,0.7590133,"('pleasant', 'repellent')",0.8503068685531616,0.759013295173645,-0.0912935733795166
11,0.8498847,0.9671495,"('caring', 'unaffectionate')",0.8498846888542175,0.9671494960784912,0.11726480722427368
41,-0.81781125,-0.8025105,"('incorrupt', 'corrupt')",-0.8178112506866455,-0.8025104999542236,0.015300750732421875
44,0.7957654,0.9012751,"('truthful', 'untruthful')",0.7957653999328613,0.901275098323822,0.1055096983909607
66,0.7742899,0.8357406,"('imaginative', 'unimaginative')",0.7742899060249329,0.8357406258583069,0.06145071983337402
87,0.75900245,0.5163691,"('dedicated', 'undedicated')",0.7590024471282959,0.516369104385376,-0.24263334274291992
81,-0.7391926,-0.9709185,"('industrious', 'lazy')",-0.7391926050186157,-0.9709184765815735,-0.23172587156295776
54,0.70356995,0.5841398,"('smart', 'stupid')",0.7035699486732483,0.5841398239135742,-0.11943012475967407
48,-0.6958939,-0.80478144,"('reliable', 'unreliable')",-0.6958938837051392,-0.804781436920166,-0.10888755321502686
59,-0.681611,-0.6800951,"('skillful', 'clumsy')",-0.6816110014915466,-0.6800950765609741,0.0015159249305725098
25,0.6743514,0.73475975,"('moral', 'immoral')",0.6743513941764832,0.7347597479820251,0.06040835380554199
60,0.6674104,0.8036742,"('educated', 'uneducated')",0.6674103736877441,0.8036742210388184,0.13626384735107422
23,0.6663164,0.6611223,"('hospitable', 'inhospitable')",0.6663163900375366,0.6611223220825195,-0.00519406795501709
49,0.6594556,0.6098889,"('responsible', 'irresponsible')",0.6594555974006653,0.6098889112472534,-0.049566686153411865
55,0.6488395,0.75446594,"('intelligent', 'unintelligent')",0.6488394737243652,0.7544659376144409,0.10562646389007568
107,0.64432365,0.7208648,"('conventional', 'modern')",0.6443236470222473,0.7208647727966309,0.07654112577438354
40,-0.6360821,-0.7204017,"('honorable', 'mean')",-0.636082112789154,-0.7204017043113708,-0.0843195915222168
53,-0.6224793,-0.68493974,"('smart', 'stupid')",-0.6224793195724487,-0.6849397420883179,-0.06246042251586914
28,0.6168674,0.6738281,"('honest', 'dishonest')",0.6168674230575562,0.673828125,0.05696070194244385
9,0.57890654,0.5450337,"('sensitive', 'insensitive')",0.5789065361022949,0.5450336933135986,-0.03387284278869629
30,0.57729006,0.5816289,"('honest', 'dishonest')",0.5772900581359863,0.5816289186477661,0.004338860511779785
104,0.5672676,0.7367101,"('conventional', 'unconventional')",0.5672675967216492,0.7367100715637207,0.16944247484207153
46,0.5653231,0.58789814,"('generous', 'stingy')",0.5653231143951416,0.5878981351852417,0.022575020790100098
62,0.5607162,0.64183855,"('creative', 'uncreative')",0.5607162117958069,0.641838550567627,0.08112233877182007
45,-0.5302179,-0.61550283,"('cooperative', 'exploitative')",-0.5302178859710693,-0.6155028343200684,-0.08528494834899902
91,0.52057076,0.548553,"('resilient', 'nonresilient')",0.5205707550048828,0.5485529899597168,0.027982234954833984
74,0.514143,0.5558554,"('insightful', 'unperceptive')",0.5141429901123047,0.555855393409729,0.041712403297424316
22,0.50435233,0.39443243,"('welcoming', 'disagreeable')",0.504352331161499,0.3944324254989624,-0.10991990566253662
71,0.49323636,0.37021613,"('efficient', 'inefficient')",0.49323636293411255,0.37021613121032715,-0.1230202317237854
64,0.4698584,0.47075307,"('clever', 'incompetent')",0.46985840797424316,0.4707530736923218,0.0008946657180786133
106,0.44604558,0.55136704,"('conventional', 'unconventional')",0.44604557752609253,0.5513670444488525,0.10532146692276001
39,-0.44513303,-0.3933885,"('right', 'wrong')",-0.4451330304145813,-0.3933885097503662,0.05174452066421509
38,0.440664,0.48426157,"('kind', 'unkind')",0.44066399335861206,0.48426157236099243,0.04359757900238037
42,0.41568232,0.42743635,"('amicable', 'hostile')",0.415682315826416,0.42743635177612305,0.011754035949707031
50,-0.40913245,-0.49159047,"('unprejudiced', 'prejudiced')",-0.4091324508190155,-0.4915904700756073,-0.0824580192565918
57,0.405736,0.24242966,"('able', 'unable')",0.4057359993457794,0.24242965877056122,-0.1633063405752182
7,0.40112668,0.23058325,"('outgoing', 'distant')",0.4011266827583313,0.23058325052261353,-0.17054343223571777
73,0.3987146,0.35676748,"('brilliant', 'incompetent')",0.3987146019935608,0.356767475605011,-0.041947126388549805
86,-0.3976404,-0.44893625,"('self-reliant', 'helpless')",-0.3976404070854187,-0.44893625378608704,-0.051295846700668335
99,-0.3954837,-0.34168255,"('prestigious', 'insignificant')",-0.39548370242118835,-0.3416825532913208,0.053801149129867554
65,-0.39389813,-0.4442333,"('practical', 'impractical')",-0.3938981294631958,-0.4442332983016968,-0.05033516883850098
82,-0.39312485,-0.46270472,"('industrious', 'meek')",-0.39312484860420227,-0.46270471811294556,-0.06957986950874329
72,0.36642665,0.4566384,"('logical', 'illogical')",0.36642664670944214,0.4566383957862854,0.09021174907684326
83,0.35885477,0.2956959,"('energetic', 'lethargic')",0.3588547706604004,0.2956959009170532,-0.06315886974334717
84,0.35784256,0.33462888,"('self-confident', 'diffident')",0.3578425645828247,0.3346288800239563,-0.023213684558868408
37,0.35584924,0.245695,"('good', 'evil')",0.3558492362499237,0.24569499492645264,-0.11015424132347107
13,0.35213935,0.460873,"('helpful', 'unhelpful')",0.35213935375213623,0.460873007774353,0.1087336540222168
79,-0.33639827,-0.40669024,"('determined', 'doubtful')",-0.33639827370643616,-0.40669023990631104,-0.07029196619987488
20,-0.33523476,-0.15538087,"('popular', 'unpopular')",-0.33523476123809814,-0.15538087487220764,0.1798538863658905
27,0.33261025,0.44411063,"('sincere', 'insincere')",0.33261024951934814,0.444110631942749,0.11150038242340088
76,0.3203521,0.32230657,"('secure', 'insecure')",0.32035210728645325,0.3223065733909607,0.0019544661045074463
101,0.31903338,0.35631397,"('successful', 'unsuccessful')",0.3190333843231201,0.3563139736652374,0.03728058934211731
35,0.31563583,0.40452302,"('fair', 'unfair')",0.3156358301639557,0.40452301502227783,0.08888718485832214
58,0.3026222,0.14885506,"('able', 'clumsy')",0.3026221990585327,0.148855060338974,-0.15376713871955872
95,-0.29717812,-0.27718076,"('rich', 'poor')",-0.29717811942100525,-0.2771807610988617,0.019997358322143555
96,0.29538554,0.25105125,"('powerful', 'powerless')",0.29538553953170776,0.25105124711990356,-0.0443342924118042
105,0.28759798,0.37195295,"('conventional', 'modern')",0.28759798407554626,0.37195295095443726,0.08435496687889099
98,-0.23487097,-0.297607,"('prestigious', 'insignificant')",-0.23487097024917603,-0.2976070046424866,-0.06273603439331055
56,-0.22449428,-0.24793436,"('intelligent', 'dumb')",-0.22449427843093872,-0.24793435633182526,-0.023440077900886536
61,0.22129664,0.2806796,"('rational', 'irrational')",0.22129663825035095,0.2806796133518219,0.05938297510147095
69,-0.21999466,-0.26928848,"('wise', 'foolish')",-0.2199946641921997,-0.26928848028182983,-0.04929381608963013
31,0.21976772,0.18310323,"('altruistic', 'egoistic')",0.2197677195072174,0.18310323357582092,-0.036664485931396484
89,-0.2142764,-0.30653614,"('daring', 'anxious')",-0.21427640318870544,-0.30653613805770874,-0.0922597348690033
67,0.20888582,0.23097433,"('discriminating', 'undiscriminating')",0.2088858187198639,0.23097433149814606,0.022088512778282166
88,-0.20824349,-0.14793417,"('impulsive', 'meek')",-0.2082434892654419,-0.1479341685771942,0.06030932068824768
110,0.19562228,0.12206806,"('narrow-minded', 'open-minded')",0.1956222802400589,0.12206806242465973,-0.07355421781539917
33,-0.18652643,-0.12923741,"('softhearted', 'hardhearted')",-0.18652643263339996,-0.12923741340637207,0.05728901922702789
97,0.18547343,0.27052456,"('superior', 'inferior')",0.18547342717647552,0.2705245614051819,0.08505113422870636
17,0.18250659,0.3197021,"('social', 'antisocial')",0.18250659108161926,0.3197020888328552,0.13719549775123596
24,-0.16865996,-0.22797626,"('thoughtful', 'rough')",-0.16865995526313782,-0.2279762625694275,-0.05931630730628967
8,0.15937388,-0.007838249,"('open', 'distant')",0.15937387943267822,-0.007838249206542969,-0.1672121286392212
92,0.1434419,0.12711665,"('unwavering', 'wavering')",0.14344190061092377,0.12711665034294128,-0.016325250267982483
77,0.14308982,0.07775518,"('active', 'inactive')",0.14308981597423553,0.07775518298149109,-0.06533463299274445
29,0.13584973,0.16050649,"('honest', 'immoral')",0.135849729180336,0.1605064868927002,0.024656757712364197
68,-0.12553898,-0.26122665,"('clever', 'inept')",-0.12553897500038147,-0.2612266540527344,-0.1356876790523529
26,-0.11382876,-0.07066348,"('trustworthy', 'untrustworthy')",-0.11382876336574554,-0.07066348195075989,0.04316528141498566
15,0.11215304,0.24413574,"('polite', 'impolite')",0.11215303838253021,0.24413573741912842,0.1319826990365982
80,-0.11060053,-0.013420552,"('independent', 'dependent')",-0.1106005311012268,-0.013420552015304565,0.09717997908592224
21,-0.07898017,-0.08318028,"('nice', 'nasty')",-0.07898017019033432,-0.08318027853965759,-0.004200108349323273
36,-0.07742582,-0.09186706,"('tolerant', 'intolerant')",-0.07742582261562347,-0.09186705946922302,-0.014441236853599548
43,0.07282314,-0.028029189,"('genuine', 'fake')",0.07282313704490662,-0.0280291885137558,-0.10085232555866241
93,-0.06952953,0.033727884,"('dominating', 'dominated')",-0.06952953338623047,0.03372788429260254,0.10325741767883301
32,0.063904986,-0.042606205,"('benevolent', 'hardhearted')",0.06390498578548431,-0.042606204748153687,-0.106511190533638
63,-0.06110406,-0.045766592,"('capable', 'incapable')",-0.06110405921936035,-0.045766592025756836,0.015337467193603516
109,0.03463961,0.2026694,"('conservative', 'liberal')",0.03463961184024811,0.2026693969964981,0.16802978515625
108,0.03463961,0.2026694,"('conservative', 'liberal')",0.03463961184024811,0.2026693969964981,0.16802978515625
