,c_male,c_female,tuple,b_male,b_female,o_male,o_female,e_male,e_female,global_male,global_female,markets_male,markets_female,average_male,average_female,female-male
70,1.2195585,0.9981952,"('wise', 'unwise')",0.90705657,0.7309036,1.0577655,0.9478054,1.812319,1.7025363,0.99670166,0.9269281,0.34803995,0.2799529,1.0569068590799968,0.9310535589853922,-0.1258533000946046
94,1.2003536,0.8591554,"('aggressive', 'submissive')",-0.1956662,-0.11453688,0.54894674,0.8269983,-0.24531892,-0.11303413,0.8002246,0.8641239,0.2694219,0.06099522,0.3963269392649333,0.3972836335500081,0.0009566942850748328
14,1.1917329,0.9852448,"('supportive', 'unsupportive')",0.905868,0.68216586,1.1196034,1.1014223,1.2706186,1.2553072,-0.6686069,-0.84651744,0.78022087,0.66394997,0.7665728727976481,0.6402621269226074,-0.12631074587504065
72,-1.188091,-1.1853313,"('logical', 'illogical')",-1.09387,-0.9319147,-0.44210643,-0.28809988,-1.1366557,-0.9728108,-1.498185,-1.3381164,-1.2834064,-1.297873,-1.1070524056752522,-1.0023577213287354,0.10469468434651685
99,-1.1878865,-0.638129,"('prestigious', 'insignificant')",-0.050380886,-0.23653877,0.06792593,-0.4162662,-0.2850331,-0.26608208,-1.0052826,-1.0405154,0.082182616,0.4076395,-0.3964124123255412,-0.3649819691975911,0.03143044312795007
105,-1.1815541,-1.2392025,"('conventional', 'modern')",-0.5203739,-0.6052388,-0.56309664,-0.6400815,-0.22074127,-0.36823127,0.13413042,0.09478164,-1.4339467,-1.4709499,-0.6309303442637125,-0.7048203945159912,-0.07389005025227868
88,1.1574445,1.3646767,"('impulsive', 'meek')",1.0969106,0.9630625,0.35409465,0.19982454,0.7375781,0.72075915,1.0355909,0.9357207,1.9752904,1.9760573,1.0594847997029622,1.0266834894816081,-0.03280131022135402
13,-1.1570512,-1.8117225,"('helpful', 'unhelpful')",-2.919357,-2.841398,-2.0962992,-1.8731956,-2.0689445,-1.9565793,-3.381545,-3.3019705,-1.9837551,-2.283782,-2.2678252855936685,-2.3447747230529785,-0.07694943745931004
9,-1.1333177,-1.4849181,"('sensitive', 'insensitive')",-1.0783403,-1.1104263,-0.29367542,-0.24978635,-0.572955,-0.5603525,-1.5129756,-1.5523255,-0.9046237,-1.2091222,-0.9159812927246094,-1.0278218587239583,-0.11184056599934888
25,-1.1131876,-1.4846449,"('moral', 'immoral')",-1.415171,-1.3988961,-0.4321211,-0.13129818,-1.0464435,-0.84522456,-0.935353,-0.8792131,-0.35859603,-0.7009111,-0.88347856203715,-0.9066979885101318,-0.023219426472981808
100,-1.0807784,-1.2253442,"('influential', 'uninfluential')",-1.1524792,-1.0277016,-0.4002548,-0.16622388,-1.2192688,-0.7696264,-0.31060356,-0.22594452,-0.9067601,-0.90720385,-0.8450241088867188,-0.7203407287597656,0.12468338012695312
87,-1.054172,-1.303519,"('dedicated', 'undedicated')",-1.3950016,-1.0939951,-0.8453499,-0.6999897,-1.3308265,-1.1523113,-1.3227706,-1.373246,-0.9809844,-1.2405262,-1.1548508008321126,-1.143931229909261,0.010919570922851562
10,-1.0254054,-0.9458505,"('affectionate', 'unaffectionate')",-0.18619193,-0.14431787,-0.6074018,-0.8958839,-0.10693437,-0.15497234,-0.4458682,-0.39111158,-1.0486549,-0.8353899,-0.570076068242391,-0.5612543423970541,0.008821725845336914
24,-1.0065714,-1.0147231,"('thoughtful', 'rough')",-0.5407717,-0.42633662,-0.042649567,0.0123083,-0.3316942,-0.4795007,-1.3014001,-1.2579534,0.1504477,0.05107674,-0.5121065378189087,-0.5191881656646729,-0.00708162784576416
101,-0.97439796,-1.0986803,"('successful', 'unsuccessful')",-1.5985622,-1.5442379,-0.3345979,-0.31990492,-1.3597871,-1.0344529,-2.0802026,-1.9882942,-1.6978877,-1.5741098,-1.3409058252970378,-1.2599466641743977,0.08095916112264012
41,0.95896804,1.6874331,"('incorrupt', 'corrupt')",1.4726729,1.5054833,0.6905088,0.5973751,1.151466,1.239507,0.6700301,0.7438098,1.5397037,1.7609798,1.0805583000183105,1.255764643351237,0.1752063433329265
98,-0.95613134,-0.79895425,"('prestigious', 'insignificant')",-0.83592534,-1.0284861,-0.28410476,-0.58974874,0.083364174,0.04847014,-0.6387486,-0.7067763,0.6903293,0.9565561,-0.32353607813517254,-0.35315656661987305,-0.029620488484700502
47,-0.93583846,-1.0006795,"('forgiving', 'unforgiving')",-0.55104315,-0.24545383,-0.55733037,-0.46949673,-0.14039028,0.0012286603,-0.71627283,-0.65990674,-1.1246259,-1.0590905,-0.6709168752034506,-0.5722331206003824,0.09868375460306811
55,-0.93196416,-0.87890005,"('intelligent', 'unintelligent')",-0.42337245,-0.36233056,-0.08530244,-0.08325705,-0.3375905,-0.33514547,-0.7765592,-0.6866847,-0.4069659,-0.43343246,-0.49362579981486004,-0.4632917245229085,0.030334075291951534
104,-0.9262092,-0.6274983,"('conventional', 'unconventional')",-0.47633043,-0.2731191,-0.23888154,-0.08949685,-0.22799382,0.20849167,-0.9584213,-0.8886299,-0.6445366,-0.3529297,-0.5787288347880045,-0.33719706535339355,0.24153176943461097
7,0.8960694,0.969167,"('outgoing', 'distant')",0.77852696,0.45304936,0.14362526,-0.13655683,1.207668,0.8537705,-0.015881479,-0.23138988,0.8295796,0.57447284,0.6399312416712443,0.41375215848286945,-0.22617908318837482
90,0.88683486,0.4631554,"('motivated', 'unmotivated')",0.0023189783,-0.39748672,1.0284966,1.131712,0.4206066,0.4457124,0.30531186,0.17787051,1.5382676,1.1557306,0.6969727675120035,0.49611568450927734,-0.2008570830027262
96,0.859948,0.8614838,"('powerful', 'powerless')",0.4201415,0.50990546,0.72694695,0.8713105,0.122916475,0.42524377,-0.60028404,-0.50048673,-0.25524446,-0.07368547,0.21240405241648355,0.34896186987559,0.13655781745910647
74,-0.7687025,-1.1772823,"('insightful', 'unperceptive')",-1.562226,-1.5833604,-0.46085954,-0.4237526,-0.9337743,-0.9133437,-2.4247572,-2.495332,-1.1353536,-1.3851129,-1.2142788569132488,-1.3296972910563152,-0.1154184341430664
49,-0.74562013,-1.2692068,"('responsible', 'irresponsible')",-1.5819976,-1.5012579,-0.8260326,-0.77093315,-1.155514,-1.1543107,-2.2320948,-2.3708932,-1.2075878,-1.6638343,-1.291474421819051,-1.4550727208455403,-0.16359829902648926
83,-0.71210307,-0.93337345,"('energetic', 'lethargic')",-1.3879737,-1.3041875,-0.4115219,0.02436161,-0.64120436,-0.51378745,-0.40715265,-0.46128893,-0.27111018,-0.49660707,-0.6385109424591064,-0.6141471465428671,0.024363795916239384
2,-0.7032888,-1.1985165,"('friendly', 'unfriendly')",-0.9851281,-0.68479824,0.4117826,0.77230513,-0.74160546,-0.3899954,-0.97132605,-0.8600183,0.10525164,-0.101904035,-0.48071904977162677,-0.4104878902435303,0.0702311595280965
82,0.6996217,0.9584702,"('industrious', 'meek')",1.3268371,1.2311803,-0.12395218,-0.36550564,0.36266106,0.42396438,-0.04036826,0.043183476,0.32322064,0.56376594,0.4246700207392375,0.4758431514104207,0.05117313067118323
102,0.6910634,0.5920321,"('eminent', 'low')",-0.15280616,-0.18947878,-0.24610305,-0.21945906,-0.18952435,-0.11270507,-1.1528592,-1.0051938,-0.6596823,-0.49603415,-0.2849852641423543,-0.23847313721974692,0.046512126922607394
36,-0.68570554,-0.82477665,"('tolerant', 'intolerant')",-0.9137445,-0.8541354,0.07015535,0.25305963,-0.1260463,-0.15338662,-1.3323798,-1.179863,-1.1223855,-1.5339237,-0.6850177447001139,-0.7155042489369711,-0.03048650423685717
59,0.67356026,0.68403023,"('skillful', 'clumsy')",-0.03958799,0.12415682,1.0334733,0.98551416,-0.10608032,0.058310866,-0.7075002,-0.6359755,0.47253042,0.68398935,0.22106591860453287,0.3166709740956624,0.09560505549112955
46,0.67003673,1.3338847,"('generous', 'stingy')",1.4032638,1.5845408,1.3587766,1.4963453,1.7146709,1.9424766,2.1934857,2.2160716,2.0242405,2.2151322,1.5607457160949707,1.7980753580729167,0.23732964197794604
69,0.62978756,0.793098,"('wise', 'foolish')",0.1529213,0.12814856,0.44846725,0.1957275,0.16039333,0.35275012,-0.9263926,-0.86927396,0.32660443,0.35243893,0.1319635510444641,0.1588148574034373,0.026851306358973176
37,0.6268013,1.0286651,"('good', 'evil')",2.2139683,2.238707,1.3832175,0.94165415,1.5384743,1.6174712,1.7018265,1.4887938,1.8229785,1.7598403,1.5478777885437012,1.5125219027201335,-0.035355885823567634
18,0.61198914,0.2101991,"('social', 'asocial')",-0.8683249,-0.8030361,-0.24760346,0.09446816,-0.8701274,-0.6494354,-0.25564033,-0.17073807,-0.3545723,-0.534581,-0.3307131926218669,-0.3088539044062297,0.021859288215637207
56,0.6108488,1.0184989,"('intelligent', 'dumb')",1.0773711,1.1285052,1.4893773,1.5036407,0.15093748,0.50216246,1.1453482,1.0861752,0.774153,0.69998896,0.8746725718180338,0.9898285071055094,0.11515593528747559
52,-0.60462826,-1.0594652,"('competitive', 'uncompetitive')",-0.87743187,-0.7447358,0.4768955,0.7076159,-0.6953666,-0.56856513,-0.7913426,-0.7720394,-0.8841836,-1.1328667,-0.5626762310663859,-0.5950094064076742,-0.03233317534128832
5,-0.6038201,-0.9523006,"('pleasant', 'repellent')",-0.5924959,-0.5502205,-0.12476247,-0.14262252,0.0033078045,-0.12575221,0.06768453,0.033981025,0.30348283,0.09389797,-0.15776720643043518,-0.2738361159960429,-0.11606890956560773
92,0.57650375,0.5342548,"('unwavering', 'wavering')",-0.4898828,-0.70865226,-0.46003622,-0.61181533,-0.03983985,-0.02094774,-0.7244696,-0.8690099,-0.1011211,0.12391773,-0.20647428433100382,-0.25870879491170246,-0.05223451058069864
44,0.5426117,0.1183213,"('truthful', 'untruthful')",-1.122855,-1.172944,-0.6729491,-0.5682516,-0.38399684,-0.53792596,-1.6088558,-1.6718825,-1.1281823,-1.1994402,-0.7290379206339518,-0.8386871019999186,-0.1096491813659668
20,-0.4709092,-0.10527739,"('popular', 'unpopular')",0.16321862,0.04654464,0.6997436,0.50852376,0.40009868,0.49394223,-0.5567451,-0.6025311,-0.41366988,-0.24517176,-0.029710551102956135,0.016005064050356548,0.04571561515331268
35,0.4208792,0.70837677,"('fair', 'unfair')",0.8966235,0.95150924,0.8833535,0.97003007,1.0565133,1.3807638,-0.026164174,-0.012304783,0.51965654,0.5478347,0.6251436869303385,0.7577017148335775,0.132558027903239
39,0.4132806,0.82795334,"('right', 'wrong')",0.3504072,0.28718835,0.023611449,-0.019646242,-0.315285,0.04990089,-0.1641869,-0.05393243,0.053776473,0.29127985,0.06026730934778849,0.23045726617177328,0.1701899568239848
15,0.40780494,0.6102686,"('polite', 'impolite')",0.18000188,0.28670406,1.1231549,1.4529119,0.2117684,0.46960983,0.36000407,0.5075154,-0.5988283,-0.6238015,0.2806509733200073,0.4505347013473511,0.16988372802734375
4,-0.3952296,-0.32648358,"('likable', 'unlikable')",-0.48615944,-0.47670433,-0.0950155,-0.3402263,-0.6572436,-0.6659491,-0.6182632,-0.6097731,-0.38509756,-0.7905996,-0.43950148423512775,-0.5349560181299845,-0.09545453389485675
85,-0.3546026,-0.508014,"('ambitious', 'unambitious')",-0.7872126,-0.7292234,-0.63321984,-0.5780791,-0.80836433,-0.7588979,0.32034302,0.32407424,-0.2875954,-0.13221154,-0.4251085917154948,-0.3970586061477661,0.028049985567728697
73,-0.34540123,-1.197581,"('brilliant', 'incompetent')",-2.6554272,-2.9271898,-1.2797856,-1.0693643,-1.069567,-1.4354624,-1.3661509,-1.4441862,-0.26385614,-0.80538154,-1.16336456934611,-1.4798609415690105,-0.3164963722229004
76,0.33909023,-0.0422827,"('secure', 'insecure')",-0.35083777,-0.18886438,0.80871,0.98729,-0.17861357,-0.029656626,-0.32652256,-0.23609865,0.4939096,0.2418487,0.13095597426096597,0.12203939755757649,-0.008916576703389481
45,0.29684842,-0.10851078,"('cooperative', 'exploitative')",-0.7360647,-0.7901373,-0.41245463,-0.5309638,-0.81985486,-0.88132906,-0.91382587,-0.7892223,0.33964133,-0.078846455,-0.3742850224177043,-0.5298349459966024,-0.15554992357889813
65,-0.26116627,-0.46609485,"('practical', 'impractical')",-1.7059805,-1.7051802,-0.99004596,-0.840177,-1.1366103,-1.1421132,-1.1880007,-1.2590193,-1.7606819,-2.175134,-1.1737476984659831,-1.2646198272705078,-0.09087212880452467
91,0.25857636,0.13087648,"('resilient', 'nonresilient')",0.35939875,0.22815424,1.0924797,0.78959453,0.1305319,0.12744546,-0.64388466,-0.8084928,-0.0038566515,-0.15416494,0.19887423515319824,0.052235499024391174,-0.14663873612880707
17,-0.24528581,-0.14136592,"('social', 'antisocial')",0.33157134,0.64470977,0.20340948,0.24771479,-0.07943356,0.30510688,-0.39805293,-0.29959124,-0.8391657,-0.7554235,-0.17115952571233115,0.0001917878786722819,0.17135131359100342
71,0.24135703,-0.8309188,"('efficient', 'inefficient')",-1.1501919,-1.2575928,-0.649714,-0.3280021,-1.2161762,-1.4244823,-1.0462694,-1.0293167,-0.41567135,-1.1694752,-0.706110954284668,-1.0066312948862712,-0.30052034060160326
80,-0.22150904,0.08995363,"('independent', 'dependent')",0.35471374,0.41307446,0.40510702,0.5141028,0.85384345,0.95775974,0.23350482,0.21793818,1.1109321,1.1100203,0.45609867572784424,0.5504748026529948,0.09437612692515052
106,0.19553313,0.5629586,"('conventional', 'unconventional')",0.13079202,0.41825736,0.54511,0.5079052,0.16434743,0.47212064,-0.59538144,-0.599529,-0.6851473,-0.4737476,-0.04079102476437887,0.14799420038859049,0.18878522515296936
89,-0.19426587,-0.25981832,"('daring', 'anxious')",-0.35284913,-0.2850413,-0.03434381,0.076946795,-0.03978604,-0.1519059,-0.8433038,-0.8537722,-0.28306073,-0.46839327,-0.2912682294845581,-0.32366402943929035,-0.03239579995473224
23,-0.18970156,0.18495023,"('hospitable', 'inhospitable')",0.21861994,-0.04126811,0.4407865,0.10268599,0.83773285,0.70839983,-0.056301758,-0.12771893,0.020932317,0.03235382,0.2120113968849182,0.14323380589485168,-0.06877759099006653
57,-0.18133612,-0.27067477,"('able', 'unable')",-0.31972033,-0.46208858,-0.21019134,-0.22425398,-0.030570105,-0.13352081,-1.0015137,-1.0354769,-0.59235847,-0.782156,-0.3892816702524821,-0.4846951961517334,-0.09541352589925128
8,0.16235042,0.13326266,"('open', 'distant')",0.47173813,0.2775717,-0.4342742,-0.76228285,0.34971702,0.032984644,-0.11499147,-0.32670233,0.06989831,-0.17509627,0.08407302697499593,-0.13671040534973145,-0.22078343232472736
26,0.1483416,0.14995812,"('trustworthy', 'untrustworthy')",-0.55973744,-0.48547858,0.8759936,1.1780353,0.19413798,0.3949986,0.2154208,0.2527169,0.78574014,0.6272911,0.2766494353612264,0.3529202143351237,0.07627077897389734
109,0.13310389,0.09548203,"('conservative', 'liberal')",0.09888503,0.13363901,0.64654964,1.1245307,0.12050663,0.18566473,0.06857437,0.15835458,0.58728313,0.61491066,0.2758171161015828,0.3854302962621053,0.10961318016052246
108,0.13310389,0.09548203,"('conservative', 'liberal')",0.09888503,0.13363901,0.64654964,1.1245307,0.12050663,0.18566473,0.06857437,0.15835458,0.58728313,0.61491066,0.2758171161015828,0.3854302962621053,0.10961318016052246
77,-0.13295946,0.31945342,"('active', 'inactive')",1.2259475,1.3343909,1.0247825,0.9407835,0.9905505,1.3768481,0.12060036,0.079622805,0.12509422,0.34553486,0.5590026378631592,0.7327722708384196,0.17376963297526038
84,-0.12764627,0.0051413774,"('self-confident', 'diffident')",0.44883958,0.3380797,0.7308886,0.3462717,0.033460826,0.17274392,-1.4445987,-1.498097,-0.077411845,-0.23815644,-0.0727446178595225,-0.1456694503625234,-0.0729248325030009
103,0.11335313,-0.09229265,"('traditional', 'modern')",0.391774,0.39344957,0.5146476,0.69094896,0.3154676,0.3218006,0.990246,1.0761788,1.4418588,1.3937868,0.6278911828994751,0.6306453545888265,0.0027541716893514367
107,0.10602379,-0.31630683,"('conventional', 'modern')",-0.5309595,-0.40021747,0.45813277,0.61596805,0.12997344,0.13000593,1.6244078,1.6048081,-0.39579284,-0.47078577,0.23196425040562949,0.1939120093981425,-0.038052241007487
16,-0.10334571,-0.2632357,"('social', 'antisocial')",-0.083566815,0.10708791,0.5535013,0.7218417,-0.093696535,0.14279607,0.31394026,0.41072106,-0.26921293,-0.41540956,0.05293659865856171,0.11730025211970012,0.06436365346113841
79,0.09141493,0.47716904,"('determined', 'doubtful')",0.40449,0.5444099,0.6980226,0.78205824,0.25246644,0.6551681,-0.16983424,-0.19454342,-0.36691368,-0.43918812,0.15160767237345377,0.3041789730389913,0.1525713006655375
30,0.08721955,-0.20165718,"('honest', 'dishonest')",-1.0857369,-1.0297502,-0.35779807,-0.20837957,-1.0304406,-0.70423937,-1.1048634,-1.1003523,-0.027218923,-0.4706974,-0.5864730278650919,-0.6191793282826742,-0.03270630041758227
43,-0.074588075,-0.32946002,"('genuine', 'fake')",-0.42033017,-0.2589481,0.20166256,0.3524685,-0.0065683573,0.0055872053,-0.1825743,-0.09774901,-0.52901,-0.45766127,-0.16856805483500162,-0.13096044460932413,0.03760761022567749
61,0.07032424,0.5773612,"('rational', 'irrational')",0.44435033,0.5396443,0.57334584,0.45443565,1.2114283,1.3815913,0.73837245,0.83641547,0.40112805,0.62830627,0.5731581449508667,0.7362923622131348,0.16313421726226807
19,-0.048300505,0.26334304,"('funny', 'boring')",0.2834016,0.30653,-0.3496105,-0.29332638,0.17515013,0.25993946,0.08563995,0.18183124,-0.83621085,-0.8585557,-0.11498836676279704,-0.02337304751078288,0.09161531925201416
42,-0.033076882,0.6085647,"('amicable', 'hostile')",1.0376753,1.0743988,0.6115032,0.38942778,0.2943442,0.5666796,0.80472016,0.86530125,0.39201924,0.87642753,0.5178641875584921,0.7301332155863444,0.2122690280278523
68,-0.03172785,-0.5099127,"('clever', 'inept')",-0.95885164,-1.2028756,-0.5084642,-0.60248744,-0.42223817,-0.61740005,-1.6133531,-1.7522038,-0.7999857,-1.0635284,-0.7224368254343668,-0.958068052927653,-0.23563122749328613
22,0.025854863,0.3800376,"('welcoming', 'disagreeable')",0.87979186,0.9348552,0.95293707,0.9314314,1.2486498,1.4857547,0.6790154,0.60834646,1.1867952,1.0033143,0.8288407325744629,0.8906232515970866,0.06178251902262366
110,-0.015044719,-0.151997,"('narrow-minded', 'open-minded')",-0.41855544,-0.36213514,0.37102515,0.21359074,0.20417017,0.16584536,0.8207758,0.81611335,0.9329966,1.0611562,0.31589460372924805,0.2904289166132609,-0.025465687115987123
