,ingersoll_male,ingersoll_female,tuple,rand_male,rand_female,average_male,average_female,female-male
41,-2.7449355,-2.8723035,"('incorrupt', 'corrupt')",-0.15656614,-0.07583141,-1.4507508277893066,-1.4740674495697021,-0.023316621780395508
76,2.6596665,3.0051665,"('secure', 'insecure')",1.7284913,1.7634745,2.1940789222717285,2.3843204975128174,0.19024157524108887
75,2.608512,2.4946551,"('confident', 'shy')",7.7384143,7.9646945,5.173462867736816,5.229674816131592,0.05621194839477539
71,2.5275967,2.8107307,"('efficient', 'inefficient')",1.6520563,1.6118429,2.0898265838623047,2.211286783218384,0.1214601993560791
15,2.4529161,2.709395,"('polite', 'impolite')",2.1685185,2.3884084,2.3107173442840576,2.5489015579223633,0.23818421363830566
12,2.44641,2.749527,"('sympathetic', 'unsympathetic')",0.4564677,0.4608693,1.4514387845993042,1.6051981449127197,0.15375936031341553
25,2.342214,2.2797787,"('moral', 'immoral')",0.7713678,0.74921095,1.5567909479141235,1.5144948959350586,-0.04229605197906494
16,2.338497,2.5118477,"('social', 'antisocial')",1.397133,1.5378966,1.8678150177001953,2.024872303009033,0.1570572853088379
109,2.3350613,2.1365755,"('conservative', 'liberal')",2.1351864,1.9775716,2.235123872756958,2.0570735931396484,-0.17805027961730957
108,2.3350613,2.1365755,"('conservative', 'liberal')",2.1351864,1.9775716,2.235123872756958,2.0570735931396484,-0.17805027961730957
2,2.308358,2.5976532,"('friendly', 'unfriendly')",0.99204606,1.1519817,1.6502020359039307,1.8748173713684082,0.22461533546447754
94,2.2884977,2.4747846,"('aggressive', 'submissive')",2.1051178,2.1428661,2.196807861328125,2.3088254928588867,0.11201763153076172
88,-2.27371,-2.3478737,"('impulsive', 'meek')",1.1333774,1.2276843,-0.570166289806366,-0.5600947141647339,0.01007157564163208
52,2.1679204,2.5061936,"('competitive', 'uncompetitive')",0.5913186,0.726141,1.3796194791793823,1.6161673069000244,0.2365478277206421
98,-2.164144,-2.5310369,"('prestigious', 'insignificant')",-1.7539917,-1.7548075,-1.9590678215026855,-2.1429221630096436,-0.183854341506958
99,-2.0700147,-2.430543,"('prestigious', 'insignificant')",-2.3671021,-2.3435047,-2.2185583114624023,-2.38702392578125,-0.16846561431884766
55,1.9687824,2.0680966,"('intelligent', 'unintelligent')",-0.4383664,-0.34321457,0.7652080059051514,0.8624410629272461,0.09723305702209473
14,1.9090083,2.0774384,"('supportive', 'unsupportive')",1.1295147,1.2997042,1.5192614793777466,1.6885712146759033,0.16930973529815674
0,1.8950692,2.2572985,"('sociable', 'unsociable')",0.47948718,0.79348713,1.1872782707214355,1.525392770767212,0.33811450004577637
82,-1.8907733,-2.1896493,"('industrious', 'meek')",-0.5354214,-0.3660344,-1.213097333908081,-1.2778418064117432,-0.06474447250366211
49,1.8357912,2.1992922,"('responsible', 'irresponsible')",-0.33710146,-0.14731634,0.7493448853492737,1.0259878635406494,0.27664297819137573
81,-1.7992591,-2.257012,"('industrious', 'lazy')",0.46426472,0.41981986,-0.6674971580505371,-0.9185960292816162,-0.2510988712310791
104,-1.7382435,-1.7227336,"('conventional', 'unconventional')",-2.7089643,-2.432045,-2.2236039638519287,-2.0773892402648926,0.14621472358703613
64,1.7086465,1.8118804,"('clever', 'incompetent')",0.24277413,0.30492556,0.9757103323936462,1.0584030151367188,0.08269268274307251
92,-1.685606,-1.744077,"('unwavering', 'wavering')",-0.8274921,-0.951607,-1.2565491199493408,-1.3478419780731201,-0.0912928581237793
5,1.6611269,1.6687026,"('pleasant', 'repellent')",0.5505252,0.37774712,1.1058260202407837,1.0232248306274414,-0.08260118961334229
31,-1.6284833,-1.8225846,"('altruistic', 'egoistic')",-1.756954,-1.6921034,-1.6927186250686646,-1.7573440074920654,-0.06462538242340088
7,-1.6274008,-1.8717054,"('outgoing', 'distant')",-0.96552527,-1.021296,-1.2964630126953125,-1.4465007781982422,-0.1500377655029297
89,1.5881283,1.8150842,"('daring', 'anxious')",1.0480506,1.1505754,1.318089485168457,1.4828298091888428,0.16474032402038574
8,-1.5868675,-1.8479537,"('open', 'distant')",-1.5395398,-1.5880331,-1.5632035732269287,-1.7179933786392212,-0.15478980541229248
9,1.5484668,1.7211348,"('sensitive', 'insensitive')",-0.013177395,-0.016664863,0.7676447033882141,0.852234959602356,0.08459025621414185
90,1.5290357,1.3235502,"('motivated', 'unmotivated')",1.2984616,1.0932525,1.4137486219406128,1.2084014415740967,-0.2053471803665161
42,-1.3952007,-1.4266279,"('amicable', 'hostile')",-0.59373915,-0.59448767,-0.994469940662384,-1.010557770729065,-0.016087830066680908
10,-1.3538085,-1.1063964,"('affectionate', 'unaffectionate')",-2.0722659,-1.8101677,-1.7130372524261475,-1.4582819938659668,0.25475525856018066
60,1.3397989,1.3485403,"('educated', 'uneducated')",0.19117594,0.22103834,0.7654874324798584,0.7847893238067627,0.019301891326904297
69,-1.2867403,-1.3797688,"('wise', 'foolish')",-0.6910246,-0.6070976,-0.9888824224472046,-0.9934332370758057,-0.004550814628601074
13,1.2693268,1.6151774,"('helpful', 'unhelpful')",-1.3325086,-1.2152885,-0.03159087896347046,0.19994443655014038,0.23153531551361084
29,1.2485454,1.2749457,"('honest', 'immoral')",-0.8275683,-1.0229218,0.21048855781555176,0.12601196765899658,-0.08447659015655518
73,1.2243284,1.0557078,"('brilliant', 'incompetent')",0.04683584,0.04531032,0.6355820894241333,0.5505090951919556,-0.08507299423217773
95,-1.2162724,-1.1349417,"('rich', 'poor')",-4.9746075,-5.3507013,-3.095439910888672,-3.242821455001831,-0.14738154411315918
65,1.1874347,1.366435,"('practical', 'impractical')",0.28307053,0.40319645,0.7352526187896729,0.8848157525062561,0.14956313371658325
74,1.1143543,1.2551897,"('insightful', 'unperceptive')",-0.5713066,-0.4464818,0.2715238332748413,0.40435391664505005,0.13283008337020874
103,1.1121675,0.81048787,"('traditional', 'modern')",1.0101771,0.9206823,1.0611722469329834,0.8655850887298584,-0.195587158203125
66,1.0859705,1.347606,"('imaginative', 'unimaginative')",2.5959861,2.9484272,1.8409783840179443,2.1480164527893066,0.3070380687713623
18,1.0787039,1.4145635,"('social', 'asocial')",0.3307455,0.45190278,0.7047246694564819,0.9332331418991089,0.22850847244262695
107,1.070076,1.6811993,"('conventional', 'modern')",2.6103432,2.5209086,1.8402096033096313,2.1010539531707764,0.260844349861145
38,1.0313919,1.5310545,"('kind', 'unkind')",-0.5322074,-0.17743677,0.24959221482276917,0.6768088340759277,0.42721661925315857
100,1.0115176,1.180585,"('influential', 'uninfluential')",-0.8952753,-0.46225524,0.058121174573898315,0.35916489362716675,0.30104371905326843
39,-0.9942626,-0.9451312,"('right', 'wrong')",-0.718684,-0.62469363,-0.8564733266830444,-0.7849124073982239,0.07156091928482056
36,0.9153536,1.0548186,"('tolerant', 'intolerant')",-0.3628655,-0.4007463,0.27624404430389404,0.32703617215156555,0.05079212784767151
