,jpmorgan_male,jpmorgan_female,tuple,chase_male,chase_female,average_male,average_female,female-male
75,3.016728,2.8628318,"('confident', 'shy')",6.1060247,6.1521072,4.561376571655273,4.507469654083252,-0.053906917572021484
12,2.9687233,3.0169249,"('sympathetic', 'unsympathetic')",-1.1348013,-0.97170955,0.9169610142707825,1.022607684135437,0.10564666986465454
107,2.7879176,2.9785213,"('conventional', 'modern')",0.78864175,0.72871065,1.78827965259552,1.8536159992218018,0.06533634662628174
2,2.574798,2.5084667,"('friendly', 'unfriendly')",-0.69866604,-0.5817669,0.9380660057067871,0.9633499383926392,0.02528393268585205
81,-2.4850116,-2.6244006,"('industrious', 'lazy')",2.0366583,1.8511674,-0.22417664527893066,-0.386616587638855,-0.16243994235992432
94,2.4755142,2.3177009,"('aggressive', 'submissive')",0.6295931,0.6754474,1.552553653717041,1.4965741634368896,-0.05597949028015137
109,2.4452004,2.2417526,"('conservative', 'liberal')",1.2478456,0.90355426,1.8465230464935303,1.5726534128189087,-0.2738696336746216
108,2.4452004,2.2417526,"('conservative', 'liberal')",1.2478456,0.90355426,1.8465230464935303,1.5726534128189087,-0.2738696336746216
64,2.3470058,2.4724452,"('clever', 'incompetent')",-0.27457094,-0.22421442,1.036217451095581,1.1241154670715332,0.08789801597595215
25,2.2705271,2.105146,"('moral', 'immoral')",-0.42461497,-0.6946293,0.922956109046936,0.705258309841156,-0.21769779920578003
82,-2.2541094,-2.241422,"('industrious', 'meek')",1.1412377,1.0615959,-0.5564358234405518,-0.589913010597229,-0.033477187156677246
15,2.2459977,2.2294025,"('polite', 'impolite')",0.23419057,0.42756143,1.2400940656661987,1.3284820318222046,0.08838796615600586
66,2.2298684,2.4686084,"('imaginative', 'unimaginative')",1.7672888,2.2040672,1.9985785484313965,2.3363378047943115,0.33775925636291504
41,-2.1783204,-2.1725051,"('incorrupt', 'corrupt')",0.77900314,1.0205531,-0.6996586322784424,-0.5759760141372681,0.12368261814117432
16,2.1707127,2.3623717,"('social', 'antisocial')",0.7062572,1.2612664,1.4384849071502686,1.811819076538086,0.3733341693878174
0,2.1575751,2.307555,"('sociable', 'unsociable')",-0.10045344,0.29513222,1.0285608768463135,1.301343560218811,0.27278268337249756
71,2.0391703,1.9200447,"('efficient', 'inefficient')",0.1348176,-0.2182337,1.086993932723999,0.8509054780006409,-0.23608845472335815
104,-2.000854,-1.8192067,"('conventional', 'unconventional')",-0.8098748,-0.54348093,-1.4053643941879272,-1.1813437938690186,0.2240206003189087
7,-1.986137,-1.9971243,"('outgoing', 'distant')",0.18803178,-0.08226952,-0.899052619934082,-1.0396969318389893,-0.14064431190490723
52,1.9561533,1.9573822,"('competitive', 'uncompetitive')",-0.42311496,-0.42501336,0.7665191888809204,0.7661844491958618,-0.00033473968505859375
60,1.8734852,1.7808399,"('educated', 'uneducated')",-0.5308913,-0.50175756,0.6712969541549683,0.6395411491394043,-0.031755805015563965
8,-1.7943956,-1.8545159,"('open', 'distant')",0.10637133,-0.1846534,-0.8440121412277222,-1.0195846557617188,-0.17557251453399658
76,1.756352,1.8670186,"('secure', 'insecure')",0.4270569,0.8071387,1.0917043685913086,1.33707857131958,0.24537420272827148
99,-1.7387733,-1.8022076,"('prestigious', 'insignificant')",-0.8963424,-1.0044954,-1.3175578117370605,-1.4033515453338623,-0.08579373359680176
14,1.591363,1.4951115,"('supportive', 'unsupportive')",0.87064373,0.61627734,1.2310032844543457,1.055694341659546,-0.1753089427947998
