,regions_male,regions_female,tuple,financial_male,financial_female,corp_male,corp_female,new_male,new_female,average_male,average_female,female-male
42,1.4537649,1.8227289,"('amicable', 'hostile')",0.24520785,0.40468812,1.0745797,1.3420484,1.8091202,1.8213055,1.1456681489944458,1.3476927280426025,0.20202457904815674
41,1.4403949,1.6462007,"('incorrupt', 'corrupt')",1.4311874,1.4338076,1.3548378,1.374502,2.200282,2.1927314,1.6066755056381226,1.6618103981018066,0.05513489246368408
103,1.3796449,1.1410383,"('traditional', 'modern')",1.399895,1.4631424,0.6515223,0.51988685,0.68126935,0.61791956,1.0280828475952148,0.9354968070983887,-0.09258604049682617
11,-1.3512365,-1.3213589,"('caring', 'unaffectionate')",-2.3463254,-2.3367605,-1.484493,-1.4917997,-0.39734697,-0.45263273,-1.3948503732681274,-1.4006379842758179,-0.00578761100769043
23,1.3501978,1.1848094,"('hospitable', 'inhospitable')",0.11622083,0.091177136,0.7526314,0.81820834,1.1858441,1.118948,0.8512234687805176,0.8032857179641724,-0.047937750816345215
8,1.3356154,1.0654533,"('open', 'distant')",0.9203807,0.47761202,1.4154859,1.2487043,1.1676544,0.7915691,1.2097841501235962,0.8958346843719482,-0.31394946575164795
12,-1.3192291,-1.3508253,"('sympathetic', 'unsympathetic')",-0.77012944,-0.8252151,-1.3533148,-1.4027944,-1.2802973,-1.1208498,-1.180742621421814,-1.1749211549758911,0.0058214664459228516
90,1.2177168,0.8732009,"('motivated', 'unmotivated')",0.04893878,-0.053839922,0.5462045,0.32156423,-0.115985096,-0.5120882,0.42421871423721313,0.15720924735069275,-0.2670094668865204
9,-1.1570925,-1.1768953,"('sensitive', 'insensitive')",-1.3135608,-1.3282859,-1.0999589,-1.0613891,-0.98445404,-0.92043555,-1.1387665271759033,-1.1217514276504517,0.01701509952545166
49,-1.1478286,-1.1233054,"('responsible', 'irresponsible')",-1.4232235,-1.4796294,-1.4365293,-1.2053922,-1.0568249,-1.0981494,-1.266101598739624,-1.2266191244125366,0.0394824743270874
36,-1.1400757,-1.0789278,"('tolerant', 'intolerant')",-0.70785254,-0.7253882,-1.3469197,-1.1648283,-0.8488381,-0.593192,-1.0109214782714844,-0.8905841112136841,0.12033736705780029
43,-1.1073323,-1.0249517,"('genuine', 'fake')",-0.3293779,-0.31277126,-0.23435366,-0.21506564,0.3768835,0.38788807,-0.32354509830474854,-0.2912251353263855,0.03231996297836304
45,-1.0985713,-1.1373758,"('cooperative', 'exploitative')",-0.19916394,-0.27417672,-1.1704645,-0.9724724,-1.0277846,-0.9165996,-0.8739960789680481,-0.8251561522483826,0.04883992671966553
77,1.0955551,1.2896022,"('active', 'inactive')",-0.32856435,-0.20723772,1.3215332,1.4822655,0.7132806,0.8810775,0.700451135635376,0.8614268898963928,0.16097575426101685
35,1.066466,1.3129444,"('fair', 'unfair')",0.7520225,0.7645439,0.6981856,0.740138,0.53877056,0.72886944,0.7638611793518066,0.8866239786148071,0.12276279926300049
70,1.0182881,1.0132866,"('wise', 'unwise')",1.4481149,1.4712377,1.1597657,1.1573492,1.675778,1.6813757,1.325486660003662,1.3308122158050537,0.0053255558013916016
10,-0.9821444,-0.8411905,"('affectionate', 'unaffectionate')",-1.0508572,-1.0170016,-0.05168128,0.14470398,0.7698784,0.8342984,-0.3287011384963989,-0.21979746222496033,0.1089036762714386
87,-0.9625798,-0.91519433,"('dedicated', 'undedicated')",-0.7629117,-0.67422163,-0.80255353,-0.59696186,-0.63571346,-0.37742674,-0.7909396886825562,-0.6409511566162109,0.14998853206634521
88,0.91590047,1.091691,"('impulsive', 'meek')",0.9819785,0.9248072,1.447821,1.2792021,1.563556,1.8192687,1.2273139953613281,1.2787421941757202,0.05142819881439209
102,-0.8907724,-0.55311805,"('eminent', 'low')",-0.82969594,-0.63240534,-0.53147554,-0.3426346,-0.2643765,-0.27766025,-0.629080057144165,-0.4514545500278473,0.17762550711631775
22,0.8725524,0.8333844,"('welcoming', 'disagreeable')",1.2698478,1.2396717,1.6342537,1.9070294,0.5636344,0.47769773,1.0850720405578613,1.1144458055496216,0.029373764991760254
71,-0.8455653,-1.1840435,"('efficient', 'inefficient')",-0.49650967,-0.5990094,-1.1294833,-1.2358482,-1.2771156,-1.4559102,-0.9371684789657593,-1.1187028884887695,-0.18153440952301025
56,0.83672357,1.0801243,"('intelligent', 'dumb')",0.60544145,0.4226772,1.6987584,1.7227203,0.690233,1.0119772,0.9577891230583191,1.0593746900558472,0.10158556699752808
33,-0.82596064,-1.0571926,"('softhearted', 'hardhearted')",-0.08153415,0.02501604,-1.0268513,-0.9268272,-0.62816787,-0.6920396,-0.640628457069397,-0.662760853767395,-0.022132396697998047
1,-0.814381,-0.56490475,"('friendly', 'unfriendly')",-1.4119401,-1.4005241,-1.3676949,-1.0302336,0.03334117,0.025989413,-0.8901687264442444,-0.7424182891845703,0.14775043725967407
98,0.7993423,0.6904535,"('prestigious', 'insignificant')",-1.0523567,-1.0312445,-0.5078856,-0.44825798,0.27524158,0.15429056,-0.12141460925340652,-0.15868960320949554,-0.03727499395608902
80,0.77134717,0.7139643,"('independent', 'dependent')",1.9702308,1.9234314,0.50642145,0.6569986,0.56695527,0.6444183,0.9537387490272522,0.9847031235694885,0.030964374542236328
28,-0.76664245,-0.71911013,"('honest', 'dishonest')",-1.7372087,-1.9361333,-2.0855794,-2.0146995,-1.27389,-0.99179226,-1.4658302068710327,-1.4154337644577026,0.05039644241333008
54,0.75076973,0.61642253,"('smart', 'stupid')",-0.5628548,-0.754314,0.42693397,0.34929267,0.84912705,0.60384494,0.3659939765930176,0.20381152629852295,-0.16218245029449463
44,-0.7446126,-0.57895577,"('truthful', 'untruthful')",-2.1728292,-2.1084945,-0.6980455,-0.76625013,-0.44683415,-0.3493275,-1.015580415725708,-0.9507570266723633,0.06482338905334473
52,-0.7356318,-0.7160666,"('competitive', 'uncompetitive')",-1.1381524,-0.9933147,-0.29315704,-0.43968332,-0.82447207,-0.5201275,-0.7478532791137695,-0.6672980189323425,0.080555260181427
64,-0.7313801,-0.8785558,"('clever', 'incompetent')",-0.41508973,-0.34799978,-1.1046457,-1.0655162,-1.4687406,-1.580534,-0.9299640655517578,-0.9681514501571655,-0.038187384605407715
85,-0.727569,-0.71462727,"('ambitious', 'unambitious')",-0.5348152,-0.47541612,-0.31822163,-0.35626906,0.013987601,0.106343,-0.3916545510292053,-0.3599923849105835,0.031662166118621826
82,0.7191922,0.8102904,"('industrious', 'meek')",-0.22502798,-0.11935708,1.0922787,1.2331986,1.3513242,1.312031,0.7344417572021484,0.8090407848358154,0.07459902763366699
67,-0.68925005,-0.45713413,"('discriminating', 'undiscriminating')",-1.1249168,-1.0701456,-0.98974335,-0.78308094,0.70384866,0.7983501,-0.5250154137611389,-0.3780026435852051,0.14701277017593384
30,0.6807548,0.60766506,"('honest', 'dishonest')",-1.5377133,-1.5823097,-0.7890542,-0.85744035,-0.46290857,-0.09674831,-0.5272303223609924,-0.48220834136009216,0.04502198100090027
106,-0.66963005,-0.5000712,"('conventional', 'unconventional')",-0.81909794,-0.69171935,-0.62033725,-0.33703667,1.2797227,0.963664,-0.20733565092086792,-0.1412907987833023,0.06604485213756561
79,-0.66204184,-0.35321137,"('determined', 'doubtful')",0.04192637,0.03153926,0.44676286,0.76036924,0.31559122,0.37995023,0.035559654235839844,0.20466184616088867,0.16910219192504883
18,-0.635071,-0.5705898,"('social', 'asocial')",-1.0819926,-1.1901453,-0.15735155,-0.051664025,-1.5692225,-1.306341,-0.8609094023704529,-0.7796850204467773,0.08122438192367554
24,-0.6142967,-0.6309408,"('thoughtful', 'rough')",-0.6148404,-0.5680883,-1.4458349,-1.2531471,-0.80838597,-1.0449764,-0.8708394765853882,-0.8742880821228027,-0.0034486055374145508
47,-0.6008291,-0.27565604,"('forgiving', 'unforgiving')",-1.133209,-0.93407774,-0.80979,-0.5174874,-0.45840046,-0.068962395,-0.7505571246147156,-0.44904589653015137,0.3015112280845642
21,0.5981546,0.54606545,"('nice', 'nasty')",0.27870905,0.2795707,0.38468748,0.27212715,0.35453856,0.31382322,0.4040224254131317,0.35289663076400757,-0.051125794649124146
25,-0.54895574,-0.4432199,"('moral', 'immoral')",-1.610382,-1.5420434,-1.5206175,-1.3253146,-1.4564099,-1.4396524,-1.2840912342071533,-1.187557578086853,0.09653365612030029
73,-0.49422723,-0.7545421,"('brilliant', 'incompetent')",-1.3401861,-1.4822751,-1.5508811,-1.81595,-1.3390191,-1.6772346,-1.1810784339904785,-1.4325004816055298,-0.25142204761505127
57,0.477696,0.14746475,"('able', 'unable')",-0.08470417,-0.07861462,-0.52577424,-0.47968864,-0.46497375,-0.62447196,-0.1494390368461609,-0.2588276267051697,-0.10938858985900879
84,-0.462617,-0.42667693,"('self-confident', 'diffident')",-1.1817871,-1.1634855,0.04052466,0.12735969,-0.24383731,-0.37390593,-0.46192920207977295,-0.4591771960258484,0.0027520060539245605
14,0.4619177,0.67684156,"('supportive', 'unsupportive')",-0.32596123,-0.37409168,1.4877679,1.4867378,-0.059206426,-0.05194989,0.3911294937133789,0.43438446521759033,0.043254971504211426
89,-0.45967615,-0.5046045,"('daring', 'anxious')",-0.0013864785,0.034223408,-0.35680014,-0.5358988,-1.1694336,-1.3868266,-0.49682408571243286,-0.5982766151428223,-0.1014525294303894
2,-0.4292329,-0.3215268,"('friendly', 'unfriendly')",-0.95407903,-0.9460961,-1.418464,-1.5280867,-1.6722184,-1.4798024,-1.1184985637664795,-1.068877935409546,0.049620628356933594
69,0.4236032,0.5134678,"('wise', 'foolish')",-0.25274688,-0.15866065,0.44740218,0.6480955,0.5438058,0.65526724,0.29051607847213745,0.41454246640205383,0.12402638792991638
68,-0.37817743,-0.65403223,"('clever', 'inept')",-1.0361918,-1.1110802,-0.914963,-0.89569235,-0.6454199,-0.8717228,-0.7436880469322205,-0.8831318616867065,-0.13944381475448608
62,-0.35151368,-0.2675448,"('creative', 'uncreative')",-1.1973898,-1.2964354,-0.33273518,-0.144564,-0.56264377,-0.6173538,-0.6110706329345703,-0.5814744830131531,0.029596149921417236
83,-0.3478831,-0.33935168,"('energetic', 'lethargic')",-0.29508966,-0.3657441,-0.38989562,-0.51259035,-0.80170095,-0.6726756,-0.4586423337459564,-0.47259044647216797,-0.013948112726211548
29,-0.3404404,-0.6060421,"('honest', 'immoral')",-1.2774396,-1.3277235,-1.8260021,-1.7521313,-1.9729593,-2.176074,-1.354210376739502,-1.4654927253723145,-0.1112823486328125
93,0.3278904,0.47615686,"('dominating', 'dominated')",-0.5142864,-0.3563665,-0.022973418,-0.17457613,-1.2408098,-0.70492834,-0.36254480481147766,-0.18992853164672852,0.17261627316474915
91,0.32045,0.2569105,"('resilient', 'nonresilient')",-0.5978586,-0.46623564,-0.1504333,-0.20740606,0.2389951,-0.08850193,-0.047211699187755585,-0.12630827724933624,-0.07909657806158066
59,0.3185197,0.6092778,"('skillful', 'clumsy')",-0.60844713,-0.36686772,0.07095654,0.19477667,1.3879981,1.4707971,0.29225680232048035,0.47699594497680664,0.1847391426563263
94,0.2970115,0.41234505,"('aggressive', 'submissive')",-0.19692457,-0.320441,-0.09218556,-0.26384047,-0.6174553,-0.32319823,-0.15238848328590393,-0.1237836629152298,0.028604820370674133
4,-0.29476166,-0.20830461,"('likable', 'unlikable')",-1.9985303,-2.0398002,-0.6973594,-0.49110615,0.38617718,0.37986428,-0.6511185169219971,-0.5898367166519165,0.061281800270080566
20,0.27830744,0.4929272,"('popular', 'unpopular')",-0.6268598,-0.34390366,-0.1849665,-0.17244402,1.8974743,1.6604376,0.3409888744354248,0.4092542827129364,0.0682654082775116
60,0.27371573,0.53959,"('educated', 'uneducated')",-0.5786388,-0.3942348,-0.94098175,-0.8681323,-0.794942,-0.4889455,-0.510211706161499,-0.30293065309524536,0.20728105306625366
105,-0.27149248,-0.3765911,"('conventional', 'modern')",0.0159453,-0.040117204,-0.48005888,-0.4712868,0.8306431,0.5736888,0.023759260773658752,-0.07857657968997955,-0.1023358404636383
5,-0.26309276,-0.42441818,"('pleasant', 'repellent')",-0.4220439,-0.2629832,-1.2856472,-1.3148067,-0.097297505,-0.30082503,-0.5170203447341919,-0.5757583379745483,-0.058737993240356445
92,0.26180342,0.1671964,"('unwavering', 'wavering')",0.033091843,-0.013285071,0.30593115,0.17524163,1.0242958,0.81975317,0.4062805473804474,0.28722652792930603,-0.11905401945114136
15,-0.26169795,0.14606568,"('polite', 'impolite')",0.32956284,0.44540632,0.51423466,0.6083,-0.60293305,-0.018667951,-0.005208373069763184,0.295276015996933,0.30048438906669617
101,-0.25606874,-0.28783223,"('successful', 'unsuccessful')",-2.3131573,-2.0501547,-1.2861463,-1.4652822,-0.6508886,-0.41667444,-1.1265652179718018,-1.0549858808517456,0.07157933712005615
0,-0.23332302,0.07144061,"('sociable', 'unsociable')",-0.49766597,-0.25845647,-0.78538966,-0.43198916,-0.76800233,-0.5637635,-0.5710952281951904,-0.2956921458244324,0.27540308237075806
76,0.2265504,-0.002691269,"('secure', 'insecure')",0.38334543,0.3470475,-0.27963996,-0.35239786,-0.46814716,-0.3669712,-0.03447282314300537,-0.09375320374965668,-0.059280380606651306
97,0.22196117,0.20182607,"('superior', 'inferior')",-0.85602176,-0.9204483,-1.0777923,-1.0853717,-0.99121296,-0.8188501,-0.6757664680480957,-0.6557109951972961,0.02005547285079956
99,0.2020646,0.33354947,"('prestigious', 'insignificant')",-0.8632494,-0.7948258,0.29116943,0.51564914,0.7842057,0.64763576,0.1035475805401802,0.17550215125083923,0.07195457071065903
55,-0.20073473,-0.15942362,"('intelligent', 'unintelligent')",-0.7867404,-0.7279883,-1.5241168,-1.5656445,-0.3138889,-0.4464134,-0.7063702344894409,-0.7248674631118774,-0.018497228622436523
17,-0.18667965,0.051765114,"('social', 'antisocial')",-0.87001455,-0.6542443,-0.2864834,0.066805124,-0.42820126,-0.10149157,-0.4428446888923645,-0.15929141640663147,0.28355327248573303
72,0.18436927,0.2555202,"('logical', 'illogical')",-1.9052674,-1.7653806,-1.4069908,-1.3363023,-0.42463043,-0.11634571,-0.8881298303604126,-0.740627110004425,0.14750272035598755
31,-0.1715769,-0.24624285,"('altruistic', 'egoistic')",-0.11062504,-0.10160872,-0.277474,-0.047681987,0.63122517,0.40067068,0.017887309193611145,0.001284278929233551,-0.016603030264377594
39,0.15955606,0.51382685,"('right', 'wrong')",-0.5942092,-0.5015377,0.6349007,0.8346789,0.26922962,0.41019645,0.11736929416656494,0.3142911195755005,0.19692182540893555
63,0.15702891,0.074567616,"('capable', 'incapable')",-1.4512379,-1.4955304,-1.1376256,-1.0196587,-0.33474922,-0.53823125,-0.6916459798812866,-0.7447131872177124,-0.05306720733642578
26,-0.12895231,0.1979,"('trustworthy', 'untrustworthy')",0.543942,0.4509346,0.38654366,0.5214009,-0.7467338,-0.48269907,0.013699889183044434,0.17188411951065063,0.1581842303276062
16,-0.12215,0.21040758,"('social', 'antisocial')",-1.1843174,-1.0039709,-0.3652128,-0.106381685,-0.8021402,-0.50254613,-0.6184550523757935,-0.3506227731704712,0.26783227920532227
100,0.11372998,0.30780196,"('influential', 'uninfluential')",-0.78758425,-0.62363636,-0.63892,-0.5221347,-0.52025104,-0.49207926,-0.4582563042640686,-0.3325120806694031,0.12574422359466553
109,-0.11069752,-0.22174169,"('conservative', 'liberal')",0.013299957,0.1294553,-0.18954298,-0.3518635,-1.097023,-1.0688727,-0.3459908962249756,-0.3782556653022766,-0.032264769077301025
108,-0.11069752,-0.22174169,"('conservative', 'liberal')",0.013299957,0.1294553,-0.18954298,-0.3518635,-1.097023,-1.0688727,-0.3459908962249756,-0.3782556653022766,-0.032264769077301025
51,-0.095823884,-0.26545972,"('competent', 'incompetent')",-0.32605952,-0.20157084,-0.11847064,-0.098713234,0.07464939,0.2558064,-0.11642615497112274,-0.07748435437679291,0.038941800594329834
96,-0.075821206,0.25707665,"('powerful', 'powerless')",-0.9281831,-0.77820474,-0.0942453,0.08052668,-0.45298013,-0.42514718,-0.3878074288368225,-0.21643713116645813,0.17137029767036438
110,-0.06632039,-0.26297385,"('narrow-minded', 'open-minded')",0.3822906,0.44386452,0.15512341,0.24599168,-0.38863587,-0.16592145,0.020614437758922577,0.06524022668600082,0.04462578892707825
104,-0.048791587,0.21157694,"('conventional', 'unconventional')",-1.1656477,-1.1315076,-0.7870131,-0.6860226,0.09214801,-0.08103579,-0.47732609510421753,-0.42174726724624634,0.05557882785797119
19,-0.014091879,0.06889203,"('funny', 'boring')",-0.15019345,-0.07388365,0.41201538,0.5815117,-0.057115197,0.104435325,0.04765371233224869,0.17023885250091553,0.12258514016866684
107,-0.0004438907,-0.06584132,"('conventional', 'modern')",0.70846087,0.8731865,0.41894037,0.40934473,1.0958123,1.6039909,0.5556924343109131,0.705170214176178,0.1494777798652649
