,valero_male,valero_female,tuple,energy_male,energy_female,corp_male,corp_female,new_male,new_female,average_male,average_female,female-male
75,2.2448668,2.1420126,"('confident', 'shy')",4.231817,4.3811846,6.66473,6.5372887,4.247345,4.725128,4.347189903259277,4.446403503417969,0.0992136001586914
107,1.5688779,1.818918,"('conventional', 'modern')",1.303526,1.2869473,0.41894037,0.40934473,1.0958123,1.6039909,1.0967891216278076,1.2798001766204834,0.18301105499267578
31,-1.5190123,-1.4188788,"('altruistic', 'egoistic')",-0.83660614,-0.67219025,-0.277474,-0.047681987,0.63122517,0.40067068,-0.5004668235778809,-0.43452009558677673,0.06594672799110413
66,1.4085474,1.8348732,"('imaginative', 'unimaginative')",1.465295,1.4954926,3.0494213,3.0358052,0.34587073,0.7209271,1.5672836303710938,1.7717745304107666,0.20449090003967285
95,-1.31611,-1.4096521,"('rich', 'poor')",-4.3685555,-4.600958,-6.034153,-6.116641,-2.7676091,-3.1545284,-3.6216068267822266,-3.8204448223114014,-0.1988379955291748
41,-1.2967784,-1.3180498,"('incorrupt', 'corrupt')",1.4368062,1.3471118,1.3548378,1.374502,2.200282,2.1927314,0.9237868785858154,0.8990738391876221,-0.02471303939819336
97,-1.2906936,-0.8709969,"('superior', 'inferior')",-0.63435173,-0.7680914,-1.0777923,-1.0853717,-0.99121296,-0.8188501,-0.9985126256942749,-0.8858275413513184,0.11268508434295654
71,1.2866874,1.2735068,"('efficient', 'inefficient')",-1.7167315,-1.8953872,-1.1294833,-1.2358482,-1.2771156,-1.4559102,-0.7091608047485352,-0.8284096717834473,-0.11924886703491211
4,-1.2573388,-1.3965693,"('likable', 'unlikable')",-1.5519984,-1.378438,-0.6973594,-0.49110615,0.38617718,0.37986428,-0.7801297903060913,-0.7215622663497925,0.05856752395629883
94,1.2180951,1.1433368,"('aggressive', 'submissive')",-0.68141377,-0.5293621,-0.09218556,-0.26384047,-0.6174553,-0.32319823,-0.04323989152908325,0.006733998656272888,0.04997389018535614
42,-1.2056872,-0.89608514,"('amicable', 'hostile')",0.94391453,1.2263803,1.0745797,1.3420484,1.8091202,1.8213055,0.6554818153381348,0.8734122514724731,0.21793043613433838
70,1.2035109,1.3080072,"('wise', 'unwise')",0.5034476,0.42497784,1.1597657,1.1573492,1.675778,1.6813757,1.1356256008148193,1.1429274082183838,0.007301807403564453
40,-1.1361755,-1.2909334,"('honorable', 'mean')",-4.417768,-4.826338,-5.858739,-5.9650583,-2.9068136,-3.3330858,-3.579874038696289,-3.853853940963745,-0.27397990226745605
76,1.130383,1.0674913,"('secure', 'insecure')",-0.26303387,-0.1019059,-0.27963996,-0.35239786,-0.46814716,-0.3669712,0.029890507459640503,0.061554089188575745,0.03166358172893524
16,1.1302462,1.2166823,"('social', 'antisocial')",-0.8901634,-0.54829955,-0.3652128,-0.106381685,-0.8021402,-0.50254613,-0.2318175584077835,0.014863744378089905,0.2466813027858734
103,1.1137693,1.0547304,"('traditional', 'modern')",1.4928405,1.5076072,0.6515223,0.51988685,0.68126935,0.61791956,0.9848503470420837,0.9250359535217285,-0.059814393520355225
0,1.1037444,1.430275,"('sociable', 'unsociable')",-0.38354656,-0.16079536,-0.78538966,-0.43198916,-0.76800233,-0.5637635,-0.20829854905605316,0.06843173503875732,0.2767302840948105
15,1.0832472,1.1546891,"('polite', 'impolite')",0.6464133,0.771343,0.51423466,0.6083,-0.60293305,-0.018667951,0.41024050116539,0.6289160251617432,0.21867552399635315
50,1.0731556,0.76710576,"('unprejudiced', 'prejudiced')",1.5305269,1.5307946,2.2759738,2.2260273,1.2686491,1.0383911,1.5370763540267944,1.3905797004699707,-0.14649665355682373
6,1.071328,1.2745785,"('liked', 'disliked')",4.1148806,4.317058,6.684802,6.6123395,3.2574773,3.5818095,3.7821221351623535,3.946446418762207,0.16432428359985352
53,-1.0067037,-0.94973826,"('smart', 'stupid')",-4.7705526,-4.886426,-4.4504747,-4.3025694,-3.3546703,-3.2368484,-3.3956005573272705,-3.343895435333252,0.051705121994018555
27,-0.99415135,-0.74362844,"('sincere', 'insincere')",-5.0571012,-5.1870246,-6.6364894,-6.431673,-4.0693674,-4.2187166,-4.189277648925781,-4.145260810852051,0.04401683807373047
22,0.96188426,0.96788144,"('welcoming', 'disagreeable')",1.2357355,1.2778991,1.6342537,1.9070294,0.5636344,0.47769773,1.098876953125,1.157626986503601,0.058750033378601074
51,0.95454216,1.1533672,"('competent', 'incompetent')",-0.09706029,-0.08046158,-0.11847064,-0.098713234,0.07464939,0.2558064,0.2034151405096054,0.3074996769428253,0.10408453643321991
14,0.95395386,1.2850506,"('supportive', 'unsupportive')",0.29657727,0.117815405,1.4877679,1.4867378,-0.059206426,-0.05194989,0.6697731614112854,0.709413468837738,0.03964030742645264
