,kinder_male,kinder_female,tuple,morgan_male,morgan_female,average_male,average_female,female-male
75,3.36632,3.0128999,"('confident', 'shy')",6.5364933,6.5501575,4.951406478881836,4.781528472900391,-0.1698780059814453
27,-2.017497,-2.2624717,"('sincere', 'insincere')",-6.434439,-6.446352,-4.225968360900879,-4.354412078857422,-0.12844371795654297
53,-1.6263168,-1.792661,"('smart', 'stupid')",-4.994748,-4.9253864,-3.310532569885254,-3.3590235710144043,-0.04849100112915039
6,1.5722154,1.6993945,"('liked', 'disliked')",6.0273585,6.0188828,3.7997870445251465,3.8591384887695312,0.059351444244384766
66,1.5401081,1.5161881,"('imaginative', 'unimaginative')",2.4039545,2.7072577,1.9720313549041748,2.111722946166992,0.13969159126281738
69,-1.525831,-1.0709027,"('wise', 'foolish')",-0.1088925,0.0521217,-0.8173617124557495,-0.5093904733657837,0.3079712390899658
107,1.482855,1.4106133,"('conventional', 'modern')",0.90723085,0.8546207,1.1950428485870361,1.1326169967651367,-0.062425851821899414
41,-1.4785187,-1.079314,"('incorrupt', 'corrupt')",0.73013866,0.8594481,-0.3741900324821472,-0.10993295907974243,0.2642570734024048
78,1.427957,0.96469235,"('active', 'inactive')",1.2192113,1.0376066,1.3235841989517212,1.0011494159698486,-0.32243478298187256
50,1.4032278,1.2469568,"('unprejudiced', 'prejudiced')",1.7749504,1.7578218,1.5890891551971436,1.5023893117904663,-0.08669984340667725
14,1.4029584,0.8824453,"('supportive', 'unsupportive')",0.55549264,0.42480746,0.9792255163192749,0.6536263823509216,-0.32559913396835327
94,1.3656523,0.73656166,"('aggressive', 'submissive')",1.1331893,1.1271718,1.2494208812713623,0.9318667054176331,-0.31755417585372925
16,1.2732186,0.9762315,"('social', 'antisocial')",0.74689615,0.735556,1.0100574493408203,0.8558937311172485,-0.15416371822357178
76,1.2643085,1.0099375,"('secure', 'insecure')",0.085458785,0.11963433,0.6748836040496826,0.5647859573364258,-0.11009764671325684
5,1.264138,1.0191921,"('pleasant', 'repellent')",0.41025466,0.3162726,0.8371963500976562,0.6677323579788208,-0.16946399211883545
15,1.2395797,0.5719292,"('polite', 'impolite')",0.28590584,0.41691446,0.7627427577972412,0.4944218397140503,-0.2683209180831909
52,1.238407,0.7586754,"('competitive', 'uncompetitive')",-0.22490096,-0.14814526,0.5067530274391174,0.30526506900787354,-0.2014879584312439
85,1.2293313,1.2657897,"('ambitious', 'unambitious')",-0.078303844,-0.031855047,0.5755137205123901,0.6169673204421997,0.04145359992980957
31,-1.1850376,-1.088453,"('altruistic', 'egoistic')",-0.36193037,-0.33483255,-0.7734839916229248,-0.7116428017616272,0.06184118986129761
22,1.1445018,1.1904833,"('welcoming', 'disagreeable')",0.31584525,0.23806547,0.7301735281944275,0.7142744064331055,-0.01589912176132202
40,-1.0829109,-1.5747464,"('honorable', 'mean')",-4.3197975,-4.661581,-2.7013542652130127,-3.118163585662842,-0.4168093204498291
3,1.078268,0.84012234,"('likable', 'unlikable')",1.8645768,1.8057828,1.4714224338531494,1.3229525089263916,-0.1484699249267578
72,1.07629,0.92079353,"('logical', 'illogical')",-0.92056817,-0.89066935,0.07786092162132263,0.015062093734741211,-0.06279882788658142
82,-1.0415204,-0.6931094,"('industrious', 'meek')",0.8282268,0.8466935,-0.10664677619934082,0.07679206132888794,0.18343883752822876
68,-1.0167534,-1.439971,"('clever', 'inept')",-0.8722491,-1.0653034,-0.9445012807846069,-1.2526371479034424,-0.30813586711883545
43,-1.0002179,-1.2580347,"('genuine', 'fake')",-0.4477945,-0.344379,-0.724006175994873,-0.8012068271636963,-0.07720065116882324
25,0.9924395,0.44642383,"('moral', 'immoral')",-0.19256717,-0.46533322,0.39993616938591003,-0.009454697370529175,-0.4093908667564392
12,0.9751281,0.4168859,"('sympathetic', 'unsympathetic')",-1.1234297,-1.164566,-0.07415077090263367,-0.3738400638103485,-0.29968929290771484
2,0.9478979,0.48141205,"('friendly', 'unfriendly')",-0.5598924,-0.4810577,0.19400274753570557,0.00017717480659484863,-0.19382557272911072
55,0.9315058,0.50210345,"('intelligent', 'unintelligent')",-0.5513637,-0.53706735,0.19007104635238647,-0.017481952905654907,-0.20755299925804138
98,-0.9303539,-0.41942388,"('prestigious', 'insignificant')",-1.0103614,-1.0348692,-0.9703576564788818,-0.7271465063095093,0.24321115016937256
89,0.9287973,0.6460574,"('daring', 'anxious')",0.09157479,0.29466012,0.5101860761642456,0.47035878896713257,-0.03982728719711304
77,0.92500484,1.2715917,"('active', 'inactive')",0.33914918,0.5503434,0.6320769786834717,0.9109675288200378,0.27889055013656616
95,-0.9141043,-1.0066838,"('rich', 'poor')",-5.4520073,-5.7175426,-3.183055877685547,-3.3621132373809814,-0.17905735969543457
103,0.86821985,0.9504907,"('traditional', 'modern')",0.6543063,0.46827772,0.7612630724906921,0.7093842029571533,-0.05187886953353882
59,-0.86801165,-0.4174382,"('skillful', 'clumsy')",0.19453265,0.2981176,-0.33673951029777527,-0.059660300612449646,0.2770792096853256
46,0.8470266,0.9671197,"('generous', 'stingy')",1.6434165,1.8875206,1.2452216148376465,1.427320122718811,0.18209850788116455
32,-0.8312683,-0.64688534,"('benevolent', 'hardhearted')",-1.557125,-1.3153708,-1.1941967010498047,-0.9811280965805054,0.21306860446929932
96,-0.82967925,-0.69078064,"('powerful', 'powerless')",-0.18571314,0.045000255,-0.5076962113380432,-0.32289019227027893,0.18480601906776428
38,-0.8207443,-0.7836918,"('kind', 'unkind')",-1.6205912,-1.5664061,-1.2206677198410034,-1.1750489473342896,0.04561877250671387
29,-0.8173849,-1.1546452,"('honest', 'immoral')",-1.54688,-1.7392305,-1.1821324825286865,-1.4469377994537354,-0.26480531692504883
71,0.81681323,-0.31076658,"('efficient', 'inefficient')",-0.077456474,-0.37592041,0.3696783781051636,-0.34334349632263184,-0.7130218744277954
26,0.795225,0.43923813,"('trustworthy', 'untrustworthy')",0.5516213,0.6892577,0.673423171043396,0.5642479062080383,-0.10917526483535767
63,-0.79216117,-0.40697017,"('capable', 'incapable')",-1.3085389,-1.4128382,-1.0503500699996948,-0.9099041819572449,0.14044588804244995
109,0.74633414,0.10989243,"('conservative', 'liberal')",1.1922182,1.0864649,0.9692761898040771,0.5981786251068115,-0.3710975646972656
108,0.74633414,0.10989243,"('conservative', 'liberal')",1.1922182,1.0864649,0.9692761898040771,0.5981786251068115,-0.3710975646972656
