,m_male,m_female,tuple,&_male,&_female,t_male,t_female,bank_male,bank_female,average_male,average_female,female-male
75,6.0316143,5.7235727,"('confident', 'shy')",4.0087137,4.0352073,4.4224253,4.55454,6.2702565,6.3005953,5.183252334594727,5.153478622436523,-0.029773712158203125
6,5.518332,5.1037354,"('liked', 'disliked')",4.5879793,4.393346,4.3690333,4.0877643,5.147136,5.1057534,4.905620574951172,4.67264986038208,-0.2329707145690918
27,-5.5065393,-5.208555,"('sincere', 'insincere')",-4.1355467,-3.9827933,-4.1903934,-4.1031184,-6.8211713,-6.7696857,-5.163412570953369,-5.016038417816162,0.14737415313720703
95,-4.917881,-4.665408,"('rich', 'poor')",-4.6163955,-4.796937,-4.1298313,-4.142749,-5.887305,-6.349827,-4.887853145599365,-4.988730430603027,-0.10087728500366211
40,-4.1089525,-3.9842255,"('honorable', 'mean')",-3.1803021,-3.355461,-3.1010299,-3.3796802,-5.4063363,-5.8080196,-3.949155330657959,-4.1318464279174805,-0.18269109725952148
53,-3.6958246,-3.2065248,"('smart', 'stupid')",-2.785178,-2.6608834,-3.0892472,-3.1213758,-4.719666,-4.985024,-3.572478771209717,-3.4934520721435547,0.07902669906616211
86,2.6393957,2.5505369,"('self-reliant', 'helpless')",3.6254056,3.315715,1.559459,1.4201622,2.8024654,2.6910558,2.6566812992095947,2.4943675994873047,-0.16231369972229004
50,2.3047376,2.2004128,"('unprejudiced', 'prejudiced')",2.6318374,2.5001001,1.4901884,1.4975132,2.2667234,2.121076,2.1733717918395996,2.07977557182312,-0.09359622001647949
66,2.2751193,2.1247425,"('imaginative', 'unimaginative')",1.7984312,1.9160259,1.328779,1.4111757,2.071839,2.1528926,1.868542194366455,1.9012092351913452,0.03266704082489014
48,2.1112645,1.8833995,"('reliable', 'unreliable')",1.5736834,1.3709737,1.308791,1.3101138,2.1090958,2.0938027,1.7757086753845215,1.6645724773406982,-0.11113619804382324
3,2.0792985,1.8992208,"('likable', 'unlikable')",0.5202945,0.25173515,1.8078926,1.6926621,0.99540734,0.9754459,1.3507232666015625,1.2047659158706665,-0.145957350730896
87,-1.9463031,-1.722208,"('dedicated', 'undedicated')",-1.3853477,-1.4120058,-1.4378737,-1.0229564,-0.80294055,-0.72572446,-1.3931162357330322,-1.2207236289978027,0.1723926067352295
13,-1.9311047,-1.946634,"('helpful', 'unhelpful')",-1.4792297,-1.5617889,-2.1286783,-2.0788295,-3.2540295,-3.2247953,-2.198260545730591,-2.203011989593506,-0.004751443862915039
81,1.8914626,1.8345588,"('industrious', 'lazy')",1.1508373,0.8324736,1.7245431,1.4344263,1.6023536,1.6110629,1.5922991037368774,1.4281303882598877,-0.16416871547698975
58,-1.8241464,-1.4215989,"('able', 'clumsy')",-1.5622277,-1.5301608,-1.3728817,-1.0506482,-1.1536431,-0.9180693,-1.4782246351242065,-1.2301193475723267,0.24810528755187988
34,-1.7761962,-1.615839,"('loyal', 'disloyal')",-1.7068768,-1.3924224,-1.674128,-1.4988801,-1.8668888,-1.5986952,-1.7560224533081055,-1.5264592170715332,0.22956323623657227
46,1.7704744,1.7741175,"('generous', 'stingy')",1.1583265,1.4427539,2.3155856,2.02644,1.8555348,1.9435979,1.7749803066253662,1.796727180480957,0.02174687385559082
78,1.6548299,1.2788961,"('active', 'inactive')",1.0016036,0.7120829,2.2545123,1.5940995,1.5619781,1.2684833,1.6182310581207275,1.2133904695510864,-0.4048405885696411
37,1.6322489,1.6273613,"('good', 'evil')",0.43938786,0.26428354,1.6507217,1.5229955,1.6318533,1.5781286,1.3385529518127441,1.248192310333252,-0.09036064147949219
38,-1.5555422,-1.2719235,"('kind', 'unkind')",-1.8781213,-1.696897,-1.6898909,-1.2481077,-2.8988214,-2.5975816,-2.005593776702881,-1.703627586364746,0.30196619033813477
12,-1.5381013,-1.6446161,"('sympathetic', 'unsympathetic')",-0.79287094,-0.35618746,-1.1520935,-0.9901837,-0.81384826,-0.73566794,-1.0742285251617432,-0.9316638112068176,0.14256471395492554
56,1.5106355,1.6462045,"('intelligent', 'dumb')",0.74053323,0.7549103,0.61645514,0.51012015,1.3250711,1.3251783,1.0481736660003662,1.05910325050354,0.010929584503173828
29,-1.4870384,-1.4322717,"('honest', 'immoral')",-2.492492,-2.3022342,-0.9849595,-0.95856607,-1.5172828,-1.4168208,-1.6204432249069214,-1.5274732112884521,0.09297001361846924
63,-1.3972765,-1.2978004,"('capable', 'incapable')",-0.80940247,-1.0181079,-1.5755888,-1.497909,-1.8917965,-1.9390268,-1.4185160398483276,-1.4382110834121704,-0.019695043563842773
54,1.3858281,1.2074478,"('smart', 'stupid')",1.0975463,1.0455928,0.7205198,0.47311825,-0.025140524,-0.16766366,0.7946884632110596,0.6396238207817078,-0.1550646424293518
14,1.3121232,0.96064395,"('supportive', 'unsupportive')",0.8450122,0.7476977,0.94190454,0.7015199,0.2447238,0.20284958,0.835940957069397,0.653177797794342,-0.18276315927505493
60,-1.308308,-1.0170748,"('educated', 'uneducated')",-1.7056144,-1.5260056,-0.7407649,-0.5373761,-0.7729676,-0.6470682,-1.131913661956787,-0.9318811893463135,0.20003247261047363
73,-1.285775,-1.5335433,"('brilliant', 'incompetent')",0.13757253,-0.0800339,-1.4909699,-1.9289253,-0.94216126,-1.2347225,-0.8953334093093872,-1.1943062543869019,-0.29897284507751465
28,-1.2837746,-1.0635788,"('honest', 'dishonest')",-2.4815605,-2.3089046,-1.6146188,-1.6312857,-1.4344407,-1.4957844,-1.7035986185073853,-1.624888300895691,0.07871031761169434
98,-1.2485193,-1.2178044,"('prestigious', 'insignificant')",-1.0710076,-1.416075,-0.8955928,-1.1412497,-0.8366179,-0.8358189,-1.0129344463348389,-1.152737021446228,-0.13980257511138916
88,1.2142973,1.3144623,"('impulsive', 'meek')",1.1357977,0.689323,0.83395,0.6901023,1.2176456,1.0282046,1.1004226207733154,0.9305230379104614,-0.169899582862854
1,-1.1826924,-1.2098557,"('friendly', 'unfriendly')",-1.8073549,-1.9302442,-0.75970745,-0.72557914,-2.669364,-2.499082,-1.6047797203063965,-1.5911903381347656,0.01358938217163086
24,-1.1775213,-1.041837,"('thoughtful', 'rough')",-0.23848522,-0.14970952,-0.5075826,-0.268911,-0.32755798,-0.2656538,-0.5627868175506592,-0.4315277934074402,0.131259024143219
74,-1.1531557,-1.2423387,"('insightful', 'unperceptive')",-2.2165906,-2.3376427,-0.6856621,-0.8225444,-1.7838279,-1.7883239,-1.4598090648651123,-1.5477124452590942,-0.08790338039398193
33,-1.0877897,-1.0078439,"('softhearted', 'hardhearted')",-0.60674417,-0.23359776,-0.7533148,-0.7997752,-1.2246298,-0.9139252,-0.9181195497512817,-0.7387855052947998,0.17933404445648193
101,-1.0818812,-0.98017514,"('successful', 'unsuccessful')",-0.89957243,-0.94783556,-1.2484803,-1.1541119,-1.3645941,-1.1478422,-1.1486320495605469,-1.0574911832809448,0.09114086627960205
5,-1.070837,-1.1380141,"('pleasant', 'repellent')",0.30515563,0.32166058,-0.48701322,-0.22781068,-0.032917798,-0.06546727,-0.3214030861854553,-0.27740785479545593,0.04399523138999939
11,-1.0403659,-1.3151765,"('caring', 'unaffectionate')",-0.93532413,-0.9677944,-0.9687021,-1.2329826,-2.3199444,-2.1738923,-1.3160841464996338,-1.4224615097045898,-0.10637736320495605
2,-1.0151988,-0.9369175,"('friendly', 'unfriendly')",0.10653454,0.399545,-0.5706939,-0.35586816,-0.541995,-0.36424327,-0.5053383111953735,-0.3143709897994995,0.19096732139587402
71,-0.99953854,-1.1408273,"('efficient', 'inefficient')",-0.68018186,-0.549804,-0.9906214,-0.8475668,0.035087705,-0.16519606,-0.6588134765625,-0.6758484840393066,-0.01703500747680664
72,-0.962426,-0.8794671,"('logical', 'illogical')",-2.088004,-1.9749874,-1.1749583,-1.0535047,-0.78347623,-0.564985,-1.2522162199020386,-1.1182360649108887,0.1339801549911499
25,-0.92813796,-0.943453,"('moral', 'immoral')",-0.5495923,-0.42972127,-1.9353852,-1.7490566,-0.49530664,-0.5806774,-0.9771055579185486,-0.925727128982544,0.05137842893600464
