,p_male,p_female,tuple,n_male,n_female,c_male,c_female,financial_male,financial_female,services_male,services_female,grp_male,grp_female,average_male,average_female,female-male
65,-2.3142204,-2.181658,"('practical', 'impractical')",-0.96435475,-0.9375031,-0.26116627,-0.46609485,-1.2109118,-1.1767757,-2.4160361,-2.4671054,-1.9425927,-1.8209432,-1.5182137489318848,-1.508346716562907,0.00986703236897779
25,-2.292035,-2.229353,"('moral', 'immoral')",-0.34864232,-0.18432501,-1.1131876,-1.4846449,-1.610382,-1.5420434,-0.8961438,-1.2077974,-0.85177696,-0.7342833,-1.1853613058725994,-1.2304078737894695,-0.04504656791687012
37,2.2847042,2.36405,"('good', 'evil')",0.89304715,1.0426903,0.6268013,1.0286651,1.9444005,1.7661407,2.5144348,2.5826688,1.3772833,1.2824448,1.6067784627278645,1.6777764956156414,0.07099803288777684
64,-2.2051282,-2.2891164,"('clever', 'incompetent')",-0.6910994,-0.62488294,-1.8047378,-1.9346783,-0.41508973,-0.34799978,-0.8080075,-0.90020484,-0.060159825,-0.019847348,-0.9973704020182291,-1.0194548765818279,-0.022084474563598744
81,2.1663723,2.265973,"('industrious', 'lazy')",1.2011476,1.2916951,1.4011408,1.8787508,1.0838627,1.0081307,1.2110384,1.0630164,0.7421129,0.6197802,1.30094575881958,1.3545576731363933,0.053611914316813225
34,-2.155915,-1.8271579,"('loyal', 'disloyal')",-2.338623,-2.1237693,-1.9675052,-1.9153135,-2.0033224,-1.8231854,-2.7230024,-2.0889502,-0.5572778,-0.1985377,-1.9576077461242676,-1.6628189086914062,0.29478883743286133
38,-2.1072145,-1.7241728,"('kind', 'unkind')",-1.5813867,-1.272541,-1.4987268,-1.6090522,-2.1656148,-1.9688854,-3.0356448,-2.938733,-1.79249,-1.2942599,-2.030179500579834,-1.8012741406758626,0.22890535990397143
71,-2.1061032,-2.4903512,"('efficient', 'inefficient')",0.005706072,-0.17421842,0.24135703,-0.8309188,-0.49650967,-0.5990094,-1.900615,-2.408419,-0.3220605,-0.30936432,-0.7630375226338705,-1.1353801091512044,-0.3723425865173339
78,2.0355535,1.5691023,"('active', 'inactive')",2.0547998,1.8517793,1.3017597,1.1508787,1.3243184,0.9712157,1.4159225,1.0410154,1.6707368,1.3159635,1.633848508199056,1.3166591326395671,-0.3171893755594888
100,-1.9643254,-1.7720883,"('influential', 'uninfluential')",-0.7549783,-0.50628096,-1.0807784,-1.2253442,-0.78758425,-0.62363636,-1.5250447,-1.1469688,-0.022858635,0.23664372,-1.022594928741455,-0.8396124839782715,0.1829824447631836
101,-1.925128,-1.6626666,"('successful', 'unsuccessful')",-0.93858814,-0.7984945,-0.97439796,-1.0986803,-2.3131573,-2.0501547,-2.0649707,-1.9326594,-1.1466999,-0.82416916,-1.5604902903238933,-1.3944706916809082,0.1660195986429851
12,-1.8918784,-1.9373989,"('sympathetic', 'unsympathetic')",-1.0334408,-0.88991195,-1.318316,-1.8164264,-0.77012944,-0.8252151,-1.9088145,-1.9333892,0.10243222,0.16337039,-1.1366910934448242,-1.2064951260884602,-0.069804032643636
87,-1.8845278,-1.7699593,"('dedicated', 'undedicated')",-1.8064857,-1.5233623,-1.054172,-1.303519,-0.7629117,-0.67422163,-1.9269471,-1.84735,-0.7656562,-0.7641876,-1.3667834599812825,-1.313766638437907,0.0530168215433755
63,-1.8829004,-1.8088422,"('capable', 'incapable')",-1.5348551,-1.5125685,-1.4278337,-1.1676528,-1.4512379,-1.4955304,-0.53065455,-0.6711843,-1.345012,-1.3274398,-1.3620823224385579,-1.3305362860361736,0.03154603640238429
3,1.8828207,1.7383864,"('likable', 'unlikable')",1.8589683,1.8696136,1.5928342,1.8165653,0.12241611,0.12075071,0.8587003,0.7968618,1.1623694,1.2920139,1.2463514804840088,1.2723652521769206,0.026013771692911858
46,1.8524513,1.8106747,"('generous', 'stingy')",0.9647612,1.1075952,0.67003673,1.3338847,1.3553939,1.3051666,1.0715642,1.0247858,1.0667129,1.1265688,1.1634867191314697,1.2847792307535808,0.12129251162211108
33,-1.816301,-1.6263983,"('softhearted', 'hardhearted')",-1.9520106,-1.6577922,-2.417898,-2.2093263,-0.08153415,0.02501604,-1.3092768,-1.2866442,-0.15494984,-0.14019859,-1.2886617183685303,-1.1492239634195964,0.13943775494893385
41,1.7891526,2.0335855,"('incorrupt', 'corrupt')",1.1003506,1.3956065,0.95896804,1.6874331,1.4311874,1.4338076,1.4470112,1.8851919,0.36218405,0.4352448,1.181475559870402,1.4784782727559407,0.2970027128855386
29,-1.75025,-1.4143786,"('honest', 'immoral')",-1.1764169,-1.0778853,-1.4141594,-1.5294719,-1.2774396,-1.3277235,-1.5614064,-1.752094,-0.45736927,-0.10312489,-1.2728402614593506,-1.200779676437378,0.07206058502197266
49,-1.7470734,-1.8109353,"('responsible', 'irresponsible')",-0.80208653,-0.74406934,-0.74562013,-1.2692068,-1.4232235,-1.4796294,-1.8192282,-2.0501165,-0.45036542,-0.45423704,-1.1645995775858562,-1.3013656934102376,-0.13676611582438136
73,-1.733145,-2.1436203,"('brilliant', 'incompetent')",-0.7371861,-0.98976564,-0.34540123,-1.197581,-1.3401861,-1.4822751,-2.0486076,-2.3774662,-0.7711952,-0.9839268,-1.162620226542155,-1.52910582224528,-0.366485595703125
88,1.7049783,1.6101017,"('impulsive', 'meek')",1.2489021,1.2099581,1.1574445,1.3646767,0.9819785,0.9248072,1.7268286,1.7561195,0.27846494,0.17426789,1.1830994288126628,1.1733217239379883,-0.009777704874674553
2,-1.6920348,-1.4824936,"('friendly', 'unfriendly')",-0.41891333,-0.22815096,-0.7032888,-1.1985165,-0.95407903,-0.9460961,-1.0593194,-1.1071498,0.47037095,0.6097526,-0.7262107531229655,-0.7254424095153809,0.0007683436075845984
9,-1.6550171,-1.7148796,"('sensitive', 'insensitive')",-0.57083166,-0.6326216,-1.1333177,-1.4849181,-1.3135608,-1.3282859,-1.2893528,-1.4092629,-0.4289369,-0.3333414,-1.0651694933573406,-1.1505516370137532,-0.08538214365641261
60,-1.6528633,-1.349226,"('educated', 'uneducated')",-0.6012199,-0.31006837,-1.4678047,-1.0394053,-0.5786388,-0.3942348,-0.8293938,-0.5840929,-0.59621835,-0.25633115,-0.9543565114339193,-0.655559778213501,0.29879673322041833
28,-1.624887,-1.546041,"('honest', 'dishonest')",-1.1588824,-0.9984759,-1.5845377,-1.61567,-1.7372087,-1.9361333,-2.2775786,-2.2433696,-0.5991622,-0.40420663,-1.4970428148905437,-1.4573159217834473,0.03972689310709643
11,-1.6179905,-1.676898,"('caring', 'unaffectionate')",-1.4886692,-1.4688109,-1.4914222,-1.7377765,-2.3463254,-2.3367605,-2.4576097,-2.4764278,-0.6856921,-0.38658035,-1.681284745534261,-1.6805424690246582,0.0007422765096027906
70,1.613755,1.4504571,"('wise', 'unwise')",1.1124214,1.1129835,1.2195585,0.9981952,1.4481149,1.4712377,-0.31059122,-0.1750297,1.16853,1.1328876,1.0419646898905437,0.9984552065531412,-0.043509483337402455
7,1.5689572,1.3047187,"('outgoing', 'distant')",0.4721683,0.4263975,0.8960694,0.969167,0.36679423,-0.065151036,0.7550085,0.5664958,0.8328994,0.5078702,0.8153162002563477,0.6182497342427572,-0.19706646601359046
66,1.5430057,1.2953731,"('imaginative', 'unimaginative')",2.108201,2.024732,2.1226792,2.0995133,1.8801548,1.9107065,1.0983231,1.1754818,0.63591415,0.57690173,1.5647128423055012,1.5137847264607747,-0.05092811584472656
48,1.487313,1.3670588,"('reliable', 'unreliable')",2.5655026,2.3979824,2.6342964,2.4865189,2.0770977,1.8447592,1.5720896,1.240471,0.02371797,-0.24716282,1.726669470469157,1.5149378776550293,-0.21173159281412768
72,-1.4863765,-1.3106363,"('logical', 'illogical')",-1.1751757,-0.8672482,-1.188091,-1.1853313,-1.9052674,-1.7653806,-1.1651142,-0.99989367,0.021844238,0.09135121,-1.1496967474619548,-1.0061898231506348,0.14350692431132006
0,-1.4852945,-1.1790493,"('sociable', 'unsociable')",-0.7432878,-0.2869783,-1.316535,-1.150953,-0.49766597,-0.25845647,-1.3884882,-1.2852043,0.2651664,0.47427574,-0.8610175450642904,-0.6143942276636759,0.2466233174006145
83,-1.4714149,-1.6026707,"('energetic', 'lethargic')",-1.0528126,-0.92064106,-0.71210307,-0.93337345,-0.29508966,-0.3657441,-1.4384882,-1.4370306,-0.68361413,-0.8713062,-0.942253828048706,-1.021794319152832,-0.07954049110412598
51,-1.4641948,-1.5604048,"('competent', 'incompetent')",-0.64901394,-0.5623579,-1.5719814,-1.7175635,-0.32605952,-0.20157084,-2.4274457,-2.407696,-0.13725972,-0.1812897,-1.0959924062093098,-1.1051472028096516,-0.009154796600341797
74,-1.4279579,-1.4456427,"('insightful', 'unperceptive')",-0.7814584,-0.7260854,-0.7687025,-1.1772823,-1.8477361,-1.822809,-2.164411,-2.2544024,-0.50182897,-0.5740162,-1.2486825784047444,-1.3333730697631836,-0.0846904913584392
68,-1.3676119,-1.5548111,"('clever', 'inept')",-0.8210219,-0.89266986,-0.03172785,-0.5099127,-1.0361918,-1.1110802,-0.4895923,-0.6943763,-0.5396354,-0.9235127,-0.7142968972524008,-0.9477272033691406,-0.23343030611673987
82,1.3430326,1.503149,"('industrious', 'meek')",0.1582329,0.21645918,0.6996217,0.9584702,-0.22502798,-0.11935708,0.7177563,0.80584574,0.91649103,1.1053283,0.6016844113667806,0.7449825604756674,0.14329814910888672
1,-1.3359478,-1.1531298,"('friendly', 'unfriendly')",-1.9972066,-1.6626236,-2.3322873,-1.8175201,-1.4119401,-1.4005241,-1.5024439,-1.2591515,-0.51329994,-0.19568479,-1.5155208905537922,-1.2481056849161785,0.2674152056376138
47,-1.2591283,-1.3767967,"('forgiving', 'unforgiving')",-0.6178186,-0.51344305,-0.93583846,-1.0006795,-1.133209,-0.93407774,-1.6438878,-1.5854577,-0.16108695,-0.12530869,-0.9584948221842448,-0.9226272106170654,0.035867611567179325
45,-1.2490805,-1.2986422,"('cooperative', 'exploitative')",-0.29586214,-0.35812694,0.29684842,-0.10851078,-0.19916394,-0.27417672,-0.34715682,-0.5323447,-0.6491651,-0.72983867,-0.4072633584340413,-0.5502732992172241,-0.1430099407831828
24,-1.2274133,-1.0371774,"('thoughtful', 'rough')",-0.53078973,-0.29401034,-1.0065714,-1.0147231,-0.6148404,-0.5680883,-0.18758988,-0.12184101,-0.19692881,-0.02261462,-0.6273555755615234,-0.5097424586613973,0.1176131169001261
42,1.2246469,1.4619328,"('amicable', 'hostile')",0.40117884,0.66867167,-0.033076882,0.6085647,0.24520785,0.40468812,1.1196107,1.4477772,0.6001519,0.61769426,0.5929532051086426,0.8682214419047037,0.27526823679606116
77,1.2217503,1.4060371,"('active', 'inactive')",0.5397943,0.83773655,-0.13295946,0.31945342,-0.32856435,-0.20723772,0.08745322,0.4934262,0.65213454,0.74218714,0.3399347464243571,0.5986004670461019,0.2586657206217448
55,-1.1782603,-1.1793861,"('intelligent', 'unintelligent')",-0.19392505,-0.037784398,-0.93196416,-0.87890005,-0.7867404,-0.7279883,-0.38401902,-0.29666188,0.4078973,0.6013279,-0.5111685991287231,-0.419898788134257,0.09126981099446613
36,-1.1365534,-1.1307098,"('tolerant', 'intolerant')",0.021776378,-0.14769857,-0.68570554,-0.82477665,-0.70785254,-0.7253882,-0.96550846,-1.1262369,-0.96618605,-1.0668411,-0.7400049368540446,-0.8369418780008951,-0.09693694114685059
67,-1.050725,-0.9073117,"('discriminating', 'undiscriminating')",-0.4316334,-0.09701543,-1.5828335,-1.4993699,-1.1249168,-1.0701456,-0.9224635,-0.7423264,-0.47740978,-0.42350858,-0.9316636721293131,-0.7899462381998698,0.14171743392944336
109,-1.0405393,-0.90390027,"('conservative', 'liberal')",0.5714135,0.7224387,0.13310389,0.09548203,0.013299957,0.1294553,0.34142748,0.17498583,-0.46168444,-0.24112137,-0.07382980982462566,-0.003776632249355316,0.07005317757527034
108,-1.0405393,-0.90390027,"('conservative', 'liberal')",0.5714135,0.7224387,0.13310389,0.09548203,0.013299957,0.1294553,0.34142748,0.17498583,-0.46168444,-0.24112137,-0.07382980982462566,-0.003776632249355316,0.07005317757527034
22,1.0314928,0.91080606,"('welcoming', 'disagreeable')",0.63425064,0.65703046,0.025854863,0.3800376,1.2698478,1.2396717,0.5179136,0.2493042,0.9660587,0.81164527,0.7409030596415201,0.7080825169881185,-0.03282054265340162
16,-1.0075017,-0.8777473,"('social', 'antisocial')",0.28526917,0.34129095,-0.10334571,-0.2632357,-1.1843174,-1.0039709,-0.6614632,-0.609051,-0.071323805,0.00952528,-0.457113782564799,-0.40053145090738934,0.05658233165740967
56,0.9776777,1.0826669,"('intelligent', 'dumb')",1.0216726,1.0685725,0.6108488,1.0184989,0.60544145,0.4226772,0.055960193,0.034371868,0.17480075,0.044438317,0.574400266011556,0.6118709643681844,0.03747069835662842
18,-0.974015,-0.92073596,"('social', 'asocial')",-0.2653707,-0.24461125,0.61198914,0.2101991,-1.0819926,-1.1901453,-0.6590699,-0.7895085,-0.12004599,-0.14417166,-0.4147508541742961,-0.5131622552871704,-0.09841140111287433
94,-0.96385056,-0.9263046,"('aggressive', 'submissive')",1.2420604,1.0042392,1.2003536,0.8591554,-0.19692457,-0.320441,-0.60188913,-0.6885619,-0.045942873,-0.099406555,0.10563449064890544,-0.02855324000120163,-0.13418773065010708
61,0.9482879,1.1793855,"('rational', 'irrational')",0.039054103,0.26790458,0.07032424,0.5773612,0.43739763,0.61849916,0.43222743,0.6733414,-0.1899304,-0.14101472,0.28956015904744464,0.5292462110519409,0.23968605200449628
32,-0.89279777,-0.67928255,"('benevolent', 'hardhearted')",-1.552381,-1.301105,-1.934588,-1.4184825,-1.7359242,-1.6722999,-1.9495894,-1.7803648,-0.42439115,-0.30395365,-1.414945125579834,-1.1925814151763916,0.22236371040344238
89,-0.8791313,-1.0360668,"('daring', 'anxious')",0.538207,0.48064768,-0.19426587,-0.25981832,-0.0013864785,0.034223408,-0.445112,-0.6069782,-0.24332058,-0.27957147,-0.2041682004928589,-0.2779272794723511,-0.07375907897949219
8,0.8786748,0.6245442,"('open', 'distant')",-0.4415834,-0.45765176,0.16235042,0.13326266,0.9203807,0.47761202,0.31333464,0.23363805,0.7087725,0.46215296,0.4236549536387126,0.24559303124745688,-0.1780619223912557
105,-0.86433387,-0.9021056,"('conventional', 'modern')",-1.1187458,-1.045602,-1.1815541,-1.2392025,0.0159453,-0.040117204,-0.77735245,-0.78339285,-0.26507318,-0.19608495,-0.6985190709431967,-0.7010842164357504,-0.002565145492553711
85,-0.8144089,-0.9308123,"('ambitious', 'unambitious')",-0.23322535,-0.25190726,-0.3546026,-0.508014,-0.5348152,-0.47541612,-0.7095641,-0.58715844,-0.12533018,0.05297613,-0.46199103196461994,-0.4500553607940674,0.011935671170552553
57,-0.78377,-0.76918244,"('able', 'unable')",0.16558108,0.04438296,-0.18133612,-0.27067477,-0.08470417,-0.07861462,-0.3385276,-0.6865836,0.1950359,0.14072797,-0.17128682136535645,-0.2699907620747884,-0.09870394070943195
14,0.7607133,0.4782392,"('supportive', 'unsupportive')",0.9928144,0.8492411,1.1917329,0.9852448,-0.32596123,-0.37409168,-0.5213933,-0.7508209,0.7680303,0.60874206,0.4776560465494792,0.29942576090494794,-0.17823028564453125
15,-0.7541714,-0.53201336,"('polite', 'impolite')",1.1088549,1.2142751,0.40780494,0.6102686,0.32956284,0.44540632,-0.5256987,-0.44617194,0.5411972,0.71143436,0.18459161122639975,0.33386651674906415,0.1492749055226644
107,-0.7453506,-0.9837606,"('conventional', 'modern')",-0.28328317,-0.30257583,0.10602379,-0.31630683,0.70846087,0.8731865,-0.79804987,-1.051978,-0.27725875,-0.25071272,-0.21490963300069174,-0.33869123458862305,-0.1237816015879313
43,-0.7400926,-0.8328922,"('genuine', 'fake')",0.10280892,0.09875609,-0.074588075,-0.32946002,-0.3293779,-0.31277126,-1.0479928,-0.84337515,-0.66340977,-0.44550586,-0.4587753613789876,-0.4442080656687419,0.014567295710245731
35,0.6841896,0.9784928,"('fair', 'unfair')",0.31933513,0.6377343,0.4208792,0.70837677,0.7520225,0.7645439,1.1677848,1.1701752,0.16181934,0.3387662,0.5843384265899658,0.7663482030232748,0.18200977643330896
21,0.6732919,0.57528245,"('nice', 'nasty')",0.83838034,0.7558377,1.7513738,1.5401767,0.27870905,0.2795707,0.16534323,-0.123663425,0.18726006,-0.02501008,0.6490597724914551,0.5003656546274821,-0.14869411786397302
23,0.6688608,0.5885477,"('hospitable', 'inhospitable')",0.16845459,0.06215155,-0.18970156,0.18495023,0.11622083,0.091177136,-0.033724457,-0.006697595,0.012021378,-0.14512259,0.12368858853975932,0.12916773557662964,0.005479147036870316
5,-0.6542074,-0.5933107,"('pleasant', 'repellent')",-1.063822,-0.9622122,-0.6038201,-0.9523006,-0.4220439,-0.2629832,0.041783758,-0.23327851,0.028299391,0.019114375,-0.44563504060109455,-0.497495174407959,-0.05186013380686444
17,-0.65277016,-0.428393,"('social', 'antisocial')",-0.2542705,-0.0795843,-0.24528581,-0.14136592,-0.87001455,-0.6542443,-0.36428457,-0.17496297,-0.6196763,-0.44191697,-0.5010503133138021,-0.32007791598637897,0.18097239732742315
52,-0.6455779,-0.8592327,"('competitive', 'uncompetitive')",-0.1466785,0.040014148,-0.60462826,-1.0594652,-1.1381524,-0.9933147,-1.446533,-1.6353999,0.14994928,0.08281979,-0.6386034488677979,-0.7374297777811686,-0.09882632891337073
30,-0.617272,-0.65556276,"('honest', 'dishonest')",-0.31252527,-0.12035388,0.08721955,-0.20165718,-1.5377133,-1.5823097,-1.6217792,-1.7287841,0.019743234,0.018756852,-0.6637212038040161,-0.7116518020629883,-0.04793059825897217
92,0.5831268,0.45532566,"('unwavering', 'wavering')",-0.11866778,-0.1744563,0.57650375,0.5342548,0.033091843,-0.013285071,-0.10814905,0.03664428,0.07891375,-0.025688231,0.17413651943206787,0.1354658603668213,-0.03867065906524658
102,-0.5711966,-0.30470824,"('eminent', 'low')",-0.13914421,-0.1446411,0.6910634,0.5920321,-0.82969594,-0.63240534,-0.9813308,-0.71966505,-0.9606681,-0.91788375,-0.4651620388031006,-0.3545452356338501,0.11061680316925049
10,-0.55547285,-0.7052918,"('affectionate', 'unaffectionate')",-0.8301361,-0.75125027,-1.0254054,-0.9458505,-1.0508572,-1.0170016,-0.8077186,-0.5886543,-0.3151399,-0.12001507,-0.7641216913859049,-0.6880105336507162,0.07611115773518873
76,-0.54912996,-0.60316706,"('secure', 'insecure')",0.27645972,0.16707093,0.33909023,-0.0422827,0.38334543,0.3470475,0.59289813,0.37083387,0.31484097,0.41948828,0.2262507677078247,0.1098318099975586,-0.11641895771026611
93,-0.5366592,-0.3589308,"('dominating', 'dominated')",0.80891514,0.7223979,1.3527229,0.89775056,-0.5142864,-0.3563665,0.07901025,0.18167889,-0.13131195,-0.053690117,0.17639843622843424,0.1721400022506714,-0.004258433977762849
4,-0.48184362,-0.55847555,"('likable', 'unlikable')",-0.22454652,-0.18274283,-0.3952296,-0.32648358,-1.9985303,-2.0398002,-0.9260358,-1.0823387,-0.9363193,-1.0095327,-0.8270842234293619,-0.8665622075398763,-0.0394779841105144
26,-0.4504883,-0.33665723,"('trustworthy', 'untrustworthy')",0.47620034,0.49948832,0.1483416,0.14995812,0.543942,0.4509346,0.17425814,0.011281937,-0.20013341,-0.12868384,0.11535338560740153,0.10772031545639038,-0.007633070151011154
104,-0.4376951,-0.12198715,"('conventional', 'unconventional')",-1.2167374,-0.8911365,-0.9262092,-0.6274983,-1.1656477,-1.1315076,-0.8149404,-0.47421986,0.34417173,0.48666126,-0.7028430302937826,-0.45994802316029865,0.24289500713348394
39,0.4293997,0.59903073,"('right', 'wrong')",-0.19673279,0.022598028,0.4132806,0.82795334,-0.5942092,-0.5015377,-0.22933482,-0.07671443,-0.39685047,-0.21198627,-0.09574116269747417,0.10989061991373698,0.20563178261121115
99,0.38888183,0.46501678,"('prestigious', 'insignificant')",-0.91706413,-0.7277379,-1.1878865,-0.638129,-0.8632494,-0.7948258,0.9594475,1.1337208,-0.51455605,-0.68169487,-0.35573776563008624,-0.2072749932607015,0.14846277236938474
79,-0.37321985,-0.034719646,"('determined', 'doubtful')",0.5926974,0.7414888,0.09141493,0.47716904,0.04192637,0.03153926,-0.2976708,-0.19567826,-0.58034265,-0.3792132,-0.08753244082132976,0.10676433642705281,0.19429677724838257
20,0.3619222,0.54051626,"('popular', 'unpopular')",-0.30489367,-0.026204497,-0.4709092,-0.10527739,-0.6268598,-0.34390366,-0.27997845,-0.19194782,-0.49731076,-0.35234845,-0.30300496021906537,-0.07986092070738475,0.2231440395116806
96,-0.34793395,-0.13013144,"('powerful', 'powerless')",1.0404943,1.2046117,0.859948,0.8614838,-0.9281831,-0.77820474,-0.1624354,-0.001070708,-0.3371593,-0.047081202,0.02078842620054881,0.18493453661600748,0.16414611041545868
62,-0.34790382,-0.3764886,"('creative', 'uncreative')",-0.88692147,-0.6936374,-1.3489985,-1.1784592,-1.1973898,-1.2964354,-0.6111116,-0.5230752,-0.5029539,-0.33358204,-0.8158798217773438,-0.7336129347483317,0.08226688702901208
80,0.33131635,0.651862,"('independent', 'dependent')",0.667974,0.9138127,-0.22150904,0.08995363,1.9702308,1.9234314,1.413011,1.2279449,0.6503408,0.65024686,0.8018940289815267,0.909541924794515,0.10764789581298828
97,-0.32659447,-0.14691314,"('superior', 'inferior')",-1.0645347,-0.8012428,-1.2500647,-0.9392341,-0.85602176,-0.9204483,-0.4759511,-0.255953,0.029165596,0.18250138,-0.6573335727055868,-0.48021503289540607,0.17711853981018072
110,0.2929268,0.11564246,"('narrow-minded', 'open-minded')",-0.34737712,-0.61357,-0.015044719,-0.151997,0.3822906,0.44386452,0.73476374,0.56126416,-0.6947803,-0.77943283,0.05879649519920349,-0.07070477803548177,-0.12950127323468524
31,-0.28667152,-0.039703906,"('altruistic', 'egoistic')",-0.8654307,-0.61623305,-1.6616162,-1.1164116,-0.11062504,-0.10160872,-1.0219456,-0.7399478,-0.47625035,-0.32041544,-0.7370898723602295,-0.4890534083048503,0.2480364640553792
44,-0.27551967,-0.44468153,"('truthful', 'untruthful')",-0.23292196,-0.24472101,0.5426117,0.1183213,-2.1728292,-2.1084945,-1.5462222,-1.510973,-0.48405612,-0.44237524,-0.6948228677113851,-0.7721540133158366,-0.07733114560445142
98,0.26541317,0.06950196,"('prestigious', 'insignificant')",-0.6809229,-0.60913306,-0.95613134,-0.79895425,-1.0523567,-1.0312445,0.61983943,0.75111413,-0.121725366,-0.37514526,-0.32098062833150226,-0.33231016000111896,-0.0113295316696167
91,0.23004997,0.23952138,"('resilient', 'nonresilient')",0.47751153,0.50012755,0.25857636,0.13087648,-0.5978586,-0.46623564,0.03669171,-0.16346125,0.898551,0.8547602,0.21725366512934366,0.1825981338818868,-0.03465553124745685
90,0.1899328,-0.045626268,"('motivated', 'unmotivated')",1.1335063,1.040787,0.88683486,0.4631554,0.04893878,-0.053839922,1.1884143,0.8682842,0.44816184,0.36899853,0.6492981513341268,0.4402931531270345,-0.20900499820709234
54,0.18850835,-0.028509349,"('smart', 'stupid')",0.85720974,0.667572,1.3197532,1.1105487,-0.5628548,-0.754314,0.65464073,0.48676568,0.31169486,0.102903664,0.46149202187856037,0.2641611099243164,-0.19733091195424396
69,0.1734997,0.30983955,"('wise', 'foolish')",-0.5389605,-0.5332725,0.62978756,0.793098,-0.25274688,-0.15866065,-0.3663699,-0.2541572,-0.8358382,-0.80812407,-0.19843804836273193,-0.10854614774386089,0.08989190061887105
84,0.1090844,0.21631826,"('self-confident', 'diffident')",-0.4528792,-0.40303075,-0.12764627,0.0051413774,-1.1817871,-1.1634855,-0.53605795,-0.5163257,-0.18025401,-0.14745143,-0.3949233690897624,-0.3348056475321452,0.06011772155761719
19,-0.10561252,0.03251195,"('funny', 'boring')",-0.16570687,-0.11864668,-0.048300505,0.26334304,-0.15019345,-0.07388365,0.3147037,0.63022786,-0.73783904,-0.7337442,-0.1488247811794281,-3.1948089599609375e-05,0.1487928330898285
59,-0.053021178,0.029791191,"('skillful', 'clumsy')",0.4118963,0.3834336,0.67356026,0.68403023,-0.60844713,-0.36686772,-0.4595474,-0.22655314,-0.56237876,-0.4805354,-0.09965631365776062,0.0038831233978271484,0.10353943705558777
106,-0.04380043,0.42382967,"('conventional', 'unconventional')",-0.10856587,0.2827857,0.19553313,0.5629586,-0.81909794,-0.69171935,0.09993171,0.2746635,0.34255895,0.38113472,-0.055573408802350364,0.20560880502065024,0.2611822138230006
103,0.03638178,0.11780913,"('traditional', 'modern')",0.19083337,0.3384595,0.11335313,-0.09229265,1.399895,1.4631424,1.4768981,1.3337245,0.6457446,0.6328293,0.6438510020573934,0.6322786808013916,-0.011572321256001827
