,public_male,public_female,tuple,service_male,service_female,enterprise_male,enterprise_female,average_male,average_female,female-male
12,-1.754724,-1.6812354,"('sympathetic', 'unsympathetic')",-2.163796,-2.2415745,-0.70328486,-0.7883122,-1.5406015714009602,-1.5703741709391277,-0.029772599538167466
81,1.7285993,1.5225408,"('industrious', 'lazy')",1.341011,1.4355805,0.06509532,-0.34239632,1.044901927312215,0.8719083468119303,-0.1729935805002848
52,-1.7172958,-1.6264504,"('competitive', 'uncompetitive')",-1.6312256,-1.9384935,-0.74081165,-0.7354914,-1.3631110191345215,-1.4334783554077148,-0.07036733627319336
16,-1.6939145,-2.0243213,"('social', 'antisocial')",-1.0031257,-0.8750806,-0.66755456,-0.40567774,-1.12153156598409,-1.1016932328542073,0.019838333129882812
17,-1.6899214,-1.6788757,"('social', 'antisocial')",0.06283748,0.27556562,-0.5369205,-0.41647404,-0.7213347752888998,-0.6065947214762369,0.11474005381266283
28,-1.6671257,-1.7295444,"('honest', 'dishonest')",-1.7702479,-2.0077953,-0.9963683,-0.97043127,-1.4779140154520671,-1.5692569414774578,-0.09134292602539062
18,-1.6489983,-1.9563999,"('social', 'asocial')",-1.2022858,-1.3430719,-0.8920505,-0.93485177,-1.2477781772613525,-1.411441167195638,-0.1636629899342854
55,-1.619361,-1.4065719,"('intelligent', 'unintelligent')",-0.4160611,-0.30261683,0.08578086,0.30338657,-0.6498804092407227,-0.46860071023305255,0.1812796990076701
50,1.5342699,1.5569324,"('unprejudiced', 'prejudiced')",1.8567102,1.7875651,0.5280067,0.3268233,1.3063289324442546,1.2237736384073894,-0.08255529403686523
51,-1.5294316,-1.3661752,"('competent', 'incompetent')",-2.2794166,-2.2656844,0.437343,0.37510267,-1.1238350868225098,-1.085585594177246,0.03824949264526367
11,-1.4833146,-1.4509314,"('caring', 'unaffectionate')",-1.6343117,-1.8917574,-1.0088621,-1.095088,-1.3754960695902507,-1.4792588551839192,-0.10376278559366847
73,-1.4689978,-2.013983,"('brilliant', 'incompetent')",-2.1691651,-2.4378223,-1.136998,-1.0444614,-1.591720422108968,-1.832088788350423,-0.24036836624145508
36,-1.4310362,-1.9447591,"('tolerant', 'intolerant')",-0.5758059,-0.88125587,-1.2646517,-1.1222613,-1.0904979705810547,-1.3160920937856038,-0.22559412320454908
100,-1.4240313,-1.3866065,"('influential', 'uninfluential')",-1.235541,-1.016511,-0.23325527,-0.03209251,-0.9642758369445801,-0.8117366631825765,0.15253917376200354
45,-1.4236476,-1.6684889,"('cooperative', 'exploitative')",-0.40343595,-0.51836777,-1.0494485,-0.9714497,-0.9588440259297689,-1.0527687867482503,-0.09392476081848133
71,-1.4225384,-2.0404263,"('efficient', 'inefficient')",-1.519123,-2.0708106,-1.1665049,-1.2287892,-1.369388739267985,-1.7800086339314778,-0.4106198946634927
60,-1.3468492,-1.1070917,"('educated', 'uneducated')",-1.3474495,-0.8397556,1.1376812,1.6210223,-0.5188724994659424,-0.10860828558603923,0.41026421387990314
80,1.2657375,1.1490684,"('independent', 'dependent')",1.2742627,1.251358,0.3229498,0.2710343,0.9543166955312093,0.8904868761698405,-0.06382981936136889
14,-1.2409348,-1.2827727,"('supportive', 'unsupportive')",-0.4877909,-0.6115967,0.5053488,-0.06472248,-0.407792329788208,-0.6530306339263916,-0.2452383041381836
30,-1.2196538,-1.4595811,"('honest', 'dishonest')",-1.3525515,-1.5776281,-0.55281025,-0.7170491,-1.0416718324025471,-1.251419464747111,-0.20974763234456395
8,1.1946429,0.8487938,"('open', 'distant')",1.2351941,0.9640223,-0.60643697,-1.1262422,0.6078000068664551,0.22885799407958984,-0.37894201278686523
68,-1.1539398,-1.405167,"('clever', 'inept')",-0.7400708,-0.8513935,-0.9804461,-1.1930268,-0.9581522941589355,-1.1498624483744304,-0.19171015421549487
42,1.0768464,1.6277865,"('amicable', 'hostile')",1.7261114,2.0234852,0.3956259,0.25657123,1.0661945343017578,1.3026143709818523,0.23641983668009448
4,-1.0568795,-1.2731848,"('likable', 'unlikable')",-1.2043779,-1.1991515,-1.0954971,-1.1931357,-1.1189181804656982,-1.221824010213216,-0.10290582974751783
96,-1.0466535,-0.8807956,"('powerful', 'powerless')",-0.19512546,0.029058099,-0.79861546,-0.550913,-0.6801314353942871,-0.4675501585006714,0.21258127689361572
15,-1.0270222,-1.128122,"('polite', 'impolite')",-0.9522485,-0.9606769,0.29800516,0.3962474,-0.560421864191691,-0.5641838709513346,-0.0037620067596435547
103,1.0205207,0.9504206,"('traditional', 'modern')",1.9758888,1.8819035,1.7131944,1.9729252,1.5698679288228352,1.6017497380574544,0.03188180923461914
102,-1.0167184,-0.5858857,"('eminent', 'low')",-1.0549444,-0.5991561,-0.88640213,-0.8359053,-0.9860216776529948,-0.673648993174235,0.31237268447875977
72,-0.99558544,-0.99593693,"('logical', 'illogical')",-0.94869816,-0.99768734,-0.8874289,-0.8328945,-0.9439041614532471,-0.9421729246775309,0.0017312367757161828
20,-0.94458944,-0.43519792,"('popular', 'unpopular')",-0.37578833,-0.25549412,1.0627238,1.1902871,-0.085884690284729,0.16653168201446533,0.25241637229919434
87,-0.92628586,-0.9276384,"('dedicated', 'undedicated')",-2.0022316,-1.9904411,-0.5407828,-0.50069386,-1.1564334233601887,-1.1395910580952961,0.016842365264892578
83,-0.91726404,-1.0901003,"('energetic', 'lethargic')",-1.4175937,-1.6209561,-0.40103018,-0.4917858,-0.9119626681009928,-1.067613999048869,-0.1556513309478761
1,-0.8809036,-0.6407974,"('friendly', 'unfriendly')",-0.20380288,-0.1786676,-0.23920259,-0.21904829,-0.4413030544916789,-0.3461711009343465,0.0951319535573324
33,-0.8451773,-0.4383707,"('softhearted', 'hardhearted')",-0.04694803,-0.22415824,0.12395042,0.13645452,-0.2560582955678304,-0.17535813649495444,0.08070015907287595
89,-0.8130909,-0.86606276,"('daring', 'anxious')",-0.76329225,-0.98029846,0.22461015,0.29690585,-0.4505910078684489,-0.5164850950241089,-0.06589408715565997
61,0.8106179,0.9693357,"('rational', 'irrational')",0.8275351,0.9917799,0.2052074,0.27126205,0.6144534746805826,0.7441258430480957,0.12967236836751306
63,-0.7898199,-0.65480524,"('capable', 'incapable')",-0.5123357,-0.46070874,-0.6317394,-0.70639205,-0.6446316639582316,-0.6073020299275717,0.03732963403065992
94,-0.76184076,-0.9657062,"('aggressive', 'submissive')",-1.1117971,-1.0124316,-0.40777066,-0.22534516,-0.7604695161183676,-0.7344943682352701,0.025975147883097405
67,-0.7561883,-0.632234,"('discriminating', 'undiscriminating')",-0.8679959,-0.8816353,-1.108987,-1.1883636,-0.9110569953918457,-0.9007442792256674,0.010312716166178348
85,-0.72061306,-0.82811165,"('ambitious', 'unambitious')",-0.7585184,-0.62552327,-1.6703696,-1.8944995,-1.0498336950937908,-1.1160448392232258,-0.06621114412943507
46,0.7201318,0.84130186,"('generous', 'stingy')",1.3538294,1.2324251,1.606873,1.549102,1.2269447644551594,1.2076096534729004,-0.01933511098225904
43,-0.71569824,-0.4954381,"('genuine', 'fake')",-0.8123502,-0.66889316,-0.5509571,-0.6118324,-0.693001906077067,-0.592054526011149,0.10094738006591797
10,-0.71294343,-0.5767425,"('affectionate', 'unaffectionate')",-0.33193713,-0.2878422,-0.22256759,-0.17670327,-0.4224827289581299,-0.34709596633911133,0.07538676261901855
24,-0.7114573,-0.676235,"('thoughtful', 'rough')",-1.0473007,-0.91878986,-0.65026116,-0.52253646,-0.8030064105987549,-0.7058537801106771,0.09715263048807776
39,-0.6864083,-0.2883166,"('right', 'wrong')",-0.5173415,-0.30672008,-0.09301549,-0.063852414,-0.4322551091512044,-0.21962970495224,0.21262540419896442
54,0.67193514,0.36325806,"('smart', 'stupid')",1.4102516,1.3824342,-0.092689745,-0.37078077,0.6631656487782797,0.45830384890238446,-0.2048617998758952
76,-0.66276765,-0.7537542,"('secure', 'insecure')",-0.21986476,-0.4150692,0.38186714,0.58801574,-0.1669217348098755,-0.19360254208246866,-0.02668080727259317
84,-0.65784925,-0.46140334,"('self-confident', 'diffident')",-0.33015206,-0.343491,-0.5976201,-0.9308379,-0.5285404920578003,-0.578577438990275,-0.050036946932474735
90,0.5910976,0.30700773,"('motivated', 'unmotivated')",0.17451823,0.049401,-0.23233107,-0.47440907,0.17776159445444742,-0.039333452781041466,-0.2170950472354889
98,0.5863647,0.62221813,"('prestigious', 'insignificant')",0.030245364,0.19851047,0.04416561,0.003325507,0.2202585538228353,0.27468470732371014,0.054426153500874846
48,0.58168215,0.5136157,"('reliable', 'unreliable')",0.43161562,0.19806927,1.43066,0.9988531,0.8146526018778483,0.5701793829600016,-0.24447321891784668
62,-0.5486382,-0.6132441,"('creative', 'uncreative')",0.121460974,-0.02437082,-0.766917,-0.9949741,-0.39803139368693036,-0.544196367263794,-0.1461649735768636
105,-0.5471411,-0.641242,"('conventional', 'modern')",0.10478681,-0.04776299,-0.20723996,0.0836831,-0.2165313959121704,-0.20177396138509116,0.014757434527079255
2,-0.54277897,-0.68364894,"('friendly', 'unfriendly')",-1.7330115,-1.7598615,0.11893511,0.31217375,-0.7189517815907797,-0.7104455629984537,0.00850621859232592
106,-0.51699513,-0.5723295,"('conventional', 'unconventional')",0.26315093,0.42105162,0.08291641,0.4630122,-0.05697593092918396,0.10391142964363098,0.16088736057281494
57,-0.46554846,-0.40910417,"('able', 'unable')",-0.58227575,-0.7155828,-0.71037525,-0.91367316,-0.586066484451294,-0.6794533729553223,-0.09338688850402832
3,0.45696086,0.48167926,"('likable', 'unlikable')",0.12120825,0.14507103,0.44183016,0.17004251,0.3399997552235921,0.2655976017316182,-0.07440215349197388
91,-0.45585573,-0.1402702,"('resilient', 'nonresilient')",-0.015997648,-0.15427189,0.9296471,0.801976,0.15259790420532227,0.16914465030034384,0.016546746095021575
35,0.4556119,0.5444662,"('fair', 'unfair')",1.3375331,1.2818786,1.4067508,1.3653874,1.0666319529215496,1.063910722732544,-0.002721230189005608
5,-0.4491603,-0.5456772,"('pleasant', 'repellent')",-0.16115355,-0.28405726,0.032840908,0.04746583,-0.19249099493026733,-0.2607562144597371,-0.06826521952946979
69,0.4057395,0.48319066,"('wise', 'foolish')",-0.21015139,-0.036248624,0.6187682,0.49413174,0.2714521090189616,0.31369125843048096,0.04223914941151935
70,0.39745042,0.64112294,"('wise', 'unwise')",-0.8668711,-0.6924412,0.61058307,0.23730451,0.04705412189165751,0.06199540694554647,0.014941285053888961
99,-0.39628965,0.04586123,"('prestigious', 'insignificant')",1.4062748,1.6848831,0.8461585,0.96221447,0.6187145709991455,0.8976529439290365,0.278938372929891
77,0.39319682,0.6453918,"('active', 'inactive')",0.44122702,0.64188135,0.14766677,-0.18809924,0.3273635307947795,0.36639130115509033,0.039027770360310854
110,0.38593507,0.39161414,"('narrow-minded', 'open-minded')",0.1464097,0.028375626,0.86096585,0.958035,0.4644368489583333,0.4593416055043538,-0.005095243453979492
31,-0.38203052,-0.003488481,"('altruistic', 'egoistic')",-0.76532364,-0.48888996,-0.079392076,-0.19497322,-0.4089154005050659,-0.22911721467971802,0.1797981858253479
107,-0.38148478,-0.39362895,"('conventional', 'modern')",-1.1377835,-1.1633122,1.48411,1.6870975,-0.011719425519307455,0.04338546593983968,0.05510489145914714
79,-0.34815797,-0.39279795,"('determined', 'doubtful')",-0.8443859,-0.7164555,-0.37696433,-0.35567915,-0.5231693983078003,-0.48831085364023846,0.03485854466756183
22,0.34541118,0.3025064,"('welcoming', 'disagreeable')",0.8156458,0.64005965,1.5991429,1.5492094,0.9200666745503744,0.8305918375651041,-0.08947483698527026
21,0.3281231,0.3769995,"('nice', 'nasty')",-0.20199591,-0.3364882,0.8978575,0.66633093,0.341328223546346,0.23561408122380575,-0.10571414232254026
23,0.28685015,0.38691482,"('hospitable', 'inhospitable')",0.10116078,0.14492926,0.6845153,0.3524476,0.35750873883565265,0.29476388295491535,-0.0627448558807373
26,-0.28647244,-0.27130857,"('trustworthy', 'untrustworthy')",-0.5107719,-0.61851,0.889541,0.72854936,0.03076555331548055,-0.053756395975748696,-0.08452194929122925
104,-0.19141856,0.23199905,"('conventional', 'unconventional')",0.015316904,0.13941322,0.17065091,0.28519914,-0.0018169134855270386,0.218870480855306,0.22068739434083304
56,0.18455008,0.21625268,"('intelligent', 'dumb')",-0.058316857,0.066917434,0.5168949,0.037599742,0.2143760323524475,0.10692328214645386,-0.10745275020599365
97,-0.18190742,-0.0006146133,"('superior', 'inferior')",-0.8032855,-0.88307697,-1.0694212,-1.251972,-0.6848713556925455,-0.7118878364562988,-0.027016480763753292
93,0.1761879,0.32308492,"('dominating', 'dominated')",-0.9952922,-0.9091595,-0.37710047,-0.17255276,-0.3987349271774292,-0.25287578503290814,0.14585914214452106
66,-0.12599526,-0.025654778,"('imaginative', 'unimaginative')",0.3739137,0.58901644,0.77711296,0.2373744,0.34167714913686115,0.2669120232264201,-0.07476512591044104
19,-0.092437744,-0.018514454,"('funny', 'boring')",0.41267064,0.59210455,-0.3543025,-0.4079569,-0.011356532573699951,0.05521106719970703,0.06656759977340698
92,0.08963022,0.34634,"('unwavering', 'wavering')",-0.20288114,0.02969718,-0.20502345,-0.5133561,-0.10609145959218343,-0.0457729697227478,0.060318489869435624
109,0.06603643,-0.31979227,"('conservative', 'liberal')",-0.25267273,-0.24723852,0.21919705,0.58004165,0.010853583614031473,0.004336953163146973,-0.0065166304508845006
108,0.06603643,-0.31979227,"('conservative', 'liberal')",-0.25267273,-0.24723852,0.21919705,0.58004165,0.010853583614031473,0.004336953163146973,-0.0065166304508845006
59,-0.015163273,0.5908247,"('skillful', 'clumsy')",-0.7337246,-0.34880403,0.8917038,0.8394099,0.04760529597600301,0.36047685146331787,0.3128715554873149
