,comcast_male,comcast_female,tuple,corp_male,corp_female,new_male,new_female,average_male,average_female,female-male
94,2.8255548,3.0249252,"('aggressive', 'submissive')",-0.09218556,-0.26384047,-0.6174553,-0.32319823,0.7053047021230062,0.8126288255055746,0.10732412338256836
52,2.552791,2.8085775,"('competitive', 'uncompetitive')",-0.29315704,-0.43968332,-0.82447207,-0.5201275,0.4783873160680135,0.616255521774292,0.1378682057062785
75,2.384411,2.3316808,"('confident', 'shy')",6.66473,6.5372887,4.247345,4.725128,4.432161966959636,4.531365712483724,0.09920374552408795
12,2.357133,2.6068256,"('sympathetic', 'unsympathetic')",-1.3533148,-1.4027944,-1.2802973,-1.1208498,-0.09215970834096272,0.027727127075195312,0.11988683541615804
99,-2.30228,-2.6312418,"('prestigious', 'insignificant')",0.29116943,0.51564914,0.7842057,0.64763576,-0.4089682896931966,-0.4893190066019694,-0.08035071690877282
2,2.2350092,2.6060052,"('friendly', 'unfriendly')",-1.418464,-1.5280867,-1.6722184,-1.4798024,-0.2852243979771932,-0.13396128018697104,0.15126311779022214
71,2.2176833,2.3436334,"('efficient', 'inefficient')",-1.1294833,-1.2358482,-1.2771156,-1.4559102,-0.06297187010447185,-0.11604166030883789,-0.053069790204366044
16,2.148406,2.149251,"('social', 'antisocial')",-0.3652128,-0.106381685,-0.8021402,-0.50254613,0.3270176847775777,0.5134410858154297,0.186423401037852
107,2.071227,2.0034177,"('conventional', 'modern')",0.41894037,0.40934473,1.0958123,1.6039909,1.195326566696167,1.3389177322387695,0.14359116554260254
15,1.9744956,2.2402132,"('polite', 'impolite')",0.51423466,0.6083,-0.60293305,-0.018667951,0.6285991271336874,0.9432817300160726,0.31468260288238525
31,-1.9365737,-1.9983101,"('altruistic', 'egoistic')",-0.277474,-0.047681987,0.63122517,0.40067068,-0.5276075204213461,-0.5484404961268107,-0.020832975705464607
104,-1.9023125,-1.7876365,"('conventional', 'unconventional')",-0.7870131,-0.6860226,0.09214801,-0.08103579,-0.8657258351643881,-0.8515649636586508,0.014160871505737305
49,1.8954645,1.9817988,"('responsible', 'irresponsible')",-1.4365293,-1.2053922,-1.0568249,-1.0981494,-0.19929655392964682,-0.10724763075510661,0.0920489231745402
51,1.8806138,1.8674898,"('competent', 'incompetent')",-0.11847064,-0.098713234,0.07464939,0.2558064,0.6122641563415527,0.674860954284668,0.06259679794311523
98,-1.8398519,-2.0902295,"('prestigious', 'insignificant')",-0.5078856,-0.44825798,0.27524158,0.15429056,-0.6908318996429443,-0.7947322527567545,-0.10390035311381018
65,1.7827978,1.8304677,"('practical', 'impractical')",-0.9191679,-0.87139773,-1.6388373,-1.5554767,-0.2584024667739868,-0.19880223274230957,0.059600234031677246
41,-1.7610333,-1.8776742,"('incorrupt', 'corrupt')",1.3548378,1.374502,2.200282,2.1927314,0.5980288585027059,0.5631863673528036,-0.034842491149902344
64,1.7319272,1.8171377,"('clever', 'incompetent')",-1.1046457,-1.0655162,-1.4687406,-1.580534,-0.28048638502756756,-0.2763041655222575,0.004182219505310059
66,1.7225392,1.7298748,"('imaginative', 'unimaginative')",3.0494213,3.0358052,0.34587073,0.7209271,1.7059437433878581,1.8288691838582356,0.12292544047037746
0,1.7216501,2.059592,"('sociable', 'unsociable')",-0.78538966,-0.43198916,-0.76800233,-0.5637635,0.05608604351679484,0.35461310545603436,0.2985270619392395
89,1.7130665,1.8669181,"('daring', 'anxious')",-0.35680014,-0.5358988,-1.1694336,-1.3868266,0.06227755546569824,-0.018602450688680012,-0.08088000615437825
82,-1.6700536,-1.8759849,"('industrious', 'meek')",1.0922787,1.2331986,1.3513242,1.312031,0.2578497727711995,0.2230815887451172,-0.03476818402608234
48,1.6449946,1.4812045,"('reliable', 'unreliable')",2.681928,2.5936308,1.1541629,1.1235613,1.8270284334818523,1.7327988942464192,-0.09422953923543309
83,1.6351445,1.8187832,"('energetic', 'lethargic')",-0.38989562,-0.51259035,-0.80170095,-0.6726756,0.1478492816289266,0.21117242177327475,0.06332314014434814
