,travelers_male,travelers_female,tuple,companies_male,companies_female,average_male,average_female,female-male
36,-2.102458,-1.9079612,"('tolerant', 'intolerant')",-1.8896856,-1.9921865,-1.9960718154907227,-1.9500739574432373,0.04599785804748535
66,2.1014595,2.1099782,"('imaginative', 'unimaginative')",0.8877512,0.83477616,1.494605302810669,1.4723771810531616,-0.022228121757507324
12,-2.0118017,-2.1634846,"('sympathetic', 'unsympathetic')",-1.747654,-1.4923474,-1.879727840423584,-1.827915906906128,0.051811933517456055
49,-2.0011876,-2.0747035,"('responsible', 'irresponsible')",-1.6252186,-1.881235,-1.8132030963897705,-1.9779691696166992,-0.1647660732269287
9,-1.9981611,-2.1561348,"('sensitive', 'insensitive')",-1.1560811,-1.1703067,-1.5771210193634033,-1.663220763206482,-0.08609974384307861
0,-1.992147,-1.4913001,"('sociable', 'unsociable')",-1.0006377,-0.8443105,-1.4963922500610352,-1.1678053140640259,0.3285869359970093
34,-1.9608624,-1.7626909,"('loyal', 'disloyal')",-1.5066017,-1.0167723,-1.733731985092163,-1.3897316455841064,0.34400033950805664
41,1.940768,1.9158587,"('incorrupt', 'corrupt')",1.8567498,2.0567553,1.898758888244629,1.9863070249557495,0.0875481367111206
7,1.8935142,0.945946,"('outgoing', 'distant')",1.3669419,0.68346596,1.630228042602539,0.8147059679031372,-0.8155220746994019
48,1.8924892,1.9704367,"('reliable', 'unreliable')",2.1762204,2.0058253,2.0343546867370605,1.988131046295166,-0.04622364044189453
8,1.8275923,0.83573234,"('open', 'distant')",1.0816603,0.4858461,1.4546263217926025,0.6607892513275146,-0.7938370704650879
11,-1.7909446,-2.2857668,"('caring', 'unaffectionate')",-1.7080817,-1.6065018,-1.7495131492614746,-1.946134328842163,-0.19662117958068848
74,-1.7814467,-1.837613,"('insightful', 'unperceptive')",-2.0056205,-2.0489693,-1.8935335874557495,-1.943291187286377,-0.04975759983062744
28,-1.6857064,-1.933054,"('honest', 'dishonest')",-1.4038086,-1.4204441,-1.5447574853897095,-1.6767489910125732,-0.13199150562286377
61,1.6789409,1.6777416,"('rational', 'irrational')",0.41491827,0.52241087,1.0469295978546143,1.1000761985778809,0.0531466007232666
82,1.5514488,1.3649106,"('industrious', 'meek')",0.5076375,0.48797622,1.029543161392212,0.9264433979988098,-0.1030997633934021
42,1.5501078,1.5135303,"('amicable', 'hostile')",1.1502181,1.4005775,1.3501629829406738,1.4570538997650146,0.10689091682434082
71,-1.5497503,-1.7640874,"('efficient', 'inefficient')",-1.7930607,-2.193223,-1.671405553817749,-1.978655219078064,-0.30724966526031494
64,-1.5473975,-1.2546377,"('clever', 'incompetent')",-1.5060871,-1.3263276,-1.5267422199249268,-1.2904826402664185,0.2362595796585083
54,1.5297171,1.1650382,"('smart', 'stupid')",0.4372229,0.2099596,0.9834699630737305,0.687498927116394,-0.2959710359573364
32,-1.490066,-1.0341123,"('benevolent', 'hardhearted')",-1.9150465,-1.7390414,-1.7025562524795532,-1.3865768909454346,0.31597936153411865
29,-1.4762716,-1.8916794,"('honest', 'immoral')",-0.8943114,-0.89353514,-1.1852915287017822,-1.3926072120666504,-0.20731568336486816
100,-1.4306822,-1.1189326,"('influential', 'uninfluential')",-1.4327965,-1.1773496,-1.431739330291748,-1.1481411457061768,0.2835981845855713
18,-1.4140664,-1.3129065,"('social', 'asocial')",-0.45547962,-0.62014025,-0.9347730278968811,-0.9665234088897705,-0.031750380992889404
77,1.4135126,1.3385065,"('active', 'inactive')",0.42441383,0.7453882,0.9189631938934326,1.041947364807129,0.12298417091369629
25,-1.3828042,-1.3174076,"('moral', 'immoral')",-1.4705153,-1.4804506,-1.4266597032546997,-1.3989291191101074,0.027730584144592285
47,-1.3707409,-0.87488604,"('forgiving', 'unforgiving')",-0.7544094,-0.7443744,-1.062575101852417,-0.8096302151679993,0.2529448866844177
60,-1.334791,-0.75313115,"('educated', 'uneducated')",-1.2835847,-0.8714112,-1.309187889099121,-0.8122711777687073,0.4969167113304138
44,-1.2810819,-1.1904697,"('truthful', 'untruthful')",-1.2079344,-1.1802293,-1.244508147239685,-1.185349464416504,0.05915868282318115
83,-1.2187989,-1.1262089,"('energetic', 'lethargic')",-0.80447984,-0.9008557,-1.0116393566131592,-1.013532280921936,-0.0018929243087768555
23,1.1639761,0.85770905,"('hospitable', 'inhospitable')",0.5250055,0.4777103,0.8444907665252686,0.6677097082138062,-0.1767810583114624
15,-1.1214837,-0.5422549,"('polite', 'impolite')",0.09462285,0.10699073,-0.5134304165840149,-0.21763209998607635,0.29579831659793854
55,-1.1003664,-0.936941,"('intelligent', 'unintelligent')",-1.4929405,-1.1463962,-1.2966535091400146,-1.0416686534881592,0.25498485565185547
30,-1.093768,-0.95960385,"('honest', 'dishonest')",-0.38489413,-0.59767616,-0.739331066608429,-0.7786400318145752,-0.03930896520614624
73,-1.0646847,-1.1208862,"('brilliant', 'incompetent')",-2.075645,-2.2417266,-1.5701649188995361,-1.6813063621520996,-0.11114144325256348
45,-1.0543861,-0.84275436,"('cooperative', 'exploitative')",-0.48259264,-0.73472834,-0.7684893608093262,-0.7887413501739502,-0.020251989364624023
1,-1.0271343,-1.559088,"('friendly', 'unfriendly')",-1.8690416,-1.8572584,-1.4480879306793213,-1.7081732749938965,-0.2600853443145752
56,1.0257463,0.8661293,"('intelligent', 'dumb')",0.5479897,0.70259017,0.7868680357933044,0.7843596935272217,-0.0025083422660827637
99,1.0167186,0.9286535,"('prestigious', 'insignificant')",-0.8109981,-0.47322863,0.10286027193069458,0.22771242260932922,0.12485215067863464
2,-1.0018709,-0.9290122,"('friendly', 'unfriendly')",-1.1020427,-0.95887494,-1.0519567728042603,-0.9439435601234436,0.10801321268081665
3,0.99282616,1.2096183,"('likable', 'unlikable')",0.90367615,0.88237834,0.9482511281967163,1.0459983348846436,0.09774720668792725
87,-0.9683068,-0.90994483,"('dedicated', 'undedicated')",-1.6310345,-1.6208038,-1.299670696258545,-1.2653743028640747,0.034296393394470215
76,-0.93724096,-0.6563717,"('secure', 'insecure')",0.19037598,0.11554772,-0.3734324872493744,-0.27041199803352356,0.10302048921585083
101,-0.89056724,-0.6165914,"('successful', 'unsuccessful')",-2.2937799,-1.898639,-1.5921735763549805,-1.2576152086257935,0.334558367729187
70,0.886884,0.76422805,"('wise', 'unwise')",0.4321947,0.4380237,0.6595393419265747,0.6011258363723755,-0.05841350555419922
22,0.8718288,0.92973447,"('welcoming', 'disagreeable')",0.3622412,0.16622731,0.6170350313186646,0.5479809045791626,-0.06905412673950195
102,-0.8492679,-0.40619332,"('eminent', 'low')",-2.521974,-1.9777968,-1.6856210231781006,-1.1919950246810913,0.4936259984970093
63,-0.7771896,-0.8288017,"('capable', 'incapable')",-0.7436433,-0.79174185,-0.7604164481163025,-0.8102717399597168,-0.04985529184341431
107,-0.77624965,-0.12119764,"('conventional', 'modern')",-0.050296307,-0.033728838,-0.4132729768753052,-0.07746323943138123,0.33580973744392395
103,0.7680585,0.63380504,"('traditional', 'modern')",1.0460024,1.2218292,0.907030463218689,0.9278171062469482,0.020786643028259277
90,0.74926984,0.26317233,"('motivated', 'unmotivated')",1.2236466,0.951725,0.9864582419395447,0.6074486970901489,-0.37900954484939575
72,-0.74568737,-0.7871001,"('logical', 'illogical')",-0.6714085,-0.5292053,-0.7085479497909546,-0.65815269947052,0.05039525032043457
51,-0.7442434,-0.5630981,"('competent', 'incompetent')",-1.1305251,-0.95889175,-0.9373842477798462,-0.7609949111938477,0.17638933658599854
20,-0.7042733,-0.34424484,"('popular', 'unpopular')",-0.4361397,-0.100284785,-0.5702065229415894,-0.22226481139659882,0.34794171154499054
52,-0.6983922,-0.8011409,"('competitive', 'uncompetitive')",-1.5773197,-1.6375018,-1.1378560066223145,-1.219321370124817,-0.08146536350250244
5,-0.69590175,-0.72633344,"('pleasant', 'repellent')",-0.3097512,-0.30376646,-0.502826452255249,-0.515049934387207,-0.012223482131958008
43,-0.6743207,-0.7452977,"('genuine', 'fake')",-0.9088516,-0.6699612,-0.79158616065979,-0.7076294422149658,0.08395671844482422
94,-0.663751,-0.06526576,"('aggressive', 'submissive')",-1.0554881,-0.95187473,-0.8596195578575134,-0.5085702538490295,0.3510493040084839
92,0.65314496,0.4517189,"('unwavering', 'wavering')",0.45523694,0.65154624,0.5541909337043762,0.5516325831413269,-0.0025583505630493164
21,0.6493782,0.70501477,"('nice', 'nasty')",1.007873,0.8587312,0.8286256194114685,0.7818729877471924,-0.04675263166427612
84,-0.6162709,-0.7336161,"('self-confident', 'diffident')",-0.17217958,-0.28659266,-0.39422523975372314,-0.5101044178009033,-0.11587917804718018
16,-0.607351,0.14308742,"('social', 'antisocial')",-0.8428484,-0.6600411,-0.7250996828079224,-0.2584768533706665,0.46662282943725586
80,0.5681782,0.43784362,"('independent', 'dependent')",0.5752865,0.5199741,0.5717323422431946,0.47890886664390564,-0.09282347559928894
31,-0.5544098,-0.42303634,"('altruistic', 'egoistic')",-0.6357213,-0.55588514,-0.5950655937194824,-0.4894607365131378,0.1056048572063446
93,-0.5439208,-0.28883576,"('dominating', 'dominated')",0.40024164,0.69197667,-0.0718395859003067,0.20157045125961304,0.27341003715991974
104,-0.5350422,-0.8834709,"('conventional', 'unconventional')",0.27920744,0.82302463,-0.12791739404201508,-0.03022313117980957,0.0976942628622055
35,0.5198453,0.2862323,"('fair', 'unfair')",1.6097727,1.6321084,1.064808964729309,0.9591703414916992,-0.10563862323760986
98,0.51108587,0.15991354,"('prestigious', 'insignificant')",0.43211168,0.4898855,0.4715987741947174,0.3248995244503021,-0.14669924974441528
85,-0.44556215,-0.32266876,"('ambitious', 'unambitious')",-0.7073269,-0.58347565,-0.5764445066452026,-0.453072190284729,0.12337231636047363
59,0.43929383,0.6429922,"('skillful', 'clumsy')",-0.06647247,0.29702657,0.18641068041324615,0.47000938653945923,0.2835987061262131
105,-0.42247504,-0.7752613,"('conventional', 'modern')",-0.30443126,-0.26645344,-0.3634531497955322,-0.5208573341369629,-0.15740418434143066
17,-0.3902528,0.21664828,"('social', 'antisocial')",-1.2158452,-1.1179264,-0.8030490279197693,-0.4506390392780304,0.3524099886417389
10,-0.36830828,-0.52276576,"('affectionate', 'unaffectionate')",-1.0142548,-0.8971834,-0.6912815570831299,-0.7099745869636536,-0.01869302988052368
4,-0.3631509,-0.11577982,"('likable', 'unlikable')",-1.4991102,-1.6988862,-0.9311305284500122,-0.9073330163955688,0.02379751205444336
68,-0.35992792,-0.6519423,"('clever', 'inept')",-0.96828294,-1.1299478,-0.6641054153442383,-0.8909450769424438,-0.22683966159820557
57,0.35936615,0.14118469,"('able', 'unable')",-0.23168828,-0.42948362,0.06383893638849258,-0.14414946734905243,-0.207988403737545
24,-0.3360685,-0.52813256,"('thoughtful', 'rough')",-0.42618737,-0.42669785,-0.3811279535293579,-0.47741520404815674,-0.09628725051879883
109,-0.33250356,-0.16919643,"('conservative', 'liberal')",0.39351907,0.1461236,0.030507758259773254,-0.011536411941051483,-0.04204417020082474
108,-0.33250356,-0.16919643,"('conservative', 'liberal')",0.39351907,0.1461236,0.030507758259773254,-0.011536411941051483,-0.04204417020082474
97,-0.30535024,-0.5336318,"('superior', 'inferior')",-0.16449952,-0.108189195,-0.23492488265037537,-0.3209105134010315,-0.08598563075065613
62,0.30430758,-0.18554014,"('creative', 'uncreative')",-0.7666217,-0.9330493,-0.2311570644378662,-0.5592947006225586,-0.3281376361846924
79,-0.2896814,0.07565856,"('determined', 'doubtful')",0.2470729,0.34639227,-0.02130424976348877,0.2110254168510437,0.23232966661453247
33,-0.2515947,-0.7623204,"('softhearted', 'hardhearted')",-0.80472785,-0.7898192,-0.5281612873077393,-0.7760697603225708,-0.24790847301483154
69,0.23016001,0.3923244,"('wise', 'foolish')",0.49077433,0.56031334,0.36046716570854187,0.4763188660144806,0.11585170030593872
106,-0.21793233,-0.22474611,"('conventional', 'unconventional')",0.3920014,0.63598347,0.08703453093767166,0.20561867952346802,0.11858414858579636
89,-0.19598526,-0.11276704,"('daring', 'anxious')",-0.6632607,-0.60589045,-0.42962297797203064,-0.3593287467956543,0.07029423117637634
91,-0.18409288,-0.6219858,"('resilient', 'nonresilient')",-0.013115555,-0.033597186,-0.098604217171669,-0.3277914822101593,-0.2291872650384903
26,-0.15679327,0.02354616,"('trustworthy', 'untrustworthy')",0.861714,0.6998559,0.3524603843688965,0.36170104146003723,0.009240657091140747
110,0.11508635,0.17575377,"('narrow-minded', 'open-minded')",0.4472435,0.59294647,0.2811649441719055,0.38435012102127075,0.10318517684936523
19,0.10280615,0.6340915,"('funny', 'boring')",-0.2596261,-0.4000668,-0.07840996980667114,0.11701235175132751,0.19542232155799866
14,0.09616963,-0.06252879,"('supportive', 'unsupportive')",-0.16144538,-0.2203392,-0.03263787552714348,-0.141433984041214,-0.10879610851407051
96,-0.088453054,0.35881174,"('powerful', 'powerless')",-0.7244328,-0.52800775,-0.40644294023513794,-0.08459800481796265,0.3218449354171753
39,0.025731504,0.047094822,"('right', 'wrong')",0.22698185,0.3433447,0.12635667622089386,0.1952197551727295,0.06886307895183563
67,0.02363044,-0.09753445,"('discriminating', 'undiscriminating')",-1.337017,-1.335015,-0.6566933393478394,-0.7162747383117676,-0.05958139896392822
