,hershey_male,hershey_female,tuple,average_male,average_female,female-male
64,1.2890245,1.3806392,"('clever', 'incompetent')",1.2890244722366333,1.3806391954421997,0.0916147232055664
26,1.2615268,1.3387783,"('trustworthy', 'untrustworthy')",1.2615268230438232,1.3387782573699951,0.07725143432617188
73,1.2443075,1.3831316,"('brilliant', 'incompetent')",1.244307518005371,1.3831316232681274,0.13882410526275635
105,-1.1944076,-1.415168,"('conventional', 'modern')",-1.19440758228302,-1.415168046951294,-0.22076046466827393
25,1.1928731,1.1828556,"('moral', 'immoral')",1.1928731203079224,1.1828556060791016,-0.0100175142288208
90,1.1898926,1.123322,"('motivated', 'unmotivated')",1.1898926496505737,1.1233220100402832,-0.06657063961029053
10,-1.171458,-1.2256691,"('affectionate', 'unaffectionate')",-1.1714580059051514,-1.2256691455841064,-0.05421113967895508
69,-1.1678798,-1.0500267,"('wise', 'foolish')",-1.1678798198699951,-1.0500266551971436,0.11785316467285156
103,1.1498618,1.159418,"('traditional', 'modern')",1.1498618125915527,1.159417986869812,0.009556174278259277
0,1.1290872,1.3250741,"('sociable', 'unsociable')",1.129087209701538,1.3250740766525269,0.19598686695098877
14,1.1076553,1.1570021,"('supportive', 'unsupportive')",1.1076552867889404,1.1570020914077759,0.04934680461883545
50,1.0927143,1.0790275,"('unprejudiced', 'prejudiced')",1.0927143096923828,1.079027533531189,-0.013686776161193848
39,-1.0846777,-1.09551,"('right', 'wrong')",-1.0846776962280273,-1.0955100059509277,-0.01083230972290039
7,-1.0631021,-1.3179866,"('outgoing', 'distant')",-1.063102126121521,-1.3179866075515747,-0.2548844814300537
89,1.0494865,1.0511047,"('daring', 'anxious')",1.049486517906189,1.0511046648025513,0.0016181468963623047
98,-1.047235,-1.059624,"('prestigious', 'insignificant')",-1.0472350120544434,-1.0596239566802979,-0.012388944625854492
49,1.0278505,1.1101477,"('responsible', 'irresponsible')",1.0278505086898804,1.1101477146148682,0.08229720592498779
36,1.0124197,1.2291787,"('tolerant', 'intolerant')",1.0124197006225586,1.2291786670684814,0.21675896644592285
42,-1.007953,-1.0259272,"('amicable', 'hostile')",-1.0079530477523804,-1.025927186012268,-0.017974138259887695
65,0.9938636,1.0109097,"('practical', 'impractical')",0.993863582611084,1.0109096765518188,0.017046093940734863
51,0.9527279,1.1757212,"('competent', 'incompetent')",0.9527279138565063,1.1757211685180664,0.22299325466156006
12,0.92812604,1.134389,"('sympathetic', 'unsympathetic')",0.9281260371208191,1.134389042854309,0.20626300573349
84,-0.9256857,-1.069469,"('self-confident', 'diffident')",-0.925685703754425,-1.0694689750671387,-0.14378327131271362
85,0.89777803,0.9836908,"('ambitious', 'unambitious')",0.8977780342102051,0.9836907982826233,0.08591276407241821
80,0.88579667,0.9693413,"('independent', 'dependent')",0.8857966661453247,0.9693412780761719,0.08354461193084717
21,0.8808048,0.871783,"('nice', 'nasty')",0.8808047771453857,0.8717830181121826,-0.009021759033203125
55,0.802825,0.63889575,"('intelligent', 'unintelligent')",0.8028249740600586,0.6388957500457764,-0.16392922401428223
60,0.74053156,0.94431484,"('educated', 'uneducated')",0.7405315637588501,0.9443148374557495,0.20378327369689941
56,0.7384433,0.8783966,"('intelligent', 'dumb')",0.7384433150291443,0.8783965706825256,0.13995325565338135
96,0.6939498,0.7062923,"('powerful', 'powerless')",0.693949818611145,0.7062922716140747,0.012342453002929688
54,0.66967535,0.5705744,"('smart', 'stupid')",0.669675350189209,0.5705744028091431,-0.09910094738006592
24,-0.6581735,-0.60933995,"('thoughtful', 'rough')",-0.6581735014915466,-0.6093399524688721,0.04883354902267456
28,-0.64111644,-0.542992,"('honest', 'dishonest')",-0.6411164402961731,-0.5429919958114624,0.0981244444847107
110,-0.6184732,-0.61118805,"('narrow-minded', 'open-minded')",-0.6184731721878052,-0.6111880540847778,0.007285118103027344
13,0.6089767,0.7401418,"('helpful', 'unhelpful')",0.6089767217636108,0.7401418089866638,0.13116508722305298
43,-0.5810032,-0.60566354,"('genuine', 'fake')",-0.5810031890869141,-0.605663537979126,-0.024660348892211914
101,-0.5405027,-0.36164743,"('successful', 'unsuccessful')",-0.5405027270317078,-0.36164742708206177,0.178855299949646
61,-0.5298091,-0.25672415,"('rational', 'irrational')",-0.5298091173171997,-0.25672414898872375,0.27308496832847595
97,-0.52888197,-0.41488722,"('superior', 'inferior')",-0.5288819670677185,-0.4148872196674347,0.11399474740028381
72,0.5256045,0.7155061,"('logical', 'illogical')",0.5256044864654541,0.7155060768127441,0.18990159034729004
86,0.5108019,0.45845866,"('self-reliant', 'helpless')",0.5108019113540649,0.45845866203308105,-0.05234324932098389
18,0.5090698,0.6402228,"('social', 'asocial')",0.5090698003768921,0.6402227878570557,0.13115298748016357
9,0.47656667,0.56805587,"('sensitive', 'insensitive')",0.4765666723251343,0.5680558681488037,0.09148919582366943
100,0.4620449,0.51313305,"('influential', 'uninfluential')",0.462044894695282,0.5131330490112305,0.051088154315948486
22,0.46030116,0.36109895,"('welcoming', 'disagreeable')",0.46030116081237793,0.3610989451408386,-0.0992022156715393
20,-0.45556068,-0.5316598,"('popular', 'unpopular')",-0.45556068420410156,-0.5316597819328308,-0.07609909772872925
77,-0.45502007,-0.35802895,"('active', 'inactive')",-0.45502007007598877,-0.35802894830703735,0.09699112176895142
58,0.45113975,0.5994359,"('able', 'clumsy')",0.45113974809646606,0.5994359254837036,0.14829617738723755
45,0.44697285,0.5172429,"('cooperative', 'exploitative')",0.4469728469848633,0.5172429084777832,0.07027006149291992
87,-0.4343496,-0.32684457,"('dedicated', 'undedicated')",-0.43434959650039673,-0.32684457302093506,0.10750502347946167
70,0.41039026,0.3833915,"('wise', 'unwise')",0.4103902578353882,0.38339149951934814,-0.02699875831604004
4,0.40322885,0.5129472,"('likable', 'unlikable')",0.40322884917259216,0.5129472017288208,0.10971835255622864
74,0.392084,0.45823953,"('insightful', 'unperceptive')",0.392084002494812,0.45823952555656433,0.06615552306175232
62,-0.38662627,-0.5024713,"('creative', 'uncreative')",-0.386626273393631,-0.5024713277816772,-0.11584505438804626
63,-0.37563992,-0.48986417,"('capable', 'incapable')",-0.3756399154663086,-0.48986417055130005,-0.11422425508499146
57,0.36941865,0.35518065,"('able', 'unable')",0.3694186508655548,0.35518065094947815,-0.01423799991607666
19,-0.35123318,-0.4047535,"('funny', 'boring')",-0.35123318433761597,-0.40475350618362427,-0.0535203218460083
78,0.33091646,0.22227642,"('active', 'inactive')",0.33091646432876587,0.22227641940116882,-0.10864004492759705
30,0.3094904,0.41947848,"('honest', 'dishonest')",0.3094904124736786,0.41947847604751587,0.10998806357383728
91,0.2864442,0.22997698,"('resilient', 'nonresilient')",0.28644418716430664,0.22997698187828064,-0.056467205286026
68,0.28024358,0.3592932,"('clever', 'inept')",0.28024357557296753,0.3592931926250458,0.07904961705207825
67,0.27076656,0.33707708,"('discriminating', 'undiscriminating')",0.27076655626296997,0.3370770812034607,0.06631052494049072
17,0.26139918,0.4245294,"('social', 'antisocial')",0.26139917969703674,0.42452940344810486,0.16313022375106812
23,-0.23227215,-0.42063296,"('hospitable', 'inhospitable')",-0.23227214813232422,-0.4206329584121704,-0.1883608102798462
92,-0.21549529,-0.37460673,"('unwavering', 'wavering')",-0.2154952883720398,-0.374606728553772,-0.15911144018173218
59,-0.21548444,-0.11345649,"('skillful', 'clumsy')",-0.21548444032669067,-0.11345648765563965,0.10202795267105103
37,-0.21297812,-0.34674513,"('good', 'evil')",-0.21297812461853027,-0.3467451333999634,-0.1337670087814331
93,0.19823055,0.5377472,"('dominating', 'dominated')",0.1982305496931076,0.5377472043037415,0.33951665461063385
88,0.1693667,0.1164498,"('impulsive', 'meek')",0.16936670243740082,0.11644980311393738,-0.05291689932346344
29,-0.14998928,-0.33350524,"('honest', 'immoral')",-0.1499892771244049,-0.333505243062973,-0.18351596593856812
46,0.14975032,0.30315438,"('generous', 'stingy')",0.14975032210350037,0.3031543791294098,0.15340405702590942
106,-0.14292994,-0.33616793,"('conventional', 'unconventional')",-0.14292994141578674,-0.33616793155670166,-0.19323799014091492
47,-0.08805333,0.10022509,"('forgiving', 'unforgiving')",-0.08805333077907562,0.10022509098052979,0.1882784217596054
38,0.07781106,0.022004455,"('kind', 'unkind')",0.07781106233596802,0.02200445532798767,-0.05580660700798035
34,0.07545145,0.15405141,"('loyal', 'disloyal')",0.07545144855976105,0.15405140817165375,0.0785999596118927
35,-0.07369244,0.04680927,"('fair', 'unfair')",-0.0736924409866333,0.04680927097797394,0.12050171196460724
79,-0.069341674,0.06222835,"('determined', 'doubtful')",-0.06934167444705963,0.06222835183143616,0.1315700262784958
44,-0.03422701,0.012375522,"('truthful', 'untruthful')",-0.03422700986266136,0.012375522404909134,0.046602532267570496
102,0.031029373,-0.008255616,"('eminent', 'low')",0.03102937340736389,-0.008255615830421448,-0.03928498923778534
