,marathon_male,marathon_female,tuple,oil_male,oil_female,average_male,average_female,female-male
75,4.1626816,4.5044107,"('confident', 'shy')",7.126044,6.9808855,5.644362449645996,5.742648124694824,0.09828567504882812
27,-3.4277496,-3.5807734,"('sincere', 'insincere')",-6.580209,-6.997024,-5.003979206085205,-5.288898468017578,-0.28491926193237305
53,-3.0352864,-3.2915406,"('smart', 'stupid')",-5.58939,-5.9298267,-4.312337875366211,-4.610683441162109,-0.29834556579589844
40,-2.5600567,-2.911757,"('honorable', 'mean')",-5.2351933,-5.5584364,-3.897624969482422,-4.2350969314575195,-0.33747196197509766
95,-2.554357,-2.9286687,"('rich', 'poor')",-6.5241513,-6.789568,-4.539254188537598,-4.859118461608887,-0.31986427307128906
1,-2.4357977,-2.267706,"('friendly', 'unfriendly')",-1.5989153,-1.002837,-2.0173563957214355,-1.635271430015564,0.3820849657058716
32,-2.4020495,-2.4627447,"('benevolent', 'hardhearted')",-1.9845052,-1.8555084,-2.193277359008789,-2.1591265201568604,0.03415083885192871
6,2.1563761,2.7276444,"('liked', 'disliked')",6.2010126,6.806587,4.178694248199463,4.767115592956543,0.5884213447570801
11,-2.1492858,-2.0358279,"('caring', 'unaffectionate')",-1.3912406,-1.1144482,-1.7702631950378418,-1.5751380920410156,0.19512510299682617
50,2.0071583,2.0536633,"('unprejudiced', 'prejudiced')",2.2342029,2.174945,2.120680570602417,2.1143040657043457,-0.006376504898071289
62,-1.9418097,-1.6987299,"('creative', 'uncreative')",-1.0476338,-0.5397221,-1.4947216510772705,-1.1192259788513184,0.37549567222595215
99,-1.9265954,-1.7050987,"('prestigious', 'insignificant')",0.26063642,0.90894544,-0.8329795002937317,-0.3980766534805298,0.4349028468132019
87,-1.8293512,-1.6700372,"('dedicated', 'undedicated')",-0.8141696,-1.0045636,-1.3217604160308838,-1.3373003005981445,-0.015539884567260742
104,-1.8021114,-1.5946841,"('conventional', 'unconventional')",-0.43608856,-0.025279254,-1.1190999746322632,-0.8099817037582397,0.30911827087402344
38,-1.7144349,-1.4949496,"('kind', 'unkind')",-2.6667597,-2.6950898,-2.1905972957611084,-2.095019817352295,0.09557747840881348
107,1.6579694,1.7495143,"('conventional', 'modern')",-0.31309456,-0.7101593,0.6724374294281006,0.5196775197982788,-0.15275990962982178
48,1.5839292,1.7987311,"('reliable', 'unreliable')",2.7415175,2.460002,2.1627233028411865,2.129366397857666,-0.03335690498352051
28,-1.5450011,-1.6116612,"('honest', 'dishonest')",-2.139606,-2.2835262,-1.8423035144805908,-1.9475936889648438,-0.10529017448425293
86,1.53392,1.8912418,"('self-reliant', 'helpless')",4.2742763,4.3621616,2.9040980339050293,3.126701831817627,0.22260379791259766
31,-1.5193151,-1.3669324,"('altruistic', 'egoistic')",-0.26356065,0.000915885,-0.8914378881454468,-0.6830082535743713,0.20842963457107544
72,-1.4895319,-1.3278465,"('logical', 'illogical')",-1.3170474,-1.3315616,-1.403289556503296,-1.3297040462493896,0.07358551025390625
74,-1.4125475,-1.1327933,"('insightful', 'unperceptive')",-1.462701,-1.6883664,-1.437624216079712,-1.4105799198150635,0.027044296264648438
63,-1.3853284,-1.293441,"('capable', 'incapable')",-0.92336565,-0.88276714,-1.1543470621109009,-1.0881041288375854,0.06624293327331543
34,-1.3337631,-1.202831,"('loyal', 'disloyal')",-2.5758522,-2.4262366,-1.9548076391220093,-1.8145338296890259,0.1402738094329834
10,-1.3316042,-1.4388738,"('affectionate', 'unaffectionate')",-0.5584364,-0.19060355,-0.945020318031311,-0.8147386312484741,0.13028168678283691
4,-1.2681506,-1.3024607,"('likable', 'unlikable')",-0.9348475,-1.0052327,-1.101499080657959,-1.1538467407226562,-0.052347660064697266
103,1.2560778,1.2336594,"('traditional', 'modern')",0.7295861,0.675369,0.9928319454193115,0.95451420545578,-0.038317739963531494
78,1.2451421,1.2946146,"('active', 'inactive')",2.2188532,2.076332,1.7319977283477783,1.6854733228683472,-0.04652440547943115
47,-1.13799,-1.0795581,"('forgiving', 'unforgiving')",-1.2199111,-1.3114376,-1.178950548171997,-1.1954978704452515,-0.016547322273254395
55,-1.1306577,-1.0156804,"('intelligent', 'unintelligent')",-1.7819514,-1.9127188,-1.4563045501708984,-1.4641995429992676,-0.00789499282836914
44,-1.126699,-0.90177906,"('truthful', 'untruthful')",-0.6238105,-0.70134336,-0.87525475025177,-0.8015612363815308,0.07369351387023926
16,1.1153698,0.97984046,"('social', 'antisocial')",-0.3393209,-0.88095653,0.3880244493484497,0.04944196343421936,-0.33858248591423035
110,1.1001747,0.91355747,"('narrow-minded', 'open-minded')",0.88968915,0.758999,0.9949319362640381,0.8362782001495361,-0.15865373611450195
85,-1.0842601,-0.93628097,"('ambitious', 'unambitious')",-0.180549,-0.3679389,-0.6324045658111572,-0.6521099209785461,-0.019705355167388916
54,1.0637184,0.7032474,"('smart', 'stupid')",0.34204718,0.14167479,0.7028828263282776,0.4224610924720764,-0.28042173385620117
13,-1.0485464,-1.0076529,"('helpful', 'unhelpful')",-3.2052,-3.6431842,-2.126873254776001,-2.325418472290039,-0.19854521751403809
105,-1.0351982,-0.9033816,"('conventional', 'modern')",-1.1379186,-0.9503894,-1.0865583419799805,-0.9268854856491089,0.15967285633087158
84,-1.0295085,-0.7730533,"('self-confident', 'diffident')",-0.3463088,-0.10735294,-0.6879086494445801,-0.44020313024520874,0.24770551919937134
97,-1.0127848,-0.93287796,"('superior', 'inferior')",-0.7564511,-0.7028803,-0.8846179246902466,-0.8178791403770447,0.0667387843132019
93,0.9935662,0.9253707,"('dominating', 'dominated')",-0.10662027,-0.49894136,0.4434729814529419,0.2132146656513214,-0.23025831580162048
68,-0.964172,-1.2497413,"('clever', 'inept')",-1.0730075,-1.2041752,-1.018589735031128,-1.2269582748413086,-0.20836853981018066
21,0.95636606,0.8839431,"('nice', 'nasty')",1.3338422,1.3699694,1.145104169845581,1.1269562244415283,-0.018147945404052734
39,-0.9509622,-0.56977546,"('right', 'wrong')",-0.057772577,0.52035904,-0.5043673515319824,-0.024708211421966553,0.47965914011001587
3,0.95046955,1.3336806,"('likable', 'unlikable')",1.4547603,1.4163195,1.2026149034500122,1.375,0.1723850965499878
22,-0.92967594,-0.71638626,"('welcoming', 'disagreeable')",0.89741707,1.0630668,-0.01612943410873413,0.17334029078483582,0.18946972489356995
100,-0.89038897,-0.88102394,"('influential', 'uninfluential')",-1.8940345,-1.759293,-1.392211675643921,-1.3201584815979004,0.07205319404602051
98,-0.8044212,-0.87271297,"('prestigious', 'insignificant')",0.6034698,0.88312244,-0.10047569870948792,0.005204737186431885,0.1056804358959198
102,-0.80274636,-0.7988584,"('eminent', 'low')",-0.91746366,-0.98284215,-0.860105037689209,-0.890850305557251,-0.030745267868041992
109,0.7870959,0.81796694,"('conservative', 'liberal')",0.14062524,-0.20980738,0.46386057138442993,0.3040797710418701,-0.15978080034255981
108,0.7870959,0.81796694,"('conservative', 'liberal')",0.14062524,-0.20980738,0.46386057138442993,0.3040797710418701,-0.15978080034255981
58,-0.7869996,-0.9675043,"('able', 'clumsy')",-3.0367458,-3.087152,-1.9118726253509521,-2.0273282527923584,-0.11545562744140625
18,-0.7776356,-0.60582006,"('social', 'asocial')",0.36961368,-0.015162498,-0.2040109485387802,-0.31049126386642456,-0.10648031532764435
20,-0.7715632,-0.40050817,"('popular', 'unpopular')",-0.37158555,-0.24276665,-0.571574330329895,-0.3216373920440674,0.24993693828582764
77,0.7664203,0.95786005,"('active', 'inactive')",0.7088183,1.2008214,0.7376192808151245,1.0793406963348389,0.34172141551971436
49,-0.7527847,-0.7947035,"('responsible', 'irresponsible')",-1.2122278,-1.8122051,-0.982506275177002,-1.3034542798995972,-0.3209480047225952
8,-0.75106746,-0.84736717,"('open', 'distant')",1.014499,1.5313967,0.13171574473381042,0.34201478958129883,0.2102990448474884
69,-0.7420006,-0.65781116,"('wise', 'foolish')",0.4758228,0.88514435,-0.1330888867378235,0.1136665940284729,0.2467554807662964
37,0.6851089,0.6932086,"('good', 'evil')",2.6282074,3.0125332,1.6566581726074219,1.8528709411621094,0.1962127685546875
66,0.6319953,0.9231149,"('imaginative', 'unimaginative')",0.8588661,1.2212667,0.7454307079315186,1.072190761566162,0.32676005363464355
45,-0.61922985,-0.91376656,"('cooperative', 'exploitative')",0.7305734,0.33117217,0.05567178130149841,-0.29129719734191895,-0.34696897864341736
